,real_t250,real_t500,real_t750,real_t1000,knn_t250,knn_t500,knn_t750,knn_t1000,knn_sqrt_t250,knn_sqrt_t500,knn_sqrt_t750,knn_sqrt_t1000
0,"[[0.025071196416981027, 0.0, 0.175643988937763, 0.5846103828701046, 0.0, 0.0, 0.0], [0.008482118033336808, 0.0, 0.0, 0.0, -0.0009771643608176635, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.005908607006641729, 0.0], [0.0, 0.020133322525820074, -0.0001954915675476294, 1.6030338460435916, 0.0, 0.0, 0.0], [0.0, 0.0, 0.005721912297533711, 0.0, 0.6627507751306471, 0.01580564565313304, 0.0], [0.0, 0.0, 0.16673495558462498, 0.008072726377905935, 0.6323268863178373, 0.0, 0.0], [-0.0008669972828494624, 0.0, 0.0, 0.3111507945690221, 0.0, 0.28476818518202707, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.016662597510019483, 0.40060727644596505, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029763521470349948], [0.06196672893842324, 0.0, 0.0, 0.0, 0.0, 0.13138596059687355, 0.0], [0.0, 0.04504632123676226, 0.0, 0.0, 0.0, 0.0, 0.0], [0.13891626992538578, 0.0, 0.0, 0.0, 0.0, 0.2286901151455333, 0.0], [0.39023069101702995, 0.37610105010176675, 0.0, 0.0, 0.0, 0.791481516349978, 0.0], [0.004796645725060787, 0.18382762457336546, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[1.256485610505574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6513727814609811], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.3178927053874177, 0.316277076575449, 0.0, 0.0, 0.0, 0.2085812561203847, 0.0], [0.2683064545070888, 0.2443319858326927, 0.0, 0.0, 0.0, -0.0002894894648370609, 0.0], [0.0, 0.025368142163719572, 0.23275607810699797, 0.0, 0.0, -0.0007636134888142071, 0.0], [0.0, 0.0, 0.0012164366490392934, 0.0, 0.0, 0.0, 0.0], [0.0, 0.020891489283308248, 0.0, 0.0, 0.0, 0.34678442054297204, 0.0]]","[[1.012295506463118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.025367634436701748, 0.0, 0.0, 0.0, 0.00036401608364795075, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.06515647386466417, 0.0, 0.6840202665529157], [0.11156407374878867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0424548844130243, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.00281173558318151, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2848708605370469, 0.0, 0.11614062965330764]]","[[0.03492804380517299, 0.0, 0.061418889886153474, 0.09559046864545243, 0.0, 0.0, 0.0], [0.0, 0.0, 0.012097488462616258, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.1939866136731727, 0.0, 0.0, 0.0], [0.0, 0.0, 0.009922151175761292, 0.0, 0.2896498345774256, 0.0, 0.0], [0.0, 0.0027838859706566708, 0.06358927865793645, 0.0, 0.2176018585460739, 0.0, 0.0], [0.014416200962584388, 0.0, 0.042487713903859546, 0.03583718755010722, 0.011265059086325612, 0.1253913605861486, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.08787128438389065, 0.0], [0.0, 0.0, 0.0, 0.0, 0.014599884974846706, 0.0, 0.0], [0.008017788509247349, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.01356954751229492, 0.0, 0.0, 0.0], [0.03111651662087383, 0.0, 0.0, 0.0, 0.0, 0.05565211785463992, 0.0], [0.10832250667520316, 0.08847575890294423, 0.0, 0.0, 0.0, 0.32696991130150127, 0.0], [0.0, 0.09399826721167293, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.5430543826705047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25965842261430216], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.11442272745802329, 0.1509365840926438, 0.0, 0.0, 0.0, 0.1265786288038654, 0.0], [0.07477543564078451, 0.084342306200742, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11779790954471274, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004413868521043092], [0.0, 0.0, 0.0, 0.0, 0.0, 0.05554219915745133, 0.0]]","[[0.892395761090496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01563208672086061, 0.0, 0.3078326281568844], [0.03699959879652235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.002775469315174484, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.18304713499763578, 0.0, 0.0]]","[[0.002564697754029041, 0.002824953403507832, 0.04115112140786762, 0.03680493718625662, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.1991580886613862, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2654030598101044, 0.0, 0.0], [0.0, 0.0, 0.0297953631594929, 0.0, 0.16067759998292894, 0.0, 0.0], [0.0, 0.01056235908251452, 0.0, 0.0001445358913191696, 0.0, 0.062480501974466994, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.06279832425347395, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014215650616911277], [0.001391279700200151, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.04454761273600627, 0.0, 0.0, 0.0, 0.0, 0.046960621277700725, 0.0], [0.09461642118064717, 0.05981476634102217, 0.0, 0.0, 0.0, 0.32106378581282397, 0.0], [0.0, 0.08586416460148444, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.5201153848278713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2536507691174418], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0644578045207299, 0.1227475431105542, 0.0, 0.0, 0.0, 0.09230298656359236, 0.0], [0.03537347097803414, 0.06592921464251678, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.08874780082725667, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.05633446088734296, 0.0]]","[[0.8701953225893653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01249811365846676, 0.0, 0.2568582494565661], [0.013421113302945396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.16640427982233705, 0.0, 0.0]]"
1,"[[0.0, 0.0, 1.082659338886104, 1.2488721804788718, 0.0, 0.0, 0.0], [0.5560077955498995, 0.0, 0.004298800622614788, 0.0, 0.0, 0.0, 0.0], [0.25452181908589727, 0.0, 0.2905627759184527, 0.0, 0.0, 0.0, 0.018283357601866123], [0.0, 0.0, 0.0, 1.4324961881620661, 0.0, 0.09729423920286644, 0.0], [1.2941124576243987, 0.39070777406985335, 0.0, 0.0, 0.0, 0.0, 0.0], [0.7376383757117018, 0.0, 0.08702456637118963, 0.0, 0.0, 0.0, -0.006390186132883278], [0.0, 0.0, 0.0, 0.012245860089833641, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.4028546109527573, 0.0, 0.0, 0.0], [0.0, 0.4316591011378384, 0.0, 0.0, 0.0, 0.5364014416630605, 0.0], [0.0, 0.01631471569356888, 0.0, 0.0, 0.08873877071728244, 0.0, 0.0], [0.02253864475050593, 0.0, 0.0, 0.0, 0.2692033186073555, 0.0, 0.0], [0.008691456040751087, 0.2323573662629494, 0.0, 0.3713268672399519, 0.0, 0.0, 0.0], [0.0486612083264194, 1.0435577260066973, 0.0, 0.0, 0.001968057949334444, 0.5744489143574601, 0.05494286242898109], [0.3932476798908265, 0.0, 0.0, 0.0, 0.011625560757894803, 0.0, 0.0]]","[[0.0, 0.0, 0.6883851609527507, 0.0, 0.7876572944862372, 0.0, 0.017505312269427913], [0.0, 1.8489180550677438, 0.02737721702483265, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.1357337804430672, 0.5454409943695756, 0.0], [0.009208748950669298, 0.16324089504107314, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.4339929463186027, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7797709477610636, 0.0, 0.0], [0.0, 0.0, 0.3474646115587063, 0.0, 0.0, 0.16047829874513686, 0.0]]","[[0.0, 1.343749548581504, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.358969712190593, 2.3534682941728984, 0.0], [0.048679602242001914, 0.9226175675928765, 0.0, 0.0, 1.040516899879791, 0.08258014697581614, 0.0], [0.0, 0.0, 0.0, 0.0, 0.223579986387333, 0.5336177708871208, 0.0], [0.0, 0.0, 0.0, 1.5517318954045372, 0.0, 0.0, 0.0], [0.0, 1.9409290751140063, 0.0, 0.0, 0.0, 0.0, 0.0], [0.4450403529419338, 0.0057269707895043825, 0.7917551053615146, 0.36120656775361626, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.7647579883821763, 0.7429067708388328, 0.0, 0.0, 0.0], [0.0, 0.0, 0.00813316220801835, 0.0, 0.0, 0.0, 0.015071356387645559], [0.03579279633998494, 0.0, 0.033005067155653364, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9488726116819943, 0.0, 0.0, 0.0], [0.042650972036591316, 0.0423892103839328, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012401500714960955], [0.0, 0.0, 0.0, 0.0, 0.0, 0.010394019717008695, 0.029790724686296545]]","[[0.0, 0.0, 0.0, 0.17630155516668053, 0.0, 0.0, 0.0], [0.0, 0.09178776818793036, 0.0, 0.0, 0.0, 0.28829852074553913, 0.0], [0.0, 0.0, 0.019316524217518033, 0.0, 0.02696802391195059, 0.0, 0.0030829112909081012], [0.0, 0.0, 0.0, 0.0, 0.16128464406708595, 0.0, 0.0], [0.0, 0.028852488312969438, 0.0, 0.1483435310688776, 0.0, 0.0, 0.0], [0.0, 0.6401107519315807, 0.0, 0.0, 0.0, 0.3301296598411678, 0.0061141168731449055], [0.14260246148612793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.10237834827425997, 0.0, 0.02572188870419969, 0.0, 0.011095084201871977], [0.0, 1.5727127722876084, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.42226252489482957, 0.25233665154830937, 0.0], [0.0033563821725691293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.7570891282841528, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.09400978878617862, 0.0, 0.0], [0.008212078166386735, 0.0, 0.017507209875194846, 0.0, 0.0, 0.035580842432833756, 0.003238134526723836]]","[[0.0010229261776149498, 0.036224495138731126, 0.0, 0.0, 0.001009777835205505, 0.0, 0.004023385351515837], [0.0, 0.0, 0.0, 0.0, 0.457123905025978, 1.4719391517620206, 0.0], [0.0, 0.15854005909980273, 0.0, 0.0, 0.18810047448644132, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.013628889976134723, 0.0], [0.0, 0.0, 0.0, 0.46602266176006096, 0.0, 0.0, 0.0], [0.0, 0.4772077810461253, 0.0, 0.0, 0.0, 0.0, 0.0], [0.03079723728461956, 0.0, 0.034411132547505136, 0.0, 0.0, 0.0, 0.012895601374478595]]","[[0.0, 0.0, 0.7340880197826845, 0.6766684925649866, 0.0, 0.0, 0.0], [0.0, 0.0, 0.012413888277598305, 0.0, 0.0036722358026338785, 0.005202278706212812, 0.008565124090407793], [0.05770080320430952, 0.0, 0.04173753149042431, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8793338618242871, 0.0, 0.0, 0.0], [0.003505187490824246, 0.042623202019699845, 0.0024480576381232873, 0.0, 0.020348410743546267, 0.01800175561057934, 0.02196697883166276], [0.0, 0.0, 0.0, 0.0, 0.013989253972604738, 0.008742175819692428, 0.008235037402333546], [0.0, 0.014502932528583614, 0.0, 0.0, 0.005339681956024003, 0.020619330078756753, 0.01978844263651258]]","[[0.0, 0.0, 0.0, 0.13566405583435212, 0.0, 0.0, 0.0], [0.0, 0.04681041519458968, 0.0, 0.0, 0.0, 0.24313280931860723, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0016235563857926961, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.10877352226670682, 0.0, 0.0], [0.0, 0.03672704050047727, 0.0, 0.12678585804255418, 0.0, 0.0, 0.0], [0.0, 0.5716238626327176, 0.0, 0.0, 0.0, 0.2719250863325835, 0.0], [0.11335289140634956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0031437697674356127, 0.0, 0.06716867875578558, 0.0048159258727665105, 0.0, 0.0, 0.017293567940888186], [0.0, 1.5154768987332152, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.32367544480097554, 0.17790507291347146, 0.0], [0.006118175500541303, 0.0, 0.0, 0.006652927884387244, 0.0, 0.0, 0.009287523101481], [0.0, 0.6417497411811028, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.032708380053844445, 0.0, 0.0], [0.005471829734668827, 0.0, 0.0, 0.0, 0.0, 0.007358214079951845, 0.004267672735813812]]","[[0.009090996739556406, 0.008553781055907015, 0.0, 0.0, 0.0020203963424257083, 0.0, 0.024171721480836905], [0.0, 0.0, 0.0, 0.0, 0.4273577281723729, 1.3941868489032494, 0.0], [0.0, 0.11834063417196651, 0.0, 0.0, 0.13980197087401314, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.010403075819160048, 0.0], [0.0, 0.0, 0.0, 0.35339099377993993, 0.0, 0.0, 0.0], [0.0, 0.4755677945503709, 0.0, 0.0, 0.0, 0.0, 0.0], [0.033926917754687785, 0.0, 0.02339914449805911, 0.0, 0.0, 0.0, 0.034187350037067875]]"
2,"[[0.0, 0.0, 0.3887532712846728, 0.0, 0.0, 0.8560397258040241, 0.0], [0.0, 0.0, 0.0, 0.014850888692229435, 0.0, 0.0, 0.0], [0.237366950109262, 0.0, 0.0, 0.5409700430626374, 0.0015306470933113517, 0.0, 0.0], [0.22218737068868208, 0.0, 0.0, 0.4121623318562035, 0.0, 0.0, 0.5040061195210161], [0.0, 0.0, 0.19885405162342673, 0.0, -0.003914047450040351, 0.053932359568512424, 0.0], [1.0017217087146566, 0.0, 0.9915588759553027, 0.0, 0.0, 0.0, 0.4268251347303537], [0.0, 0.0, 0.15143271865277735, 0.6636411169816891, 0.0, 0.052050010646390005, 0.0]]","[[1.0939780323914612, 0.1683079348902639, 0.0, 0.0, 0.0908900249786981, 0.0, 0.14092188727341423], [0.0, 0.0, 0.0, 0.0, 0.6218484289750117, 0.0, 0.0], [0.1373282974502441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029420639955256597], [0.06729629353483997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1852170639635459], [0.0, 0.7722972098569395, 0.0, 0.0, 0.85826763135025, 0.0, 0.0]]","[[0.0, 0.5822111925556526, 0.0, 0.33692558908940073, 0.09081037970924584, 0.0, 0.06851803305037815], [0.0, 0.0, 0.5130756378030431, 0.0, 1.135456522657449, 2.2471096752343342, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.30747342481629114, 0.0], [0.0, 1.9468676646292682, 1.720417895363793, 0.0, 0.0, 0.0, 1.6171394408012496], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5045583316425858, 0.0, 2.843258031055869, 0.0, 2.296355855952023], [0.0, -0.00011793243729791532, 0.0, 1.1054955766698247, 2.654334672183233, 2.8950251798209985, 0.0]]","[[0.0, 0.48643614292440035, 0.0, 0.0, 0.0, 0.23472383361889235, 0.6505014044764263], [0.31951514029632705, 0.0, 0.0, 0.027058307846228362, 0.0, 0.0, 0.19265888847570253], [0.0, 0.02352902663550353, 0.0, 0.0, 0.0, 0.0, 0.03286113497694983], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00869520764314338], [0.08812961287336188, 0.0, 0.0, 0.037656141543361214, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.8664750061437583, 0.0, 0.0, 0.6511725019029613, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.04770925847844378, 0.0, 0.0, 0.2611142622371274, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004382456838914174], [0.0, 0.0, 0.0, 0.09655769713134861, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05962201408035207, 0.0, 0.0, 0.1390067849312987], [0.0, 0.0, 0.003963825894979114, 0.0, 0.0, 0.0, 0.0], [0.4327345350772078, 0.0, 0.40355525596662933, 0.0, 0.0, 0.0, 0.1583764549647769], [0.0, 0.021362231333616297, 0.0, 0.24494599013567978, 0.0, 0.0, 0.017639484114121144]]","[[0.7142923432716742, 0.00384137276051223, 0.0, 0.0, 0.0, 0.0, 0.029482150807793775], [0.0, 0.0, 0.0, 0.0, 0.0754981731146811, 0.0, 0.0], [0.011326169366854646, 0.0, 0.0, 0.0, 0.0, 0.0020072259981744832, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10325764281866151], [0.0, 0.40203861012840053, 0.011130069107475148, 0.0, 0.4025228941921333, 0.0, 0.0]]","[[0.03977481594465539, 0.0, 0.0, 0.021633505622688624, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.019869962841670086, 0.0897339397021964, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.018365928973649664, 0.0730123277099074, 0.07689042086639794, 0.0065463635299065365, 0.0, 0.0, 0.038776214622463286], [0.0, 0.0, 0.0, 0.0, 0.03427015591636925, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.26777719021626567, 0.0, 0.40048814307049596], [0.0, 0.0, 0.0, 0.03655938681930796, 0.2082480063516752, 0.307492772666608, 0.0]]","[[0.0, 0.18503687417379275, 0.0, 0.0, 0.0, 0.09946463475975237, 0.29967600474495565], [0.11492117777296185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06581261829627333], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.005874230693186263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.4507150091721658, 0.0, 0.0, 0.2969704598219631, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.042447929460958815, 0.0, 0.0002931990264109786, 0.2293126927275509, 0.0], [0.0, 0.001857101750513163, 0.0, 0.0, 0.020933743969173413, 0.0, 0.0], [0.0, 0.0, 0.0, 0.09347797838481864, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.07194380584371934, 0.0, 0.0, 0.19015160324517427], [0.0, 0.006273689559630377, 0.0, 0.0, 0.010012617271728282, 0.0, 0.0], [0.3554108651704471, 0.0, 0.329899178306175, 0.0, 0.013422355452968875, 0.0, 0.12141777786313374], [0.0, 0.0, 0.0, 0.21377347363630214, 0.012265925340479362, 0.0, 0.0]]","[[0.6649901286966967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005335644179380713], [0.0, 0.0, 0.0, 0.0, 0.026272227379556916, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05890807944368101], [0.0, 0.31239390939050965, 0.0, 0.0, 0.2902752605990384, 0.0, 0.0]]","[[0.04582798179292294, 0.0, 0.0, 0.033663026200742734, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.008046725844370299, 0.038023535119356806, 0.0], [0.0, 0.0, 0.0, 0.0012660006005264209, 0.0, 0.0, 0.0], [0.026500833715392004, 0.031365692989740464, 0.043822454622202536, 0.021446444187850078, 0.0, 0.0, 0.011147676152363919], [0.0, 0.0, 0.0, 0.0, 0.09577031748637126, 0.0, 0.0], [0.0, 0.0, 0.006522631637650265, 0.0, 0.2707929333734717, 0.0, 0.3978713757703741], [0.0, 0.0, 0.0, 0.02957382160029167, 0.154985181920362, 0.24841242846306347, 0.0]]","[[0.0, 0.1792600849027968, 0.0, 0.0, 0.0, 0.0765100069540367, 0.279992198223932], [0.09349784571262527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037501241550591355], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.39813620521192955, 0.0, 0.0, 0.26317728635421966, 0.0, 0.0, 0.0]]"
