,real_t250,real_t500,real_t750,real_t1000,knn_t250,knn_t500,knn_t750,knn_t1000,knn_sqrt_t250,knn_sqrt_t500,knn_sqrt_t750,knn_sqrt_t1000
10,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.01706905300927951, 0.0, 0.0], [-0.014535241011599177, 0.6725865954731861, 0.4423190123720419, 0.49807830405184583], [0.0, 0.0, 0.0, 1.8123174296731985]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.2360926176626645], [0.0, 0.0, 0.7816671931742184, 1.3010312461018176]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 2.7377380392609574, 0.0, 0.0], [1.6160434112039501, 0.0, 0.0, 1.6041420645752407], [0.0, 2.019966441193319, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1446380930831408], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.21840410734724983, 0.09390467431396812, 0.0847496732940105], [0.0, 0.0, 0.0, 1.3091531878338358]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7409842842413681], [0.0, 0.0, 0.6303152763469848, 0.8121405280141194]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 2.0929956115839974, 0.0, 0.0], [0.0, 0.0, 0.004774858634665982, 0.0], [0.0, 0.1408139561585533, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.08724265035276244], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.15786787565343696, 0.07353389261106405, 0.055554538444631124], [0.0, 0.0, 0.0, 1.2893955174498821]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6374850972964466], [0.0, 0.0, 0.5666109413228297, 0.6832579746903056]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 2.1131777469923145, 0.0, 0.0], [0.0, 0.0, 0.02979730737875703, 0.0], [0.0, 0.07500363708926762, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06566457789363371], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
11,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.026652820675983787, 0.0, 0.71219438901218], [0.0, 0.0, 0.0, 0.0], [0.0, 1.1154353083593822, 0.0, 0.0]]","[[0.0, 0.0, 1.1214291995299224, 0.0], [0.4403108652409831, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.7271319579131669, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.4310708537241908], [-0.00039114119348080664, 0.0, 0.7296737063802023, 0.0], [0.2785614704688653, 0.9206938345211716, 0.0, 0.5056084524426037], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.06433339432993128], [0.0, 0.0, 0.0, 0.4542455902393079], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6652765426744178], [0.0, 0.0, 0.0, 0.0], [0.0, 0.9052070383423858, 0.0, 0.0]]","[[0.0, 0.0, 0.9595852886216771, 0.0], [0.11661636768688133, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.2814648761707675, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.14464870672868782], [0.0, 0.0, 0.3604011630012643, 0.0], [0.16433329930430882, 0.6652213085334066, 0.0, 0.2686308846016866], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.00969807338246797], [0.0, 0.0, 0.006312972620391492, 0.34418039596636063], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6335243034640509], [0.0, 0.0, 0.0, 0.0], [0.0, 0.805226100412196, 0.0, 0.0]]","[[0.0, 0.0, 0.8917455980381083, 0.0], [0.06808530800833543, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.18409109979189667, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.10914052181087455], [0.0, 0.0, 0.3203766234792906, 0.0], [0.15350447111048227, 0.6167901840670008, 0.0, 0.2503384811386211], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.006474001071932705], [0.0, 0.0, 0.0, 0.30077621544369676], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
12,"[[0.0, 0.0, 0.0, 0.3869391958073433], [0.21222420040569015, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.23029739863566764, 0.0]]","[[1.1605040726820648, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3996712301759292, 0.221487909805601, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.258233378510028, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.1690848447182884, 0.0], [0.3000006661865672, 0.0, 0.0, 0.0344516961632674]]","[[0.0, 1.030643899004529, 0.0, 0.0], [0.0, 0.0, 0.22645472136496037, 0.37135086573375853], [0.6557215436867297, 0.0, 0.0, 0.001267127193383177], [0.6616137874850567, 0.076386146350368, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.2914504248879757], [0.13472943563017978, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.15836592393481366, 0.0]]","[[0.8804348417725499, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.1601494801735507, 0.11775727045937853, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.1531019340990976, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0293734840299353, 0.0], [0.19285185452647974, 0.0, 0.0, 0.0]]","[[0.0, 0.8613991640602984, 0.0, 0.0], [0.0, 0.0, 0.1384478204269619, 0.2794448319227805], [0.2550184413871212, 0.0, 0.0, 0.0], [0.29641481016678334, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.2945788991991038], [0.11186384482264888, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.14944696983933173, 0.0]]","[[0.8580030109870134, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.14276134414876057, 0.13570149573186324, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.09981060145773199, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0152604788130344, 0.0], [0.1469030848906391, 0.0, 0.0, 0.0]]","[[0.0, 0.8029263809752963, 0.0, 0.0], [0.0, 0.0, 0.11733887373508242, 0.24267759152539312], [0.17652407912784165, 0.0, 0.0, 0.0], [0.23245356326200964, 0.0, 0.0, 0.0]]"
13,"[[0.5225481671846599, 0.0, 0.0, 0.0], [0.0, 0.0009579725945998307, 0.13466244499120106, 0.0], [0.0, 0.0, 0.00874751833574063, 0.0], [0.0, 0.0, 0.0, 0.06700461903375633]]","[[0.0, 0.0, 0.18892735593872215, 0.21241414258464858], [0.0, 0.847789321868864, 0.0, 0.0], [0.06725590618133209, 0.07772705319611367, 0.0, 0.019732646399242666], [0.0, 0.0, -0.0001675762760678136, 0.0]]","[[0.7093223239636582, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5087175718869359, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.2132919801259457, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05390152473065815], [0.0, 0.0, 0.0, 0.0]]","[[0.3713748529511817, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07838505281341979, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.011151915634397715, 0.019795291901001412, 0.06284281563444143]]","[[0.0, 0.0, 0.1036031706916148, 0.12060390088425242], [0.0, 0.7375895707614858, 0.0, 0.0], [0.009356204813405166, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.6022108496980916, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3387638300828853, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.16139614138472466, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.013202677622011544], [0.0, 0.0, 0.0, 0.0]]","[[0.39992239933596635, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07830436681131146, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.08116486331802789, 0.11004217944917163], [0.0, 0.7234266365336229, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.5809354025380128, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3021614708329262, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.1450447372458608, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.011679668739283985], [0.0, 0.0, 0.0, 0.0]]"
14,"[[0.0, 0.0, 0.14116471339281975, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 1.4389193485864618, 0.8993705204029575, 0.0], [0.0, 0.012889158724505361, 0.0, 0.0]]","[[0.7733684928522184, 0.0, 0.0, 0.0], [0.0, 0.0, 0.00990472905006248, 0.0], [0.0, 0.0, 0.0, 0.0], [0.010911326865727997, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 4.102726548354505], [0.0, 0.0, 0.0, 0.0], [2.8390397384608477, 2.0183424969856105, 0.0, 0.0], [0.0, 5.900614173810321, 0.0, 4.9837045658295605]]","[[0.9205398120912006, 0.0, 0.0, 0.0], [0.0, 0.003221312195903432, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.9318386551775736, 0.0, 0.0, 0.6898166701971382]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.02617788187995106, 0.47046968668071004, 0.257382335383033, 0.005071036363823606], [0.0, 0.0, 0.0, 0.0]]","[[0.663783459666681, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0015496237359942748], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.01006968792358909], [0.0, 0.0, 0.0, 0.0], [0.003970719691559387, 0.0, 0.09851539350297292, 0.0], [0.0014880003562796052, 1.811707994043122, 0.0, 0.7784464074228952]]","[[0.5834530446568481, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.6028491167450706, 0.0, 0.0, 0.5106851990752177]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.38823072975002415, 0.21563873014402027, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.6203465307611884, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.016283829850101274, 0.0, 0.03313327606531329, 0.0], [0.0, 0.0, 0.0, 0.0], [0.04314298750264059, 0.0, 0.09892339439326442, 0.0], [0.0, 1.3986551439615118, 0.0, 0.7212763699908548]]","[[0.5199717400645172, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.5497004034156386, 0.0, 0.0, 0.49761549489466855]]"
15,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.8687877407056742, 1.93703300803907, 3.1505666380233683], [6.10579937260085, 0.0, 0.0, 0.0], [5.977538764217107, 0.0, 4.318693447849446, 0.0]]","[[0.0, 0.010891287812918546, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.17173697709408797, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[1.9085387541203152, 0.0, 0.7616377918221467, 0.0], [0.0, 1.50578838384783, 0.0, 0.0], [1.0263718046332826, 1.8071655476557729, 0.2959819701658978, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.6836462404466468], [0.0, 0.0, 0.0, 0.0], [1.181474011910705, 0.666360905248622, 0.0, 0.0], [0.8808324660742408, 0.6035484643127905, 0.32242193746293485, 0.0]]","[[0.17289648135500607, 0.0, 0.0, 0.0], [0.0, 0.09672167285570929, 0.0, 0.021345857031145964], [0.2731787503966132, 0.0, 0.455693132199651, 0.0], [0.0, 0.03281091064870707, 0.0, 0.022334382767271416]]","[[0.00459997410017308, 0.009384317908731147, 0.0, 0.021498162749692015], [0.0, 0.0, 0.0, 0.0], [0.0, 0.14940261226070076, 0.0, 0.0], [0.004459118117142674, 0.0, 0.012579579926249237, 0.004895109683311465]]","[[0.7096097751153646, 0.0, 0.1568663965298798, 0.0], [0.0, 0.18739451425987116, 0.0, 0.0], [0.028564926467273464, 0.154937779028454, 0.014226234481947972, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.13351943392673396], [0.0, 0.0, 0.0, 0.0], [0.4532456648075098, 0.30550867920401736, 0.0, 0.0], [0.33984808559934043, 0.3630906409838031, 0.2290369092341554, 0.0]]","[[0.6098357995475406, 0.0, 0.0, 0.0], [0.0, 0.09779869186236602, 0.0, 0.04813728844204088], [0.3680416170900748, 0.0, 0.6649188572448443, 0.0], [0.0, 0.05945781433432316, 0.0, 0.02616092829843698]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0992121188205682, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.6579015691614463, 0.0, 0.12152042277357658, 0.0], [0.0, 0.21467079063550107, 0.0, 0.0], [0.0, 0.04378921640540258, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.1184912117315749], [0.0, 0.0, 0.0, 0.0], [0.31522243811539, 0.21507993755835575, 0.0, 0.0], [0.2861542668399838, 0.2968519585082565, 0.19356888775751688, 0.0]]"
16,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.6843951479702611, 0.0, 0.0], [0.0, 0.0, 0.0, 0.32103600786656983], [0.0, 0.0, 0.0, 0.0015960311654499289]]","[[0.9892225601011692, 0.15401355406138684, 0.0, 0.0], [-0.0032770195803444326, 0.0, 0.0, 0.12899834078986094], [0.0, 0.20278893442072143, 0.0, 0.1114072957557808], [0.0, 0.0, 0.031450385715231614, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.2171517103890905], [0.0, 0.1612607030853767, 0.0, 0.4317245043794394], [0.0, 1.1039672708017059, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 1.041123017673082, 0.8969322836260308, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.23926754365021582, 1.2257309286400055, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.5837187443465273, 0.0, 0.0], [0.0, 0.0, 0.0, 0.17718547849440486], [0.0, 0.0, 0.0, 0.0]]","[[0.7673123292061944, 0.025464368939967827, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06116807922733103], [0.0, 0.11439971595295077, 0.0, 0.059889092459145046], [0.0, 0.0, 0.004954823102462971, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8057315685496199], [0.0, 0.0662366261046333, 0.0, 0.14463612904633255], [0.0, 0.8097288526693343, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.8165268158234484, 0.16318160075259439, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.07055314819977065, 0.3615708685277962, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.001821670096404218, 0.5513088851658835, 0.0, 0.0], [0.0, 0.0, 0.0, 0.174768451496267], [0.0, 0.0, 0.0, 0.0]]","[[0.717251538602241, 0.006984086149316721, 0.0, 0.0], [0.0, 0.0, 0.0, 0.04929072113843864], [0.0, 0.12257574871489686, 0.0, 0.04578123416740991], [0.0, 0.0, 0.0008794314206334064, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7130542269229797], [0.0, 0.025385472660580204, 0.0, 0.0713822781372633], [0.0, 0.7680057769303403, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.7475739692358675, 0.12232627384547339, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.02245021999435211, 0.227578444812632, 0.0]]"
17,"[[0.0, 1.0373017292456466, 0.0, 0.0], [1.017686215994885, 0.0, 0.0, 0.062753576473565], [0.01735214374578158, 0.0, 0.0, 0.0], [0.0, 0.8142451653242521, 0.03042761900234591, 0.0]]","[[0.0, 0.0, 0.0, 0.11047864793055866], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.010915173464877739, 0.0], [0.3616010208792213, 0.0, 0.24570844124765595, 0.5116259124496076]]","[[0.0, 0.0, 0.0, 0.6751624760565742], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.8826902609610582, 0.0, 0.0, 0.06644974969815344], [0.23854298741687585, 0.0, 0.005968460429024151, 0.0], [0.0, 0.04882760547802165, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.5948206445883456, 0.0, 0.0], [0.9421849579581965, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.24769963689932356, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.1440895280849139, 0.0, 0.07362690672810573, 0.262860875612157]]","[[0.0, 0.0, 0.0, 0.5049932660438718], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.7136451874491464, 0.0, 0.0, 0.01748420217413808], [0.12988537874487882, 0.0, 0.0, 0.0], [0.0, 0.00969203171534822, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.5464204410900106, 0.0, 0.0], [0.8979783495071638, 0.0, 0.0, 0.0017140641132051327], [0.0, 0.0, 0.0, 0.0], [0.0, 0.18333803421306236, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.01897988482058471], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.1682757432059395, 0.0, 0.09194547882911726, 0.28172840475002336]]","[[0.0, 0.0, 0.0, 0.4443033641737754], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.6885550363939792, 0.0, 0.0, 0.001493439065702144], [0.10241316575695862, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
18,"[[0.00851910529427573, 0.0, 0.0, 0.0], [0.0, 0.0, 1.4823614468991941, 0.0], [0.0, 1.5058348480636385, 0.0, 0.0], [0.21536523264402954, 0.7202183001335145, 0.719622674756755, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 1.5663352997758484, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.11426846697932398, 0.8449880063803349, 0.2214709146125219, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.025870209304601332, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.4068855678153225, 0.0, 0.664870824495416], [0.0, 0.45462592922802164, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.9459034843770169, 0.0], [0.0, 0.9504248963025348, 0.0, 0.0], [0.06113517431281079, 0.07479956764752502, 0.0880541894600396, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.979425736273538, 0.0, 0.0], [0.0, 0.0, 0.0, 0.013470397352431628], [0.06636058433589492, 0.3204043420510238, 0.1324958063697917, 0.0]]","[[0.00466104916676637, 0.0, 0.0, 0.0006588318011832384], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.002377779522252205, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.2543297841607208, 0.0, 0.42235118589905785], [0.0, 0.24088150417595003, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8961083367389525, 0.0], [0.0, 0.9153725138778812, 0.0, 0.0], [0.038931492608131786, 0.007348396316332485, 0.04020205876939597, 0.020222947914909438]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.9019849577846012, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.012802167469868819, 0.1792619569045577, 0.0817190726592347, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.20349653996239264, 0.0, 0.344441098758717], [0.0, 0.1979313804556593, 0.0, 0.0]]"
19,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0054210851758305], [0.0, 0.0, 1.2151064618479592, 1.0530051191239738]]","[[0.0, 0.0, 0.0, 0.7247539063084039], [1.0892177935412726, 0.0, 0.0, 0.0], [0.0, 0.14771276765039915, 0.0, 0.0], [0.9600484822253128, 0.0, 0.0, 1.8400133152286733]]","[[0.03243997295299607, 0.0, 0.6630536489801144, 0.3385269630327236], [0.0, 0.7249176322484009, 0.0, 1.0270091458384458], [0.0, 0.0, 0.0, 0.0], [0.4971154622196422, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.139220074226511, 0.0], [1.0248173862942551, 0.0, 0.4205322302352953, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0044526846243817175, 0.0, 0.0, 0.5963086705889913], [0.0, 0.0, 0.8843694947534323, 0.6766579561125614]]","[[0.0, 0.0, 0.0, 0.22123513588136054], [0.36422027008069485, 0.0, 0.0, 0.0], [0.0, 0.06265808663626998, 0.0, 0.0], [0.1474629796070124, 0.0, 0.0, 1.3908470905952464]]","[[0.0, 0.0, 0.35893947324011083, 0.12408582637046699], [0.0, 0.25103543523065797, 0.0, 0.33850711628660013], [0.0, 0.0, 0.0, 0.0], [0.10566628141183589, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.858217292612707, 0.0], [0.4356578370708097, 0.0, 0.18089481913549757, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4989146117784889], [0.0, 0.0, 0.8434940919565064, 0.6097873712912169]]","[[0.0, 0.0, 0.0, 0.12273643925411297], [0.2263190312992442, 0.0, 0.0, 0.0], [0.0, 0.013221771465948131, 0.0, 0.0], [0.09262164797253421, 0.0, 0.0, 1.3291908537074704]]","[[0.0, 0.0, 0.2830003920737775, 0.08810107048772665], [0.0, 0.19339956329494498, 0.0, 0.266699526721411], [0.0, 0.0, 0.0, 0.0], [0.07894261390733268, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8000876282444763, 0.0], [0.31657628264630233, 0.0, 0.12176817870202479, 0.0]]"
20,"[[0.0, 0.0, 0.0, 0.0], [0.016937480837504643, 0.0, 0.0, 0.0], [0.0, 0.3413566592836983, 0.0, 0.0], [0.8079847277063684, -0.0008324831920002711, 0.11887655998555091, 0.0]]","[[0.0, 0.0, 0.1311500065290498, 0.0], [0.0, 0.0, 0.1308740216653916, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.15584747769140425, 0.13125234269982947], [0.0, 0.8198234644891824, 0.0, 0.0], [0.0, 0.0, 0.07366028992976223, 0.05819154634935636], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.34572428639939473], [0.0, 1.142859832024378, 0.49552366190449015, 0.0], [0.1175515715529149, 0.8410795257943328, 0.24274497717529694, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.20227956855382836, 0.0, 0.0], [0.4206424827225862, 0.0, 0.0613564034332614, 0.0]]","[[0.0, 0.0, 0.09725392963627567, 0.005941563066980772], [0.0, 0.0, 0.06713292224854737, 0.0], [0.0, 0.0, 0.0, 0.001958695064373508], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.10971876546221108, 0.07594626035854468], [0.0, 0.7578968154603705, 0.0, 0.0], [0.0, 0.0, 0.019789293134779902, 0.018886424262312324], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.1989839796864951], [0.0, 0.7553108602716296, 0.3373713450988606, 0.0], [0.036684952622119155, 0.45061250267106573, 0.11560011755814112, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.1648305383141635, 0.0, 0.0], [0.32014244399124003, 0.0, 0.03737993634725906, 0.0]]","[[0.0, 0.0, 0.06467499553244402, 0.0], [0.0, 0.0, 0.0787054973211384, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.08244717511250857, 0.04974954229122685], [0.0, 0.7037484507510834, 0.0, 0.0], [0.0, 0.0, 0.003402957393780516, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.1675150770010221], [0.0, 0.6865952173659428, 0.3257200352660554, 0.0], [0.04949649441445761, 0.3951104367381019, 0.11544605350135961, 0.0], [0.0, 0.0, 0.0, 0.0]]"
