,real_t250,real_t500,real_t750,real_t1000,knn_t250,knn_t500,knn_t750,knn_t1000,knn_sqrt_t250,knn_sqrt_t500,knn_sqrt_t750,knn_sqrt_t1000
21,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.33086010119494075, 0.026794322436873866, 0.0, 0.0]]","[[0.10308009567337569, 0.7629773534299347, 0.1313198829634739, 0.24782930639691791], [0.2526887352216882, 0.0, 0.009798002341166002, 0.0], [0.0, 0.0459739350222281, 0.0, 0.04699810365390461], [0.0, 0.0, 0.0, 0.0]]","[[1.9688361625394004, 0.0, 0.0, 0.0], [0.0, 0.0, 0.007002308695195491, 0.0], [0.0, 0.0, 0.0, 0.047268717085184195], [1.2534198162655639, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.6987685404127383], [0.0, 0.842246300490187, 0.0, 0.001166876200409656], [0.0, 0.0, 0.0, 0.0], [0.0, 0.031652400389187846, 0.25416518582217995, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.23674902857002292, 0.0, 0.0, 0.0]]","[[0.015003572206816116, 0.42584487593177106, 0.026076100567931183, 0.1034577685402703], [0.12820696851988744, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.001749947734772895], [0.0, 0.0, 0.0, 0.0]]","[[1.1049935378678462, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.43665679879925534, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.37245084065470835], [0.0, 0.7053812509944436, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.20326407638826402, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.21380560080288405, 0.0, 0.0, 0.0]]","[[0.008502404246772758, 0.4057686409541391, 0.03321203166083175, 0.10059621036089941], [0.09693505284803848, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.9889629818962169, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.2697361934020812, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.30598428206634054], [0.0, 0.6763447725686572, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1723147545904892, 0.0]]"
22,"[[0.0, 0.0, 0.0, 0.0], [0.03223349047312908, 0.0, 0.0, 0.0], [0.4466023073279548, 0.0, 0.0, 0.8114609562854174], [0.0, 0.0, 1.1528980938609277, 0.0]]","[[0.1528582303541178, 0.09654709541001166, 0.0, 0.3520805904935004], [0.0, 0.0, 0.006595691153031049, 0.0], [0.0, 0.0, 0.6689542978766382, 0.0], [0.010229804079709108, 0.0, 0.0, 0.03098990242212036]]","[[1.5123983265173742, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.8023602527970921, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3307375529963037, 0.05706149903408946, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3053256797665764, 0.0, 0.0, 0.7127984252887367], [0.0, 0.0, 0.5965186151601592, 0.0]]","[[0.0897876327302127, 0.05395966122459663, 0.0, 0.20885337511843663], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.574817593925445, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[1.0912736893925477, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3431843606278031, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.25930046929570416, 0.022548982442963085, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.27695722909249315, 0.0, 0.0, 0.6327105642935247], [0.0, 0.0, 0.48380070283179943, 0.0]]","[[0.09722296752181692, 0.044110242210610974, 0.0, 0.18762615882597752], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5569865392712714, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.9759078539131504, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.24125171336160106, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.2243400935037346, 0.01878422859956231, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
23,"[[0.9471443430135847, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.846321211923826, 0.0, 0.0, 0.0], [0.0, 0.0663255825943765, 0.5196930364528215, 0.0], [0.0, 0.19795236569394203, 0.0, 0.0], [0.0, 0.0, 0.04661512152099549, 0.0]]","[[0.0, 0.14642328946332375, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.25392470649084675, 0.8692925164169577, 0.19217345528952548], [0.0, 0.0, -6.0351865742241444e-05, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.037737001840721, 0.0], [3.1222375153734743, 0.6771203950637087, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.8603789099238432, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.6919424617755082, 0.0, 0.0, 0.0], [0.0, 0.022185311096634703, 0.36303644542222857, 0.0], [0.0, 0.15236457693557243, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.076260399071994, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.12296471808551004, 0.5485811102355305, 0.07391675714924531], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.08972135286654905, 0.0], [0.6772843293093406, 0.4670621832255938, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.8313654215368887, 0.0, 0.0, 0.0], [0.0, 0.0002629587901038582, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.6415709229426843, 0.0, 0.0, 0.0], [0.0, 0.0, 0.30259427839267655, 0.0], [0.0, 0.11920089562087409, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.05587871020987613, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.07931905484874996, 0.5353243515884111, 0.07393610796923748], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.050801132865750755, 0.003311778863428087], [0.4491252917707442, 0.3958160883575127, 0.0, 0.0], [0.0, 0.0, 0.0, 0.005993021986541877]]"
24,"[[0.0, 0.0, 1.1289058482528955, 0.0], [0.0, 0.9621016489788425, 1.2337076849908986, 0.562325258652821], [0.0, 0.0, 0.0, 0.23096714955152267], [0.5806332878744922, 1.2373435738636471, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.9186040490886569], [0.021264745263952473, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0033268676051261, 0.0], [0.7133836050040975, 0.8647764093145045, 1.811138699298009, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [1.4038650512307016, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5714497795404574, 0.0]]","[[0.0, 0.0, 0.4387107951539164, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.25927706934554007, 0.0, 0.06695632184112127, 0.0]]","[[0.0, 0.0, 0.25567284606243745, 0.0], [0.0, 0.15212192813988995, 0.3707882777696809, 0.3172387066766386], [0.0, 0.0, 0.0, 0.03212415634704211], [0.20135168911757834, 0.45439496226583703, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.21164648736194636], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.392882821499383, 0.4776274204451472, 0.8451633548333075, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.9171224965324125, 0.0, 0.0, 0.0], [0.0, 0.0, 0.31178620616594105, 0.0]]","[[0.0, 0.0, 0.36232603595250673, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.17309939539441796, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.1542092380938073, 0.0], [0.0, 0.07652151194073976, 0.228754706000289, 0.1930120980098303], [0.0, 0.0, 0.0, 0.04458399414649331], [0.18079891213588223, 0.34608787419619136, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.15374773178499332], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3251242367489415, 0.42188273028154416, 0.685910976400663, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.7960314747125822, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2477646386426891, 0.0]]","[[0.0, 0.0, 0.3325746946898701, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.1750597570994536, 0.0, 0.015148510229810076, 0.0]]"
25,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.819823611727525, 1.03941873725705], [2.343371955118041, 0.0, 0.0, 0.0], [1.5413433200163407, 0.8498643330891521, 2.061911796203397, 0.5054818968575254]]","[[0.0, 0.0, 0.0, 1.4008007541044663], [0.0, 0.0, 0.0, 0.26938042348411323], [0.13900231935384166, 0.4036256231095869, 0.0, 0.0], [0.9470836406026182, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.32260972198288845, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.05760089169234132, 0.04422982020687394, 0.0]]","[[0.019160123950359157, 0.0, 0.0, 0.0], [0.9368661100908979, 0.8160783927195395, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.005524091952088518, 0.0, 0.009058176191079828], [0.687619934672941, 0.0, 0.0, 0.0], [0.061676041820873766, 0.07008920346475246, 0.1742346561143081, 0.0011931622485711305]]","[[0.0, 0.0, 0.0, 0.9538871801659178], [0.0, 0.0, 0.0, 0.0], [0.020206764690580675, 0.14405950946207, 0.0, 0.0], [0.7397965814015499, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2698826516145976, 0.01726681901990314], [0.0014301000808865795, 0.0023118521198666267, 0.0, 0.0], [0.0, 0.02623189586502318, 0.01421675025995134, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.44198667401874775, 0.3704006404443163, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.015656135677654743, 0.0, 0.02026029662705248], [0.7036569638730277, 0.0, 0.0, 0.0], [0.0, 0.04562921367854877, 0.0767810062694717, 0.018288435966294016]]","[[0.0, 0.0, 0.0, 0.8797054714398294], [0.0, 0.0, 0.0, 0.0023322898820531818], [0.014486180951632314, 0.09042024177084118, 0.0, 0.0], [0.7251073714205662, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.23668075816476847, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.38892936767309816, 0.32119805427103587, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
26,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06939066749662688], [0.0, 0.0, 0.7414001594432995, 0.0], [1.2578136314874533, 0.0, 0.037807005090780915, 0.0]]","[[0.0, 0.0, 0.0, 0.4915188534060259], [0.957904476370967, 0.9518185567406126, 0.2580458437862093, 0.0], [0.0, 0.0, 0.0, 0.10078893770224365], [0.00045658187823079425, 0.0018181050350067282, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.06767027052653912, 0.052844583832294185, 0.0, 0.40522305113690943], [0.6198887753315508, 0.13539973395305885, 0.0, 0.0]]","[[0.10677881912791384, 0.20873286880844266, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3126499577717654], [0.892238783210438, 0.0, 0.3999543217576798, 0.0], [0.0, 0.0, 0.1405371010887748, 0.2352846799636985]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03841131990641658], [0.0, 0.0, 0.5699998686343453, 0.0], [0.3871267081928568, 0.011652722211608004, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.08661522730473495], [0.34617224613438147, 0.31101580132810824, 0.013467997137013963, 0.0], [0.0, 0.0, 0.0, 0.020601473411327346], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0020811265115145924, 0.0, 0.0, 0.2540367532606312], [0.4796031462610776, 0.07313780127224372, 0.0, 0.0]]","[[0.0, 0.07540365278631295, 0.0, 0.0], [0.0, 0.0, 0.0, 0.20024857574128152], [0.46192770780409004, 0.0, 0.1970329780603904, 0.0], [0.0, 0.0, 0.07962820017346288, 0.15520771568410324]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.024509238571022458], [0.0, 0.0, 0.5165250646881391, 0.0], [0.21880079380609344, 0.002796701409109084, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.09412483467252498], [0.3225219736539567, 0.3077219909200596, 0.012372288615593396, 0.0], [0.0, 0.0, 0.0, 0.004664525545305511], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.00304138916812058, 0.0, 0.24097394290228244], [0.44876454744068806, 0.07474477969637183, 0.0, 0.0]]","[[0.0, 0.043216549382246096, 0.0, 0.0], [0.0, 0.0, 0.0, 0.16641642812296478], [0.37952461331617515, 0.0, 0.15645627024982173, 0.0], [0.0, 0.0, 0.05792071299174125, 0.12305572703731639]]"
27,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7759686664199327], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 1.373734156243305, 0.0], [0.0, 0.0, 0.6555621651699363, 0.0], [1.4957182295052542, 0.0, 0.0, 0.0], [0.48577762103742966, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.28963505425983943], [0.0, 0.0, 0.0, 0.3548281003366707], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6832537041517769, 0.0], [0.0, 1.0179129805713916, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4754960376545232], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.8855186469617076, 0.0], [0.0, 0.0, 0.1611977221792821, 0.0], [1.1110859299375195, 0.0, 0.0, 0.0], [0.08919769924223325, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.19668783326048417], [0.0, 0.003607270549444551, 0.0006576670240470954, 0.2666376419124518], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5842671039049323, 0.0], [0.0, 0.8462677326978921, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0037264645840161263, 0.41431780291162845], [0.0, 0.0, 6.196137316202687e-05, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.8388973137025616, 0.0], [0.0, 0.0, 0.08554086175515752, 0.0], [1.0417888670058029, 0.0, 0.0, 0.0], [0.014392295483368464, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1663176211167504], [0.0, 0.0, 0.0, 0.19973576956504682], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5505500973585351, 0.0], [0.0, 0.7556803955534724, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
28,"[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.02281743720379806], [0.0, 0.0, 0.0, 0.4575525417347403], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.02070374393524215, 0.0, 0.0, 0.022099961177224584], [0.0, 0.008162592091873625, 0.0, 0.0], [0.018082205419927406, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8968863808999361]]","[[0.0, 0.0, 0.4300015959843729, 0.0], [0.5023212486483087, 0.0, 0.0, -0.003939979782685879], [0.0, 0.0, 0.0, 0.00010818780348554675], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.007968524196531598, 0.0, 0.008358758862799595], [0.0, 0.00932691811511876, 0.016369371731279274, 0.02141026761544162], [0.0, 0.0, 0.024750455856202454, 0.0356252147305235], [0.03416745169095415, 0.0, 0.04664656694755709, 0.02093257352053859]]","[[0.0, 0.0, 0.0, 0.0], [0.01226940948020145, 0.028345999914499098, 0.0, 0.3696415128283907], [0.0, 0.0, 0.0, 0.0], [0.008944282591188773, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7843143283586914]]","[[0.0, 0.0, 0.3526935091118346, 0.0], [0.3607726766565909, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2900142913661324], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7692267570085592]]","[[0.0, 0.0, 0.3431940706391805, 0.0], [0.2976700396795392, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
29,"[[0.0, 0.0, 0.0, 0.07037520364385291], [0.0, 0.0, 0.0, -0.0033447868756268295], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 1.598633379891585], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.5144023771861024, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 1.8636452730259259, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 3.1715290716602054, 0.0, 0.0], [0.0, 2.493540766378258, 0.0, 0.8234640628382057]]","[[0.0, 0.6135798543101907, 0.0, 0.0], [0.0, 0.0, 0.0, 0.5132542984542957], [0.18984700753899586, 0.24062112300909885, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.00854938314657136, 0.01744777162316828, 0.0, 0.03883112618130608], [0.0, 0.0544598602013659, 0.0, 0.010154566073538897], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0756160708253698, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.873199667758543], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3975318703389215, 0.0, 0.0, 0.0]]","[[0.028466997579292285, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 1.0274251900972518, 0.0, 0.0], [0.0, 0.0, 0.0, 0.18704405637374685]]","[[0.0, 0.41906567094726505, 0.0, 0.0], [0.0, 0.0, 0.0, 0.42476743506776693], [0.10753836554640862, 0.09114921475987997, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.02986742621683997], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.7577036894878115], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.40715860771920664, 0.0, 0.0, 0.0]]","[[0.0536356086236515, 0.0, 0.0, 0.014996399833141112], [0.0, 0.0, 0.0, 0.0], [0.0, 0.9085612783547714, 0.06702656405253027, 0.0], [0.0, 0.0, 0.0, 0.08712473470942912]]","[[0.0, 0.3674613640196728, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4023848585237075], [0.09408750947508664, 0.07016774070291804, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
30,"[[0.0, 0.0, 1.5773263984041828, 0.0], [0.3668176394431311, 0.0, 0.0, 0.0], [0.8342835443472042, 0.4866705117466003, 0.77042382435654, 0.0], [0.0, 0.5757958334957698, 0.0, 0.017212802529968686]]","[[0.0, 0.0, 0.004376571774292903, 0.0], [0.0, 0.0, 0.22291302373940064, 0.0], [0.0, 0.0, 0.0, 0.07761252621373115], [0.0, 0.0, 0.0, 0.9455826950914786]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.5395509185301223], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.16063001665296617, 0.0], [0.0, 0.0, 0.0, 0.0], [0.5673089917716021, 0.015424958989109146, 0.0, 0.0], [0.0, 0.0, 0.0, 0.857926327990075]]","[[0.0, 0.0, 0.7528354131045895, 0.0], [0.1682076112318764, 0.0, 0.0, 0.0], [0.6062191033923706, 0.15423409163634472, 0.06404724188211883, 0.0], [0.0, 0.18560260536153111, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.15070000119226987, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8293208184027092]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.38172739160479363], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.09925657599335876, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3993137090843715, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7600388819059172]]","[[0.0, 0.0, 0.5989228809251846, 0.0], [0.10599138298226539, 0.0, 0.0, 0.0], [0.5298127295386904, 0.13087823036633656, 0.0, 0.0], [0.0, 0.11845342460513482, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.10273892104496528, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7923398903485305]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.33900546060747855], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.09977899898781674, 0.0], [0.0, 0.0, 0.0, 0.0], [0.33083593771352887, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7423074753997694]]"
31,"[[0.0, 0.0, 0.0, 0.0], [0.0, 1.0134095003495414, 0.0, 0.0], [0.18091632580672204, 0.0, 0.0, 0.0], [0.30519470844898094, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0351130177537453], [0.6707868750139772, 0.4152355407267286, 0.04301959732828188, 0.0], [1.40355858520639, 0.0, 1.2034282856201735, 0.0]]","[[0.0, 0.7395826931161121, 0.0, 0.0], [1.0389605781160995, 0.0, 0.0, 0.0], [0.20125585843397967, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.670322264487106]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.42093677792282674, 0.0, 0.0], [0.0037851620408579654, 0.0012445645824684095, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.943004082558752, 0.0, 0.0], [0.07498985421695475, 0.0, 0.0, 0.0], [0.18523625625875945, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.37722163670811515], [0.0, 0.03064776216454944, 0.0, 0.0], [0.9339231673591205, 0.0, 0.8660653074782008, 0.0]]","[[0.0, 0.620671349200176, 0.0, 0.0], [0.7376019882864375, 0.0, 0.0, 0.0], [0.004261982356154736, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.513160306570087]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.003415083075996327, 0.3240999137512529, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.8452211649100492, 0.0, 0.0], [0.017405122210655457, 0.0, 0.0, 0.0], [0.12211920139185628, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.27812553650484784], [0.0, 0.01211531478140078, 0.0, 0.0], [0.8107956136764353, 0.0, 0.7555705719183826, 0.0]]","[[0.0, 0.5805427217546522, 0.0, 0.0], [0.6682145582257951, 0.0, 0.0, 0.0], [0.0019422675219957057, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.47572982968102034]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.26759328990275516, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
