,real_t250,real_t500,real_t750,real_t1000,kde_t250,kde_t500,kde_t750,kde_t1000
0,"[[0.0, 0.0, 0.7613181957873526, 0.18312417036266485, 0.0, 0.4068138666420242, 0.0, 0.0, 0.3540920092095303, 0.20881804641721474], [0.2776857831128254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09117241154931578, 0.0, 0.0, 0.0], [0.0, 0.0, 0.32611885650134737, 0.0, 0.0, 0.11564187745025177, 0.4337227474081444, 0.0, 0.0, 0.0], [0.03704809344230956, 0.0, 0.0575003871684551, 0.0, 0.0, 0.0, 0.0, 0.01485268182977494, 0.0, 0.0], [0.0, 0.0, 0.0, 0.008691153172396332, 0.0, 0.0, 0.3043388664107834, 0.036057668340500205, 0.0, 0.0], [0.0, 0.0, 0.23398131779437945, 0.0, 0.05439696825908128, 0.0, 0.0, 0.4283837633374862, 0.0, 0.0], [0.0, 0.0, 0.0, 0.12229446111106529, 0.0, 0.0, 0.4787348591789985, 0.0, 0.0, 0.5521291558904253], [0.0, 0.0, 0.02329731002568021, 0.0, 0.0, 0.0, 0.0, 0.1348523922841543, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03297015139168961, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30385968193183727, 0.0, 0.0, 0.0]]","[[0.0, 0.30597517459953555, 0.0, 0.0, 0.0, 0.0038995097981063755, 0.0, 0.0, 0.1938848785849852, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.2709929334026806, 0.0, 0.1970580663326625, 0.0, 0.0], [0.0, 0.12266210131295537, 0.0, 0.09001928347410335, 0.13900732619046194, 0.0, 0.0, 0.04024504174002536, 0.0, 0.0], [0.0, 0.0, 0.0, 0.10200509724080241, 0.057918961530930235, 0.0, 0.0, 0.06407099372059664, 0.2243914136616769, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04924567697126463, 0.0, 0.0, 0.0, 0.18062575326603855, 0.0], [0.236145099463669, 0.0, 0.0, 0.0, 0.0, 0.46287448300476064, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -7.818511340479941e-05], [0.0, -0.00577267558171312, 0.0, 0.005922192412063539, 0.31579539608590024, 0.05479680879960221, 0.0, 0.2093745439538846, 0.0, 0.0], [0.0, 0.0, 0.0, 0.010044200127709216, 0.0008057993100613052, 0.0, 0.0, 0.0, 0.044319855862192184, 0.0], [0.0, 0.0, 0.0, 0.0017345020523764968, 0.0, 0.006321082691800976, 0.0, 0.0028250953938253943, 0.0, 0.0]]","[[0.1582223266214412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1388616299626275, 0.0], [0.0, 0.0, 0.6018957339451928, 0.344650979457476, 0.07387776351808975, 0.02383541336620863, 0.0, 0.0, 0.0, 0.0], [0.8818427577400304, 0.5213462056893285, 0.0, 0.01145504221000713, 0.009444984808312622, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0980180854936491, 0.0, 0.0, 0.7653698387294717, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.18713172902408926, 0.0, 0.6585453929139863, 0.45627130435889063, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.6330227652089686, 0.0, 0.004228745289897377, 0.027983540972858108, 1.1624275130605266, 0.0, 0.14715825461708032, 0.0, 0.0], [0.15809071798515165, 0.0, 0.0, 0.0, 0.0, 0.049189330875759676, 0.0, 0.0, 0.0, 0.0], [0.28760495451113666, 0.0, 0.0, 0.0, 0.0, 0.3551547330098792, 0.0, 0.42842712352910767, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4297436483777976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.3546537818978908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.6132041189949369, 0.0, 0.0, 0.23864182004381793, 0.0, 0.0, 0.0, 0.0, 0.4209067126270493], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2112144866552128, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.4297036926287469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.14886962198670542, 0.0, 0.0, 0.031460482433945926, 0.0, 0.0, 0.08926000889833534], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24528797289137985], [0.0, 0.039273393474419646, 0.0, 0.01083467299130193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5611076498235115], [0.0, 0.0, 0.0, 0.05697264239471094, 0.0, 0.0, 0.0, 0.0, 0.9300874582532798, 0.7419685686988207]]","[[0.20700479547065842, 0.0, 0.0, 0.15014220054938363, 0.006202550537737149, 0.0, 0.0, 0.38510693847812666, 0.0, 0.0], [0.1295883862641573, 0.002345907767913838, 0.008446429381352401, 0.0, 0.021389477066517896, 0.0025957281533637816, 0.0, 0.0, 0.02553138061174997, 0.020735418037720565], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019885482103604913, 0.020440885717631238], [0.0, 0.17315190816492584, 0.011972041251235795, 0.008627655829177079, 0.0, 0.00742878927170046, 0.0, 0.008903948061954365, 0.029621255104202666, 0.003359567307042457], [0.0, 0.0, 0.014919307359231629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010742061664079472, 0.0], [0.0, 0.007825599720945533, 0.0, 0.0, 0.0, 0.014579594091623902, 0.004058301225071706, 0.0, 0.017181723838236334, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20174465431929697, 0.0, 0.0], [0.0, 0.0, 0.18023843062766387, 0.24007605745244298, 0.0, 0.0, 0.6817939822310811, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.012502245411543086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06063821464178849], [0.0, 0.007289781614347188, 0.057403550691918895, 0.0, 0.0016627651664795236, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.014020070291450309, 0.0, 0.022015153584554845, 0.0, 0.0, 0.0, 0.048422153428911034, 0.0, 0.0], [0.0, 0.005360434055204922, 0.0, 0.0, 0.0, 0.040111558711962314, 0.0, 0.0, 0.0, 0.0], [0.0, 0.025318874786562515, 0.0, 0.0, 0.0, 0.0, 0.26908614813513265, 0.0, 0.0, 0.0017028098647572899], [0.0, 0.021866498254948883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01976160367824215, 0.0492416481137214, 0.08228452467676958], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2004997817982467, 0.0, 0.09376761079513453, 0.23233301842204737, 0.0, 0.06836243718394723, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.40455538052344225, 0.0, 0.213356858832138, 0.0, 0.23673942510854376], [0.004742302979282598, 0.006347117003618738, 0.0, 0.040682212726034124, 0.0, 0.03413582174384986, 0.0, 0.0, 0.0, 0.0], [0.001155169443625683, 0.0, 0.012896610450033333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.022387560878727418, 0.007845443089285312, 0.1292521441647693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015162720254712537, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.07498815323958448, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1755633817916337, 0.0, 0.0, 0.0, 0.0, 0.0931098096875189, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.01058313782176459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.03687626990354073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4486465069782551, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8770987422851126, 0.39578884610225334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0015132200915858112, 0.0, 0.0, 0.0, 0.07693566311573943, 0.0, 0.028528739279744083, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1600806235797469, 0.0, 0.0, 0.0, 0.0, 0.37765957554649787, 0.0], [0.0, 0.0, 0.037495093860795074, 0.0, 0.06073868557726301, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.017927791139251956, 0.0072936646387301235, 0.0, 0.0, 0.0, 0.0, 0.006841888302944163, 0.0, 0.0, 0.0004096584406526019], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.03434920419438496, 0.0, 0.0, 0.0, 0.028487107557141202, 0.0, 0.0, 0.0, 0.0, 0.10066782716496799], [0.0, 0.0, 0.0, 0.040319287597002304, 0.0, 0.0025699474265979943, 0.0, 0.0029718219611954014, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.1070523193417446, 0.0, 0.27636046313291995, 0.3468193566662285, 0.0], [0.0, 0.008988917552248192, 0.0, 0.08223332559561114, 0.0, 0.0, 0.0005370490042561026, 0.0, 0.0, 0.0], [0.005558241077627358, 0.0, 0.0, 0.0, 0.18136349703005786, 0.0, 0.0, 0.0, 0.0, 0.12808611536611617], [0.23611449702697637, 0.0, 0.45504450275876707, 0.0, 0.012113660706425498, 0.0, 0.0, 0.0005193039371358276, 0.36592478798086403, 0.0], [0.0, 0.0, 0.027228177376284142, 0.0, 0.004544130063853873, 0.20577372633091429, 0.0, 0.045698843621520546, 0.0, 0.0]]"
1,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1640060625294276, 0.0, 0.0, 0.07139041894252506, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -1.561976174211513e-05, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.006158733767840048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.031540952831519545, 0.0, 0.0], [0.0, 0.34609732453047126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007649395545843403, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08258791407879854, 0.0], [0.0, 0.0, 0.0, 0.0, 0.08766419570640284, 0.0, 0.0, 0.0, 0.1623738159825596, 0.0], [0.0, 0.0, 0.0, 0.0, 0.22121479906023386, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3603242516244303, 0.0, 0.0, 0.025693751842683667, 0.0, 0.0, 0.0, 0.0, 0.0], [0.25976935197502105, 0.14940158460807454, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30312362095181994, 0.7872504066348461]]","[[0.0, 0.0, 0.45223008104087936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22194452644700882, 0.0], [0.0, 0.10778170061794816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9654845237884528, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34905986963410013, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026889558867776237], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7974035918156964], [0.23767645438542853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4115314482450684, 0.0, 0.0, 0.0, 0.7430610255575174, 0.012716170108560495, 0.0]]","[[0.8283903811827329, 0.0, 0.0, 0.16649670579032952, 0.16373208840608086, 0.0, 0.0, 0.0, 0.9395073626731338, 0.0], [0.0, 0.0025191767005498652, 0.2705217643194063, 0.0, 0.007362160771955379, 0.0, 0.4911395269527796, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.01810826190111654, 0.0, 0.24206490818027665, 0.007126009040901363, 0.0, 0.0, 0.018825767189947572, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49512316167145154, 0.0], [0.0, 0.0, 0.0017588529397450055, 0.0, 0.0, 0.0, 0.10241297808607612, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10187539432735121, 0.0010703271500399872], [0.07796884409488493, 0.0, 0.009759955489327683, 0.002414493901701833, 0.0, 0.0, 0.0, 0.0, 0.2134518531936382, 0.0], [0.0, 0.456151285028227, 0.0, 0.0, 0.6655777580865072, 0.0, 0.0, 0.22546411357878957, 0.0, 0.0], [0.0, 0.0, 0.09565656764426426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.06330452385338055, 0.0, 0.07560030856449074, 0.0, 0.0, 0.0], [0.0, 0.09742349862635082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.006602627273914092, 0.0, 0.0, 0.2654898039783321, 0.0, 0.0, 0.0], [0.0, 0.0018816962185690322, 0.0, 1.1471160630183563, 0.0, 0.0, 0.0, 0.024841844883724137, 0.0, 0.019819626327882763], [0.0, 0.01898338533951831, 0.0, 0.09947319743128424, 0.0, 0.0, 0.2250996192922151, 0.0, 0.0, 0.04280635717014832], [0.0, 0.0, 0.0, 0.061638001396796496, 0.010276231058908913, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0016533785717944714, 0.0, 0.0, 0.0, 0.0, 0.0018651526484561498, 0.0, 0.20556148855746798, 0.7631233808205337], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09758873111128152], [0.0, 0.02226956935221503, 0.03144110265960843, 0.17685420518074124, 0.025824597825445012, 0.0, 0.0, 0.0, -0.00026920240955070565, 0.0], [0.0, 0.0, 0.0, 0.0, 0.15660496454853093, 0.3242213920392746, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.12309853917521615, 0.0, 0.0, 0.33809083474356694, 0.0, 0.0, 0.010937614569467185, 0.0], [0.0, 0.002045385259180187, 0.0, 0.017040913252979017, 0.0, 0.0, 0.0, 0.00592972709852499, 0.0, 0.011988709454056634], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.010707275224598497, 0.0, 0.0069803787291704295, 0.0, 0.0, 0.007336371048730961, 0.0102576698300504, 0.003044730919440068, 0.007397063269803502], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011657471984409466, 0.0, 0.0], [0.0, 0.0, 1.2804205493842913, 0.0, 0.0, 0.40573029039599495, 0.0, 0.04747141993087163, 0.0, 0.0], [0.0, 0.009006200072397549, 0.0, 0.0111247054850094, 0.0011688993619377224, 0.0, 0.004183221896501646, 0.007870194406299796, 0.0048371678901067494, 0.004166535763823968], [0.0, 0.0, 0.0, 0.0, 0.009045626658307254, 0.0, 0.006542603828630263, 0.0, 0.0, 0.002479324838009138], [0.0, 0.006997055109275678, 0.0, 0.002291927846445703, 0.01789806825341084, 0.0, 0.00641378132054381, 0.03831156546053842, 0.007916021709649433, 0.010193119148610428], [0.001759578026390883, 0.0, 0.0, 0.004250936064186268, 0.0, 0.0, 0.0, 0.005652528703613922, 0.006151954968856706, 0.011849060986470194]]","[[0.0, 0.0, 0.0, 0.42347016173755114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1083763159227978], [0.04973320211160729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011173319051391907, 0.0], [0.1257764972578945, 0.002818696107935573, 0.005188816962097726, 0.0, 0.0, 0.0, 0.004296618022896862, 0.06851065575001707, 0.001177592026651253, 0.009789635699481379], [0.0, 0.6723506884112269, 0.0, 0.0, 0.0, 0.8962616603443296, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2587313472483886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.007344394803063604, 0.0, 0.0, 0.0, 0.0, 0.007928761617893156, 0.0, 0.0, 0.0], [0.0, 0.004670223819054777, 0.06851222861086079, 0.0, 0.03546568142011845, 0.0, 0.0061723579935782525, 0.0, 0.00795979556364956, 0.057899989906822], [0.0, 0.0, 0.0, 0.0, 0.054588869762916915, 0.0, 0.002629857675493144, 0.0, 0.0, 0.018160444774417746], [0.0, 0.0, 0.0, 0.0, 0.0, 0.14677417400115553, 0.0, 0.0, 0.0, 0.0]]","[[0.0009827297081292116, 0.0, 0.0067919903924679795, 0.09102554237434597, 0.0, 0.0, 0.0, 0.0, 0.00557028424942919, 0.09294331772910015], [0.02767399413999283, 0.0, 0.0005025624156049755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007654708646170615], [0.0, 0.019987585651488202, 0.0, 0.03622889558905537, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.01567917329946062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12653750321199192, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0653475404397982, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0021831760226445566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08838695624338848, 0.0, 0.0, 0.002688776589672354], [0.0, 0.0, 0.0, 0.0, 0.13593347810971498, 0.010689107655272255, 0.0, 0.07928505664692813, 0.0, 0.0], [0.011715992314395282, 0.0, 0.0, 0.19581638064941526, 0.0, 0.0, 0.0, 0.1960385043139974, 0.0, 0.0], [0.0, 0.0, 0.07217270936867372, 0.0, 0.0, 0.0, 0.0, 0.03978161314731921, 0.0, 0.0]]","[[0.0, 0.0, 0.0010986206058308738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.02134620152193419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15573087705753694, 0.0, 0.0], [0.0010163412453715074, 0.0, 0.0002596821822246417, 0.0, 0.0, 0.1313711280587716, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.07787387477934112, 0.0, 0.0, 0.0, 0.42722555645967114], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5792327872431212, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22736386166891695, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07872631435787816, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.760890538902323, 0.4849650861970494]]"
