,real_t250,real_t500,real_t750,real_t1000,kde_t250,kde_t500,kde_t750,kde_t1000
0,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8547180770725525, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.20700479547065842, 0.0, 0.0, 0.15014220054938363, 0.006202550537737149, 0.0, 0.0, 0.38510693847812666, 0.0, 0.0], [0.1295883862641573, 0.002345907767913838, 0.008446429381352401, 0.0, 0.021389477066517896, 0.0025957281533637816, 0.0, 0.0, 0.02553138061174997, 0.020735418037720565], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019885482103604913, 0.020440885717631238], [0.0, 0.17315190816492584, 0.011972041251235795, 0.008627655829177079, 0.0, 0.00742878927170046, 0.0, 0.008903948061954365, 0.029621255104202666, 0.003359567307042457], [0.0, 0.0, 0.014919307359231629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010742061664079472, 0.0], [0.0, 0.007825599720945533, 0.0, 0.0, 0.0, 0.014579594091623902, 0.004058301225071706, 0.0, 0.017181723838236334, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20174465431929697, 0.0, 0.0], [0.0, 0.0, 0.18023843062766387, 0.24007605745244298, 0.0, 0.0, 0.6817939822310811, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.012502245411543086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06063821464178849], [0.0, 0.007289781614347188, 0.057403550691918895, 0.0, 0.0016627651664795236, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.014020070291450309, 0.0, 0.022015153584554845, 0.0, 0.0, 0.0, 0.048422153428911034, 0.0, 0.0], [0.0, 0.005360434055204922, 0.0, 0.0, 0.0, 0.040111558711962314, 0.0, 0.0, 0.0, 0.0], [0.0, 0.025318874786562515, 0.0, 0.0, 0.0, 0.0, 0.26908614813513265, 0.0, 0.0, 0.0017028098647572899], [0.0, 0.021866498254948883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01976160367824215, 0.0492416481137214, 0.08228452467676958], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2004997817982467, 0.0, 0.09376761079513453, 0.23233301842204737, 0.0, 0.06836243718394723, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.40455538052344225, 0.0, 0.213356858832138, 0.0, 0.23673942510854376], [0.004742302979282598, 0.006347117003618738, 0.0, 0.040682212726034124, 0.0, 0.03413582174384986, 0.0, 0.0, 0.0, 0.0], [0.001155169443625683, 0.0, 0.012896610450033333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.022387560878727418, 0.007845443089285312, 0.1292521441647693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015162720254712537, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.07498815323958448, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1755633817916337, 0.0, 0.0, 0.0, 0.0, 0.0931098096875189, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.01058313782176459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.03687626990354073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4486465069782551, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8770987422851126, 0.39578884610225334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0015132200915858112, 0.0, 0.0, 0.0, 0.07693566311573943, 0.0, 0.028528739279744083, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1600806235797469, 0.0, 0.0, 0.0, 0.0, 0.37765957554649787, 0.0], [0.0, 0.0, 0.037495093860795074, 0.0, 0.06073868557726301, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.017927791139251956, 0.0072936646387301235, 0.0, 0.0, 0.0, 0.0, 0.006841888302944163, 0.0, 0.0, 0.0004096584406526019], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.03434920419438496, 0.0, 0.0, 0.0, 0.028487107557141202, 0.0, 0.0, 0.0, 0.0, 0.10066782716496799], [0.0, 0.0, 0.0, 0.040319287597002304, 0.0, 0.0025699474265979943, 0.0, 0.0029718219611954014, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.1070523193417446, 0.0, 0.27636046313291995, 0.3468193566662285, 0.0], [0.0, 0.008988917552248192, 0.0, 0.08223332559561114, 0.0, 0.0, 0.0005370490042561026, 0.0, 0.0, 0.0], [0.005558241077627358, 0.0, 0.0, 0.0, 0.18136349703005786, 0.0, 0.0, 0.0, 0.0, 0.12808611536611617], [0.23611449702697637, 0.0, 0.45504450275876707, 0.0, 0.012113660706425498, 0.0, 0.0, 0.0005193039371358276, 0.36592478798086403, 0.0], [0.0, 0.0, 0.027228177376284142, 0.0, 0.004544130063853873, 0.20577372633091429, 0.0, 0.045698843621520546, 0.0, 0.0]]"
1,"[[0.0, 0.0], [0.0, 0.6269501622563244]]","[[0.0, 1.260487681754114], [0.7065637928436457, 0.0]]","[[0.7270425265222245, 0.0], [0.0, 0.0]]","[[0.8181958516406262, 0.0], [0.0, 0.0]]","[[0.0, 0.0, 0.12309853917521615, 0.0, 0.0, 0.33809083474356694, 0.0, 0.0, 0.010937614569467185, 0.0], [0.0, 0.002045385259180187, 0.0, 0.017040913252979017, 0.0, 0.0, 0.0, 0.00592972709852499, 0.0, 0.011988709454056634], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.010707275224598497, 0.0, 0.0069803787291704295, 0.0, 0.0, 0.007336371048730961, 0.0102576698300504, 0.003044730919440068, 0.007397063269803502], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011657471984409466, 0.0, 0.0], [0.0, 0.0, 1.2804205493842913, 0.0, 0.0, 0.40573029039599495, 0.0, 0.04747141993087163, 0.0, 0.0], [0.0, 0.009006200072397549, 0.0, 0.0111247054850094, 0.0011688993619377224, 0.0, 0.004183221896501646, 0.007870194406299796, 0.0048371678901067494, 0.004166535763823968], [0.0, 0.0, 0.0, 0.0, 0.009045626658307254, 0.0, 0.006542603828630263, 0.0, 0.0, 0.002479324838009138], [0.0, 0.006997055109275678, 0.0, 0.002291927846445703, 0.01789806825341084, 0.0, 0.00641378132054381, 0.03831156546053842, 0.007916021709649433, 0.010193119148610428], [0.001759578026390883, 0.0, 0.0, 0.004250936064186268, 0.0, 0.0, 0.0, 0.005652528703613922, 0.006151954968856706, 0.011849060986470194]]","[[0.0, 0.0, 0.0, 0.42347016173755114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1083763159227978], [0.04973320211160729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011173319051391907, 0.0], [0.1257764972578945, 0.002818696107935573, 0.005188816962097726, 0.0, 0.0, 0.0, 0.004296618022896862, 0.06851065575001707, 0.001177592026651253, 0.009789635699481379], [0.0, 0.6723506884112269, 0.0, 0.0, 0.0, 0.8962616603443296, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2587313472483886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.007344394803063604, 0.0, 0.0, 0.0, 0.0, 0.007928761617893156, 0.0, 0.0, 0.0], [0.0, 0.004670223819054777, 0.06851222861086079, 0.0, 0.03546568142011845, 0.0, 0.0061723579935782525, 0.0, 0.00795979556364956, 0.057899989906822], [0.0, 0.0, 0.0, 0.0, 0.054588869762916915, 0.0, 0.002629857675493144, 0.0, 0.0, 0.018160444774417746], [0.0, 0.0, 0.0, 0.0, 0.0, 0.14677417400115553, 0.0, 0.0, 0.0, 0.0]]","[[0.0009827297081292116, 0.0, 0.0067919903924679795, 0.09102554237434597, 0.0, 0.0, 0.0, 0.0, 0.00557028424942919, 0.09294331772910015], [0.02767399413999283, 0.0, 0.0005025624156049755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007654708646170615], [0.0, 0.019987585651488202, 0.0, 0.03622889558905537, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.01567917329946062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12653750321199192, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0653475404397982, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0021831760226445566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08838695624338848, 0.0, 0.0, 0.002688776589672354], [0.0, 0.0, 0.0, 0.0, 0.13593347810971498, 0.010689107655272255, 0.0, 0.07928505664692813, 0.0, 0.0], [0.011715992314395282, 0.0, 0.0, 0.19581638064941526, 0.0, 0.0, 0.0, 0.1960385043139974, 0.0, 0.0], [0.0, 0.0, 0.07217270936867372, 0.0, 0.0, 0.0, 0.0, 0.03978161314731921, 0.0, 0.0]]","[[0.0, 0.0, 0.0010986206058308738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.02134620152193419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15573087705753694, 0.0, 0.0], [0.0010163412453715074, 0.0, 0.0002596821822246417, 0.0, 0.0, 0.1313711280587716, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.07787387477934112, 0.0, 0.0, 0.0, 0.42722555645967114], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5792327872431212, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22736386166891695, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07872631435787816, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.760890538902323, 0.4849650861970494]]"
2,"[[0.0, 0.0], [0.23835418896046895, 0.9348557704201927]]","[[0.0, 0.0], [0.1980401054015167, 0.0]]","[[0.0, 0.8545295667684638], [0.9407445544787038, 0.0]]","[[0.7851882916521735, 0.0], [0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018551461267255031, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.008218398234508232, 0.06814839775106171, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0948858254544305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.020197058397156475, 0.0, 0.0, 0.15597532838004038, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05582356264175059, 0.0, 0.011468733766453432, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.08911061238032564, 0.0, 0.0, 0.0, 0.35905604765008026, 0.006319067139687178, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001973846500586004], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018573443880817914]]","[[0.00035463556439967403, 0.0, 0.012067459435355171, 0.009115437216192502, 0.009961531245246746, 0.0, 0.0, 0.0, 0.002318169004165191, 0.03417567594531506], [0.0018587490998661534, 0.19573989455628876, 0.0, 0.0014339783499019204, 0.0, 0.0, 0.40428617520416904, 0.4166074028439985, 0.0026031958013422807, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0048757462090643295, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15765975436548235, 0.0, 0.7836240274188176], [0.0, 0.002226286310333513, 0.0, 0.0, 0.0, 0.041544900748623076, 0.0, 0.0, 0.01343288143933818, 0.0], [0.00516280742422222, 0.06699841843854543, 0.0, 0.0, 0.0, 0.0, 0.011932003434784236, 0.0013325930102058023, 0.0030436076883813383, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2907899325288937, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.04998444842802851, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.634812866316906e-05, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.3954987259482347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5366705989357715, 0.0], [0.019479924077617887, 0.007746470068232088, 0.010723074317310483, 0.003829920288496365, 0.0, 0.008086176781818222, 0.0, 0.07279622592844037, 0.009448820009803247, 0.011470353655432983], [0.1321026450214733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007013417553704678], [0.0, 0.000954354083340137, 0.0, 0.004388659867496374, 0.0, 0.010300189913951046, 0.0005250052913346567, 0.020413713485992604, 0.0, 0.0026427574178834023], [0.0, 0.0, 0.0, 0.0, 0.018039742674495277, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028564747686792392], [0.0, 0.003747065313194497, 0.0, 0.008378633774361722, 0.0, 0.012995548961842487, 0.007931994801356585, 0.0, 0.0, 0.006780509229638141], [0.0, 0.04055531204950135, 0.0030801741148596667, 0.0, 0.017088276124681792, 0.0, 0.0, 0.06271406148830787, 0.24283446936825254, 0.0], [0.0, 0.0, 0.0, 0.0, 0.642385049232272, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.14791509155449103, 0.0, 0.012474198018572106, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.013845044578232837, 0.0, 0.0, 0.0, 0.13289612859463015], [0.0, 0.0, 0.49153711229474634, 0.0, 0.0, 0.0, 0.0, 0.7430147100991404, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.11256894432373546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03617804885817414, 0.0, 0.0], [0.04724957666570299, 0.0, 0.0, 0.0, 0.0, 0.012140627040370833, 0.0, 0.0, 0.013293440245089357, 0.043731933670839614], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.25504335640595527, 0.0, 0.03038876389592228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.10152124187186518, 0.0, 0.004776892628037167, 0.051937595890303036, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.025667029020964766, 0.0, 0.0, 0.16638977180364165, 0.0]]"
3,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8563618990196082, 0.0], [0.0, 0.008235049864613597]]","[[0.0, 0.0], [0.043818402453320596, 0.0]]","[[0.0, 0.0], [0.0, 0.8403445703574565]]","[[0.0, 0.0, 0.0, 0.030778987583801674, 0.0, 0.003119646917438287, 0.0, 0.0, 0.0, 0.0], [0.0, 0.022149663926241348, 0.24238509069403535, 0.006056834735550137, 0.0, 0.0, 0.0, 0.2652602348635243, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.09105193345690268, 0.0, 0.0, 0.13733281241963805, 0.0, 0.0], [0.34426750021804015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.049592210999727174, 0.0, 0.0], [0.0, 0.06736041567310432, 0.0, 0.15042074404393305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11264009822465149], [0.0, 0.04386310836734057, 0.0, 0.0011190922175871973, 0.0, 0.00199279988317578, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0024884879507320406, 0.0, 0.0009590022281005491, 0.01472033017601072, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.011773499399306433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5555979267586872], [0.0, 0.0, 0.03202277701740129, 0.0, 0.0, 0.006313815739163094, 0.007133727775641038, 0.0, 0.0, 0.0], [0.0, 0.009095293955834876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2764883581321802, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12036519144436468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005271434117190658, 0.0, 0.0, 0.007441444986022799], [0.0, 0.0, 0.0, 0.0, 0.0, 0.04384676515373389, 0.19780407266675576, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007623439190553031, 0.009554659793995782], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37765678033268235, 0.0, 0.0], [0.5067933566801013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30226475560650634, 0.0], [0.0, 0.0, 0.0, 0.0, 0.007388267561280947, 0.0, 0.0, 0.0, 0.0, 0.0], [0.008163019749648833, 0.10322817044030005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.03992330219830199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.17122944201989793, 0.0, 0.0, 0.0, 0.21470507092652458, 0.0, 0.0], [0.0, 0.0, 0.14464901077443512, 0.0, 0.0, 0.0, 0.0, 0.035440871543301354, 0.0, 0.0], [0.0, 0.09266537964682196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006650904537066219, 0.0], [0.0525293955811316, 0.13796796942187775, 0.02465806972905332, 0.0, 0.0, 0.02532919977825366, 0.0, 0.0, 0.005518318796477186, 0.0], [0.0, 0.0, 0.0, 0.0, 0.03985659381801121, 0.003457791306458198, 0.001408118371274582, 0.0, 0.007921021404789346, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01011377443892075, 0.0], [0.7539267961525998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25826044842567025, 0.0, 1.2833310944950824], [0.0, 0.0, 0.0, 0.0015461209127028011, 0.007563741738176795, 0.005231145820201688, 0.0, 0.0, 0.013667681874712241, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25509224085037263, 0.0, 0.02979238023755375]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09620970739640333, 0.0, 0.04130495949891045, 0.10947150388628309], [0.001956636614010073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.02400978822404558, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11603873140571705, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.003952534504699095, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3654002660497772, 0.24080739941577337, 0.0], [0.0, 0.009574491467217283, 0.0, 0.001650452857499989, 0.0716933318098773, 0.062252400640032395, 0.0, 0.0, 0.0, 0.032420083230916705], [0.0, 0.0, 0.0, 0.11304344343875544, 0.0, 0.0, 0.0, 0.0, 0.03857782241926596, 0.0], [0.0, 0.0, 0.1572403357921302, 0.0, 0.540460548039234, 0.04776689195855478, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024124823057091203]]"
4,"[[0.0, 0.0], [0.431823376981375, 0.7261160621564433]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.721490301548411, 0.0], [0.0, 0.0]]","[[0.9473118383192505, 0.0], [0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003793431519043983], [0.10283705217765561, 0.0, 0.10039189418033159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012537238216310982, 0.0], [0.02441132955716708, 0.0, 0.0, 0.0, 0.056034099691559536, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.500443566516858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.040770550559873844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010134295573526334, 0.0, 0.0, 0.0], [0.0, 0.0, 0.004268133826970082, 0.0, 0.0, 0.0, 0.021874322140941788, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.07350765569171534, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.05592127427000708, 0.0, 0.0, 0.0, 0.013983229300602357, 0.026980611585288514, 0.0, 0.04886308273909372, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017181003388427825, 0.0, 0.19418910840115114, 0.2395143437934047]]","[[0.0, 0.0, 0.0, 0.0036571904397844587, 0.0, 0.0, 0.006322032119239126, 0.0, 0.009788620740399184, 0.0], [0.02460242611756478, 0.0, 0.0, 0.0, 0.0, 0.0009302752389083956, 0.012922729880955006, 0.0, 0.0009101078635435717, 0.0], [0.03320251666271715, 0.08632920899886709, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015003624285242004, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02026923503089109, 0.21040413888872456, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012692220468049097, 0.0, 0.0, 0.12460016113888846], [0.041899678079857054, 0.0, 0.013980882374674066, 0.0, 0.0, 0.20192657827499086, 0.014685960463029089, 0.0, 0.0, 0.01720649835257681], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007084487880109285, 0.0, 0.06474078609193437, 0.0], [0.0, 0.0, 0.0, 0.3985297919053764, 0.0, 0.0, 0.0, 0.0, 0.17486042824199605, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18243210020259426]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.009898243787950532, 0.0, 0.0, 0.0, 0.0, 0.1621727819664263, 0.0, 0.19733496410880685, 0.0], [0.0, 0.0, 0.000862465186906723, 0.0, 0.004316572247476606, 0.004148875152713668, 0.0, 0.046253730476150695, 0.0, 0.0], [0.0, 0.2704864870854451, 0.0, 0.0, 0.0, 0.1775787231997828, 0.0, 0.0740296793346588, 0.0, 0.023495738515265912], [0.0, 0.0, 0.0, 0.07326040736991177, 0.0, 0.007610432962259022, 0.0, 0.0, 0.0, 0.0], [0.0, 0.05096696743928491, 0.0, 0.0, 0.0, 0.0, 0.01728128397837203, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05480097666200487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06994501932243571, 0.0], [0.45347698830177563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06350111835092283, 0.0, 0.0, 0.0, 0.0, 0.0, 1.357612466808542]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40068533069903745, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.08325812302252902, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.010169611762555337, 0.0, 3.5736624291589764e-06, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021002631822138483, 0.0, 0.0, 0.15353293920212438], [0.0, 0.0, 0.025921637610148162, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.5036289587775679, 0.0, 0.0, 0.0, 0.0, 0.14633386785924718, 0.0, 0.0, 0.0, 0.26692490502157673], [0.14218157500474027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02139627496510276, 0.0, 0.0], [0.0, 0.22679767554956984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5324863089938587, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38717942970641506, 0.0]]"
