,real_t250,real_t500,real_t750,real_t1000,knn_t250,knn_t500,knn_t750,knn_t1000,knn_sqrt_t250,knn_sqrt_t500,knn_sqrt_t750,knn_sqrt_t1000
55,"[[0.0, 0.0, 0.038120624250971936], [0.08762925478358831, 0.0, 0.9627607097770802], [0.0, 0.5830288852024574, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [2.0398422788014265, 0.0, 0.8394163914020443]]","[[0.7541724457362488, 0.0, 0.0], [0.0, 0.0, 0.03109757171437064], [0.0, 0.0, 0.0]]","[[0.0, 0.7888937621668588, 1.068393608050821], [0.0, 1.6221014139919088, 2.605225910681902], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.006437961449798973, 0.0, 0.6637513751486734], [0.0, 0.43557387495291267, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0018414965912684103, 0.0], [0.38301380322769624, 0.0, 0.17087640094921536]]","[[0.7177865778832451, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.07484194891766809, 0.0], [0.0, 0.5073587288020219, 0.8883425981695351], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.021268612019296227, 0.0, 0.6083982757436669], [0.0, 0.38510898589010767, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.1804838584057371, 0.0, 0.08557996656293133]]","[[0.682282540510525, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.4574234592756759, 0.7587553259826532], [0.0, 0.0, 0.0]]"
56,"[[0.0, 0.0, 0.0], [0.0, 0.5776940222420892, 2.2619886136512086], [0.0, 0.6034532295075771, 0.0]]","[[0.0, 0.0, 0.0], [2.1368547056700216, 0.9055309456536883, 1.6757389991088514], [1.1704276800699525, 0.0, 0.0]]","[[0.0, 0.0, 0.4803285250238941], [0.978625382302396, 0.006536751747515077, 0.0], [0.0, 0.9961209104924622, 0.5407938599848742]]","[[0.8512064215084334, 0.0, 0.0], [0.0, 0.039861455579808434, 0.23459123383500538], [0.0, 0.0003254819906960825, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.2303694295294651, 0.4558548529408196], [0.0, 0.2197694503828984, 0.0]]","[[0.0, 0.0, 0.0], [0.3554710012667553, 0.18029328800356148, 0.35289183655317746], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.2172702469597168], [0.49008860701593393, 0.0, 0.0], [0.0, 0.5457964773462473, 0.23898937456581498]]","[[0.7738382004547328, 0.0, 0.0], [0.0, 0.0, 0.17130630319105156], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.1952774573820608, 0.19897706261143783], [0.0, 0.14658836332477712, 0.0]]","[[0.0, 0.0, 0.0], [0.15347005372933592, 0.11000719840503546, 0.20201992298884877], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.17494089403325333], [0.42393830113097797, 0.0, 0.0], [0.0, 0.4621790712677706, 0.19888579618116117]]","[[0.7251959979866052, 0.0, 0.0], [0.0, 0.0, 0.13256286427236555], [0.0, 0.0, 0.0]]"
57,"[[0.0, 0.0, 0.1980269394190795], [0.0, 1.1062121498863104, 0.0], [0.0, 0.4726781950201234, 0.0506048685200077]]","[[0.17183105900788512, 0.30044427827634124, 1.164356733613292], [0.0, 0.0, 0.1491184929789447], [0.6267156878671214, 0.0, 0.0]]","[[0.0, 0.23439716782289355, 0.0], [0.0, 0.0, 0.1575648611976112], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.11210160135432402, 0.0, 0.8761826808193104], [3.3836930509825933, 0.0, 1.544704199480498]]","[[0.0, 0.0, 0.12896990580642625], [0.0, 0.9481097357595432, 0.0], [0.0, 0.2712298874183806, 0.0]]","[[0.0630383782588635, 0.1981630565545375, 0.8448157790282024], [0.0, 0.0, 0.0], [0.32642461349763974, 0.0, 0.0]]","[[0.0, 0.1554387580619449, 0.0], [0.0, 0.0, 0.0701902103452165], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.025751580708920977], [0.44397152108471716, 0.0, 0.19697798548646292]]","[[0.0, 0.0, 0.07192294323809689], [0.0, 0.7845992782528427, 0.0], [0.0, 0.1753500132914878, 0.0]]","[[0.0544287780014641, 0.19521537355904314, 0.7644628480394265], [0.0, 0.0, 0.0], [0.31792548152346944, 0.0, 0.0]]","[[0.0, 0.13121682282268898, 0.0], [0.0, 0.0, 0.05662000445719624], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.002694212383580587, 0.0], [0.19633658228735304, 0.0, 0.1718029716261934]]"
58,"[[0.24258860215102623, 0.0, 0.0], [0.0, 0.28512384308872524, 0.0], [0.0, 0.010830826269221362, 0.6314346544718529]]","[[0.7383823338491334, 0.0, 0.0], [0.0, 0.0, 0.6022794816111755], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9050707603926108]]","[[0.7631303545851701, 0.0, 0.0], [0.0, 0.4875201205009288, 0.019761480282091817], [0.0, 0.09325662388859589, 0.0642584012119865]]","[[0.24488133302161774, 0.02028734423115059, 0.0], [0.0, 0.2416253676466917, 0.0], [0.0, 0.0, 0.5414899550341578]]","[[0.6649194045929911, 0.0, 0.0], [0.0, 0.0, 0.38998847056399577], [0.0, 0.0, 0.0]]","[[0.0010660068531022412, 0.009106092167673718, 0.01230295740549203], [0.006490063350817966, 0.011426610905550501, 0.006844788944634968], [0.0, 0.0, 0.8677043788096044]]","[[0.6538810067325023, 0.0, 0.0], [0.0, 0.38459781684248445, 0.0], [0.0, 0.01941031323781199, 0.02937772135638316]]","[[0.19458718483356682, 0.0, 0.0], [0.0, 0.18201646157333912, 0.0], [0.0, 0.0, 0.49541664530496765]]","[[0.6290884847998243, 0.0, 0.0], [0.0, 0.0, 0.3041207462934008], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8363911931404003]]","[[0.6277568149343612, 0.0, 0.0], [0.0, 0.3730038596147981, 0.0], [0.0, 0.014278009928744234, 0.019188048062116804]]"
59,"[[1.792175035928862, 0.0, 0.0], [0.8756356993635118, 0.0, 0.5902320705585273], [0.0, 0.817792406952377, 0.0]]","[[0.1433836014115335, 1.188750715416545, 0.0], [0.31545408307064177, 0.0, 0.0], [0.0, 0.24898509625185697, 0.0]]","[[0.0, 0.0590483867501131, 0.004686015011410459], [0.0, 0.92881428001707, 0.0], [0.0, 0.0, -9.935171319519811e-05]]","[[0.7185393748748795, 0.31297325222061073, 0.0], [0.019966774531275103, 0.0, 0.0], [0.0, 0.2040129977330463, 0.0]]","[[1.2388215381691081, 0.0, 0.0], [0.4169447041357897, 0.0, 0.330391969207983], [0.0, 0.42509007427191986, 0.0]]","[[0.036267909248813075, 0.6153645267659664, 0.0], [0.17543957739233984, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8568156911514466, 0.0], [0.0, 0.0, 0.0]]","[[0.5355923312947938, 0.17547746690210125, 0.0], [0.0, 0.0, 0.0], [0.0, 0.14436635629912092, 0.0]]","[[1.1046607962221133, 0.0, 0.0], [0.27761689939145096, 0.0, 0.30318000473363116], [0.0, 0.2870070728004739, 0.0]]","[[0.007113518416469474, 0.5082439909083465, 0.0], [0.12891578302055312, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8211207018019564, 0.0], [0.0, 0.0, 0.0]]","[[0.5174814445445238, 0.1556808321006813, 0.0], [0.0, 0.0, 0.0], [0.0, 0.12744964386724505, 0.0]]"
60,"[[0.0, 0.044720644309067414, 0.0], [0.0, 0.0, 0.0], [0.05326674521352902, 0.0027747450252636626, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9182819178887857, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.4462302265988909], [0.0, 0.7149230518187061, 0.20862741442130517], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.019774471615943166, 0.011270734354708368, 0.0], [0.02047852991096201, 0.0, 0.0]]","[[0.0, 0.0, 0.007981606525012218], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8651307936019728, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.3204058041650521], [0.0, 0.597893464444658, 0.06760210356073736], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8100043001277395, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.25772146388173417], [0.0, 0.5485625195724076, 0.04153369075985734], [0.0, 0.0, 0.0]]"
61,"[[0.0, 1.2711797229701627, 0.9134859481581887], [0.0, 0.0, 0.0], [0.7928490459278592, 0.0, 0.0]]","[[1.0774497990238001, 0.0, 0.0], [0.0, 0.0, 0.0], [0.09082322285616039, 0.0, 0.0]]","[[0.0, 0.1705385775718013, 0.6474332520866918], [0.7630055592960775, 0.3987192340163485, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.04365662825796889, 0.5880494529870787, 0.0]]","[[0.0, 0.9696863742651234, 0.7296283825898043], [0.0, 0.0, 0.0], [0.08105376039095546, 0.0, 0.0]]","[[0.9505999648705414, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.023974858703144867, 0.38182309800477476], [0.37945782544686546, 0.1395502145514753, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.025487501106679106, 0.473470418349995, 0.0]]","[[0.0, 0.7827427054935211, 0.6145810371700322], [0.0, 0.0, 0.0], [0.09910292368577468, 0.0, 0.0]]","[[0.9288735386506788, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0017659052978182932, 0.3407876215193879], [0.30948578621441997, 0.10619235422413806, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.006771368524652766, 0.4012336585782071, 0.0]]"
62,"[[0.0, 0.0, 0.0], [0.0, 0.12870325971202004, 0.039102695088449255], [0.054827960200919526, 0.6317446283702945, 0.8853806161119356]]","[[0.838909616406115, 0.0, 0.0], [0.0, 0.2725911858152137, 0.0], [0.10867561966675224, 0.1104403697986778, 0.0]]","[[0.0, 0.0, 0.0], [0.5707348740354363, 0.0, 0.0], [2.491915022653493, 0.0, 0.8642994222602709]]","[[1.0686314885294776, 0.0, 0.0], [0.2893768369814819, 0.0, 0.08236320270894278], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2555029100962022, 0.46351371568199135]]","[[0.7203425610160943, 0.0, 0.0], [0.0, 0.2159384218846366, 0.0], [0.03049869685566302, 0.05956036012993629, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.28335015366542854, 0.0, 0.17635990169405216]]","[[0.9387721482953096, 0.0, 0.0], [0.18339372625389797, 0.0, 0.043398955602842626], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2605673963108408, 0.4805589602671681]]","[[0.6574463068625138, 0.0, 0.0], [0.0, 0.15990063268384616, 0.0], [0.0, 0.05396962744184267, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05875527563157107, 0.0, 0.11482473882633262]]","[[0.9109305739041901, 0.0, 0.0], [0.1508927388987355, 0.0, 0.03419623692216442], [0.0, 0.0, 0.0]]"
63,"[[0.7013972974458107, 0.7836152303748224, 0.8884661775717844], [0.0, 0.4492592780373646, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.05722651865800768, 0.9281941201947235], [0.0, 0.7483790982625691, 0.05442061166370212]]","[[0.0, 0.02132634359174987, 0.0], [0.0, 0.0, 0.19865457768885628], [0.0, 0.0, 1.0090360342486242]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8396830565598999]]","[[0.25477791114690274, 0.15885585695153884, 0.2801396721535045], [0.0, 0.1688709496499536, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.7497430156383579], [0.0, 0.6431202683976093, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.10605250376849375], [0.0, 0.0, 0.9053470837506966]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7977316493310788]]","[[0.22652756805221155, 0.13999813882143022, 0.24020047291087004], [0.0, 0.120434185108739, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.7303069674619296], [0.0, 0.6267806222164787, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0806172375525479], [0.0, 0.0, 0.8516834693324713]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7632295997022225]]"
64,"[[2.054015855385345, 0.0, 0.0], [1.2923059548755498, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.08128802111646574, 0.0, 0.0], [0.5091449742826611, 0.0, 0.8164539346257901], [0.0, 1.0312708647174536, 0.0]]","[[0.0, 0.17420946156038947, 0.3623179063322608], [0.0, 1.0557186906621223, 1.4500578416187198], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 1.307831150529686], [0.9819966690157065, 0.0, 0.0008070306342024282], [0.0, 0.5855973274104297, 0.0]]","[[0.9982657767989251, 0.0, 0.0], [0.2750761235519543, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.42041810618093184, 0.0, 0.6865203417941298], [0.0, 0.5389306861133276, 0.0]]","[[0.0, 0.04821818076353582, 0.16168583385435806], [0.0, 0.2235227169624201, 0.4245997445162283], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 1.0057557410133693], [0.6682526786099964, 0.0, 0.0], [0.0, 0.4871936165043407, 0.0]]","[[0.8518270745562957, 0.0, 0.0], [0.04606329123570191, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.34409992261569117, 0.0, 0.6111059423699197], [0.0, 0.4637224747162593, 0.0]]","[[0.0, 0.04252891330220271, 0.09306157988662192], [0.0, 0.19561314135167096, 0.33550752314178195], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.8993698845166486], [0.5378993484975259, 0.0, 0.0], [0.0, 0.4375001596846904, 0.0]]"
65,"[[0.3939265492632736, 0.5486062718705058, 0.0], [0.0, 0.004554135186272044, -0.007081512993549549], [0.0, 0.0, 0.789709594203369]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.05114801524641626], [0.0, 0.0, 0.8600075819461943]]","[[0.7926699425662327, 0.0, 0.511362225606342], [0.0, 0.0, 0.0], [0.0, 0.0, 0.4846160287665039]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.8207610776502431], [0.0, 1.2199370013456723, 0.0]]","[[0.20181356356921915, 0.2527649755568341, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.6584729927874309]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.750267358489565]]","[[0.6206147083690278, 0.0, 0.36611415830220084], [0.0, 0.0, 0.0], [0.0, 0.0, 0.3353015859878529]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.7007849162825497], [0.0, 1.0203573002563069, 0.0]]","[[0.17219324860430427, 0.20922579243713116, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.6804524079269418]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7427972464715914]]","[[0.6258098783061887, 0.0, 0.33647809146962415], [0.0, 0.0, 0.0], [0.0, 0.0, 0.29566813977426293]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.7178652256513599], [0.0, 0.9330451992964136, 0.0]]"
66,"[[0.17817422040284253, 0.0, 0.5803564839499242], [0.0, 0.0, 0.0], [0.25000986153222854, 8.548702279799514e-05, 0.0]]","[[0.0, 0.0, 0.002888042723720606], [0.0, 0.0, 0.03264146954837371], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0015662828797273], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[1.109740441120964, 0.0, 0.0], [0.0, 0.0, 0.0], [0.380569763094822, 0.0038291217070238826, 0.0]]","[[0.06424458735516736, 0.0, 0.41485871897994087], [0.0, 0.0, 0.0], [0.20859316366295516, 0.034029724593353954, 0.035400507572596794]]","[[0.0, 0.0, 0.0], [0.008791882938165128, 0.0, 0.017664903160994377], [0.022091057132119146, 0.0, 0.005432107268318895]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9770266886387419, 0.0, 0.0], [0.0, 0.001800992473434231, 0.0], [0.2561295440477662, 0.0, 0.0]]","[[0.013927165879545948, 0.0, 0.3329717905438824], [0.0, 0.0, 0.0], [0.12533241632742587, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9186711624258637, 0.0, 0.0], [0.0, 0.0, 0.0], [0.20173028851262612, 0.0, 0.0]]"
67,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.3981695089008199, 0.12965345034306677, 0.0]]","[[0.0, 0.0, 0.8519204338972532], [0.012960776242564037, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.229450213979725, 0.3630146128796199], [0.0, 0.0, 0.8996678206030942]]","[[2.2076022269363507, 0.15034366361642193, 0.0], [0.0, 0.15955266660881243, 0.1610337038834531], [1.988194144376001, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.31220903594943555, 0.10103118327444442, 0.0]]","[[0.0, 0.0, 0.5646362762277005], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.20478032493261975, 0.24495167738996504], [0.0, 0.0, 0.7991394092189676]]","[[0.3455603065880758, 0.0, 0.0], [0.0, 0.051199381276942776, 0.07349429357215079], [0.252938680282743, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.24098713993554907, 0.05531914647880816, 0.0]]","[[0.0, 0.0, 0.44731280966526815], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.14992197041909208, 0.18686714176445438], [0.0, 0.0, 0.725016476852785]]","[[0.17344614828018867, 0.0, 0.0], [0.0, 0.03861514129393038, 0.03862820271896553], [0.03950403380832813, 0.0, 0.0]]"
68,"[[0.0, 0.0, 1.1270420039220816], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9742990142575434, 0.0], [0.25327566520652145, 0.0762896464819341, 0.0]]","[[1.6081136618469352, 0.0, 0.0], [0.32639279932032716, 0.0, 0.0], [0.0, 0.4624884847082503, 0.5677823895309257]]","[[0.0, 0.0, 0.7407950814569522], [0.2124761886625345, 0.0, 0.0], [1.1663185435373653, 0.0, 0.0]]","[[0.0, 0.0, 0.5120138908590466], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8967674374904631, 0.004503612143741957], [0.15621279926033335, 0.022917951610200472, 0.0]]","[[1.3446475591898615, 0.0, 0.0], [0.08430500993270156, 0.0, 0.0], [0.0, 0.2017963453396689, 0.26537273169156034]]","[[0.0, 0.0, 0.7191436848444416], [0.04601727622691872, 0.0, 0.0], [0.9411634306452599, 0.0, 0.0]]","[[0.0, 0.0, 0.3778336732274367], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8298220410322559, 0.0], [0.11135979387372466, 0.0, 0.0]]","[[1.2336826151127864, 0.0, 0.0], [0.01676106901761462, 0.0, 0.0], [0.0, 0.14178834024474773, 0.1811747970217076]]","[[0.0, 0.0, 0.6386354275271618], [0.0, 0.0, 0.0], [0.8315607450412923, 0.0, 0.0]]"
69,"[[0.0, 0.0, 0.046914300023506064], [0.0, 0.0, 0.0], [-0.0007278040927345275, 0.0, 0.9083242724650568]]","[[0.0, 0.0, 0.0], [0.0, 8.145608890085295e-05, 0.0], [0.0, 0.0, 0.6899230142942597]]","[[0.0, 0.0, 0.0], [0.016166027024482166, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.19556248889138897, 0.0, 0.0], [0.5088152998399799, 0.0, 0.0]]","[[0.0, 0.0, 0.0011751690102311428], [0.002927056368843932, 0.006667980302058854, 0.0], [0.03028414679464536, 0.061591072472179396, 0.8071267196934176]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.652138166086347]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0060247912971074956, 0.009096779852843373]]","[[0.0, 0.0, 0.013416745060730375], [0.11215495610124282, 0.0, 0.0], [0.42426663162112704, 0.0, 0.0075443256037496876]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.714395457042974]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.6305744809294594]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.04690565985999146, 0.0, 0.0], [0.3400309978830167, 0.0, 0.0]]"
70,"[[0.0, 0.0685412143815527, 0.09158833744101098], [0.0, 0.0, 0.0], [0.20811689281311122, 0.0, 1.0414741343181566]]","[[0.8103259628823389, 0.0, 0.06289325890784278], [0.032678443009419, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.029353300500636014], [0.0, 0.8397109992474463, 0.0], [0.019648764797313367, 0.0, 0.0]]","[[0.0, 0.0, 0.6896226913424436], [0.0, 0.8828472155626031, 0.0], [0.0, 0.0, 0.0]]","[[0.04314889887228814, 0.010118424702641779, 0.0004418767243429561], [0.011797435578442778, 0.0, 0.0], [0.19113431534255992, 0.0, 0.82789578819656]]","[[0.6989575306192208, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.7748001271088639, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.45752939810738996], [0.0, 0.8287723480288698, 0.0], [0.0, 0.0, 0.0]]","[[0.005921533881824916, 0.004016851091192007, 0.0], [0.0, 0.0, 0.0], [0.1142089182072574, 0.0, 0.7350054482073817]]","[[0.6490394119713934, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.7442661598968155, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.3609331983185232], [0.0, 0.7510767995124014, 0.0], [0.0, 0.0, 0.0]]"
71,"[[0.0, 0.7234095101119058, 0.0], [0.0, 0.0, 0.0], [0.31438064017683126, 0.0, 0.0]]","[[0.0020861984587555336, 0.0, 0.12623343018124733], [0.21079604417172582, 0.7653749762151217, 0.0], [0.0, -5.489125897783863e-05, 0.0]]","[[0.0, 0.0, 0.21126356319685025], [0.0, 0.9629424716109228, 0.0], [0.0, 0.16911342914405894, 0.0]]","[[0.0, 0.13830899659810336, 0.19524003008897922], [0.0, 0.0, 1.1150334518105949], [1.8470534054671122, 0.019810222006514656, 0.0]]","[[0.032411398263321775, 0.5743636365437361, 0.0], [0.0, 0.0, 0.0], [0.25453521186005756, 0.0, 0.0]]","[[0.0, 0.0, 0.03344711785139988], [0.07252429690795605, 0.5295679534098735, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.15192883038630048], [0.0, 0.8689977163236009, 0.0], [0.0, 0.09589669299067066, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.33405537856131784], [1.2240704844941719, 0.0, 0.0]]","[[0.0, 0.4763532927535738, 0.0], [0.0, 0.0, 0.0], [0.15281242993690325, 0.0, 0.0]]","[[0.0, 0.0, 0.039622560057950625], [0.055073780130345654, 0.5120635977459604, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.12162154797665768], [0.0, 0.8203267288089525, 0.0], [0.0, 0.07814343008636522, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.19051324410563084], [1.062487099465649, 0.0, 0.0]]"
