,tickers,time_varying_di
0,AAPL,"[[0.0, 0.02523527881633027, 0.019051132315081317, 0.010956155166072417], [0.010666648024570955, 0.02754722679632865, 0.026489768464913525, 0.0], [0.002805386717163081, 0.010769294918791797, 0.06424121756736975, 0.00889828100898607], [0.018569393272588598, 0.0, 0.0, 0.0], [0.010726328525160948, 0.021419513548951247, 0.04450712208978555, 0.0], [0.0, 0.011184960142063369, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.013154145654509007, 0.0, 0.0], [0.0, 0.054113051117176965, 0.01586427657677009, 0.005956051610160604], [0.0, 0.011267938222083456, 0.01632425064850962, 0.0], [0.0, 0.08123716208109501, 0.047551786469314794, 0.00027142335014330825], [0.010688857675463851, 0.0, 0.06377833511574965, 0.0013898403474721867], [0.0224447140471399, 0.038449897755132856, 0.05038693387426486, 0.0], [0.0, 0.0, 0.041482173977222175, 0.015089551007124766], [0.01882541087313635, 0.012930288483293133, 0.02487000728800845, 0.0], [0.0, 0.0, 0.028355606987345645, 0.0], [0.09617365840710303, 0.0, 0.06059993196542915, 0.0256786942269496], [0.007217732091263483, 0.0, 0.04778694125942622, 0.0005720481666971394], [0.018965297543860456, 0.0, 0.0045835302340815854, 0.0], [0.0, 0.0, 0.01878168658241831, 0.012831078704231504], [0.02267502006240912, 0.02297450899723251, 0.03388421716392049, 0.0], [0.0, 0.026706911024639523, 0.0, 0.02207943844023822], [0.0, 0.036287597167699207, 0.03240534662707938, 0.0], [0.06655962164858649, 0.022993964976706954, 0.013309032686380926, 0.0], [0.0, 0.0461279968185844, 0.029853670268366172, 0.0], [0.001849350853362952, 0.012395204361941794, 0.014830881770787856, 0.0], [0.010017900458982341, 0.020513302738775527, 0.02163435552143578, 0.0], [0.01708730019165072, 0.01947988856391659, 0.0054349544692075214, 0.04973323391976174], [0.0, 0.013528622870054078, 0.0, 0.034764990227217706], [0.025678802830109804, 0.047208926609098124, 0.02804283102446503, 0.0], [0.0, 0.004912420761278331, 0.0, 0.036958267356743166], [0.0, 0.04923954244269702, 0.0, 0.004997893564389044], [0.0, 0.0, 0.06523014038424403, 0.0], [0.0, 0.01858620692905525, 0.009050804899760994, 0.0], [0.0, 0.05043294034735494, 0.04682498161883176, 0.014025052846504654], [0.0, 0.003851522785264378, 0.024165415149532007, 0.0], [inf, inf, inf, 0.0], [0.0, 0.0, 0.023598721663757215, 0.0], [0.002732871414819436, 0.06211203791949882, 0.01563175980562274, 0.013330848514118431], [inf, inf, 0.0, 0.02403680171944954], [0.0, 0.02888140712646266, 0.0, 0.0], [0.007673598836348207, 0.018737582202029125, 0.016574180216462547, 0.0], [0.0, 0.0010915184276394467, 0.010009518101818634, 0.05127618077037328], [0.0, 0.028008740973570898, 0.027275159124085818, 0.02678237509990539], [0.012986178654027642, 0.0025780330241128584, 0.0, 0.013486357260335861], [0.0265281920541629, 0.013623997380575755, 0.0, 0.0], [0.01743752729019393, 0.0, 0.016163085669380094, 0.0], [0.002706048621883553, 0.04629455139006299, 0.0, 0.020167884866311624], [0.0, 0.0, 0.006495571210143965, 0.0], [0.0, 0.050054189144310236, 0.04644396251834337, 0.038713490531385605], [0.0, 0.017328838246131573, 0.03676592975630568, 0.014656982720281167], [0.0029659280200410704, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.041861980206494, 0.03511433536536191, 0.013466381814155437], [0.031031913891599337, 0.0, 0.002175432879864035, 0.0], [0.008818824655478959, 0.035812324289504066, 0.09064959605329564, 0.06378686038059656], [0.009062030466129037, 0.049902980304079046, 0.032182471617286226, 0.0], [0.009974125760755305, 0.06894776961001006, 0.021582995562113926, 0.0077137522500672195], [0.0, 0.02468945503455229, 0.0, 0.0], [0.0019269780382501372, 0.020771189459826478, 0.03516777010322236, 0.0], [0.0274258859088877, 0.04456343331663176, 0.0, 0.0], [0.0, 0.0005892493782859756, 0.0, 0.0], [0.0, 0.0, 0.054131337269418545, 0.0], [0.03104878561396391, 0.01965798741313905, 0.028439123148983114, 0.03971149839809853], [0.0, 0.05870790343839107, 0.005851571004627251, 0.0015162706804196474], [0.0, 0.019149714040847417, 0.0, 0.0], [0.009037663840540213, 0.0, 0.008926120508087677, 0.0], [0.03584163780558287, 0.0, 0.0, 0.0], [0.00870817867628784, 0.0, 0.019668330080949932, 0.0], [0.0, 0.0, 0.01796114727166476, 0.024721994115660745], [0.03831627741906641, 0.0, 0.034593226086379915, 0.020042131673430837], [0.0, 0.0031227949096929437, 0.0, 0.0], [0.0, 0.005708770280283541, 0.030203309868766046, 0.0], [0.0, 0.0057736669666363614, 0.0048769580138264485, 0.0], [0.09713135391168734, 0.0487421418478045, 0.0646149536692737, 0.0061034568036732375], [0.0, 0.025639809658497763, 0.0, 0.017385988478779386], [0.0, 0.0, 0.0, 0.004197967197316125], [0.0, 0.014130383335140089, 0.0, 0.0], [0.015347971690526136, 0.0, 0.0, 0.007035543851054597], [0.0, 0.022474134728946556, 0.02955232976572965, 0.04148260535808689], [0.01849158117186517, 0.0, 0.006429666948684713, 0.0006363221873920627], [0.010698973872940306, 0.038865035485737075, 0.045015941148981345, 0.0], [0.0, 0.017736479160599526, 0.017638582959946966, 0.021731966570914422], [0.03477632425289751, 0.0, 0.054323822082538324, 0.0], [0.0, inf, 0.0, inf], [0.0, 0.023916800248062735, 0.01133198039324748, 0.0], [0.07625814071722915, 0.0, 0.0026364937078676067, 0.010378382514640306], [0.0, 0.038292096704181704, 0.07965763249894645, 0.0], [0.0, 0.000703049736279352, 0.0, 0.0], [0.0, 0.03883702417754426, 0.0, 0.009681923264561408], [0.0, 0.010023299715692985, 0.024201932974455425, 0.0], [0.0, 0.027767976318585408, 0.08619237717641369, 0.0], [0.0, 0.0, 0.0, 0.03419114205242264], [0.02296075406621235, 0.047686117898359054, 0.03488836136491394, 0.0], [0.0, 0.008102122258608353, 0.01803919119422486, 0.0], [0.01261500284086958, 0.07561221056327677, 0.047042790730159996, 0.09453899676683303], [0.004388128528968475, 0.021125039168354877, 0.0, 0.015922805322131483], [0.0, 0.0, 0.01640688921429272, 0.0], [0.0, 0.030799470140603476, 0.006962419600870066, 0.0]]"
1,ABBV,"[[0.020006828067354397, 0.03255819648087749, 0.011204323925818159, 0.0], [0.041201238459812606, 0.0, 0.016821392707875468, 0.0], [0.04104973714368377, 0.0, 0.006123931515007377, 0.0], [0.06983980685985218, 0.0, 0.012243707382603011, 0.0], [0.0, 0.012887552703061567, 0.028838831880136227, 0.0], [0.0, 0.010169291762467971, 0.012356205278598303, 0.004800995393944723], [0.004765498968094213, 0.0, 0.0, 0.0], [0.03270159644290266, 0.0, 0.0, 0.0], [0.0, 0.0, 0.013300106494746932, 0.0], [0.01349166162307759, 0.04216112476151857, 0.014754701936001067, 0.0], [0.002290847955702654, 0.06432680852818963, 0.02043996173277843, 0.0416557544528283], [0.03059359803064677, 0.0, 0.08799954936846427, 0.0], [0.0, 0.008004876573821113, 0.0, 0.01137703676888843], [0.0, 0.025135276044603434, 0.0, 0.011041017466883777], [0.024346551725072853, 0.0, 0.0004591468919613174, 0.0], [0.023326297531890586, 0.0, 0.015463735327171416, 0.0], [0.08331147193358958, 0.0, 0.06790591922127535, 0.011772977321652467], [0.003320012007899561, 0.0007768452873616456, 0.009160601497378773, 0.030562041680578987], [0.03132040649917569, 0.0, 0.0, 0.0], [0.0, 0.0, 0.006463529445311821, 0.006351841075043906], [0.0, 0.020966675718652943, 0.005227951805555962, 0.0], [0.0, 0.0, 0.040403656346124445, 0.0036833300346735634], [0.022961718146828767, 0.0, 0.0, 0.0], [0.07008646164363223, 0.018343811427173447, 0.0, 0.025258241848189197], [0.011850908171789697, 0.03248948176624894, 0.0, 0.0], [0.033112450462714986, 0.0, 0.016619805098853864, 0.0], [0.0058434237891721455, 0.0, 0.02539462593740917, 0.0], [0.011604073209759829, 0.012507209291954903, 0.0, 0.07090936416899705], [0.0, 0.025212755147827892, 0.0034133461642879338, 0.0], [0.06987751998621371, 0.02267888874829266, 0.009233263117927411, 0.002888808234677711], [0.0, 0.012519501141179553, 0.0, 0.056410526638956245], [0.0, 0.0, 0.0, 0.00579132833498408], [0.0019517719542129857, 0.0, 0.05641822931965215, 0.0], [0.005914539279806896, 0.014750323266278996, 0.015670742183694592, 0.0], [0.011817371678983684, 0.0079448141609023, 0.06129641523841917, 0.03879564761197023], [0.0, 0.0, 0.04729016811779546, 0.0], [inf, inf, inf, 0.0], [0.0, 0.0, 0.0, 0.01042767671841377], [0.0, 0.0031941551051505577, 0.024254085542015403, 0.0], [inf, inf, 0.0, 0.029121489486940093], [0.0, 0.04746736364863438, 0.0, 0.0], [0.0, 0.0, 0.059246470334130046, 0.0], [0.0, 0.03491090976578274, 0.005398084136454063, 0.059248995650948884], [0.008770027678416854, 0.019956868450415596, 0.0, 0.050736141955932616], [0.04471736350523079, 0.0, 0.0, 0.03644646589512517], [0.0, 0.024572936745688168, 0.013540388660268549, 0.0], [0.0020263974498040353, 0.0, 0.030774755080908538, 0.0], [0.013875265679152001, 0.05087940974884218, 0.0, 0.047522001898665636], [0.013716363842788886, 0.0, 0.0, 0.006259401185416988], [0.0, 0.04500726448975418, 0.04688594160563622, 0.0], [0.0, 0.016911298608113277, 0.04536119887870165, 0.03792010496799096], [0.029970992083790168, 0.0003938982142887298, 7.003450325879674e-05, 0.0], [0.0, 0.032209743845200874, 0.019252405772671188, 0.005334222517582081], [0.01622619433341264, 0.0261260081988453, 0.013465647737564779, 0.0], [0.011178712238299549, 0.0, 0.0, 0.0], [0.007170456124758464, 0.014731716494892223, 0.0784550736899603, 0.0], [0.023029448548723304, 0.017351802271914164, 0.01820613713606951, 0.0], [0.0, 0.021350656035594148, 0.0, 0.02719337220438524], [0.010591482073926677, 0.04452949480464444, 0.0, 0.0], [0.006653040986779287, 0.034134329305955516, 0.004616861919555858, 0.0], [0.009954494538802889, 0.03696215773017277, 0.022910112940157122, 0.0], [0.023233645366657847, 0.004670885580257447, 0.01741470105643314, 0.0], [0.012974395360318036, 0.0, 0.019315033501252125, 0.0], [0.02094654639759122, 0.009664931827671891, 0.020648843962462176, 0.035043780407344356], [0.0, 0.006739533257601622, 0.0, 0.010151502930390093], [0.005598854723033054, 0.0, 0.010615998674961123, 0.019175884184851628], [0.0, 0.00860773914002319, 0.0, 0.0], [0.06888790269741128, 0.044714319788956014, 0.0, 0.008429432549792762], [0.03902774546760192, 0.0, 0.0663742315033897, 0.02843554406424403], [0.0, 0.0, 0.03731192546303533, 0.002494023797081013], [0.04647616815776444, 0.0, 0.0, 0.018508507058382084], [0.0, 0.0, 0.0, 0.012194255496123917], [0.029571815764796484, 0.01460435553704906, 0.02751422942417988, 0.0], [0.0, 0.0, 0.030940263222537286, 0.0], [0.1383435042788731, 0.0, 0.046908489421116355, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0014187993041700744, 0.0], [0.0, 0.0, 0.0, 0.0], [0.02778479519022197, 0.0, 0.0, 0.0], [0.0, 0.0, 0.030129714321525846, 0.04737104522984428], [0.0, 0.0, 0.0, 0.011663603552444494], [0.015461064756468705, 0.03551358983566442, 0.06332029631673701, 0.0], [0.001666325024189327, 0.012587962043727027, 0.06707821089786385, 0.027383587906173516], [0.0026657665446045255, 0.0, 0.019945364032767084, 0.0], [0.012712069470296, inf, 0.004271194970928539, inf], [0.0, 0.0, 0.011099374533393247, 0.0020076128527947053], [0.044441762455450555, 0.0, 0.0, 0.011995585492174127], [0.0, 0.025749906488918776, 0.023126601180861642, 0.0], [0.004972345033229274, 0.016208894301157854, 0.0, 0.0], [0.0, 0.09165290785287628, 0.005473697338993869, 0.0023383943624201934], [0.0, 0.03237755706127125, 0.0, 0.0], [0.039049029188555406, 0.0, 0.05063792750843748, 0.001839140767566769], [0.0, 0.0, 0.0005176932501816796, 0.012465039815600954], [0.041350988815210946, 0.006985597101694536, 0.03449282809640111, 0.007689401068910274], [0.03140923460810399, 0.0, 0.0, 0.0], [0.0011670289936852242, 0.0443678657480639, 0.042161696249737556, 0.06983627471986142], [0.007189112952326604, 0.0037103061688891084, 0.0, 0.027165710050582267], [0.0032266650963556237, 0.0045853709627845, 0.023559569260924878, 0.0], [0.0, 0.0, 0.009676563870137394, 0.0]]"
2,ABT,"[[0.010583121085381383, 0.004650667305223916, 0.04351465276086919, 0.0], [0.018029955064814522, 0.01430373061350975, 0.02540906647516209, 0.01640173486268519], [0.0, 0.040045866249007134, 0.004842000480131343, 0.0], [0.07201809289485332, 0.0, 0.0794397288407316, 0.0], [0.032842039444805154, 0.015098330327264283, 0.05754638243214264, 0.0], [0.0, 0.0, 0.0800755563460278, 0.0], [0.0, 0.0, 0.0332038945913275, 0.003937652588583065], [0.012971604080816442, 0.0, 0.0, 0.0], [0.010539418069432087, 0.011471687056386754, 0.0, 0.0], [0.01108638937024117, 0.005334843658795414, 0.03992160827044538, 0.0], [0.018230813290577276, 0.038728042380829275, 0.03271955917929465, 0.0327893955199789], [0.030296510288650793, 0.0, 0.07734394571207902, 0.021532593974929945], [0.0, 0.0, 0.019888728359121817, 0.013649359909931377], [0.0, 0.031109201668460387, 0.03378449342274, 0.008976898101871252], [0.02249278235220707, 0.01910512793921322, 0.005903409383924317, 0.0], [0.03655845769732514, 0.0, 0.013522944502928666, 0.0], [0.06313365843258238, 0.0, 0.06160078038994252, 0.02504407378594493], [0.02111010478213215, 0.0, 0.024564155342478862, 0.028601824441128514], [0.05118533138582653, 0.0, 0.00296752372499686, 0.0], [0.0, 0.0, 0.03809714912526971, 0.0], [0.008872894264733021, 0.027278013514515025, 0.006686599218757848, 0.0], [0.007601732743346936, 0.0, 0.04525901370913542, 0.0023600145275566643], [0.0, 0.0, 0.017742266096257855, 0.007958705441411067], [0.05985482518999887, 0.03790686779120029, 0.0, 0.0], [0.0, 0.009917656000364008, 0.019339504814957158, 0.0], [0.020326349666865032, 0.0, 0.03706295313478763, 0.0], [0.021680069327119304, 0.0, 0.025862147349339535, 0.0024207179785540405], [0.0, 0.0, 0.028364543058674564, 0.05234841585683069], [0.0, 0.0, 0.0, 0.022567390383900852], [0.03333973973224805, 0.0, 0.04934645350805114, 0.002192662068328541], [0.0, 0.0, 0.0, 0.043818280229798404], [0.00764164129405066, 0.008348816665959657, 0.015526348580768033, 0.023412470666593684], [0.0, 0.0, 0.08246614809618145, 0.03506157118263642], [0.01576689058795165, 0.011331056503215252, 0.03411174486754136, 0.03816305486298252], [0.0, 0.0, 0.08204267331953162, 0.01816692497724547], [0.0, 0.0, 0.07100991746248297, 0.0], [inf, inf, inf, 0.0], [0.015495192630489764, 0.0, 0.03594160738272675, 0.0], [0.01149956044217463, 0.0, 0.03130273039841338, 0.02650210263397537], [inf, inf, 0.016558805045556547, 0.013360536173840021], [0.0, 0.011100450962009713, 0.004708805818439462, 0.0], [0.0, 0.0, 0.05028741011037159, 0.0], [0.0, 0.010484330308720424, 0.05047684743967413, 0.052275111317579386], [0.004343223024981862, 0.045849834492432046, 0.053813667054253805, 0.03500681369769006], [0.0017632456700255135, 0.0, 0.0, 0.0037968927106744104], [0.02889768164621709, 0.017779139324063938, 0.04350890538782711, 0.02684755734770573], [0.03502294165076419, 0.0, 0.08716673823591384, 0.0], [0.011242012975998463, 0.0059337950193647186, 0.0, 0.0], [0.0124626817099052, 0.0, 0.02337169806586909, 0.028122596181808266], [0.0, 0.02268629390708704, 0.019614365383045253, 0.04103779037458464], [0.0, 0.0, 0.031590686733560025, 0.03579081903152998], [0.0401437621708494, 0.0, 0.018613190687985257, 0.015432354687387666], [0.0, 0.02182313026746775, 0.0, 0.0], [0.0, 0.013754803117109233, 0.06762424162771306, 0.0], [0.0027121517174756487, 0.0, 0.02807998070029675, 0.0032084511725654075], [0.0, 0.0, 0.08993254462902636, 0.07682214031908839], [0.015185491926402648, 0.03109128147007733, 0.071065394068369, 0.0], [0.009490317399896116, 0.04887126301106707, 0.0, 0.004441537945186854], [0.0, 0.007923217420564833, 0.0003353912070440543, 0.007972917731189091], [0.01578412480897958, 0.013326126521641229, 0.08084061579762707, 0.0], [0.009698806363128271, 0.025771563500096736, 0.05276149261540302, 0.0], [0.030438721433139644, 0.006940561979137238, 0.0488675946605543, 0.0], [0.0, 0.0, 0.037128193379314056, 0.0], [0.012113550076032334, 0.004752088412860777, 0.03306142904177756, 0.07218955567796911], [0.030997649342517235, 0.03705976060082621, 0.0, 0.022270771807937004], [0.016204014228154123, 0.0, 0.028654178508776263, 0.0332088698377433], [0.0, 0.017874366803122273, 0.005502639103508887, 0.0], [0.061373853077804186, 0.0, 0.0, 0.026052184150606686], [0.033562377246365835, 0.0, 0.05078170830517056, 0.0], [0.011404619785318346, 0.0, 0.018747938073618346, 0.03310139523619019], [0.011026897508821848, 0.0, 0.013863920411519452, 0.013755325274596584], [0.0, 0.0, 0.05568386433619458, 0.014335840074867766], [0.002109687515185548, 0.0, 0.049652220482197765, 0.0], [0.0, 0.0, 0.0327303385375079, 0.0], [0.11717173294930697, 0.026529210467090728, 0.030236996140489643, 0.0], [0.0, 0.02192089060038792, 0.0, 0.03559050120389825], [0.0012918675484886832, 0.0, 0.0494936987931015, 0.0], [0.0, 0.0, 0.01580438198153701, 0.030661428805120485], [0.0, 0.01334349216090821, 0.00014105664787944283, 0.0], [0.004584490721258563, 0.0, 0.06703103940324685, 0.030908184587825214], [0.0, 0.0011221535199591847, 0.0, 0.005728130843615446], [0.022571695092388946, 0.01799009521736055, 0.08122081048034807, 0.0], [0.021151784055904295, 0.0, 0.07695365572741206, 0.04809518752546497], [0.04417051013137984, 0.0, 0.05646820065051372, 0.005171140143057318], [0.0, inf, 0.0, inf], [0.0, 0.010200546736658673, 0.04153126867943487, 0.0], [0.054060504339012876, 0.0, 0.0, 0.0032835809537284095], [0.0, 0.0, 0.0812837532921802, 0.0], [0.0, 0.0, 0.005626766059259853, 0.0], [0.0, 0.032558263860666396, 0.027637950534536396, 0.0], [0.0, 0.01563956448327944, 0.03359737953868473, 0.032200477162044314], [0.008913070915968954, 0.0, 0.07070479710406864, 0.0], [0.0, 0.0, 0.01169077942384768, 0.0006480103599698652], [0.0, 0.02748016177879477, 0.044563843021775955, 0.005842580323788465], [0.016790990664414505, 0.0024920699400135158, 0.027161041063808466, 0.02210242369163611], [0.020867624944355827, 0.06113585389470407, 0.02517979434636315, 0.05138700091449731], [0.0, 0.010902110125863397, 0.04569524802642042, 0.015523110694740229], [0.0, 0.0, 0.03761405039391935, 0.0], [0.0, 0.009266765176936413, 0.03891612881503969, 0.0]]"
3,ACN,"[[0.0, 0.0, 0.02109780786710981, 0.0], [0.0, 0.009304640385639648, 0.012460427245014156, 0.0], [0.002471008394998272, 0.0, 0.057917378054107245, 0.0], [0.0, 0.06039492741687292, 0.059009301376168465, 0.06749343316088607], [0.0, 0.03333129582494741, 0.041581739979457036, 0.0], [0.0, 0.0, 0.008113111613642008, 0.036983831905451084], [0.0, 0.0, 0.0, 0.0], [0.02282488215795992, 0.012539905897797386, 0.0, 0.0], [0.002042189077958488, 0.0, 0.0, 0.0], [0.002363550452731726, 0.01569507060904357, 0.0, 0.0], [0.0, 0.0624369833636079, 0.05355678585750514, 0.0006447028734028391], [0.0, 0.026493722411271785, 0.015290335388019063, 0.0], [0.0, 0.0500877058754334, 0.01954304814816349, 0.0], [0.0, 0.008847286840986984, 0.036163858217620824, 0.002896078530388777], [0.01275154639202093, 0.013565336112323564, 0.0, 0.0], [0.005287636863122688, 0.0, 0.03504161197496038, 0.0], [0.07268242817610072, 0.0, 0.028845822037098, 0.0], [0.03875708794109845, 0.0, 0.006223276659103011, 0.0], [0.007344469490521678, 0.0, 0.0, 0.0], [0.0001218740167361966, 0.0, 0.022412340567164606, 0.0], [0.007150900905112062, 0.020273356753455294, 0.051602339416614296, 0.0], [0.0, 0.014312192109338755, 0.030686406256784707, 0.0], [0.0, 0.024259667365161407, 0.019208945931145208, 0.02598364156590565], [0.048717056952078376, 0.015514004990766172, 0.020729037909563694, 0.0], [0.0, 0.028743716478256156, 0.024933659242358422, 0.0], [0.007686559633485016, 0.0, 0.0, 0.0], [0.031322206547622, 0.008048473618569871, 0.023262204934330115, 0.0], [0.0, 0.0, 0.017500191860557523, 0.02218926064940997], [0.0, 0.029627510600299202, 0.0, 0.01630644176547857], [0.041133313798572914, 0.029279580230529994, 0.0, 0.0], [0.0, 0.004458448510833627, 0.0049477365674574095, 0.04520391574268413], [0.01293116776654277, 0.04602942641121335, 0.0020371745727617106, 0.0], [0.021677483043065392, 0.0, 0.08018656078681867, 0.0], [0.0, 0.02733034163404031, 0.0061622139760282215, 0.0], [0.028986955806885952, 0.02966397033787078, 0.06305175014334692, 0.02859660395236789], [0.0, 0.008589320432411309, 0.050123459318878814, 0.0], [inf, inf, inf, 0.0], [0.00428177870371658, 0.0, 0.012427335443548581, 0.026228314937264716], [0.0, 0.024788845758206075, 0.03512118706039036, 0.0], [inf, inf, 0.01663298501032488, 0.0], [0.0, 0.055537088185172605, 0.0, 0.0], [0.0, 0.0, 0.019635777502086657, 0.0], [0.0, 0.024731348182362427, 0.01711942808136143, 0.0309945149723138], [0.0, 0.0491475040562652, 0.011929129009125615, 0.0], [0.014305440783591951, 0.0, 0.0, 0.0032344631293162156], [0.0, 0.013414620929822764, 0.003604953913565493, 0.0], [0.02832827668611459, 0.0, 0.03909336762143187, 0.0], [0.0, 0.0269661132841028, 0.0, 0.03260033594705439], [0.009436721890826156, 0.0, 0.011101053669042312, 0.0], [0.0, 0.03431763069462723, 0.012021135800435827, 0.04457840919774481], [0.0, 0.03208696474974543, 0.0625247302818137, 0.05368302844573011], [0.036421376914745326, 0.004261277654251527, 0.0, 0.0], [0.0, 0.001384937502523826, 0.014619837346036193, 0.0023077280048039], [0.0, 0.007907690911966182, 0.039882988648809146, 0.0], [0.0, 0.0, 0.012869030766390836, 0.0], [0.0, 0.0, 0.0945895863466539, 0.040454673032058505], [0.02407389874784594, 0.038236869027395905, 0.022649910965876804, 0.0], [0.0, 0.01574870338161257, 0.009329966181831885, 0.012443241400190281], [0.0, 0.029238660757268997, 0.006771372691370197, 0.0], [0.0, 0.0024367125524279976, 0.02324629212931198, 0.014256801279145661], [0.00746298063567156, 0.08180400678413186, 0.031203048774168032, 0.0], [0.020157312210429188, 0.0, 0.0, 0.0], [0.0, 0.0, 0.033275627581685376, 0.0], [0.008152372047293752, 0.0045715478288276086, 0.08182052750221878, 0.025936489555344944], [0.0, 0.02521752455122901, 0.017045997837143383, 0.0], [0.0, 0.03251969556020778, 0.023766178196792775, 0.0], [0.0, 0.014909558563939197, 0.0, 0.0], [0.050781784014294486, 0.0, 0.0, 0.0], [0.00355877052107826, 0.028811744326416408, 0.05531892717799881, 0.02196443142276791], [0.0, 0.0, 0.047206366909385254, 0.014278345019208149], [0.021046789615489756, 0.03016269650590117, 0.02773156972298957, 0.008398872025497186], [0.013526482709410191, 0.0, 0.026873340101587154, 0.0], [6.680190829561405e-05, 0.011833428695558203, 0.06545789541843637, 0.0], [0.0, 0.0, 0.05032730241396572, 0.0], [0.1345460394814827, 0.027406638497532068, 0.041908574124142804, 0.0], [0.0, 0.0, 0.017743050011835772, 0.00943970090133997], [0.0, 0.005276932973197278, 0.024415780299445643, 0.0], [0.0, 0.0, 0.0, 0.013062247717751321], [0.0, 0.0, 0.0, 0.023340218424704108], [0.00485451844699, 0.0, 0.03659398558848854, 0.011259594824862844], [0.00524621779572008, 0.0, 0.0, 0.0], [0.0, 0.018274508674436512, 0.07792441233800423, 0.0], [0.03418597613651754, 0.0028652968848338588, 0.07055301941902278, 0.024131278635565218], [0.04527416670987055, 0.0, 0.03461842612080285, 0.0], [0.0, inf, 0.0, inf], [0.0, 0.027120944751935543, 0.004946278387792791, 0.0], [0.05472682111300304, 0.0, 0.0, 0.0], [0.0, 0.024063585986993458, 0.04117794743623623, 0.0], [0.0, 0.022735484152428112, 0.0, 0.0], [0.0, 0.06388449978899229, 0.0, 0.008056421673492997], [0.0035197673302381012, 0.0, 0.03778358193357117, 0.024978298570310857], [0.06675488807465194, 0.044993713647820156, 0.07175844217714301, 0.0], [0.0, 0.0, 0.015641296495566358, 0.0], [0.0, 0.007105762312261412, 0.0, 0.021556170738208372], [0.0, 0.0, 0.0, 0.0], [0.03891209150340103, 0.016480776587671407, 0.010679496365823046, 0.07223611275056174], [0.006900944730124437, 0.024242017703447406, 0.0, 0.034427825477635815], [0.0, 0.0, 0.01620146931700855, 0.0], [0.011451865610901254, 0.0, 0.026683759359915158, 0.0]]"
