coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[['', '', '', 'log', '', 'tanh', 'tanh', '', '**0.408'], ['', '', '', '', '', '', '', '', ''], ['', '', 'sigm', '', '', '', 'sin', '', '0.004'], ['', '', 'sigm', '', 'sigm', '**0.198', '', 'log', 'log'], ['', 'sigm', 'log', '', '0.101', '-0.040', '', '', ''], ['', '', '', '', '', '', '', 'log', ''], ['', 'cos', '**0.344', '', '', '', '**0.730', 'log', ''], ['', '-0.031', '', 'cos', '', 'log', '', '', ''], ['tanh', '', 'log', '', '', '', 'sigm', '', 'log']]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0497795483573882], [0.0, 0.0, 0.0, 0.0, 0.01832922793630487, 0.0, 0.019258003268543253, -0.0011447778653859739, 0.0], [0.0, 0.0, 0.17203353197062732, 0.1785225743484725, 1.533355442436754, 0.0, 1.1822637220395107, 0.0, 1.5044617134631295], [1.5455917148115381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0624308348120868, 0.0], [0.0, 0.0, 0.0, 0.2923958335353147, 0.09941991710563373, 0.0, 0.0, 0.0, 0.0], [0.9806305128195075, 0.0, 0.0, 1.3283282025560765, 0.0210071722766629, 0.0, 0.0, 1.4684273359906157, 0.0], [0.6887022741575587, 0.0, 1.0360233472663223, 0.0, 0.0, 0.0, 1.5438876332623952, 0.0, 0.22541119090962786], [0.0, 0.0, 0.0, 1.5126317301408767, 0.0, 1.512049249598584, 1.52238475427395, 0.0, 0.0], [1.5038074699783999, 0.0, -6.057103323311371e-05, 1.4945437567326196, 0.0, 0.0, 0.0, 0.0, 1.4394652446141192]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09733353300234851], [0.0, 0.0016755939486274212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.11039169056472693, 0.0, 0.06859225415842728, 0.0, 0.06555059691452261], [0.15529881437139315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.035417015114334455, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.03907544605881839, 0.0, 0.0, 0.040607435355054435, 0.0, 0.0, 0.0, 0.07572077763328494, 0.0], [0.0, 0.0, 0.1888667775921187, 0.0, 0.0, 0.0, 0.1381760310939009, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1362810228353291, 0.0, 0.3042750325389325, 0.2170909825225015, 0.0, 0.0], [0.10305245317103229, 0.0, 0.0, 0.06380414880976422, 0.0, 0.0, 0.0, 0.0, 0.10166583646117222]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07929378060922343], [0.0, 0.013822746840031585, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.36287953960822605, 0.0, 0.1225571234193571, 0.0, 0.08069857317636688], [0.17100812138343716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08855691114131371, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.03796608310261224, 0.0, 0.0, 0.08329932559946708, 0.0, 0.0, 0.0, 0.20192848961851834, 0.0], [0.0, 0.0, 0.2935955766910778, 0.0, 0.0, 0.0, 0.2074330417317753, 0.0, 0.0], [0.0, 0.0, 0.0, 0.13723859274056593, 0.0, 0.5214537611438628, 0.2710849512989387, 0.0, 0.0], [0.09962747923800272, 0.0, 0.0, 0.05277288816593286, 0.0, 0.0, 0.0, 0.0, 0.19523841916065343]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09733353300234854], [0.0, 0.0016755939486274212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.11039169056472682, 0.0, 0.06859225415842726, 0.0, 0.06555059691452253], [0.15529881437139303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03541701511433451, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.039075446058818346, 0.0, 0.0, 0.04060743535505433, 0.0, 0.0, 0.0, 0.07572077763328494, 0.0], [0.0, 0.0, 0.18886677759211887, 0.0, 0.0, 0.0, 0.13817603109390084, 0.0, 0.0], [0.0, 0.0, 0.0, 0.13628102283532906, 0.0, 0.30427503253893234, 0.2170909825225014, 0.0, 0.0], [0.10305245317103237, 0.0, 0.0, 0.06380414880976411, 0.0, 0.0, 0.0, 0.0, 0.10166583646117236]]"
"[[['', '', '', '', '', '', '**0.349', '', ''], ['', 'tanh', '', '', '', '', '', '', ''], ['-0.018', '', '', '', '**0.347', 'sin', '', 'cos', ''], ['log', '', '**0.806', '', 'sin', 'cos', '', 'sigm', ''], ['', '', '', '**0.323', '', 'cos', '', '', ''], ['**0.455', '', 'tanh', 'tanh', 'tanh', 'sigm', '', '', ''], ['-0.001', '-0.178', 'sin', '', '', '', 'sin', '', ''], ['', 'sin', 'sigm', '', '', 'log', '', 'sin', '-0.145'], ['', '', '', '', '', 'sin', '', '', '']]]","[[0.0, 0.0, 4.070159004655676e-05, 0.2866129166766662, 0.0, 0.10824985593338352, -2.555312900900201e-05, 0.0, 0.0], [0.0, 0.5947626032315474, 0.0, 0.0, 0.0, 0.0, 0.045630021020507394, 0.6514223382380866, 0.0], [0.0, 0.0, 0.0, 0.5953703699834378, 0.0, 0.22341720186746405, 0.2732186305424219, 0.041732343838147, 0.0], [0.0, 0.0, 0.0, 0.0, 0.12092179228007707, 0.13123700430239585, 0.0, 0.0, 0.0], [0.0, 0.0, 0.04029474348565188, 0.13894919762438307, 0.0, 0.01781624899374369, 0.0, 0.0, 0.0], [0.0, 0.0, 0.46903195367114814, 0.19498795992371273, 0.2004514210567539, 0.002844998583905289, 0.0, 0.10029590148408885, 0.42579181980448794], [0.07061911262740847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05570813142117742, 0.0, 0.0], [0.0, 0.0, 0.5139733460731358, 0.014544295075681725, 0.0, 0.0, 0.0, 0.3576066986698606, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022392040285395848, 0.0]]","[[0.0, 0.0, 0.0, 0.07055012068329974, 0.0, 0.03498479503642317, 0.0, 0.0, 0.0], [0.0, 0.2765662816975887, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21957310346202236, 0.0], [0.0, 0.0, 0.0, 0.2598558416392154, 0.0, 0.10048638018912974, 0.14714886264642144, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.021082919630412027, 0.004156917237860422, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.02893537902395006, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.16751457153755187, 0.04394122031446424, 0.08867434783511981, 0.0, 0.0, 0.0, 0.1962678429572233], [0.01292415586077056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015905237148321733, 0.0, 0.0], [0.0, 0.0, 0.16398325658200935, 0.0, 0.0, 0.0, 0.0, 0.05972737535679784, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.07145910540502654, 0.0, 0.04280764533332667, 0.0, 0.0, 0.0], [0.0, 0.41972113944511413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36251720887703603, 0.0], [0.0, 0.0, 0.0, 0.2537264491228697, 0.0, 0.10525352280554473, 0.25846512650831877, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04142529016307747, 0.043135340050088566, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.011423015663730905, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.30096205394414116, 0.05910622899426518, 0.14371516901504086, 0.0, 0.0, 0.04429249105421812, 0.2943607230740517], [0.03372857256463824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027271803992261087, 0.0, 0.0], [0.0, 0.0, 0.3528410956499485, 0.0, 0.0, 0.0, 0.0, 0.14966286698505166, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.07055012068329972, 0.0, 0.03498479503642324, 0.0, 0.0, 0.0], [0.0, 0.2765662816975886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21957310346202225, 0.0], [0.0, 0.0, 0.0, 0.2598558416392155, 0.0, 0.10048638018912957, 0.14714886264642146, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.021082919630412065, 0.004156917237860389, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.028935379023950016, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.16751457153755164, 0.04394122031446433, 0.08867434783511981, 0.0, 0.0, 0.0, 0.1962678429572234], [0.012924155860770569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01590523714832172, 0.0, 0.0], [0.0, 0.0, 0.1639832565820093, 0.0, 0.0, 0.0, 0.0, 0.05972737535679787, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '**0.782', '', '', 'sin', '', '', '', '0.100'], ['', '', '', '**0.598', '', '', 'log', '**0.199', ''], ['sin', '', 'tanh', '', 'tanh', '', '', 'log', '0.156'], ['', '', '', '', '0.008', '', 'log', '', ''], ['**0.401', '', '', '', 'sin', '', 'cos', '**0.469', ''], ['', '', '', '', 'log', '', '', 'cos', ''], ['', '', '', '', '', '', 'log', '', ''], ['', '', '', '', '', '', '', '', ''], ['', '', '', '', '', '', '', '', '']]]","[[0.0, 0.0, 1.0003282684532104, 0.0, 1.246523696900983, 0.0, 0.0, 0.0, 0.0], [1.5188191962927962, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11718356863653177, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.359910544934556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [1.0566569562658095, 0.0, 1.1407688086593797, 0.0001455744912512212, 1.0583256632104017, 1.389478329382362, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.6141412234900083, 0.0, 1.625200225820635, 0.8997675860944133, 0.0, 1.6494196064597595, 0.0, 0.0], [0.0, 1.0691281680947267, 1.5735506454836778, 0.0, 0.7421803846573147, 0.007287129857548889, 0.0, 0.0, 0.0], [0.0025244267467122213, 0.0, 0.014314591871633486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.1288507716785566, 0.0, 0.2887853944000901, 0.0, 0.0, 0.0, 0.0], [0.543240408420771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005138574615177707, 0.0], [0.0, 0.0, 0.0, 0.0, 0.024738825748520567, 0.0, 0.0, 0.006502829077246988, 0.0], [0.17448394367923825, 0.0, 0.061585875538095566, 0.0, 0.11575977767021885, 0.3382096752674283, 0.0, 0.004442190436448233, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1283707771587842, 0.04329125766518039, 0.0, 0.12195845637901355, 0.0002905432279607944, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022504813971918565, 0.0]]","[[0.0, 0.0, 0.12775884454924413, 0.0, 0.3252667539732672, 0.0, 0.0, 0.0, 0.0], [0.543240408420771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005138574615177707, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006502829077246988, 0.0], [0.17448394367923825, 0.0, 0.07953245173006852, 0.0, 0.15645924405467024, 0.6022210475297214, 0.0, 0.004442190436448233, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.13060449012457717, 0.0, 0.0, 0.14511078633970442, 0.0002905432279607944, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019531134350002045], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022504813971918565, 0.0]]","[[0.0, 0.0, 0.12885077167855655, 0.0, 0.28878539440009005, 0.0, 0.0, 0.0, 0.0], [0.5432404084207711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005138574615177707, 0.0], [0.0, 0.0, 0.0, 0.0, 0.024738825748520567, 0.0, 0.0, 0.006502829077246988, 0.0], [0.17448394367923825, 0.0, 0.06158587553809556, 0.0, 0.11575977767021885, 0.3382096752674285, 0.0, 0.004442190436448233, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.12837077715878417, 0.04329125766518045, 0.0, 0.12195845637901355, 0.0002905432279607944, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022504813971918565, 0.0]]"
"[[['', '', '', 'log', '', 'cos', '', 'cos', ''], ['', '', '', '', '', '', 'sin', '', '**0.255'], ['tanh', '', '', '', '', 'sigm', '', '', ''], ['', '', '', '', 'tanh', '', '', '', '0.001'], ['', '', '', '', 'tanh', '', '', '', 'tanh'], ['', '', '', '', '', '', '', '', ''], ['0.189', '', '', '', '', '', 'log', '', 'tanh'], ['**0.480', '', '', '', '', 'sin', '', '', ''], ['', '', '**0.491', 'log', '', '', '', '', '']]]","[[0.0, 0.0, 0.5611051559005454, 0.0, 0.0, 0.0, 0.132370234354711, 0.8298018660279033, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5059351586643864], [1.0157286882898828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0211195367535812], [0.0, 0.0, 0.0, 0.7287143653676881, 0.7276797685243028, 0.0, 0.0, 0.0, 0.0], [0.013264290120864096, 0.0, 0.029754005743682928, 0.0, 0.0, 0.0, 0.0, 0.30503146208684095, 0.0], [0.0, 0.9995263919314786, 0.0, 0.0, 0.0, 0.0, 1.3604923170262382, 0.0, 0.0], [0.5608669079173783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9372685200646969, 0.0, 2.564255888471627e-05, 0.6874038310268435, 0.0, 0.6869793358997539, 0.0, 0.0]]","[[0.0, 0.0, 0.18005217736760026, 0.0, 0.0, 0.0, 0.0, 0.20388550296339547, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0068328172796039985], [0.1285471441500827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1602310850512285], [0.0, 0.0, 0.0, 0.03872743648743176, 0.028652785760036412, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.009113955135656677, 0.0, 0.0, 0.0, 0.0, 0.0908919593197073, 0.0], [0.0, 0.3234727384648902, 0.0, 0.0, 0.0, 0.0, 0.4688109692560357, 0.0, 0.0], [0.17009058213802217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10104483748643599, 0.0, 0.0, 0.13395652584433437, 0.0, 0.05112463671879355, 0.0, 0.0]]","[[0.0, 0.0, 0.20775157824072515, 0.0, 0.0, 0.0, 0.0, 0.25090624822657065, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012808087902514243], [0.3174768616173346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22035981131599908], [0.0, 0.0, 0.0, 0.028395012588149547, 0.032934603518181074, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12773414452795176, 0.0], [0.0, 0.3234727384648902, 0.0, 0.0, 0.0, 0.0, 0.45700722655171155, 0.0, 0.0], [0.3093194620467318, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10104483748643599, 0.0, 0.0, 0.1894941321150365, 0.0, 0.07019963295392351, 0.0, 0.0]]","[[0.0, 0.0, 0.18005217736760012, 0.0, 0.0, 0.0, 0.0, 0.20388550296339533, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006832817279603964], [0.1285471441500828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16023108505122854], [0.0, 0.0, 0.0, 0.03872743648743165, 0.02865278576003648, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.00911395513565672, 0.0, 0.0, 0.0, 0.0, 0.09089195931970745, 0.0], [0.0, 0.32347273846489016, 0.0, 0.0, 0.0, 0.0, 0.46881096925603594, 0.0, 0.0], [0.17009058213802183, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10104483748643601, 0.0, 0.0, 0.13395652584433446, 0.0, 0.05112463671879359, 0.0, 0.0]]"
"[[['sin', 'tanh', '', '', 'log', '', '', '', 'log'], ['', '', 'log', '-0.014', 'tanh', '', 'sin', '', 'sigm'], ['sin', '', '', '0.030', '0.140', '0.040', '', 'cos', ''], ['sigm', '', '', '', '', '', '', 'sigm', ''], ['', '', 'log', '', '', '', '', '', ''], ['', 'log', '', 'tanh', 'tanh', '', '0.021', 'sigm', ''], ['', 'log', '0.070', 'cos', '', '-0.091', '', '', 'tanh'], ['', '', '', '', '', '', '', '', ''], ['', '', 'sigm', 'cos', '', '', 'tanh', '', '']]]","[[0.6357649842880144, 0.0, 0.6684181086358294, 0.1808220438646129, 0.0, 0.0, 0.0, 0.0, 0.0], [0.19183138559916924, 0.0, 0.0, 0.0, 0.0, 0.738438900495881, 0.7503073149443678, 0.0, 0.0], [0.0, 0.6704003198945955, 0.0, 0.0, 0.7109934334213951, 0.0, 0.003006053948462886, 0.0, 0.032353163408320236], [0.0, 0.00010851524073023769, 0.0014672620793623162, 0.0, 0.0, 0.07390697889285629, 0.3484113594365818, 0.0, 0.3478904935448163], [1.166281754951528, 0.5041467001953951, 0.029726906479210218, 0.0, 0.0, 0.5162400649534798, 0.0, 0.0, 0.0], [0.0, 0.0, 0.011464564343486227, 0.0, 0.0, 0.0, 0.018190405857677373, 0.0, 0.0], [0.0, 0.325074372591928, 0.0, 0.0, 0.0, -0.002666772037767127, 0.0, 0.0, 0.17791335803470854], [0.0, 0.0, 0.01212279736810244, 0.03516773079391609, 0.0, 0.04003178720999175, 0.0, 0.0, 0.0], [0.3726076700689555, 0.011757705719887305, 0.0, 0.0, 0.0, 0.0, 0.02218645089637589, 0.0, 0.0]]","[[0.0983753871410843, 0.0, 0.28228502746438644, 0.01804101853114006, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.06009978641257565, 0.029717587471381257, 0.0, 0.0], [0.0, 0.11391032339421271, 0.0, 0.0, 0.16154508731859837, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1317535798735928, 0.0, 0.13893212053941914], [0.2430909344968275, 0.09030952748281708, 0.0, 0.0, 0.0, 0.13199984593341257, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.05098756576775925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011077915900801554, 0.0], [0.0, 0.0, 0.0, 0.01649902441781692, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.11791753757002808, 0.0, 0.31320152972023235, 0.027788602728063178, 0.0, 0.0, 0.0, 0.0025748952037592237, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.05464053185782649, 0.1306915376863741, 0.0, 0.0], [0.0, 0.22838473577050894, 0.0, 0.0, 0.2281268116065086, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.000555688679023759, 0.1955933558570254, 0.0, 0.16769890800133355], [0.29983602643690593, 0.14950104303534023, 0.0, 0.0, 0.0, 0.16170661095381003, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.06501952210409186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011077915900801554, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004867771735806642, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.09837538714108424, 0.0, 0.28228502746438655, 0.018041018531140093, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.06009978641257565, 0.029717587471381278, 0.0, 0.0], [0.0, 0.1139103233942126, 0.0, 0.0, 0.1615450873185982, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13175357987359276, 0.0, 0.13893212053941897], [0.24309093449682742, 0.09030952748281706, 0.0, 0.0, 0.0, 0.13199984593341263, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.05098756576775916, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011077915900801554, 0.0], [0.0, 0.0, 0.0, 0.0164990244178169, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', 'cos', '', '', '', '', '', ''], ['', '', '', 'cos', '', '', '', '', 'sigm'], ['', 'tanh', '', 'tanh', '', 'tanh', 'sigm', '', 'sigm'], ['**0.130', '', 'cos', '', 'sigm', 'sigm', '', '', 'log'], ['', '', '', '', '', '', '', '', ''], ['sin', '', '', '', '0.056', '', '**0.627', '', ''], ['', '', '', '', '', '', '', '', ''], ['', '', '', '', '', '', '', '', ''], ['', '', 'cos', '', '', '', '', '', '']]]","[[0.0, 0.0, 0.0, 1.3733056473876328, 0.0, 1.046671989062556, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7979207248892495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [1.133792147283714, 0.0, 0.0, 1.1794145546965078, 0.0, 0.0, 0.0, 0.0, 1.1364293050245327], [0.0, 1.1154011082526365, 1.1641876371232922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03778524172235301, 0.0, -0.0012105945447973162, 0.0, 0.0, 0.0], [0.0, 0.0, 0.9420960799258596, 0.22374496724825654, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.027865141180735985, 0.0, 0.0, 0.5769078733980334, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2246766889167999, 0.22847058260816705, 1.185393263572662, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.005632031563637065, 0.0, 0.0582907114675396, 0.0, 0.0, 0.0], [0.0, 0.0, 0.18651580969677978, 0.0, 0.00861920398056563, 0.0, 0.0, 0.0, 0.0], [0.47857233380547176, 0.0, 0.0, 0.30015940508911765, 0.01731207857656414, 0.0, 0.0, 0.0, 0.5025780722442794], [0.0, 0.48040220258309596, 0.2664928938915692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004343515601435872, 0.0, 0.0], [0.0, 0.0, 0.2131381427272199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.042716535306234496, 0.05108844486010967, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01243066204620866, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1438328244685125, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.062141041586273885, 0.0, 0.0, 0.0], [0.0, 0.0, 0.16916036939628643, 0.0, 0.00861920398056563, 0.0, 0.0, 0.0, 0.0], [0.47857233380547176, 0.0, 0.0, 0.2602061842308, 0.01731207857656414, 0.0, 0.0, 0.0, 0.5492483954920903], [0.0, 0.4320816295145872, 0.23866859798316045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004343515601435872, 0.006649142649134882, 0.0], [0.0, 0.0, 0.1961001414853511, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.042716535306234496, 0.09638129481499372, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01243066204620866, 0.0, 0.0, 0.010002326929664762, 0.0], [0.0, 0.0, 0.0, 0.10622761781374442, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.005632031563637066, 0.0, 0.05829071146753957, 0.0, 0.0, 0.0], [0.0, 0.0, 0.18651580969677967, 0.0, 0.00861920398056563, 0.0, 0.0, 0.0, 0.0], [0.47857233380547193, 0.0, 0.0, 0.30015940508911765, 0.01731207857656414, 0.0, 0.0, 0.0, 0.5025780722442793], [0.0, 0.48040220258309607, 0.2664928938915695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004343515601435872, 0.0, 0.0], [0.0, 0.0, 0.21313814272721984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.042716535306234496, 0.051088444860109834, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01243066204620866, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.14383282446851253, 0.0, 0.0, 0.0, 0.0, 0.0]]"
