coefficients,di_exact,knn_subset_pairwise
"[[[0.0, 0.0, 0.6222647591626019, 0.1541339659888149, 0.0, 0.2800122275232441], [-0.13691222596765107, 0.1248709414627891, 0.0, 0.0, 0.0, 0.0], [0.0, -1.6483227606018027, 0.0, 0.0, 0.0, -0.9472417798364575], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.6217540555799188, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.3658762046516315, 0.0, -0.6002731729376442]]]","[[0.0, 0.041033785507657995, 0.0, 0.0, 0.53803694977818, 0.0], [0.0, 0.009158335212475891, 0.6915165310204588, 0.0, 0.0, 0.0], [0.6973221347472145, 0.0, 0.0, 0.0, 0.0, 0.0], [0.016801621732242544, 0.0, 0.0, 0.0, 0.0, 0.4698122000348938], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.15565678168206507, 0.0, 0.7604891072732077, 0.0, 0.0, 0.450668675157428]]","[[0.06819979072886145, 0.01361820410668614, 0.01396343930462601, 0.017066145244595553, 0.49424356740176933, 0.0], [0.0, 0.02308935406221514, 0.261893226993184, 0.014319555135144865, 0.0, 0.0], [0.5699455352168363, 0.01966547409917456, 0.0, 0.008802216870841859, 0.02821320478900389, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.40965049032011974], [0.0, 0.0, 0.0, 0.015764089391992444, 0.032850365557700864, 0.0], [0.1286835868321694, 0.001793589881936098, 0.30432898642463363, 0.039326164249168086, 0.01957906553611625, 0.22713164612091186]]"
"[[[0.0, -0.1368422494691878, 0.0, 0.0, 0.0, -0.22338142070536327], [-0.5633787187617127, 0.0, 0.0, 0.0, 0.0, 0.9818819951987091], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.422053593241425, 0.0, 0.0], [-0.13471122807059385, 0.0, 0.0, 0.0, 0.0, -0.721445511808384]]]","[[0.0, 0.1462171495559929, 0.0, 0.0, 0.0, 0.007565432920334496], [0.03422982740795833, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5758776551618134, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.045984692416475716, 0.5679219667069856, 0.0, 0.0, 0.0, 0.4332963550316768]]","[[0.0, 0.051663712986048535, 0.0010056359846071846, 0.0, 0.0, 0.0], [0.024649250247786258, 0.09578929678926824, 0.0, 0.0, 0.010216041117248543, 0.008762552044389287], [0.007818561052292616, 0.0, 0.006096328900036593, 0.002436365515631647, 0.0, 0.002291621339899594], [0.0, 0.0, 0.0, 0.0007713247407403258, 0.5452883445993456, 0.01664080975608216], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3513549943345054, 0.0, 0.005410488967424168, 0.007354112760288283, 0.3897434773873405]]"
"[[[0.0, 0.0, -0.2504966808952053, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -1.6666195371433985, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5262346588061418, 0.0, -0.37889156695834697, 0.0, 0.0], [0.0, 0.6947850717054025, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6749571875462163, 0.11834280188124119, 0.22687817895904755, 0.0], [0.11946735518694376, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0913009544962512, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0005387106939766712, 0.0, 0.0, 0.012876512268267895, 0.0, 0.05161609016147704], [0.0, 0.021570563093278622, 0.604058501432216, 0.116533830335272, 0.22005615136411433, 0.038815342210508294], [0.10949712276274533, 0.0, 0.0, 0.00756671235037875, 0.004119266149317017, 0.03687367482114447], [0.003583941040440245, 0.0, 0.008581567316742379, 0.08133249330688436, 0.0, 0.02643859472790747], [0.014002879558082357, 0.0, 0.00956697123563137, 0.0, 0.0, 0.03856299393670236], [0.021618876269840718, 0.0, 0.01206756758167197, 0.0, 0.0, 0.0]]"
"[[[0.27433255592651834, 0.0, 0.0, 0.0, 0.3589989772745915, 0.35634016889133574], [0.0, -0.6487594313313406, 0.0, -0.8470968162816468, 0.0, 0.0], [0.9431726855443897, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.6449822916984741, 0.0, 0.0, 0.0], [-0.6763235035786657, 0.0, 0.2156407165587613, -0.6897576341536186, 0.0, 0.0], [0.0, 1.3701756439876704, 0.0, 0.0, 0.0, -0.15750028289293602]]]","[[0.057065589665286715, 0.0, 0.6051975899634298, 0.0, 0.4027513746331409, 0.0], [0.0, 0.45164390057262427, 0.0, 0.0, 0.0, 1.0169799847396663], [0.0, 0.0, 0.0, 0.4028228903095777, 0.057219672465137185, 0.0], [0.0, 0.43379488677831646, 0.0, 0.0, 0.3378239113984687, 0.0], [0.19273373740140048, 0.0, 0.0, 0.0, 0.0, 0.0], [0.36038224490552806, 0.0, 0.0, 0.0, 0.0, 0.1040299573159434]]","[[0.003943097631310434, 0.008147894299411575, 0.5954152593772152, 0.01122096609991751, 0.2368609904717869, 0.0], [0.007726248235327092, 0.1870953924081295, 0.03115967520973232, 0.0, 0.0, 0.7567756512449332], [0.0, 0.0, 0.0, 0.4272047046823084, 0.01791330330402936, 0.0], [0.0, 0.4077402591426114, 0.0307810962119357, 0.0, 0.1736324348006043, 0.0], [0.07972544252158047, 0.007918621736570383, 0.025941666573777545, 0.07870793577592772, 0.00574916900125841, 0.053389295524199874], [0.20918194464306966, 0.001842904386829411, 0.03871724628891422, 0.0, 0.0, 0.28092792286466145]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.5483007245465068, 1.0269504847636604, 0.5117385326564534, 0.0, 0.0], [0.0, 0.6709099921890226, -0.2739744184480958, 0.0, 0.0, 0.0], [1.2268029459796663, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.4190443649993977], [0.0, 0.0, 0.0, 0.14052968158926213, 0.19919750495871127, 0.0], [0.0, 0.0, 0.0, 0.34515412058663125, 0.038125824739503815, 0.0], [0.0, 0.0, 0.0, 0.2816795092882379, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.007154607400186996, 0.0, 0.0, 0.011153940643202841, 0.0, 0.4095411474232845], [0.0, 0.0019869694204922117, 0.0003542169827141191, 0.07924829562206512, 0.1749680926285534, 0.0], [0.0, 0.0013367230954454972, 0.0, 0.2873817303369064, 0.0, 0.00833525787006549], [0.0004647011455245494, 0.0, 0.0, 0.08811855054295882, 0.0, 0.0], [0.01718828293297485, 0.0, 0.0, 0.01175806236417105, 0.029849432969793012, 0.002256060850197555], [0.0, 0.0, 0.0, 0.033295142517127944, 0.0, 0.0]]"
"[[[0.6187723658342726, 0.2327351951784308, 1.5544677645834946, 0.0, 0.0, 0.0], [0.48331905297203626, 0.0, 0.0, -2.03674647381917, -0.46438060657987307, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.13562066959431546, -0.32575131467541846, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5026369948332329, 1.3018374264608514, 0.0, 0.0]]]","[[0.6484764039293598, 0.5144161190134212, 0.0, 0.0, 0.0, 0.0], [0.1553603491116026, 0.0, 0.0, 0.0, 0.06617217234038016, 0.0], [0.6050978960288915, 0.0, 0.0, 0.0, 0.045754920979876414, 0.1288031856724368], [0.0, 0.8243038180616081, 0.0, 0.0, 0.0, 0.5357900934747175], [0.0, 0.13055169921832735, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.3482117590832998, 0.11973075667885369, 0.024497440097294775, 0.0, 0.0, 0.0], [0.0, 0.0, 0.019900089181962163, 0.0, 0.031791439980573086, 0.0], [0.42995689041635166, 0.0014445998437662144, 0.0, 0.02889094226168441, 0.02664378243846335, 0.03778265960907649], [0.0, 0.37222525376156823, 0.036368578728650576, 0.005499444613731841, 0.001096066108231897, 0.3949191667306952], [0.0, 0.02913549833609922, 0.024985743122508258, 0.0, 0.019712828539169235, 0.0], [0.0, 0.031329439678549474, 0.030644319245264805, 0.0, 0.0, 0.010237616966959481]]"
"[[[0.0, 0.0, -1.0388817425688228, 0.0, 0.40757581179788743, 0.0], [0.5791641777637997, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.6530718866320407, 0.0, 0.0, 0.0, 0.0, 0.0], [0.31619594561286596, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.4536553018353853, 0.12263597922949128, 0.0, -0.3561415414243261]]]","[[0.0, 0.32678024381266946, 0.0, 0.31483398609141733, 0.08932586740870994, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.3655458941226953, 0.0, 0.0, 0.0, 0.0, 0.5576221367233561], [0.0, 0.0, 0.0, 0.0, 0.0, 0.007601920721862191], [0.10215546160488066, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.20068836874052723]]","[[0.011224470755426952, 0.30925919835906873, 0.0, 0.3335060220050221, 0.10813155953602506, 0.0], [0.0, 0.0, 0.001184646285718947, 0.033948231609654995, 0.02256294824601697, 0.005333018971444191], [0.29890498731010573, 0.0, 0.0, 0.005192072305554789, 0.0013639185165464226, 0.5105982266753782], [0.0, 0.007574879886976005, 0.0, 0.0, 0.0026344766313024935, 0.010399454967371147], [0.05609345438157252, 0.002054036810477986, 0.0, 0.008678736167292932, 0.0, 0.00597969288925498], [0.0, 0.08252560412312397, 0.0, 0.11670439072879152, 0.011780387864838161, 0.056401595861944966]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.3359581942881346, 0.0, 0.0, 0.23251616198356473, 0.0, -0.49946860021498185], [0.0, 0.0, -0.6952885629776777, 0.0, 0.0, 0.0], [0.0, 0.0, 3.311180606308213, 0.0, -0.4501170426804138, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.06354193824539468, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.27937329753479456, 1.4188161197644171, 0.0], [0.0, 0.0, 0.045772782303581075, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8312569070393704, 0.0], [0.0, 0.0, 0.10733215392320936, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.043655873010781346, 0.004939040410563421, 0.0, 0.0], [0.024067611766810784, 0.0, 0.0, 0.004662008329669777, 0.0, 0.004884544963728388], [0.01719837311337636, 0.0, 0.008475610840785066, 0.2806725480015692, 0.8691122246285099, 0.0], [0.028756488809196595, 0.005156006552229509, 0.03969056858298799, 0.0, 0.0, 0.0], [0.0, 0.0, 0.006211405153401412, 0.0, 0.09862165322051139, 0.0], [0.009113322116198792, 0.010981606723325479, 0.054925390434079686, 0.00942499598753447, 0.0, 0.0]]"
"[[[0.0, 0.0, -1.2920291513044728, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.6544883304486853, 0.0, 0.0, 0.0, 0.0, -1.1194739437707832], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.9458807580792281, 0.0, 1.3580532336889721, 0.5833204125259828, 0.0, 0.0], [0.0, 0.0, 0.8349849733313546, 0.0, 0.0, 0.23728077246243579]]]","[[0.0, 0.0, 0.6353551726962813, 0.0, 0.955566392365646, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.9076972665725136, 0.0, 0.0, 0.0, 0.9426278721135647, 0.5675356406403667], [0.0, 0.0, 0.0, 0.0, 0.13870927228172858, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.810099605077873, 0.0, 0.0, 0.08631475410522246]]","[[0.0, 0.0, 0.0, 0.01168000577536578, 0.19741203207623778, 0.01433270502952974], [0.0, 0.0, 0.0, 0.0, 0.0011478112312783358, 0.018517900027682443], [0.8266920952981991, 0.0014086448555723256, 0.0, 0.0, 0.3751039354947007, 0.5728372476161359], [0.0, 0.00485793425094659, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.001590662715438704, 0.0, 0.0697516669254445, 0.008234840882127172], [0.0, 0.006781944351583265, 0.12361782074916584, 0.0, 0.011784229456617121, 0.0]]"
"[[[0.0, -2.2524110922636527, 0.0, 0.0, 0.0, -0.9419447824851837], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.6178867684927228], [-0.1163111891830903, -1.2296419965005587, 0.0, 0.0, -0.6129012023758903, 0.0], [-1.147660134682238, 0.0, 1.9300000532885628, 0.1309526116254275, 0.0, 0.0], [-0.4852757634315354, 0.0, 0.0, 0.0, -0.12219085163244303, 0.0]]]","[[0.0, 0.0, 0.0, 0.07268757722966182, 1.3820058848952563, 0.5973347061062916], [0.9025167039923878, 0.0, 0.0, 0.4601585117062649, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.265061189111021, 0.0], [0.0, 0.0, 0.0, 0.0, 0.12172879619569796, 0.0], [0.0, 0.0, 0.0, 1.2785018831676993, 0.0, 0.17894859437415447], [0.7884872156852857, 0.0, 0.45786644136439547, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.016494814207417597, 0.0, 0.5950432845323291, 0.4949272394170752], [0.29417859308551597, 0.0, 0.021315963820995758, 0.012211929551429888, 0.0, 0.002072226721897597], [0.0, 0.0104926406815219, 0.0017076165275549382, 0.0, 0.4197963989185248, 0.06414606188763614], [0.03389400161937227, 0.0, 0.05540343958898424, 0.03818933098295323, 0.18289962945864743, 0.10447467089521607], [0.12656450080539497, 0.0, 0.16839592819093593, 0.772512395929632, 0.03407208425736345, 0.0], [0.23692367471032397, 0.00985844441324853, 0.43835047895298523, 0.23380119590246334, 0.0, 0.12676183085333279]]"
