coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[[-0.7671290359023019, 0.0, -0.5837943824103433, 0.0], [1.3333667655901222, 0.0, 0.0, 0.0], [1.1851783226951518, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.5562840606210848, 0.9138647923451891, 0.8341680978996313, 0.0], [0.0, 0.0, 0.0, 0.0], [0.5227454148927946, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.38067760265682615, 0.6805288610451696, 0.5901297978429992, 0.0], [0.0, 0.0, 0.0, 0.0], [0.12930502272765984, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.38067760265682615, 0.7399616865756432, 0.5901297978429992, 0.0], [0.0, 0.0, 0.0, 0.0], [0.12930502272765984, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.004793204142247535]]","[[0.38067760265682626, 0.6805288610451696, 0.5901297978429992, 0.0], [0.0, 0.0, 0.0, 0.0], [0.12930502272765984, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.6986589695601235]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.30978716456237976]]","[[0.0, 0.003919295100803557, 0.0, 0.004367945051760182], [0.04490650444723816, 0.0, 0.0, 0.0], [0.02978715202411573, 0.0042890469184484565, 0.02739208452724346, 0.0], [0.03923486878673447, 0.01919853911953888, 0.011468614310216053, 0.32473627555408263]]","[[0.0, 0.003919295100803557, 0.0, 0.004367945051760182], [0.04490650444723816, 0.0, 0.0, 0.0], [0.02978715202411573, 0.0042890469184484565, 0.02739208452724346, 0.0], [0.03923486878673447, 0.01919853911953888, 0.011468614310216053, 0.32473627555408263]]","[[0.0, 0.003919295100803557, 0.0, 0.004367945051760182], [0.04490650444723816, 0.0, 0.0, 0.0], [0.02978715202411573, 0.0042890469184484565, 0.02739208452724346, 0.0], [0.03923486878673447, 0.01919853911953888, 0.011468614310216053, 0.32473627555408263]]"
"[[[0.0, 0.9112958813496517, 0.0, 0.0], [0.0, 0.0, -0.2697793176830732, 0.9713207878095181], [-0.503205844750081, 0.0, 0.0, -1.7845084296058198], [0.0, 0.0, 0.0, 0.3251542905206979]]]","[[0.0, 0.0, 0.30503204694141167, 0.0], [0.5756326368673337, 0.0, 0.0, 0.0], [0.0, 0.17061976449471153, 0.0, 0.0], [0.0, 0.38689926224629556, 0.782855484822072, 0.046637554035447754]]","[[0.0, 0.0, 0.06122398904668923, 0.0], [0.3262793606467787, 0.0, 0.0, 0.0], [0.0, 0.02470988529691542, 0.0, 0.012871843257977172], [0.0, 0.22477433354652693, 0.4256675050195152, 0.03703968687805779]]","[[0.0, 0.0, 0.06122398904668923, 0.007152695675382594], [0.3566016918110816, 0.0, 0.0, 0.006536032935407243], [0.0, 0.044422355122005326, 0.0, 0.012871843257977172], [0.0, 0.2713068827667278, 0.4256675050195152, 0.019693462646419052]]","[[0.0, 0.0, 0.06122398904668917, 0.0], [0.3262793606467787, 0.0, 0.0, 0.0], [0.0, 0.024709885296915434, 0.0, 0.012871843257977172], [0.0, 0.22477433354652693, 0.42566750501951506, 0.03703968687805779]]"
"[[[0.0, -0.13836580067823714, 0.9584646094824378, 0.0], [0.0, 0.0, 0.0, -0.6543196530152077], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5252161357975594, 0.2856526256215933]]]","[[0.0, 0.0, 0.0, 0.0], [0.026168384961624814, 0.0, 0.0, 0.0], [0.3430533056153441, 0.0, 0.0, 0.10282775581120696], [0.0, 0.24079294272194918, 0.0, 0.058645313525079075]]","[[0.0, 0.0, 0.004030800594813734, 0.0], [0.0, 0.0, 0.01612850908696997, 0.0], [0.282051792203464, 0.0, 0.0, 0.045925557019245895], [0.0, 0.16970365759930903, 0.005530892983168104, 0.0471608321487899]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.01612850908696997, 0.0], [0.3284006244863118, 0.0, 0.0, 0.07839809051301598], [0.0, 0.16970365759930903, 0.0, 0.0529066177174235]]","[[0.0, 0.0, 0.004030800594813734, 0.0], [0.0, 0.0, 0.01612850908696997, 0.0], [0.282051792203464, 0.0, 0.0, 0.04592555701924585], [0.0, 0.16970365759930903, 0.005530892983168104, 0.04716083214878993]]"
"[[[0.0, 0.0, 0.0, 0.0], [-0.36820929778128675, 0.7560977507561535, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, -0.8648511254371156, 0.4297955341231458, 0.0]]]","[[0.0, 0.07234393614632165, 0.0, 0.0], [0.0, 0.48622213380360746, 0.0, 0.5704340241072531], [0.0, 0.0, 0.0, 0.06838942165972677], [0.0, 0.0, 0.0, 0.0]]","[[0.011283607966614005, 0.013296604712792717, 0.016666714284513717, 0.0], [0.0, 0.24871000474266475, 0.0, 0.328429059398732], [0.003266310927939795, 0.0, 0.0, 0.0020676328596529454], [0.0016683808783427368, 0.0, 0.0, 0.0]]","[[0.011283607966614005, 0.0, 0.016666714284513717, 0.0], [0.0, 0.24871000474266475, 0.0, 0.328429059398732], [0.003266310927939795, 0.0, 0.0, 0.0020676328596529454], [0.0016683808783427368, 0.0, 0.0, 0.0]]","[[0.011283607966614005, 0.013296604712792716, 0.016666714284513717, 0.0], [0.0, 0.24871000474266455, 0.0, 0.328429059398732], [0.003266310927939795, 0.0, 0.0, 0.0020676328596529454], [0.0016683808783427368, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 1.8668251406439356], [0.0, 0.0, 0.0, 1.7668153857165618], [-1.2097154542887336, 0.0, 0.2727479018057255, 0.0], [0.0, 0.10136705831107075, 0.0, 0.0]]]","[[0.0, 0.0, 1.0149155944830404, 0.0], [0.0, 0.0, 0.0, 0.013070404286078538], [0.0, 0.0, 0.24090096691721402, 0.0], [0.7265688200929742, 0.7332388565759452, 0.0, 0.0]]","[[0.0, 0.0, 0.4566554660298741, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07329996517896045, 0.0], [0.37706788059959395, 0.45338062779952376, 0.0, 0.0]]","[[0.0, 0.0, 0.48053709220535107, 0.01570401827907717], [0.0, 0.0, 0.0, 0.013727746638620874], [0.0, 0.0, 0.07329996517896045, 0.0], [0.641688106995459, 0.6342374165246845, 0.0, 0.0]]","[[0.0, 0.0, 0.45665546602987406, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07329996517896055, 0.0], [0.37706788059959384, 0.45338062779952376, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [-1.1653058964525087, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5429330402587682, 0.17040634801547838], [0.33382285506086196, 0.0, 0.0, 0.0]]]","[[0.0, 0.43315850546280504, 0.0, 0.05365022487214694], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2003846439811693, 0.0], [0.0, 0.0, 0.01198389685447215, 0.0]]","[[0.0, 0.41546561092049966, 0.0, 0.09043048891819243], [0.0, 0.0, 0.0, 0.0], [0.009846170097157169, 0.0, 0.21298830174070948, 0.0], [0.001963421519977183, 0.0, 0.02900765355806049, 0.01347478162379218]]","[[0.0, 0.41546561092049966, 0.027137084617296338, 0.09043048891819243], [0.0, 0.0, 0.004702849929261996, 0.019042651048644214], [0.009846170097157169, 0.0, 0.15174148231359935, 0.008988023077963979], [0.001963421519977183, 0.0, 0.02900765355806049, 0.0]]","[[0.0, 0.41546561092049966, 0.0, 0.09043048891819243], [0.0, 0.0, 0.0, 0.0], [0.009846170097157169, 0.0, 0.21298830174070948, 0.0], [0.001963421519977183, 0.0, 0.02900765355806049, 0.01347478162379218]]"
"[[[0.0, 0.0, 0.0, 0.3111841398945966], [1.0891867290983, 0.0, 0.0, -0.5885794346863765], [0.0, 0.0, 0.405904529924646, -0.685756716585058], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.450619433545231, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1367430995043196, 0.0], [0.04104293080737628, 0.1697217390735621, 0.204495188190892, 0.0]]","[[0.01688252013555198, 0.3281047820701298, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0025898976923441706], [0.0, 0.0, 0.09095850387079939, 0.0], [0.07612341061706057, 0.07531988179254442, 0.1507668511290419, 0.0]]","[[0.01688252013555198, 0.368583695260874, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0025898976923441706], [0.0, 0.0, 0.12075861053567732, 0.0], [0.07612341061706057, 0.0726817297488447, 0.19273688081033213, 0.0]]","[[0.01688252013555198, 0.3281047820701298, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0025898976923441706], [0.0, 0.0, 0.0909585038707994, 0.0], [0.07612341061706057, 0.07531988179254441, 0.1507668511290418, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.17909145711723595, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.016374012429773443, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.018503796983855528, 0.037728587927472426, 0.0, 0.005364673185094671], [0.032137591830345036, 0.04119227564203178, 0.020827400324452853, 0.009504564446706158], [0.023591141093556138, 0.0, 0.027416085304208335, 0.0]]","[[0.0, 0.010490908416956104, 0.026871439610285125, 0.0], [0.018503796983855528, 0.0, 0.039384999263779905, 0.005364673185094671], [0.032137591830345036, 0.04119227564203178, 0.0, 0.009504564446706158], [0.023591141093556138, 0.01990349257616465, 0.027416085304208335, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.018503796983855528, 0.037728587927472426, 0.0, 0.005364673185094671], [0.032137591830345036, 0.04119227564203178, 0.020827400324452853, 0.009504564446706158], [0.023591141093556138, 0.0, 0.027416085304208335, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.4473011564931994], [0.36010890917124777, 0.0, 0.0, 0.7913838725256207]]]","[[0.0, 0.0, 0.0, 0.04916344449521345], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.23913462485204853, 0.5185540388013257]]","[[0.0, 0.0, 0.0, 0.003963918749256918], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.04001785826011185, 0.0, 0.18976782882733614, 0.3694821129293856]]","[[0.0, 0.0, 0.0, 0.003963918749256918], [0.04194316435309689, 0.0, 0.0, 0.0], [0.02494446523631714, 0.0, 0.0, 0.0], [0.04001785826011185, 0.0, 0.18976782882733614, 0.40938135202194786]]","[[0.0, 0.0, 0.0, 0.003963918749256918], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.04001785826011185, 0.0, 0.18976782882733614, 0.3694821129293854]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, -0.6172535835679918, 0.0, 0.0], [0.0, 0.0, 0.6691183147187186, 0.0], [0.0, 0.0, 0.0, -0.5225742292563755]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.20772752385304608, 0.0, 0.0], [0.0, 0.0, 0.33722164008663325, 0.0], [0.0, 0.0, 0.0, 0.1372864466619445]]","[[0.030452549043319534, 0.0, 0.0, 0.0], [0.0, 0.20509859838591085, 0.0, 0.0], [0.0, 0.0, 0.33091750488547655, 0.0], [0.0, 0.012904733786156239, 0.0, 0.09451686089647085]]","[[0.030452549043319534, 0.013775852616018392, 0.0, 0.0], [0.0, 0.17589544051199604, 0.0, 0.0], [0.0, 0.0, 0.33091750488547655, 0.0], [0.0, 0.012904733786156239, 0.0, 0.14228851555675126]]","[[0.030452549043319534, 0.0, 0.0, 0.0], [0.0, 0.20509859838591085, 0.0, 0.0], [0.0, 0.0, 0.33091750488547655, 0.0], [0.0, 0.012904733786156239, 0.0, 0.09451686089647085]]"
"[[[-0.29472893475622636, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.7174672044244836], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.19742105391739787, -0.3469297109859792]]]","[[0.04769643612583512, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.02040295150147141], [0.0, 0.22545073373280528, 0.0, 0.06240332399797888]]","[[0.02812339640108537, 0.0, 0.007854725322591525, 0.0], [0.003330637537772273, 0.0, 0.024393431924260287, 0.0], [0.0015966493964766656, 0.0, 0.0, 0.02308214306354508], [0.01601884600070376, 0.18330027755312467, 0.04277517774056899, 0.08830844492205084]]","[[0.02812339640108537, 0.0, 0.007854725322591525, 0.0], [0.003330637537772273, 0.0, 0.024393431924260287, 0.0], [0.0015966493964766656, 0.0, 0.0, 0.02308214306354508], [0.01601884600070376, 0.2159230413484957, 0.04277517774056899, 0.07023305600591906]]","[[0.02812339640108537, 0.0, 0.007854725322591525, 0.0], [0.003330637537772273, 0.0, 0.024393431924260287, 0.0], [0.0015966493964766656, 0.0, 0.0, 0.02308214306354508], [0.01601884600070376, 0.18330027755312467, 0.04277517774056899, 0.08830844492205084]]"
"[[[0.0, -0.34819615459494957, 0.0, 0.0], [0.0, 0.0, 0.0, -0.9477257371482462], [0.0, 0.0, -0.5352344737508327, -0.6961703137737909], [0.0, 0.0, -0.20706198594356598, 0.15616121758344859]]]","[[0.0, 0.0, 0.0, 0.0], [0.09002063485729976, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2322525033606043, 0.026604585494852086], [0.0, 0.35473531568159405, 0.22075012353947948, 0.025132934111727973]]","[[0.0, 0.0, 0.0, 0.0], [0.06351352250705729, 0.0, 0.0, 0.0], [0.0, 0.0, 0.17289809335443931, 0.0], [0.0, 0.3457275062555666, 0.1653304935667533, 0.018830758716949593]]","[[0.0, 0.0, 0.0, 0.015858085878677132], [0.06583473015044136, 0.0, 0.0, 0.019951727876021157], [0.0, 0.0, 0.22953432582218544, 0.03176907852348755], [0.0, 0.3457275062555666, 0.20706922370173772, 0.019247911939494683]]","[[0.0, 0.0, 0.0, 0.0], [0.06351352250705725, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1728980933544393, 0.0], [0.0, 0.3457275062555666, 0.1653304935667533, 0.018830758716949635]]"
"[[[0.0, 0.0, 0.0, 0.0], [1.6728498337607307, 0.0, -0.23676446727088388, 0.0], [0.0, 0.0, 0.8653283328613305, 2.7969851927970697], [-0.43829318796380307, 0.0, 0.0, 0.8298786372294483]]]","[[0.0, 0.635156619496921, 0.0, 0.07016679068779766], [0.0, 0.0, 0.0, 0.0], [0.0, 1.7639515437935596, 3.0583202091567676, 0.0], [0.0, 0.0, 1.712723183209743, 0.5963874970264249]]","[[0.0, 0.07401494600354086, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.2877422918262775, 0.7859462046318353, 0.0], [0.0, 0.0, 0.2563011870714502, 0.17665063767643752]]","[[0.0, 0.07401494600354086, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.25841679335270973, 0.7859462046318353, 0.0], [0.0, 0.0, 0.2563011870714502, 0.17665063767643752]]","[[0.0, 0.07401494600354082, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.28774229182627753, 0.7859462046318353, 0.0], [0.0, 0.0, 0.2563011870714502, 0.1766506376764375]]"
