coefficients,di_exact,knn_subset_pairwise
"[[['', 'tanh', '', '', ''], ['', '', '', '', ''], ['', '', '', '', ''], ['', '', '', '', ''], ['', '', '', '0.224', 'sin']]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.2781209390044225, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.014869438802411108], [0.0, 0.0, 0.0, 0.0, 0.8129459928505965]]","[[0.0, 0.0, 0.05401429293810744, 0.0, 0.015042123791628096], [0.2627352991987506, 0.02002931244421309, 0.024434174294863102, 0.0, 0.0], [0.006099319522269316, 0.0, 0.0, 0.0, 0.01478310267495543], [0.007318339853401865, 0.0, 0.0302483150245734, 0.011616867225888823, 0.01134130730213954], [0.007771030195984108, 0.0, 0.058740114765609495, 0.0, 0.7371097070598488]]"
"[[['cos', '**0.714', '', '-0.256', ''], ['', '', '', '', ''], ['', 'log', '', '**0.935', 'tanh'], ['tanh', '', 'sigm', '-0.241', ''], ['', '', '', '', '']]]","[[0.38302653867636394, 0.0, 0.0, 0.576398987012517, 0.0], [0.5454747952250812, 0.0, 1.5883186334861923, 0.0, 0.0], [0.0, 0.0, 0.0, 0.199450570136457, 0.0], [0.1059479686514508, 0.0, 0.8503580604566047, 0.1193724921535418, 0.0], [0.0, 0.0, 0.36668288688416045, 0.0, 0.0]]","[[0.1387240978385907, 0.0, 0.0, 0.3934054483514111, 0.013851739946403279], [0.44450279266867965, 0.04420354534725373, 0.04841843004370793, 0.0, 0.004206909487983757], [0.0, 0.0, 0.0, 0.028331656389681943, 0.0], [0.025035707563394426, 0.0, 0.08505687365085961, 0.14753614474484528, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', 'sigm', 'sin', '', 'cos'], ['', '', '', '', 'tanh'], ['', '', '', 'cos', ''], ['', '', '', '', 'sigm'], ['', 'log', '', 'log', 'sigm']]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0482983317961349, 0.0, 0.0, 0.0, 1.1903981141447912], [0.14813359014841723, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.04670903338517421, 0.0, 1.5234509532799485], [1.0321853585873335, 0.3616212950466499, 0.0, 0.120941263425765, 0.12824376719921865]]","[[0.023475574565970735, 0.0, 0.018130794392545994, 0.0, 0.0], [0.0, 0.0, 0.028501476992094557, 0.0, 0.054887709261143044], [0.0, 0.003908395117721745, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05539926505590285, 0.03133990500644824, 0.20307486751312767], [0.7394002481261447, 0.24932280976222124, 0.0, 0.08955648002640999, 0.0]]"
"[[['log', 'log', 'tanh', '', ''], ['', '', 'sigm', '**0.067', ''], ['', '-0.037', '', '', ''], ['', '', 'sigm', 'tanh', 'cos'], ['-0.124', '', 'sin', '', 'sigm']]]","[[1.5044888597149526, 0.0, 0.0, 0.0, 0.13281207484159824], [0.1917983093825708, 0.0, -2.3928182146802058e-05, 0.0, 0.0], [0.31548682931429556, 0.016457985341777663, 0.0, 0.029168176412141648, 0.29542422860838513], [0.0, 0.0016970492159736987, 0.0, 0.004309568315202162, 0.0], [0.0, 0.0, 0.0, 0.3199817532995016, 0.05436003930558813]]","[[0.8964592733927251, 0.0, 0.0, 0.01709634341517583, 0.04502507405074154], [0.0, 0.016296869950695556, 0.0, 0.028855383592871892, 0.0], [0.07328674177055247, 0.0, 0.03536316133707125, 0.041191976184406454, 0.2195190747728987], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3038012447472956, 0.04524502999651568]]"
"[[['', '', '', 'sigm', 'sin'], ['', '', '', '', ''], ['', 'log', '**0.273', 'tanh', ''], ['', '', 'sin', '', ''], ['', '', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.5234961357504664, 0.0, 0.0], [0.0, 0.0, 0.14619165921835392, 1.0179634997018965, 0.0], [0.1842055140303312, 0.0, 0.8937783010829504, 0.0, 0.0], [0.33643945796552294, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.019720273645480457, 0.0, 0.0, 0.007613753296031019], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.040556340548305155, 0.90830785264751, 0.0], [0.08444739838047596, 0.0, 0.1201822115831489, 0.0, 0.0], [0.25974998443009994, 0.0, 0.0, 0.004978863994673957, 0.005223946415473955]]"
"[[['', 'cos', '', 'tanh', ''], ['', 'sin', '', 'sigm', ''], ['', '', '', '', ''], ['sin', '', '', '', ''], ['sigm', '', '', '', '']]]","[[0.0, 0.0, 0.0, 0.804139448259716, 0.1554600152091858], [0.41889648200519763, 0.025691008373824438, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.7263299475956599, 0.1386440827548497, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.10507363656855624, 0.0, 0.0, 0.7288399342556622, 0.15702700184050078], [0.11008124891500418, 0.0258608262470899, 0.0, 0.02593269052055899, 0.004914915935043957], [0.0, 0.0, 0.0, 0.0, 0.0], [0.39294853423459086, 0.1206804219737189, 0.0, 0.043836825793809396, 0.0034906308004191873], [0.019811168030146018, 0.02812592449076708, 0.0, 0.0, 0.0]]"
"[[['', '', '', '', ''], ['log', '', '', 'sin', ''], ['', '', '', 'log', ''], ['', 'log', '', 'tanh', ''], ['sin', '', '**0.604', '', '**0.629']]]","[[0.0, 1.514317939344173, 0.0, 0.0, 0.3512449014808464], [0.0, 0.0, 0.0, 1.4822745808989521, 0.0], [0.0, 0.0, 0.0, 0.0, 1.2851139943307337], [0.0, 0.9903345467104153, 1.485758296662325, 1.0137843968105122, 0.0], [0.0, 0.0, 0.0, 0.0, 1.4587878286204292]]","[[0.0, 0.0004399248845960643, 0.0, 0.0, 0.0], [0.0, 0.013280647735436264, 0.0, 0.937918742239076, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7951942401543014], [0.0, 0.1346442611341859, 0.8123073457462558, 0.14909054533745356, 0.0], [0.0, 0.0, 0.0009431685448465494, 0.0, 0.40947999728010503]]"
"[[['', '', '', '**0.830', ''], ['', '', '', '', ''], ['', '', 'cos', '', ''], ['cos', '', '**0.543', 'cos', ''], ['', '', 'tanh', 'sin', 'tanh']]]","[[0.0, 0.0, 0.0, 0.7376371887119382, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.26569846388163004, 0.3934680663106563, 0.30482400189410674], [0.8922403820187053, 0.0, 0.0, 0.8546378125342227, 0.42658904706522405], [0.0, 0.0, 0.0, 0.0, 0.012216354847148236]]","[[0.08042221423808014, 0.0, 0.0, 0.4069580491736737, 0.0], [0.023832790084802404, 0.0, 0.0, 0.0, 0.0], [0.06088538160295253, 0.0211225108320999, 0.24286486945302385, 0.12247368649315192, 0.14804331156101863], [0.7108850048978218, 0.005259712076173117, 0.0005248102986283779, 0.18492337232298, 0.1897085951899819], [0.048419728580774535, 0.004566176574882898, 0.0, 0.05275958595084421, 0.01308057329894887]]"
"[[['', '', 'cos', 'log', ''], ['', '', '', '', ''], ['', 'sigm', '', 'tanh', ''], ['', 'cos', '', '', ''], ['', '**0.872', '', '**0.784', '']]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.03360093326105176, 0.017454016088817047, 0.42434446550282046], [0.3838035770111269, 0.0, 0.0, 0.0, 0.0], [0.4510894077124007, 0.0, 0.11205951223283338, 0.0, 0.26905145933877284], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.004971718911164751, 0.012480115753455711, 0.0, 0.01022517735176993], [0.0, 0.0, 0.05061772777484614, 0.028539520124799777, 0.2746216999049638], [0.17418949198284572, 0.02714580754645592, 0.0, 0.0, 0.02892035817885968], [0.20161479120039483, 0.019013535447365382, 0.10146853266692393, 0.0, 0.12465800914435106], [0.01980991699821901, 0.010678944039439378, 0.027644655119922902, 0.0, 0.0]]"
"[[['', '', '', '', ''], ['sigm', '', '', 'log', 'sigm'], ['cos', '', '', '', 'sin'], ['', '', '', 'tanh', ''], ['', 'sin', 'sin', '', 'log']]]","[[0.0, 0.028872168819099323, 0.005352554767951368, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0144730432880844], [0.0, 0.0, 0.0, 0.0, 0.47414765487507593], [0.0, 1.4281252784370209, 0.0, 0.6185942068883291, 0.0], [0.0, 0.37603006122534627, 0.9530969978664486, 0.0, 1.555525533994023]]","[[0.005065724479180072, 0.0, 0.0, 0.015619925566365739, 0.0], [0.0, 0.18697115470728354, 0.0, 0.0, 0.40631834720632776], [0.0, 0.0, 0.10055573924252331, 0.01943432621834176, 0.0553967255655022], [0.0, 0.33644529202014123, 0.0033615192021444282, 0.5419550052828292, 0.0], [0.0, 0.039675881300708066, 0.6970444966715968, 0.0, 0.6699253719129283]]"
