coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[['', '', ''], ['tanh', '', ''], ['', '', '']]]","[[0.0, 0.3210218964814299, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.24176303896001314, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.27430882606476126, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.27070822000025907, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['log', '**0.828', ''], ['', '', 'tanh']]]","[[0.0, 1.5421012622589405, 0.0], [0.0, 1.2066951580506944, 0.0], [0.0, 0.0, 0.6730850607178185]]","[[0.0, 0.0, 0.0], [0.0, 0.016731959904762703, 0.0], [0.0, 0.0, 0.4895077628148462]]","[[0.0, 0.0, 0.0], [0.0, 0.01137179190231807, 0.0], [0.0, 0.0, 0.536984944800371]]","[[0.0, 0.10690510654440112, 0.0], [0.0, 0.04237306730410928, 0.0], [0.0, 0.0, 0.5604191242310766]]"
"[[['', '', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.00997895457495113, 0.012653876796092738, 0.012582990283046458], [0.015131898372650887, 0.008659466947362303, 0.0]]","[[0.014712648280010867, 0.00720731342533154, 0.003095234990235176], [0.01696132702798054, 0.021233927596923, 0.0033648639219788497], [0.042979319125147866, 0.021572895907699, 0.0]]"
"[[['', '', ''], ['-0.350', '', 'cos'], ['', 'sigm', '']]]","[[0.0, 0.04776380297598964, 0.0], [0.0, 0.0, 0.01880604937411556], [0.0, 0.19180326752294172, 0.0]]","[[0.0, 0.004955690241078282, 0.0], [0.0, 0.0, 0.0], [0.0, 0.12917564784240027, 0.0]]","[[0.0, 0.027313026020887195, 0.0], [0.0, 0.0, 0.016988869350735722], [0.0, 0.15298375706556033, 0.0]]","[[0.0, 0.00540930145009939, 0.0], [0.0, 0.0, 0.012824719030820783], [0.0, 0.1493924131531824, 0.0]]"
"[[['', '', ''], ['', '', 'sigm'], ['', '**0.873', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.3931035574285702], [0.0, 0.052838525358767, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.30705050872226763], [0.0, 0.010100370521970745, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.34039610058943864], [0.0, 0.016488719744921616, 0.0]]","[[0.0, 0.012073191231835817, 0.0], [0.04756952771834076, 0.07284601313014653, 0.41343385937582644], [0.008864941264263194, 0.04968943846631341, 0.0]]"
"[[['', 'sigm', 'sin'], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.01730681771028497, 0.0, 0.0], [0.3373473826691571, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.25644298190589576, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.29177186048483406, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.28335394680834697, 0.0, 0.0]]"
"[[['', '', ''], ['tanh', 'log', ''], ['', 'sin', '']]]","[[0.0, 0.33904214348644457, 0.0], [0.0, 1.6268530237409995, 0.9840639133990028], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.5627849531755531, 0.6364600770968263], [0.0, 0.0, 0.0]]","[[0.0, 0.020071135153664273, 0.0], [0.0, 0.7262672534124347, 0.7075958789952089], [0.0, 0.0, 0.0]]","[[0.0, 0.05656276282266179, 0.0], [0.0, 0.8737843300282037, 0.7853764001349933], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['', '0.261', ''], ['', '', '**0.053']]]","[[0.0, 0.0, 0.0], [0.0, 0.0235444083157775, 0.0], [0.0, 0.0, 0.0015365317801345638]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.003074486342581549, 0.007844009903212915, 0.0], [0.01162560360141487, 0.0, 0.0]]","[[0.021631576572812658, 0.0, 0.0014401988233074387], [0.013787706868776955, 0.012520275108042878, 0.0], [0.0, 0.0, 0.0070020144258994286]]"
"[[['', 'sin', 'tanh'], ['log', '', ''], ['', '', '']]]","[[0.0, 1.4706729674963284, 0.0], [0.8003515386880488, 0.0, 0.0], [0.3474454490226155, 0.0, 0.0]]","[[0.0, 0.5121743176973397, 0.0], [0.49871159282297706, 0.0, 0.0], [0.09170230037464244, 0.0, 0.0]]","[[0.0, 0.6735464250771144, 0.0], [0.5560598717585341, 0.0, 0.0], [0.15423603310495357, 0.0, 0.0]]","[[0.0, 0.8136384994926033, 0.0], [0.6230367418157747, 0.0, 0.0], [0.21761665685929635, 0.0, 0.0]]"
"[[['', '', ''], ['log', '', 'sin'], ['', '', '']]]","[[0.0, 1.5595242396707472, 0.0], [0.0, 0.0, 0.0], [0.0, 0.3299685332305453, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.06531547460333392, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.21558779948984336, 0.0], [0.0, 0.0, 0.0], [0.010264332566653248, 0.0, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.004958149386123217]]","[[0.023573028431563767, 0.02778114168773781, 0.0], [0.008255129421335316, 0.02591827640326491, 0.0], [0.0, 0.011415184605497728, 0.0]]"
"[[['-0.030', 'log', ''], ['', '', ''], ['', '', '']]]","[[0.008974251425930741, 0.0, 0.0], [1.523199291201908, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.12953300405794158, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.3171607469473561, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['', 'sin', 'log'], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.33279662135999505, 0.0, 0.0], [1.4652488545544722, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.13653187748443518, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.2424980135141824, 0.0, 0.0]]"
"[[['', '', 'cos'], ['', '', ''], ['0.547', '', '']]]","[[0.0, 0.0, 0.16903694756482834], [0.0, 0.0, 0.0], [0.14174063998616815, 0.0, 0.0]]","[[0.0, 0.0, 0.1257639230253814], [0.0, 0.0, 0.0], [0.10160079108115568, 0.0, 0.0]]","[[0.0, 0.0, 0.14677198404813052], [0.0, 0.0, 0.0], [0.10858818663467558, 0.0, 0.0]]","[[0.0, 0.0, 0.20500054867012002], [0.0, 0.002072164981180063, 0.0], [0.14030677464421465, 0.0, 0.030814765331725936]]"
"[[['', '', ''], ['', '', ''], ['', '0.112', 'sigm']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, -9.86048100979608e-05], [0.0, 0.0, 0.0190653699947449]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.00040533392667534016, 0.0009859279502929007, 0.005909190956758988], [0.0, 0.016120209744779714, 0.032640809839464165]]","[[0.010589724693594578, 0.0, 0.0], [0.02725602294172422, 0.0, 0.026749817511378556], [0.019673929064753903, 0.004748199437948411, 0.05087965362198429]]"
"[[['', '', 'log'], ['', '', ''], ['', '**0.587', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.6383431823624784], [1.4151548840037325, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.2782594395671165], [0.3089326213786417, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.38444212568146785], [0.4744271174587804, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.4468275655157938], [0.6240208569673393, 0.0, 0.0]]"
"[[['', '**0.914', ''], ['', 'sigm', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.3576991417009967, 0.030080569053441947, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.27796707411279026, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.32601495293059135, 0.0072417678394339265, 0.005242844513133297], [0.0, 0.0, 0.0]]","[[0.0, 0.019974003323204426, 0.0], [0.3406999702425149, 0.014183165510708947, 0.00788577562748358], [0.0, 0.0, 0.0]]"
"[[['', 'sigm', ''], ['log', '-0.150', ''], ['', '', '']]]","[[0.0, 1.5403074474702825, 0.0], [0.15857955221191633, 0.17521557014390288, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.29190993477726385, 0.0], [0.053261025344081864, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.4188879128526081, 0.0], [0.11203642588254625, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.5727508765701298, 0.0], [0.12238576187169707, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', 'sin', 'sigm']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.31204894986526177], [0.0, 0.0, 0.056198057714060154]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.21986236264908868], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.2371774275023308], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.28468489583739753], [0.0, 0.0, 0.032643232382079015]]"
"[[['', '', ''], ['sigm', 'sin', ''], ['', 'log', '']]]","[[0.0, 0.04264283943533681, 0.0], [0.0, 0.022945298264880294, 0.2349203807830506], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.1825551404421627], [0.0, 0.0, 0.0]]","[[0.0, 0.005362469465661751, 0.0], [0.0, 0.0, 0.19659852427281596], [0.0, 0.0, 0.0]]","[[0.0, 0.022747681696829034, 0.0], [0.005874259384179277, 6.972491144377104e-05, 0.2280062699014843], [0.0, 0.005138831145917215, 0.0]]"
"[[['', '', 'sigm'], ['', '', ''], ['', '', 'sin']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.11538757994793283, 0.0, 0.7968774828396195]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.048330169499165104, 0.0, 0.6148268501642715]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.07698040389274233, 0.0, 0.6344342572547736]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.10380136904725348, 0.0, 0.644644641077332]]"
"[[['', '', ''], ['cos', '', ''], ['', '0.027', '**0.395']]]","[[0.0, 0.02212781325426757, 0.0], [0.0, 0.0, 0.0010858231550422133], [0.0, 0.0, 0.12261671578283137]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.07687294260368503]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.10409600291907807]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.07043385731581212]]"
"[[['sin', '', ''], ['', '', 'sin'], ['', '-0.139', '']]]","[[0.837380653583407, 0.0, 0.0], [0.0, 0.0, 0.024857270198309103], [0.0, 0.3380092873759069, 0.0]]","[[0.7449738199324704, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.23390986724050486, 0.0]]","[[0.7423465462440648, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.28048864748204005, 0.0]]","[[0.7824010582092489, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.283961634371763, 0.0]]"
"[[['', 'sin', ''], ['', 'tanh', 'log'], ['tanh', 'sigm', '']]]","[[0.0, 0.0, 0.594500324806326], [0.7263771996869058, 0.14163754868524037, 0.05908761839701626], [0.0, 1.405379861726032, 0.0]]","[[0.0, 0.0, 0.29456093028607594], [0.33425939648094066, 0.0, 0.0], [0.0, 0.33951116205857484, 0.0]]","[[0.0, 0.0, 0.33717206199719324], [0.37600829366575195, 0.0, 0.0], [0.0, 0.47265359605421364, 0.0]]","[[0.0, 0.0, 0.3838594616730691], [0.4454401524476753, 0.0, 0.02012561684032927], [0.0, 0.6130617478928612, 0.0]]"
"[[['', '', 'tanh'], ['sigm', '', ''], ['', 'sin', 'tanh']]]","[[0.0, 0.02123728997926706, 0.0], [0.0, 0.0, 0.21387610332192422], [0.047617111617181705, 0.0, 0.03190251607084528]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.14883184555660026], [0.014093275485714974, 0.0, 0.0]]","[[0.0, 0.009203347181766646, 0.0], [0.0, 0.0, 0.17239599801373542], [0.02853796927227267, 0.0, 0.0]]","[[0.0, 0.025525441171242835, 0.003019265814019328], [0.024735176284205847, 0.014187399712814727, 0.20871898941810632], [0.02052094128902434, 0.0122334823858267, 0.030880778017698396]]"
"[[['', '-0.238', '**0.738'], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.027673355434047295, 0.0, 0.0], [0.47286166531523943, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.3447343523984481, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.012301946138379889], [0.41477741088703796, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.001501765587175437], [0.447711000302851, 0.0, 0.0]]"
"[[['', '', ''], ['cos', '', 'sin'], ['', '', '']]]","[[0.0, 0.014710414396662354, 0.0], [0.0, 0.0, 0.0], [0.0, 0.32357936688988226, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.24201552590554906, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2711944518860748, 0.0]]","[[0.0, 0.008216115873608812, 0.0], [0.03367371394719225, 0.009908080161422235, 0.013191687188134495], [0.018277348819785263, 0.3069254172187691, 0.010004952360048459]]"
"[[['', '', ''], ['', '', 'cos'], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.022482690787881895, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.028679162350245917, 0.032376525987776406, 0.014507414144578974], [0.0, 0.0, 0.005708585317266877], [0.0, 0.01987467689205332, 0.02226002959758525]]"
"[[['-0.174', 'sigm', ''], ['', 'sin', ''], ['', 'sin', '']]]","[[0.009800494278238146, 0.0, 0.0], [0.13899913444782142, 0.8282869258006992, 0.8604949175064663], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.3014800572395702, 0.3301949591855205], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.31604001648054636, 0.3390259014034284], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0035865070920393484, 0.34109842811041235, 0.35553959216968334], [0.0, 0.0, 0.0]]"
"[[['', '', 'sin'], ['log', 'cos', ''], ['cos', '', '']]]","[[0.0, 1.1997973247103952, 0.2482298098540666], [0.0, 0.5559726698889009, 0.0], [0.3150389881142496, 0.0, 0.0]]","[[0.0, 0.5163794496757368, 0.17252161914241743], [0.0, 0.03237297096708937, 0.0], [0.14392608158365855, 0.0, 0.0]]","[[0.0, 0.608822104438071, 0.20140982354752376], [0.0, 0.10079382615025156, 0.0], [0.16940349266863625, 0.0, 0.0]]","[[0.0, 0.6997655486227972, 0.19606401471726048], [0.0, 0.2128958692080938, 0.0], [0.2245511823882135, 0.0, 0.0]]"
"[[['', 'log', 'sigm'], ['', '', ''], ['', '', 'sin']]]","[[0.0, 0.0, 0.0], [1.4887581098603937, 0.0, 0.0], [0.11431647636587393, 0.0, 0.7767596118199553]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.6259823224090034]]","[[0.0, 0.0, 0.0], [0.019923242834792642, 0.0, 0.0], [0.0, 0.0, 0.7012256536065711]]","[[0.0, 0.0, 0.0], [0.19111258999422345, 0.0, 0.0], [0.0, 0.0, 0.7367435910641076]]"
"[[['', '-0.016', ''], ['', '0.171', ''], ['0.218', '', 'log']]]","[[0.0, 0.0, 0.022852074352030256], [-3.927030705151424e-05, 0.010301684987462024, 0.0], [0.0, 0.0, 1.5500306333359082]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.987135548259908]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.0654492461017453]]","[[0.002430493016003245, 0.0, 0.0], [0.0, 0.021516941902889122, 0.0], [0.0, 0.0, 1.1863535611662333]]"
"[[['', '', ''], ['', '', ''], ['cos', '', 'log']]]","[[0.0, 0.0, 0.02204349962711337], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1987084811262743]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.6858685862385291]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7333466057278942]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.009154012322620418, 0.0, 0.8192246849803428]]"
"[[['**0.296', '', ''], ['', 'cos', ''], ['-0.068', 'log', '']]]","[[0.06267058288366953, 0.0, 0.004394446476204914], [0.0, 0.2703333008828484, 0.9917360604966651], [0.0, 0.0, 0.0]]","[[0.013157172184288057, 0.0, 0.0], [0.0, 0.11755872529944396, 0.416731846934161], [0.0, 0.0, 0.0]]","[[0.021824476314498725, 0.0, 0.0], [0.0, 0.14068014982537763, 0.494733932647215], [0.0, 0.0, 0.0]]","[[0.04461043082101675, 0.0, 0.0], [0.0, 0.13678750677997664, 0.5163034140442269], [0.004634524649321081, 0.0, 0.0]]"
"[[['', 'sin', ''], ['**0.377', 'sigm', ''], ['', '', '']]]","[[0.0, 0.10059561279896098, 0.0], [0.03833603901928684, 0.012413357837686344, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.047106033704826925, 0.0], [0.0013306087395919845, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.08579513392051143, 0.0009666583662140952], [0.026772012148366033, 0.01009905457569895, 0.0], [0.0, 0.0, 0.0]]","[[0.02214131658219279, 0.11132098369302963, 0.009131627361846653], [0.04385833144951565, 0.04851514728938205, 0.008221800152490917], [0.009531143553029676, 0.028512639330150517, 0.005604760635073425]]"
"[[['sin', 'log', ''], ['', '', ''], ['', '', '']]]","[[0.9682032705573242, 0.0, 0.0], [1.5668334454160575, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.062724561407275, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.24812821029077406, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['', '**0.920', ''], ['', '', 'sin']]]","[[0.0, 0.0, 0.0], [0.0, 1.3915669733174731, 0.0], [0.0, 0.0, 0.7978044697054478]]","[[0.0, 0.0, 0.0], [0.0, 1.1395306306495396, 0.0], [0.0, 0.0, 0.6363298134078094]]","[[0.0, 0.0, 0.0], [0.0, 1.1950437848547593, 0.0], [0.0, 0.0, 0.6488860232517365]]","[[0.0, 0.0, 0.0], [0.024021950836319625, 1.2559233474967324, 0.0], [0.0, 0.0, 0.6923199709807457]]"
"[[['', '', 'log'], ['sigm', '', ''], ['0.582', 'cos', '']]]","[[0.0, 0.1814394087186836, 0.9646775610397388], [0.0, 0.0, 0.11559987259865262], [1.4497218310074411, 0.0, 0.0]]","[[0.0, 0.09565191942082037, 0.6740148293246548], [0.0, 0.0, 0.0], [0.5529091041554883, 0.0, 0.0]]","[[0.0, 0.09428196926810571, 0.6961984009111425], [0.0, 0.0, 0.0], [0.6669314695170104, 0.0, 0.0]]","[[0.0, 0.11166653624556701, 0.7388366434940312], [0.0, 0.0, 0.0], [0.7486759102224411, 0.0, 0.0]]"
"[[['', '', ''], ['', '', 'sin'], ['sin', '-0.124', '']]]","[[0.0, 0.0, 0.3096597619496103], [0.0, 0.0, 0.029028279010234206], [0.0, 0.5265651890515608, 0.0]]","[[0.0, 0.0, 0.21387844566291933], [0.0, 0.0, 0.0], [0.0, 0.40521385103130414, 0.0]]","[[0.0, 0.0, 0.2426120398425289], [0.0, 0.0, 0.0], [0.0, 0.461297841720545, 0.0]]","[[0.0, 0.0, 0.25151454025534364], [0.0014964260363767529, 0.0, 0.0], [0.0, 0.5034897942866358, 0.0]]"
"[[['', 'log', ''], ['', '', ''], ['log', '', '0.484']]]","[[0.0, 0.0, 0.9916030359399338], [1.5700283004336448, 0.0, 0.0], [0.0, 0.0, 0.5903201706252179]]","[[0.0, 0.0, 0.6874258943184288], [0.0, 0.0, 0.0], [0.0, 0.0, 0.328690664352457]]","[[0.0, 0.0, 0.7757069010519342], [0.0, 0.0, 0.0], [0.0, 0.0, 0.38868509489947745]]","[[0.0, 0.0, 0.8685131644883469], [0.13755513127566832, 0.0, 0.0], [0.0, 0.0, 0.46714040714929234]]"
"[[['', '', ''], ['', '-0.298', 'cos'], ['-0.129', 'sigm', '']]]","[[0.0, 0.0, 0.007904258849889921], [0.0, 0.07073661872775312, 0.02363566595998567], [0.0, 0.15931232831224038, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.009600144662374663, 0.0], [0.0, 0.10147252194916333, 0.0]]","[[0.0, 0.0, 0.0], [0.0026103240234808043, 0.03477396868884196, 0.006598012421848563], [0.0, 0.11734238187714144, 0.0]]","[[0.0, 0.0, 0.02343020892688821], [0.011060802785677686, 0.05363051100635984, 0.007945604828105628], [0.0, 0.15142282995343823, 0.0]]"
"[[['', 'tanh', ''], ['', '', 'sigm'], ['tanh', '', '']]]","[[0.0, 0.0, 0.31571079541256725], [0.21265104468643556, 0.0, 0.0], [0.0, 0.06372020820152438, 0.0]]","[[0.0, 0.0, 0.23475542998889137], [0.1565082868281141, 0.0, 0.0], [0.0, 0.02706609537224602, 0.0]]","[[0.0, 0.0, 0.2514051710170613], [0.17852807629729692, 0.0, 0.0], [0.0, 0.03818447320377124, 0.0]]","[[0.0, 0.0, 0.2668985291686923], [0.19866456656845996, 0.03276570990725581, 0.0], [0.0, 0.061722934492507826, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', '-0.175', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.011357691018800598], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['**0.996', '', ''], ['', '', ''], ['', 'tanh', '**0.343']]]","[[2.7083538942763195, 0.0, 0.0], [0.0, 0.0, 0.3098186599265004], [0.0, 0.0, 1.2085252956845263]]","[[2.069955553999497, 0.0, 0.0], [0.0, 0.0, 0.015723019758094564], [0.0, 0.0, 0.40419636783241775]]","[[2.1447289752258394, 0.0, 0.0], [0.0, 0.0, 0.05777100975290427], [0.0, 0.0, 0.3789651581208207]]","[[2.1924233430268583, 0.0, 0.0], [0.0, 0.0, 0.11023373985399787], [0.0, 0.0, 0.3994533689692364]]"
"[[['', 'cos', 'cos'], ['', '', ''], ['tanh', '', '']]]","[[0.0, 0.0, 0.04865611991059551], [0.023719178716894537, 0.0, 0.0], [0.2572710966551143, 0.0, 0.0]]","[[0.0, 0.0, 0.03145399712265036], [0.0, 0.0, 0.0], [0.17048885947064985, 0.0, 0.0]]","[[0.0, 0.0, 0.036927263741724115], [0.0, 0.0, 0.0], [0.18618666886756735, 0.0, 0.0]]","[[0.0, 0.0, 0.054192684253301], [0.0179500328095435, 0.0023307439137970035, 0.030275531107589546], [0.18965535468673253, 0.0, 0.0]]"
"[[['', '', 'tanh'], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.3088624730691147, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.240886211284321, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.28178668767244935, 0.0, 0.0]]","[[0.0, 0.0, 0.022390501907792282], [0.013067009166442328, 0.0, 0.0], [0.3370786594113891, 0.016963317430538225, 0.0029735622324562117]]"
"[[['', '', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0005638633746842495]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['', '', ''], ['0.218', '', 'sin']]]","[[0.0, 0.0, 0.010990903698490198], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8430944873907261]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7818664926150144]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.009715898178532733, 0.8138447887546075]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.009876435159125233, 0.8036157816437394]]"
"[[['', 'cos', ''], ['', 'sigm', '-0.782'], ['log', '', 'tanh']]]","[[0.0, 0.0, 1.3712725275898545], [0.7597830949493187, 0.03036050696059183, 0.0], [0.0, 1.1790094404674112, 0.20753902376288494]]","[[0.0, 0.0, 0.3272827925539641], [0.4119877928039194, 0.0, 0.0], [0.0, 0.8094725237675046, 0.0]]","[[0.0, 0.0, 0.4475002846264861], [0.4894862098759621, 0.0, 0.0], [0.0, 0.8889451353864768, 0.0]]","[[0.0, 0.0, 0.5761329567643095], [0.5591792641811597, 0.0, 0.0], [0.0, 0.9479349043375896, 0.0]]"
"[[['', '', ''], ['log', '', '**0.480'], ['sin', '', 'tanh']]]","[[0.0, 1.5712007291279046, 0.3211727315602198], [0.0, 0.0, 0.0], [0.0, 1.0154806692869935, 0.7172511196576435]]","[[0.0, 0.0, 0.06732660714004321], [0.0, 0.0, 0.0], [0.0, 0.06660619701060475, 0.3728600306286531]]","[[0.0, 0.0, 0.14921318082017168], [0.0, 0.0, 0.0], [0.0, 0.08061917746746325, 0.44221997745531394]]","[[0.0, 0.06944042042725604, 0.16331964610860236], [0.0, 0.0, 0.0], [0.0, 0.06896594504224701, 0.47437140253402205]]"
