coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[['', '', '', ''], ['', '**0.184', '', ''], ['sigm', '', '', ''], ['**0.199', '', 'sin', '']]]","[[0.0, 0.0, 0.027237070732500417, 1.0775905580302798], [0.0, 0.011911002598523918, 0.0, 0.0], [0.0, 0.0, 0.0, 0.28863009775476217], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.35313830369479443], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06912974077338174], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.01065692513701296, 0.4512576172704629], [0.0, 0.004636892457604873, 0.0, 0.0], [0.0, 0.0, 0.0, 0.12589572900088367], [0.0, 0.0, 0.0, 0.0]]","[[5.120759586960241e-05, 0.00400328979929706, 0.0217997425930275, 0.5506711986264939], [0.0, 0.009108333125166559, 0.0, 0.0], [0.0, 0.0, 0.0, 0.15387916372863297], [0.0, 0.0, 0.0, 0.0]]"
"[[['**0.188', '', '', ''], ['', '', '', 'cos'], ['', '', 'sin', ''], ['cos', 'sin', '', '']]]","[[0.023982386726051196, 0.0, 0.0, 0.29556191946184407], [0.0, 0.0, 0.0, 0.5916489082386261], [0.0, 0.0, 0.8568978262579832, 0.0], [0.0, 0.4914558988644697, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.07592478489579853], [0.0, 0.0, 0.0, 0.362819226558615], [0.0, 0.0, 0.6942089575190549, 0.0], [0.0, 0.3818487752002473, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.11249615269784788], [0.0, 0.0, 0.0, 0.39924354372804616], [0.0, 0.0, 0.7479720926054358, 0.0], [0.0, 0.42547692827439454, 0.0, 0.0]]","[[0.007249855467527887, 0.0, 0.0, 0.16909839129850937], [0.0, 0.0, 0.0, 0.44296925725096986], [0.0, 0.0, 0.776662933773816, 0.0], [0.0, 0.4445180409026273, 0.0, 0.0]]"
"[[['', '', '', ''], ['sin', '', '0.190', ''], ['', '', '', 'sigm'], ['', '', '', '']]]","[[0.0, 0.3244547185670945, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.020980133399728644, 0.0, 0.0], [0.0, 0.0, 0.03130719478155678, 0.0]]","[[0.0, 0.2443888300723677, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.2652578305752049, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.27135524576739517, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['', '', 'sigm', 'sigm'], ['', 'log', '', 'cos'], ['', '', '**0.275', 'sin']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.32933063776912186, 0.0], [0.0, 0.11268043432536161, 0.0, 1.008804594305138], [0.0, 0.13377625229886833, 0.8192712649343068, 0.5715213916692148]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07628606153998005, 0.0], [0.0, 0.032866643877370046, 0.0, 0.43408567788444097], [0.0, 0.048744255191687576, 0.5200584732893078, 0.20826058552195237]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11564795859012822, 0.0], [0.0, 0.05501011775416694, 0.0, 0.46720095324884126], [0.0, 0.06636305709660573, 0.5434790971970376, 0.25012758720128137]]","[[0.0, 0.0, 0.0, 0.0], [0.013151601182561166, 0.0006177869362085114, 0.17415679585635244, 0.0], [0.0, 0.07091481348177193, 0.0, 0.5345936052639592], [0.0, 0.07867833744466989, 0.6141098501541673, 0.2986488954531725]]"
"[[['', '', '', ''], ['', '', '**0.232', ''], ['', '', '', ''], ['sigm', '', '', '']]]","[[0.0, 0.0, 0.0, 0.01885527271514824], [0.0, 0.0, 0.0, 0.0], [0.0, 1.0480156165198247, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.4171274803860775, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0062050659141974435], [0.0, 0.0, 0.0, 0.0], [0.0, 0.49294509523865343, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0007040258507011514, 0.0], [0.0, 0.0, 0.010070912093420288, 0.0], [0.006515908324508689, 0.5952354432123909, 0.0, 0.008328661476335352], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['', 'cos', '', ''], ['', '', 'log', '0.080'], ['**0.552', '', '', 'sigm']]]","[[0.0, 0.0, 0.0, 0.6497842461883231], [0.0, 0.22958832535790913, 0.0, 0.0], [0.0, 0.0, 1.5892288127986776, 0.0], [0.0, 0.0, 0.00807186560016021, 0.08743359341414292]]","[[0.0, 0.0, 0.0, 0.21485841338685288], [0.0, 0.09413946603075307, 0.0, 0.0], [0.0, 0.0, 0.8677949118661953, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.3053765158566673], [0.0, 0.11944960043521459, 0.0, 0.0], [0.0, 0.0, 0.9590500994507414, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.39039254010697527], [0.0, 0.15080509129036507, 0.0, 0.0], [0.0, 0.0, 1.0375677749310641, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', 'sigm'], ['cos', '', '', ''], ['', 'sigm', '', '0.310'], ['', '', '', '']]]","[[0.0, 0.13167433114968347, 0.0, 0.0], [0.0, 0.0, 0.037381121142266445, 0.0], [0.0, 0.0, 0.0, 0.0], [0.035114442823428, 0.0, 0.04725949142297198, 0.0]]","[[0.0, 0.07180543257319862, 0.0, 0.0], [0.0, 0.0, 0.005791929086544757, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.007526936238549321, 0.0]]","[[0.0, 0.10090191306000953, 0.0, 0.0], [0.0, 0.0, 0.01183911043641325, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0058897937665308405, 0.0, 0.011672805162893691, 0.0]]","[[0.0, 0.11322515663353581, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.029992844098005643, 0.0, 0.017517581925474906, 0.0]]"
"[[['', '', '', ''], ['', '', '', ''], ['', 'tanh', '', 'log'], ['', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3418527445986357, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.5120367303768065, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07963832481844092, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.20679579532584497, 0.0]]"
"[[['', '', '', ''], ['', '', '', ''], ['', '', '', ''], ['', 'log', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.5583117154190833], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.07822259986213413], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.19623684763308946], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['-0.010', 'sin', '', ''], ['', 'tanh', 'sigm', ''], ['', '', '0.167', '**0.538']]]","[[0.0, 0.0003637363184235075, 0.0, 0.0], [0.0, 0.7687285592223543, 0.7215955771766017, 0.0], [0.0, 0.0, 0.10379919148766162, 0.08272706742761037], [0.0, 0.0, 0.0, 0.8993091906071282]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.24758195576305272, 0.268028477998355, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4081513166694825]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.2956565598751899, 0.3255557431380501, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4210391365272403]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.3162824795757842, 0.3166955782378868, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.42771668550446895]]"
"[[['', 'tanh', '', 'cos'], ['**0.987', '', 'cos', ''], ['', '', '', ''], ['', '', '0.142', '']]]","[[0.0, 0.3745203431135423, 0.0, 0.0], [0.0002235190210623581, 0.0, 0.0, 0.0], [0.0, 0.01910387376822433, 0.0, 0.005660866317685125], [0.014681324223180905, 0.0, 0.0, 0.0]]","[[0.0, 0.2623049149811356, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.30981509590565376, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.3332219576018902, 0.0, 0.0], [0.0, 0.003524309811038175, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['log', '', '', '0.055'], ['', '', '', 'sin'], ['', '', '', '']]]","[[0.0, 1.537689903707764, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0040786406373366415, 0.334299627548722, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.15158894980925355, 0.0]]","[[0.0, 0.06852597347810788, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.19224478803227396, 0.0]]","[[0.005819009572912331, 0.20797759035139315, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2143759005523374, 0.0]]"
"[[['', '', '', ''], ['tanh', '', '', 'log'], ['', '0.410', '', ''], ['', 'tanh', '', '']]]","[[0.0, 0.3363402907401768, 0.0, 0.0], [0.0, 0.0, 0.6929616080060815, 0.7272322565300439], [0.0, 0.0, 0.0, 0.0], [0.0, 1.4458441570561884, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5059568203613724, 0.5605745934234346], [0.0, 0.0, 0.0, 0.0], [0.0, 0.27609480820294485, 0.0, 0.0]]","[[0.0, 0.025716640415976953, 0.0, 0.0], [0.0, 0.0, 0.5220658722166951, 0.5808142533577997], [0.0, 0.0, 0.0, 0.0], [0.0, 0.36729786717948054, 0.0, 0.0]]","[[0.0, 0.062191165803371785, 0.0, 0.0], [0.0, 0.0, 0.5346944022125016, 0.6099317707807008], [0.0, 0.0, 0.0, 0.0], [0.0, 0.44306731717630937, 0.0, 0.0]]"
"[[['', '', '', '0.092'], ['', '', 'tanh', ''], ['', '', 'log', ''], ['', '', '', 'sin']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.9522609211819318, 1.641444200006263, 0.0], [0.018647185405027075, 0.0, 0.0, 0.7822232190357017]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.4147064758100385, 0.6628764090781587, 0.0], [0.0, 0.0, 0.0, 0.5676607275624611]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.45080839016269014, 0.7508349937911444, 0.0], [0.0, 0.0, 0.0, 0.635798618931037]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.49598722540455004, 0.8685634294746117, 0.0], [0.008491250030347012, 0.0, 0.0, 0.70862468965403]]"
"[[['', '', 'tanh', ''], ['', '', 'log', ''], ['', '', 'cos', ''], ['', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.2889301200993434, 1.0562415711404909, 0.25150635107961333, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.1205536203035592, 0.39331980299488495, 0.10602723825915385, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.11754526267768788, 0.4427456943662234, 0.13748662287905986, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.15542822100489004, 0.49228382708223695, 0.16664507549859386, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['tanh', 'cos', '', ''], ['', '**0.048', '', ''], ['', 'cos', '', 'sigm'], ['', '', '', '']]]","[[0.084995000144702, 0.0, 0.0, 0.0], [0.26351196744444805, 0.001502377038110037, 0.27118442284016525, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.033865343853209065, 0.0]]","[[0.003414026693013239, 0.0, 0.0, 0.0], [0.1768798588593587, 0.0, 0.17437738475062478, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.005874101151289711, 0.0, 0.0, 0.0], [0.19888647298505796, 0.0, 0.2068701749761319, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0020393078096735046, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.20634905869002884, 0.0025040450256004045, 0.2482230593119356, 0.007894350250816869], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.01776888672941538, 0.012299029342609392]]"
"[[['', '', '', ''], ['', '', '', ''], ['', 'sin', '0.130', ''], ['sin', '', '0.340', '']]]","[[0.0, 0.0, 0.0, 0.3302587961108164], [0.0, 0.0, 0.3340223457835989, 0.0], [0.0, 0.0, 0.014739603404721613, 0.1033372841350522], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.22031743046130683], [0.0, 0.0, 0.2013525505865349, 0.0], [0.0, 0.0, 0.0, 0.009043452988593732], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.24552391292939366], [0.0, 0.0, 0.2491252500773747, 0.0], [0.0, 0.0, 0.0, 0.05512002294757726], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.2270004820989262], [0.0, 0.0, 0.2522617513161621, 0.0], [0.0, 0.0, 0.0, 0.056906810628201], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['tanh', '', '', ''], ['sigm', '', '', ''], ['', 'sin', '', '']]]","[[0.0, 0.2832932659936457, 0.032108096055329466, 0.0], [0.0, 0.0, 0.0, 0.46465733509355045], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.17695473815652027, 9.522568971575156e-05, 0.0], [0.0, 0.0, 0.0, 0.3558345136352717], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0071925095083741585, 0.2147906259518809, 0.01249357667493353, 0.0], [0.0, 0.0, 0.0, 0.38676081489444325], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.02089707613293536, 0.2559803152097162, 0.024041425812706442, 0.0], [0.005305446440440732, 0.0, 0.0, 0.40753033097711006], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', 'log', 'sigm', ''], ['cos', '', '', 'cos'], ['', '', '', ''], ['-0.497', '', '', '']]]","[[0.0, 0.39942206361442567, 0.0, 0.28405142191041016], [0.5147234134510638, 0.0, 0.0, 0.0], [0.0425311677099591, 0.0, 0.0, 0.0], [0.0, 0.1316910128947694, 0.0, 0.0]]","[[0.0, 0.29122033287403276, 0.0, 0.22138863073554754], [0.3036946714112308, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.02053293279139153, 0.0, 0.0]]","[[0.0, 0.3071434583455537, 0.0, 0.22962905480145285], [0.31455185017539455, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.015048577134595939, 0.0, 0.0]]","[[0.0, 0.35040164794037465, 0.0, 0.2516567652975358], [0.34509610763580023, 0.0, 0.0, 0.0], [0.007846861887783005, 0.0, 0.0, 0.0], [0.0, 0.043460789810274555, 0.0, 0.0]]"
"[[['', '', '', ''], ['', 'sin', '', ''], ['', '-0.231', '', ''], ['', 'tanh', '**0.227', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.7859058601103053, 0.11534554489721542, 0.7573540161917086], [0.0, 0.0, 0.0, 1.0532616007615445], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.4872321179130169, 0.0022574667109245246, 0.2016215033957408], [0.0, 0.0, 0.0, 0.29132901399736116], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.5094568959298633, 0.028364010815171814, 0.2919249743925774], [0.0, 0.0, 0.0, 0.37192797083722917], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.5164791023690016, 0.011016125613644704, 0.3393448810664355], [0.0, 0.0, 0.0, 0.4322912936690931], [0.0, 0.0, 0.0, 0.0]]"
"[[['', 'sigm', '**0.396', ''], ['', '', '', ''], ['-0.107', '', '', ''], ['', '', '', '']]]","[[0.0, 0.0, 0.022727073021272828, 0.0], [0.0340758020729676, 0.0, 0.0, 0.0], [0.8069374106083677, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.4092205280572002, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.4871913761464235, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.5464967118981038, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', 'cos'], ['', '', 'log', ''], ['tanh', '**0.905', '', ''], ['log', '', '', '']]]","[[0.0, 0.0, 0.38098541160032817, 0.8818139210794375], [0.0, 0.0, 1.4772207302477065, 0.0], [0.0, 1.5470241986728002, 0.0, 0.0], [0.4542448405397802, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.032390826871486984, 0.15296749804804663], [0.0, 0.0, 0.990194579120615, 0.0], [0.0, 0.5742741846688563, 0.0, 0.0], [0.09961839871424132, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.06917569580441305, 0.2209823468761965], [0.0, 0.0, 1.0667769931810127, 0.0], [0.0, 0.6787989209402565, 0.0, 0.0], [0.13157044579060448, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.13354079879751318, 0.3254478618364368], [0.0, 0.0, 1.131287571768988, 0.0], [0.0, 0.7965844358442673, 0.0, 0.0], [0.14871789364710625, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['', '', '', 'log'], ['', '0.255', '', '**0.067'], ['0.116', '', '', '']]]","[[0.0, 0.0, 0.0, 0.010710882410182756], [0.0, 0.0, 0.45320521954711535, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 1.5722698877763475, 1.291437883006118, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.23262166860106473, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.08711003166789255, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.301236390127729, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.19668274758601367, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.10088757148888694, 0.39360349034106046, 0.0]]"
"[[['', '', '', ''], ['sin', '', '', ''], ['', '', '', ''], ['', '', 'sigm', '']]]","[[0.0, 0.31015924123371813, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.018591160779247565], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.22136220124472733, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.22376500660502333, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.23131804643887438, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['', '0.368', '', 'log'], ['sigm', 'tanh', '', ''], ['', '', '**0.459', '']]]","[[0.0, 0.0, 0.036246058749244, 0.0], [0.0, 0.4588122653114914, 0.4433941556952635, 0.0], [0.0, 0.0, 0.0, 0.8922854249516092], [0.0, 1.2055188247743112, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.25384253264363577, 0.0], [0.0, 0.0, 0.0, 0.41183065312386685], [0.0, 0.3755616650411642, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.02805830036938068, 0.30509411475161063, 0.0], [0.0, 0.0, 0.0, 0.48252401758127367], [0.0, 0.49053742397816485, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.08737621183570124, 0.3370923941624542, 0.0], [0.0, 0.0, 0.0, 0.5558784908339277], [0.0, 0.5960884238638416, 0.0, 0.0]]"
"[[['', '', '', ''], ['', '', '', ''], ['', '', '', ''], ['', '', '', '-0.234']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.027206537080113138]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.008849544773716276, 0.02377314840207373, 0.005748269587486355], [0.010456155917358906, 0.0, 0.0, 0.0], [0.018867794480232805, 0.0, 0.0021332313983641027, 0.001243013397262213], [0.013055639987279707, 0.0, 0.011212107225526619, 0.0]]"
"[[['', '-0.236', '', '-0.029'], ['log', '', '', ''], ['', '', '', ''], ['cos', '', '', 'log']]]","[[0.0, 1.4674829292190281, 0.0, 0.164634206805826], [0.34227857829521924, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.005258135700662709, 0.0, 0.0, 1.3115077842054685]]","[[0.0, 0.26483384320333747, 0.0, 0.0], [0.20931852934130366, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.5416511508249626]]","[[0.0, 0.36099378659848397, 0.0, 0.0], [0.2583559205342909, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6400207471054574]]","[[0.0, 0.4935678260555734, 0.0, 0.05440302566992318], [0.2658005877781856, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7483255240681236]]"
"[[['', '', '', ''], ['', 'cos', '', 'sigm'], ['', '', '', ''], ['', '', '', 'tanh']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.4943214670849005, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.08153076305580098, 0.0, 0.632299576912312]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.3923409644749363, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.533741411274077]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.4122095300756429, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0069960822280331235, 0.0, 0.5446530266231328]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.4335043278193717, 0.0, 0.0], [0.0012866236278416636, 0.0, 0.0, 0.0034816816204826418], [0.0, 0.04571508619974527, 0.0, 0.5724328365208121]]"
"[[['', '', 'cos', 'log'], ['', 'cos', '', ''], ['', '', '**0.077', ''], ['', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.2072907890846287, 0.0, 0.0], [0.24372095806355834, 0.0, 0.007541028900602234, 0.0], [1.4936139561482822, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.11737863038870144, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.13993258191796176, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.049826269958294235, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.16613464279672166, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.17230870860937822, 0.0, 0.0, 0.0]]"
"[[['', 'cos', '', 'tanh'], ['sigm', '', 'tanh', ''], ['sin', '', '', '-0.207'], ['', '', '**0.024', 'sigm']]]","[[0.0, 0.021673618862336375, 0.18956038022023297, 0.0], [0.44265852337394945, 0.0, 0.0, 0.0], [0.0, 0.28863312761985627, 0.0, 0.6766357882936213], [0.28862006863274237, 0.0, 0.08147858426911125, 0.06023228670051854]]","[[0.0, 0.0, 0.07964474089269402, 0.0], [0.30942091943524946, 0.0, 0.0, 0.0], [0.0, 0.17035960552589507, 0.0, 0.09125845702765015], [0.0344836571974225, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.08489926268176592, 0.0], [0.3306296670323692, 0.0, 0.0, 0.0], [0.0, 0.19461028806429528, 0.0, 0.09998319126780665], [0.0702167437986478, 0.0, 0.0012368200537671093, 0.0]]","[[0.0, 0.0, 0.060885772214779574, 0.0], [0.327600157511579, 0.0, 0.0, 0.0], [0.0, 0.20815763118128097, 0.0, 0.09327391525223873], [0.05557161198511661, 0.0, 0.0, 0.0]]"
