coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[['', '', '', ''], ['sin', '', 'sigm', ''], ['', '', '-0.040', ''], ['', '', '', '']]]","[[0.0, 0.31689599233501764, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.01707490751759117, -0.0010971233717339988, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.219090965124312, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.005701747186051095, 0.23670454510352767, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.2402969831567877, 0.0, 0.0], [0.010579178452431495, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', 'log', '', 'tanh'], ['', '', '', ''], ['', '', '', ''], ['cos', '', 'tanh', '']]]","[[0.0, 0.0, 0.0, 0.9577352244389168], [1.5145115013377242, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.297764879168689], [0.8249999095468775, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.628153514142251], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.062298133352602564], [0.0687812104652354, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.6711935766615738], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11886451111749415], [0.04671916174652668, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.7327644361000683], [0.014395969069328454, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.18789474102670053], [0.04493790306826458, 0.0, 0.0, 0.0]]"
"[[['sin', '', '', 'sigm'], ['**0.228', '', '', ''], ['log', '', '', ''], ['', '', '', '']]]","[[0.04270715552858991, 0.02104957041986476, 0.2433520983409296, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.04036340253827436, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.1381732024495559, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0020634446386059773, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.1406869316568163, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.009558601424708156, 0.0, 0.0, 0.0]]","[[0.00709776190253196, 0.023295646035685527, 0.1758383692801581, 0.0], [0.0, 0.006836576832197435, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.004213625561651286]]"
"[[['', '', '', ''], ['', '', '', ''], ['', '', '', 'sin'], ['sigm', '0.016', '', '']]]","[[0.0, 0.0, 0.0, 0.016689687949050364], [0.0, 0.0, 0.0, 0.00032258094976154783], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.25167827733748593, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.17181972715555457, 0.0]]","[[0.0, 0.0, 0.0, 0.006803708856685852], [0.0, 0.0, 0.0, 0.0], [0.009823668964142534, 0.003015259586262269, 0.0, 0.00424852310451953], [0.0, 0.0, 0.1820964152133757, 0.0]]","[[0.0, 0.0011962843646335306, 0.0, 0.012885664523363123], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.172537104286791, 0.0]]"
"[[['', '**0.137', '', ''], ['log', '', '', ''], ['**0.495', 'sigm', '', ''], ['', '', '', '']]]","[[0.0, 0.7061293141963951, 1.2485707390534424, 0.0], [1.1742427248073637, 0.0, 0.09835935937476495, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.21605666644158267, 0.6702847336630592, 0.0], [0.3801039748207949, 0.0, 0.007818311941998259, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.29395377407878914, 0.6609047844377768, 0.0], [0.41522692375101167, 0.0, 0.008934506173869485, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.350821306287806, 0.6820780039035196, 0.0], [0.44718414111406807, 0.0, 0.028033130786258485, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['**0.405', '', '', ''], ['', '**0.326', '', ''], ['cos', 'sigm', '', '']]]","[[0.0, 0.8236543677918154, 0.0, 0.005513906665171568], [0.0, 0.0, 1.232001319255521, 0.12323146925912462], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.35196871517373046, 0.0, 0.0], [0.0, 0.0, 0.7245897802419352, 0.04186518028138993], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.42397810153344906, 0.0, 0.0], [0.0, 0.0, 0.739613417794412, 0.06272630190293019], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.5071887877876993, 0.0, 0.0], [0.0, 0.0, 0.762888956693951, 0.09627112675538932], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['', '', '', ''], ['', 'cos', 'log', ''], ['', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.01688523669909912, 0.0], [0.0, 0.0, 1.2593594355490219, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6941775336336006, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7662797278954794, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8097253191108654, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['log', '', '', 'log'], ['', '', '', ''], ['', '', 'sigm', 'tanh'], ['', '', 'sigm', '']]]","[[1.7171614989137562, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.012904555022353112, 0.02253072694318345], [0.6286294746345833, 0.0, 0.1485613833643767, 0.0]]","[[0.7978647812775755, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.07307502043678478, 0.0, 0.0697127526920253, 0.0]]","[[0.9000239683947059, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.15669017039700697, 0.0, 0.08475274326059372, 0.0]]","[[1.0386551709074339, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.01618128194261933], [0.19941191177684034, 0.0, 0.07177960664767986, 0.0]]"
"[[['', 'tanh', '', ''], ['', '', '', ''], ['', '', '', 'tanh'], ['', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.32985648080425656, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.32260526139578233, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.227136846566406, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.23291067993436276, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.22703689557996445, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24809474064671383, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.24169776805103438, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.27751485593129904, 0.0]]"
"[[['tanh', '', 'tanh', ''], ['', '**0.383', '', ''], ['', '**0.388', 'tanh', ''], ['', '', '', '']]]","[[0.006496756070823688, 0.0, 0.0, 0.0], [0.0, 0.09838159126567289, 0.10371602169098769, 0.0], [0.0046919993548553115, 0.0, 0.002656447613641873, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.061361790252189075, 0.05903526499425147, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.07562052935252163, 0.06656782060706833, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.06992628638773038, 0.06937297275150944, 0.0], [0.0, 0.0, 0.00044988491512762223, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', 'tanh', ''], ['', '', '', ''], ['', '', '-0.002', ''], ['', '0.287', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.034921099389236654], [0.3318165306118783, 0.0, 0.00013233365936251998, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.002176823990054213], [0.24981116268380674, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.020932155150053356], [0.2690150535542604, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.002599501543453754, 0.0, 0.028642457672037616], [0.2861138190299684, 0.0, 0.0036732723020925675, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['log', '', '', 'log'], ['', '-0.032', '', 'sin'], ['', '0.311', '', '']]]","[[0.0, 1.49698054853246, 0.0, 0.0], [0.0, 0.0, 0.021416946191329275, 0.7645348176471183], [0.0, 0.0, 0.0, 0.0], [0.0, 1.349792921485778, 0.4716476858745083, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.49498305037933255], [0.0, 0.0, 0.0, 0.0], [0.0, 0.15599608096435172, 0.2577311034061162, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.5302442082085429], [0.0, 0.0, 0.0, 0.0], [0.0, 0.1876647145857242, 0.30750460218084, 0.0]]","[[0.0, 0.02863131310694478, 0.0, 0.0], [0.0, 0.0, 0.0, 0.5606147106568503], [0.0, 0.0, 0.0, 0.0], [0.0, 0.21876873001990715, 0.3486873085036264, 0.0]]"
"[[['', '', '', ''], ['', '', 'log', '**0.444'], ['', 'sigm', 'tanh', ''], ['', '', '0.105', 'log']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24442084732984132, 0.0], [0.0, 0.39221440763681503, 0.0900337373593397, 0.008926528661638226], [0.0, 1.3084668826883818, 0.0, 1.6005037010226633]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11388922226738753, 0.0], [0.0, 0.11939172336901717, 0.015110523262537687, 0.0], [0.0, 0.6085580214466252, 0.0, 0.6828965016454541]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11738560108837874, 0.0], [0.0, 0.1632965204571921, 0.021836832142255062, 0.0], [0.0, 0.6459907716112802, 0.0, 0.7736335658348098]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.15238109379059536, 0.0], [0.0, 0.22729822174547526, 0.011340493741791182, 0.0], [0.0, 0.7065938353923139, 0.0, 0.8935131129079769]]"
"[[['', 'cos', '', ''], ['', 'cos', '', 'sigm'], ['', 'cos', '', 'log'], ['tanh', '', '', 'log']]]","[[0.0, 0.0, 0.0, 0.5737994267957858], [0.6429368963209492, 0.7000442389352441, 0.6603936319836688, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.3119366177615555, 1.562648984345517, 1.5418778147485095]]","[[0.0, 0.0, 0.0, 0.0], [0.17270504898422434, 0.18693097053453825, 0.0004930833518667012, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.321383067959421, 0.32469131393066486]]","[[0.0, 0.0, 0.0, 0.0031022231433871375], [0.17987522095004832, 0.22067869361448253, 0.039702994669454955, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4181655781358184, 0.40182380644216975]]","[[0.0, 0.0, 0.0, 0.03132964680623908], [0.21647915380560304, 0.2445875228679433, 0.0817902328435077, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.006167833134288601, 0.5301993689041645, 0.5222185216417179]]"
"[[['', 'log', '', 'log'], ['', '', '', ''], ['tanh', '', '**0.248', ''], ['', '', 'log', 'log']]]","[[0.0, 0.0, 0.3028852754166829, 0.0], [1.4758607335558929, 0.0, 0.0, 0.0], [0.0, 0.0, 0.02981042301088289, 0.2912627087750861], [1.5001427504421132, 0.0, 0.0, 1.5247559549596945]]","[[0.0, 0.0, 0.013125537462119233, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.15607997609871957, 0.0, 0.0, 0.5609049882085386]]","[[0.0, 0.0, 0.06733271695399981, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.16543512232241586, 0.0, 0.0, 0.645962705548202]]","[[0.0, 0.0, 0.12975903516377232, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03385470095834247], [0.1863981744476265, 0.0, 0.0, 0.7276108335092284]]"
"[[['cos', '', '', 'sin'], ['', '', 'sin', 'log'], ['sigm', '', '', ''], ['', 'cos', 'sigm', '']]]","[[0.611332053679811, 0.0, 0.05969005727090986, 0.0], [0.0, 0.0, 0.0, 0.43033799743254064], [0.0, 0.22666265038394173, 0.0, 0.017840386170176383], [0.1711746636525165, 0.7211767274316554, 0.0, 0.0]]","[[0.40380357209972295, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2849928408061864], [0.0, 0.04309212809459325, 0.0, 0.0], [0.03227787378602821, 0.3526330184423151, 0.0, 0.0]]","[[0.4179987617153648, 0.0, 0.011082975445797541, 0.0], [0.0, 0.0, 0.0, 0.30676078823892255], [0.0, 0.07623461934815264, 0.0, 0.0], [0.054981967175428983, 0.40617149066261543, 0.0, 0.0]]","[[0.45325256489695454, 0.0, 0.006008170461291454, 0.0], [0.0, 0.0, 0.0, 0.31864563618786373], [0.0, 0.07452314819904496, 0.0, 0.0], [0.10324181386723406, 0.44037528671185283, 0.0, 0.0]]"
"[[['**0.947', '', '', ''], ['tanh', '', '', 'sin'], ['', '', '', ''], ['', '', '', '']]]","[[1.622545044168021, 1.1340091607467562, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.3113008744532668, 0.0, 0.0]]","[[0.7289991570597215, 0.19344726127658163, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.12267422374537681, 0.0, 0.0]]","[[0.7828050466362103, 0.22677117424837637, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.1698853162984011, 0.0, 0.0]]","[[0.8085144068023445, 0.26254179669236616, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.198563225577339, 0.0, 0.0]]"
"[[['', '', '', ''], ['', '', '', ''], ['', '', '', ''], ['', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.01169104173452007, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[['sigm', '', '', '**0.867'], ['0.154', '', '0.587', ''], ['', '', '', ''], ['sigm', 'sin', '', '']]]","[[0.011071195331946906, 0.04005502206253273, 0.0, 0.009856726969199654], [0.0, 0.0, 0.0, 0.39029213368605054], [0.0, 0.14861679674973663, 0.0, 0.0], [0.4901969632143045, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2940812763121911], [0.0, 0.08142026379795224, 0.0, 0.0], [0.3852522523777979, 0.0, 0.0, 0.0]]","[[0.0, 0.01105986404746396, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3433001275993282], [0.0, 0.10631657606567431, 0.0, 0.0], [0.4014247903622333, 0.0, 0.0, 0.0]]","[[0.0, 0.004612123622472247, 0.0, 0.0], [0.0, 0.0, 0.024117214043859043, 0.37702541767017556], [0.0, 0.13273691989295291, 0.0066131317074859895, 0.0], [0.4359293093584933, 0.0, 0.0, 0.0]]"
"[[['log', '', '', ''], ['', '', '', '**0.098'], ['', 'sin', '', ''], ['', 'tanh', '0.073', '']]]","[[1.6449636709510063, 0.0, 0.0, 0.0], [0.0, 0.0, 1.2059615888042743, 1.069772527746623], [0.0, 0.0, 0.0, 0.022401510058719945], [0.0, 1.3613296284600824, 0.0, 0.0]]","[[0.732073832318216, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6208658438202653, 0.5982972343268468], [0.0, 0.002564801647759772, 0.0, 0.0], [0.0, 0.012698572841014394, 0.0, 0.0]]","[[0.8730273840031659, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5908091060705934, 0.5736290711601857], [0.0, 0.0, 0.0, 0.0], [0.0, 0.003901874010959243, 0.0, 0.0]]","[[0.9732984953804487, 0.0, 0.0, 0.0], [0.0, 0.0, 0.59339914641721, 0.5484370747331283], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
