coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.30725932566303615, 0.0, 1.4347759191386151, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1692880881677315, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6071898865837543, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.018375854453501993, 0.0, 0.009849891831373902, 0.0, 0.0], [0.032662413475211885, 0.00840753032733527, 0.0, 0.0, 0.009298117705456674, 0.013969735565608954], [0.0, 0.0, 0.10358696627986576, 0.0, 0.0, 0.0], [0.0016216035952218502, 0.0, 0.0, 0.006827542601871875, 0.0, 0.0], [0.0, 0.0, 0.550608852245713, 0.0, 0.0, 0.0], [0.008118465301289316, 0.0, 0.0, 0.0, 0.0013069392639517795, 0.01577128528582383]]","[[0.0, 0.018375854453501993, 0.0, 0.009849891831373902, 0.0, 0.028695636940512467], [0.032662413475211885, 0.0, 0.0, 0.0, 0.009298117705456674, 0.013969735565608954], [0.0, 0.0007666378264611453, 0.10358696627986576, 0.0, 0.0, 0.01442261283194794], [0.0016216035952218502, 0.0, 0.0, 0.006827542601871875, 0.0, 0.0], [0.0, 0.015332600161689254, 0.550608852245713, 0.0, 0.0, 0.0035993856180509313], [0.008118465301289316, 0.0, 0.0, 0.0, 0.0013069392639517795, 0.0]]","[[0.0, 0.018375854453501993, 0.0, 0.009849891831373902, 0.0, 0.0], [0.032662413475211885, 0.00840753032733527, 0.0, 0.0, 0.009298117705456674, 0.013969735565608954], [0.0, 0.0, 0.10358696627986576, 0.0, 0.0, 0.0], [0.0016216035952218502, 0.0, 0.0, 0.006827542601871875, 0.0, 0.0], [0.0, 0.0, 0.550608852245713, 0.0, 0.0, 0.0], [0.008118465301289316, 0.0, 0.0, 0.0, 0.0013069392639517795, 0.01577128528582383]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.6648305064342181, 0.0], [0.0, -0.13710002217294598, 2.5381005356885726, 0.0, -1.781678048429704, 0.0], [0.0, 0.25578911902904583, 0.0, 0.0, -0.2684524421357121, -0.45683086875705564], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.010761970463343132, 0.039367160165919284, 0.0], [0.0, 0.0, 0.0, 1.7250423233120726, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7764404990451436, 0.8097883599205281, 0.049647086837252816, 0.0], [0.0, 0.0, 0.0, 0.0, 0.10864194920754495, 0.0]]","[[0.005111059207523433, 0.0, 0.0, 0.0, 0.0, 0.04289945413404007], [0.0, 0.0, 0.0, 0.0, 0.0, 0.004853823535701338], [0.0, 0.0, 0.0, 0.7816732640805519, 0.0, 0.011135645452527675], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.36649797531039074, 0.10872842211506713, 0.015287561074176292, 0.0], [0.00907517627180123, 0.0, 0.0, 0.0, 0.09372833143815198, 0.0]]","[[0.005111059207523433, 0.010760650332078495, 0.0, 0.0, 0.0, 0.04289945413404007], [0.0, 0.0, 0.0, 0.0, 0.0, 0.004853823535701338], [0.0, 0.0, 0.0, 0.7882119447335898, 0.0, 0.011135645452527675], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3725309653972781, 0.09853399648433217, 0.015287561074176292, 0.0], [0.00907517627180123, 2.9025423715755517e-05, 0.0, 0.0, 0.09372833143815198, 0.0]]","[[0.005111059207523433, 0.0, 0.0, 0.0, 0.0, 0.04289945413404007], [0.0, 0.0, 0.0, 0.0, 0.0, 0.004853823535701338], [0.0, 0.0, 0.0, 0.781673264080552, 0.0, 0.011135645452527675], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3664979753103909, 0.10872842211506716, 0.015287561074176295, 0.0], [0.00907517627180123, 0.0, 0.0, 0.0, 0.09372833143815198, 0.0]]"
"[[[0.3423164637844057, 0.0, 0.0, 1.6116738418734315, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -2.2653083628151562, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.18662415816124553, 0.0, -1.0510986828706739, 0.0, -0.8348949732727738, 0.0], [0.0, 0.0, -1.4014666291665128, 0.0, 0.0, 0.0], [0.5079028630777814, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.4525976926146346, 0.0, 0.0, 0.17581799581993415, 0.0, 0.7216793903086453], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3853043995106931, 0.5629037296464157, 0.0], [1.303152165445903, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.4505988943548604, 0.0, 0.5444058353836918, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.04857342262969098, 0.0, 4.237878065641457e-05, 0.0, 0.0, 0.4836155043667033], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.08957770253092484, 0.5341386445879344, 0.0], [0.3395426696602277, 0.0, 0.010033162950294156, 0.0, 0.0, 0.0], [0.0, 0.7676553550144696, 0.020799761310004664, 0.19148983468192654, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.04857342262969098, 0.0, 4.237878065641457e-05, 0.0, 0.0, 0.5058558686619459], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.18200703446915625, 0.5341386445879344, 0.0], [0.4359748921841409, 0.0, 0.010033162950294156, 0.0, 0.0, 0.0], [0.0, 0.7676553550144696, 0.020799761310004664, 0.3376610291380395, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.048573422629691054, 0.0, 4.237878065641457e-05, 0.0, 0.0, 0.4836155043667032], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.08957770253092484, 0.5341386445879344, 0.0], [0.3395426696602277, 0.0, 0.010033162950294156, 0.0, 0.0, 0.0], [0.0, 0.7676553550144696, 0.020799761310004664, 0.1914898346819264, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 1.009817568692056, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.8508976301332187, 0.0, 0.0, 0.2889035602135675], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.37209598654569515], [0.9979151468963219, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.8811503576736051, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.6975047061427303, 0.0], [0.5667247086280969, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.23918598781935105, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.7815601879880903], [0.0, 0.12201362538561804, 0.0, 0.21391674801537985, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.5929580837055425, 0.0], [0.38684415293162894, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.17546049799022737, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.007810867930949404, 0.0, 0.0, 0.7500880601695817], [0.0, 0.06567461064008011, 0.0, 0.17414265873340432, 0.0, 0.0]]","[[0.0, 0.0, 0.0042992500987611435, 0.0, 0.6820945681142292, 0.0], [0.5353587551040837, 0.0, 0.01011591791634442, 0.0, 0.0, 0.0], [0.0, 0.17546049799022737, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.026408709711809853, 0.0, 0.0, 0.0], [0.0, 0.0, 0.007810867930949404, 0.0, 0.0, 0.7500880601695817], [0.0, 0.06567461064008011, 0.009987219420172722, 0.2178060762320018, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.5929580837055425, 0.0], [0.38684415293162894, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.17546049799022737, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.007810867930949404, 0.0, 0.0, 0.7500880601695817], [0.0, 0.06567461064008011, 0.0, 0.17414265873340432, 0.0, 0.0]]"
"[[[0.0, 0.5649803172788733, 0.0, 0.11478885444674404, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9920804844858475, 0.0, 0.0, 0.3678605312583255, 0.0], [0.0, 0.0, -0.9809991420250672, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8957762254119209, 0.9050160908304946, 0.0], [0.0, 0.0, -0.8507090726004318, 0.21663927781817255, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.12013255560834611, 0.0, 0.31551134155713667, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7386377686101815, 0.0, 0.6158144414842949], [0.022516240370300727, 0.0, 0.0, 0.0, 0.7413466859603325, 0.1105012509443517], [0.0, 0.0, 0.38165435431637884, 0.0, 1.0861978140864126, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.060140989278611695, 0.0008016230267116958, 0.14951934747468495, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.39224729981085227, 0.0, 0.3006882992909389], [0.0, 0.0, 0.0, 0.0, 0.20834120408124135, 0.0], [0.0, 0.0, 0.1732574741879187, 0.0, 0.6906670880344357, 0.0], [0.0, 0.01487615066861548, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.10886910602202586, 0.0, 0.16975654585539499, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.46759385138493337, 0.0, 0.3250739757541216], [0.0, 0.0, 0.0, 0.0, 0.2867078766435852, 0.0], [0.0, 0.0, 0.17107357101604959, 0.0, 0.8903987885358076, 0.0], [0.0, 0.003946042505255956, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.060140989278611716, 0.0008016230267116988, 0.149519347474685, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.39224729981085227, 0.0, 0.300688299290939], [0.0, 0.0, 0.0, 0.0, 0.2083412040812414, 0.0], [0.0, 0.0, 0.17325747418791876, 0.0, 0.6906670880344356, 0.0], [0.0, 0.01487615066861548, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0, -0.5479642022675403], [0.0, -0.6027731811631617, 0.0, 1.1473072070446093, 0.16944370426334113, 0.0], [0.28660680426544866, 0.0, 0.0, 1.6909684806652714, 0.0, 0.0], [0.0, 0.0, 0.0, -0.7566529052939688, -2.346840692418548, -1.0597804372392834], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.6896260934245008, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.05614422040850774, 0.0, 0.0, 0.2503137379694967], [0.0, 1.80709330716606, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.6086282859889545, 1.9724020649426612, 1.2120306776070768, 0.0, 0.0], [0.0, 0.012131167433759128, 0.0, 0.9051950114133732, 0.0, 0.0], [0.16575654207170434, 0.0, 0.0, 0.48245879509819445, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.09035701918321004], [0.0, 0.5183166003513486, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.6763962016331401, 0.877427747995598, 0.21111939237546568, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05756358337085695, 0.0017837326189630816, 0.0], [0.05707901600848216, 0.0, 0.0, 0.003985642498776465, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.22005106232595792], [0.0, 0.4960629929846381, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.6071273992502543, 0.8382720417066157, 0.21111939237546568, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05756358337085695, 0.0017837326189630816, 0.0], [0.16499855952562614, 0.0, 0.0, 0.003985642498776465, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.09035701918321001], [0.0, 0.5183166003513486, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.6763962016331401, 0.8774277479955982, 0.21111939237546573, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05756358337085695, 0.0017837326189630816, 0.0], [0.05707901600848213, 0.0, 0.0, 0.003985642498776441, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.7982765423547405, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3582382232877663, 0.0], [0.0, -0.5753837098986123, 0.0, 0.0, 0.0, -0.47803558939942703], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.3170713811606845, -0.24211612644620245, 0.0, 0.0, 1.148021535515563], [0.0, -0.6594509653738058, 0.0, 0.0, -0.11834415846350302, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.25058096059603263, 0.0, 0.7122515960411485, 0.28704686510936456], [0.0, 0.0, 0.0, 0.0, 0.05480903399005793, 0.0], [0.2965951287195276, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.30139614286626754, 0.0, 0.0, 0.0, 0.040669563367388355], [0.0, 0.0, 0.19672800631345877, 0.0, 0.5848349390528256, 0.0]]","[[0.0, 0.0, 0.0, 0.0020404385052623123, 0.0, 0.0], [0.0, 0.0, 0.16478684557202591, 0.0, 0.4398181284664187, 0.20701994259588297], [0.0, 0.0, 0.0, 0.03210438510956294, 0.0, 0.0], [0.2386606003205123, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.13595370892581254, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.10059745666850185, 0.022617650445184434, 0.30755699568802275, 0.0]]","[[0.0, 0.0, 0.0, 0.0020404385052623123, 0.0, 0.0], [0.0, 0.0, 0.17957239218201146, 0.0, 0.4643600262297539, 0.21940835603528344], [0.0, 0.0, 0.0, 0.03210438510956294, 0.0, 0.0], [0.2692666190597958, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.13595370892581254, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.13092192856820906, 0.022617650445184434, 0.31790263846840017, 0.0]]","[[0.0, 0.0, 0.0, 0.0020404385052623123, 0.0, 0.0], [0.0, 0.0, 0.16478684557202605, 0.0, 0.43981812846641877, 0.20701994259588297], [0.0, 0.0, 0.0, 0.03210438510956294, 0.0, 0.0], [0.2386606003205123, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1359537089258125, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.10059745666850184, 0.022617650445184434, 0.30755699568802275, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.28881084969671467, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8068616334348092, 0.21558904914310445, 0.0, -0.9928542789050925, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -1.092970448633252, 0.0, 0.0, 0.5204840964355245, 0.0], [0.0, 1.0582899179890046, -2.599856146891292, 0.0, -0.7935010060891556, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2530242705047398, 0.0, 0.417584922323795, 0.3928230965894982], [0.0, 0.0, 0.12133896820392183, 0.0, 0.0, 1.8379654689310758], [0.05055313767235239, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6790362407831506, 0.0, 0.28719298285788164, 0.5405938877459668], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.012395948603790362, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.025853591914983463, 0.057841809303428575, 0.0, 0.29557697650065673, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.7179790437480431], [0.04991644577735369, 0.0, 0.0, 0.009656996253124774, 0.0, 0.0], [0.0, 0.0, 0.2512048184533551, 0.005609219342113762, 0.10327296625281697, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.016292104917921223, 0.0, 0.0, 0.022611033634671488, 0.0, 0.0], [0.0, 0.020478233284673877, 0.14345339799562956, 0.02577176214367406, 0.43161925578831795, 0.0], [0.0, 0.0, 0.0, 0.003071999422491246, 0.0, 0.8538814875533262], [0.04991644577735369, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3912936413770604, 0.005609219342113762, 0.24985580560856088, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.012395948603790362, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.025853591914983463, 0.057841809303428506, 0.0, 0.29557697650065673, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.7179790437480432], [0.04991644577735369, 0.0, 0.0, 0.009656996253124774, 0.0, 0.0], [0.0, 0.0, 0.25120481845335507, 0.005609219342113762, 0.10327296625281703, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.22805292920145834, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.6656213904703627, -0.49377010182423176, -0.17296471588378684, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.3310544639573205, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.18027028494678066, 0.7029438394368348, 0.0]]]","[[0.019962229021406944, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.7014170077463517, 0.0, 0.5128938869386818, 0.0, 0.0], [0.0, 0.27162796157593144, 0.0, 0.0, 0.0, 0.04732675466280193], [0.0, 0.018229822462808496, 0.0, 0.0, 0.0, 0.23166663655628025], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.028811807896279282, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.4667823320196379, 0.0, 0.4801355134273653, 0.030534721962932974, 0.0], [0.02951763636203535, 0.050747228884624976, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04178791851465204, 0.1681350695776645], [0.0, 0.0, 0.03279910609453256, 0.0, 0.0, 0.0]]","[[0.016086956805937944, 0.0, 0.07477564514560209, 0.0, 0.008183278372041433, 0.0], [0.0, 0.0, 0.04380490171247272, 0.0, 0.009933840521474111, 0.0], [0.027742709658131495, 0.4992405463457258, 0.0, 0.4070554399607099, 0.030534721962932974, 0.0], [0.02951763636203535, 0.021125220637514586, 0.04047531757643545, 0.0, 0.02100056769718593, 0.0], [0.0, 0.0, 0.04723810366946218, 0.0, 0.0, 0.1869237385101128], [0.002541405572352534, 0.0, 0.03279910609453256, 0.0, 0.009748133592231742, 0.0006328130083836744]]","[[0.028811807896279282, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.46678233201963787, 0.0, 0.4801355134273653, 0.030534721962932974, 0.0], [0.02951763636203535, 0.05074722888462495, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04178791851465204, 0.16813506957766455], [0.0, 0.0, 0.03279910609453256, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.36983607734335194, 0.0, 0.0, 0.0, -1.1634019838984586, 0.0], [1.225601356118309, 0.0, 0.0, -0.8475745395674353, 0.0, -2.1042290706105375], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.05441627350377294, 0.5072095551706541, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.399774264114767, 0.0, 0.0], [0.0, 0.0, 0.4291855761680973, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8146655842164328, 0.0, 0.0]]","[[0.0, 0.006975026809409525, 0.0, 0.1745645748700006, 0.004747839913062703, 0.0], [0.0, 0.011833687496418414, 0.0, 0.0, 0.0, 0.0], [0.0, 0.004731086864479115, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9755643552707629, 0.0, 0.0], [0.0, 0.01063576567916921, 0.3523495012164697, 0.0, 0.01637868334517433, 0.001398046266997345], [0.0, 0.0, 0.0, 0.40662010837843626, 0.0, 0.007481482835119905]]","[[0.0, 0.006975026809409525, 0.0, 0.1745645748700006, 0.0, 0.0], [0.00224997776060444, 0.011833687496418414, 0.0, 0.0, 0.0, 0.0], [0.009445962948138056, 0.004731086864479115, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7990508037148859, 0.0, 0.0], [0.005127890952393747, 0.01063576567916921, 0.40862790960632583, 0.0, 0.02171049832561477, 0.001398046266997345], [0.0, 0.0, 0.0, 0.32013783690003544, 0.0, 0.007481482835119905]]","[[0.0, 0.006975026809409525, 0.0, 0.1745645748700006, 0.004747839913062703, 0.0], [0.0, 0.011833687496418414, 0.0, 0.0, 0.0, 0.0], [0.0, 0.004731086864479115, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.975564355270763, 0.0, 0.0], [0.0, 0.01063576567916921, 0.35234950121646963, 0.0, 0.01637868334517433, 0.001398046266997345], [0.0, 0.0, 0.0, 0.40662010837843626, 0.0, 0.007481482835119905]]"
