coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[['', '', ''], ['', '', 'log'], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 1.5889013115934523, 0.0]]","[[0.0, 0.0, 0.023770294628695864], [0.0, 0.0, 0.0], [0.020978159888530686, 0.21404355197665828, 0.014332292763080855]]","[[0.0, 0.0, 0.023770294628695864], [0.0, 0.0, 0.0], [0.020978159888530686, 0.21404355197665828, 0.0]]","[[0.0, 0.0, 0.023770294628695864], [0.0, 0.0, 0.0], [0.020978159888530686, 0.21404355197665828, 0.014332292763080855]]"
"[[['tanh', '', ''], ['', '', ''], ['', '', '']]]","[[0.6719169101359797, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.6580112667545984, 0.002551236695935207, 0.023781392771339664], [0.0, 0.0, 0.019838331320197286], [0.0, 0.017339235533642385, 0.0]]","[[0.6580112667545984, 0.002551236695935207, 0.023781392771339664], [0.0, 0.0, 0.019838331320197286], [0.0, 0.017339235533642385, 0.0]]","[[0.6580112667545984, 0.002551236695935207, 0.023781392771339664], [0.0, 0.0, 0.019838331320197286], [0.0, 0.017339235533642385, 0.0]]"
"[[['log', '', 'sigm'], ['', '', ''], ['log', '', 'log']]]","[[1.5208429154329537, 0.0, 1.5337883590340942], [0.0, 0.0, 0.0], [0.39629625308143956, 0.0, 1.523717547078523]]","[[0.6910737747187021, 0.0, 0.4891470089371157], [0.0, 0.0, 0.0], [0.0, 0.0, 0.5410619137952429]]","[[0.6910737747187021, 0.0, 0.4891470089371157], [0.0, 0.0, 0.0], [0.0, 0.0, 0.5410619137952429]]","[[0.6910737747187021, 0.0, 0.4891470089371157], [0.0, 0.0, 0.0], [0.0, 0.0, 0.5410619137952429]]"
"[[['sin', '', '0.455'], ['', '', ''], ['', 'cos', 'sigm']]]","[[0.039889446663669344, 0.0, 0.0], [0.0, 0.0, 0.0008310675796528487], [0.11120141620513088, 0.0, 0.009989652722856337]]","[[0.04649654564892399, 0.0, 0.0], [0.0, 0.0, 0.02397026032337544], [0.1196929894324325, 0.019093082328377076, 0.03705930066289797]]","[[0.04649654564892399, 0.02371037034345392, 0.03321613001875427], [0.0, 0.0, 0.02397026032337544], [0.1196929894324325, 0.019093082328377076, 0.0]]","[[0.04649654564892399, 0.0, 0.0], [0.0, 0.0, 0.02397026032337544], [0.1196929894324325, 0.019093082328377076, 0.03705930066289797]]"
"[[['sigm', '', 'sigm'], ['tanh', 'tanh', ''], ['', '', '']]]","[[0.0023541401749214647, 0.05377528979947557, 0.0], [0.0, -3.723950864263767e-05, 0.0], [0.018063236521760874, 0.0, 0.0]]","[[0.0, 0.053433729737873324, 0.0], [0.0005241522013876204, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.048859131857367254, 0.0], [0.0005241522013876204, 0.0, 0.0], [0.0, 0.0, 0.014832439522140847]]","[[0.0, 0.053433729737873324, 0.0], [0.0005241522013876204, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['sigm', '', 'sigm'], ['cos', '**0.193', ''], ['-0.219', '', '']]]","[[0.013504189228550028, 0.31522363014210497, 0.021724344180353232], [0.0, 0.020710776067607496, 0.0], [0.025420994464186834, 0.0, 0.0]]","[[0.01687966381011881, 0.29322154782608556, 0.01696170637091227], [0.0, 0.036197869738922264, 0.0], [0.041052502296322776, 0.0, 0.02518502713687113]]","[[0.0, 0.29322154782608556, 0.01696170637091227], [0.0014176668541779193, 0.036197869738922264, 0.0], [0.041052502296322776, 0.0, 0.016597747099018127]]","[[0.01687966381011881, 0.29322154782608556, 0.01696170637091227], [0.0, 0.036197869738922264, 0.0], [0.041052502296322776, 0.0, 0.02518502713687113]]"
"[[['', '', ''], ['cos', '', ''], ['cos', 'sin', '']]]","[[0.0, 0.012652468381596496, 0.014858000516530464], [0.0, 0.0, 0.13848272787743865], [0.0, 0.0, 0.0]]","[[0.0, 0.020324837977071162, 0.0], [0.0, 0.0, 0.1421382418911452], [0.005325195405679019, 0.011955320543045487, 0.014088279371130108]]","[[0.0, 0.020324837977071162, 0.0], [0.0, 0.0, 0.1421382418911452], [0.005325195405679019, 0.011955320543045487, 0.014088279371130108]]","[[0.0, 0.020324837977071162, 0.0], [0.0, 0.0, 0.1421382418911452], [0.005325195405679019, 0.011955320543045487, 0.014088279371130108]]"
"[[['log', '', ''], ['sigm', '**0.457', ''], ['', '', '']]]","[[1.5857432962325384, 0.2538387141898555, 0.0], [0.0, 0.08903358015860267, 0.0], [0.0, 0.0, 0.0]]","[[1.2729302546241195, 0.1728210342146324, 0.0], [0.0, 0.03910731111838652, 0.0], [0.0, 0.0, 0.019708301230596324]]","[[1.2729302546241195, 0.1728210342146324, 0.0], [0.0, 0.03910731111838652, 0.0], [0.0, 0.0, 0.019708301230596324]]","[[1.2729302546241195, 0.1728210342146324, 0.0], [0.0, 0.03910731111838652, 0.0], [0.0, 0.0, 0.019708301230596324]]"
"[[['cos', '', ''], ['tanh', '', 'sigm'], ['', '', '']]]","[[0.21808375731023144, 0.2741538792018776, 0.0], [0.0, 0.0, 0.0], [0.0, 0.03571253930303364, 0.0]]","[[0.19637662202950174, 0.19603570790195066, 0.0], [0.0, 0.0, 0.0], [0.0, 0.008301918805433803, 0.0]]","[[0.21676131241012264, 0.19603570790195066, 0.0], [0.0, 0.0, 0.0], [0.0, 0.008301918805433803, 0.0]]","[[0.19637662202950174, 0.19603570790195066, 0.0], [0.0, 0.0, 0.0], [0.0, 0.008301918805433803, 0.0]]"
"[[['', '', ''], ['sin', 'log', ''], ['', '', '']]]","[[0.0, 0.3173443105949714, 0.0], [0.0, 1.5934370362013872, 0.0], [0.0, 0.0, 0.0]]","[[0.007243724935077808, 0.0893519468844679, 0.0015265960924560967], [0.0, 1.0963154236594592, 0.0], [0.0, 0.0, 0.0]]","[[0.007243724935077808, 0.06137172869992045, 0.0015265960924560967], [0.0, 0.9459781969274755, 0.0], [0.0, 0.0, 0.0]]","[[0.007243724935077808, 0.0893519468844679, 0.0015265960924560967], [0.0, 1.0963154236594592, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', 'sigm'], ['sin', '**0.660', ''], ['-0.554', '', 'tanh']]]","[[0.0, 0.32895985984105175, 0.15788956564582904], [0.0, 0.3005076442923558, 0.0], [0.03214955415723475, 0.0, 0.21249273354935644]]","[[0.018435649080293742, 0.2785823497053935, 0.1002501148400078], [0.0, 0.19792564878051397, 0.0], [0.07340279110715486, 0.0, 0.12189362749449563]]","[[0.0, 0.3203358848155986, 0.15330912731565854], [0.018440342677867858, 0.28701523281813807, 0.0], [0.07340279110715486, 0.0, 0.2045898932791816]]","[[0.018435649080293742, 0.2785823497053935, 0.1002501148400078], [0.0, 0.1979256487805139, 0.0], [0.07340279110715486, 0.0, 0.12189362749449563]]"
"[[['log', '', 'sigm'], ['', '', ''], ['sigm', '', '']]]","[[1.5715386936197568, 0.0, 0.2817582250807322], [0.0, 0.0, 0.0], [0.05606869212365939, 0.0, 0.0]]","[[1.1460254981933038, 0.0, 0.230672911585355], [0.0, 0.0, 0.0], [0.0, 0.005337922847492776, 0.008141524713011694]]","[[1.0549128317517047, 0.0, 0.230672911585355], [0.0, 0.0, 0.0], [0.0, 0.005337922847492776, 0.008141524713011694]]","[[1.1460254981933038, 0.0, 0.230672911585355], [0.0, 0.0, 0.0], [0.0, 0.005337922847492776, 0.008141524713011694]]"
"[[['', '', '-1.004'], ['', 'sin', 'tanh'], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.7964710406476536, 0.0], [0.33391244512450324, 0.31127729316717, 0.0]]","[[0.0, 0.0, 0.02375865569072699], [0.0, 0.6794505864171081, 0.0], [0.31285931796581434, 0.2150394748921208, 0.0]]","[[0.0, 0.0, 0.02375865569072699], [0.0, 0.7240324671987788, 0.0], [0.31285931796581434, 0.25107799566273376, 0.0]]","[[0.0, 0.0, 0.02375865569072699], [0.0, 0.679450586417108, 0.0], [0.31285931796581434, 0.2150394748921208, 0.0]]"
"[[['', 'cos', 'tanh'], ['', 'sin', ''], ['sigm', 'cos', '']]]","[[0.0, 0.0, 0.003981501263699816], [0.18073167700384207, 0.7331124777282841, 0.1316463420009643], [0.021465083354252366, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.09362986856347569, 0.6509495168424229, 0.08480003753077352], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.09362986856347569, 0.7146666677877785, 0.08480003753077352], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.09362986856347569, 0.6509495168424226, 0.08480003753077352], [0.0, 0.0, 0.0]]"
"[[['cos', '', 'log'], ['', 'sin', ''], ['tanh', '-0.312', '']]]","[[0.7724933982558977, 0.0, 0.9805713512835296], [0.0, 0.797988786639482, 0.1969188303002184], [1.5063582647729565, 0.0, 0.0]]","[[0.14197080628617767, 0.0, 0.7465628373284848], [0.0, 0.7437482348649512, 0.056553121305043696], [0.6183888332157864, 0.0, 0.0]]","[[0.14197080628617767, 0.0, 0.7101493863749733], [0.0, 0.7437482348649512, 0.056553121305043696], [0.6183888332157864, 0.0, 0.0]]","[[0.14197080628617767, 0.0, 0.7465628373284848], [0.0, 0.7437482348649512, 0.056553121305043696], [0.6183888332157864, 0.0, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', 'sin', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.3652346794754397], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.027906256174254136, 0.32156638881705724], [0.0, 0.0, 0.0]]","[[0.008313135687355418, 0.0, 0.0], [0.0, 0.027906256174254136, 0.32156638881705724], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.027906256174254136, 0.32156638881705724], [0.0, 0.0, 0.0]]"
"[[['', 'sigm', 'sigm'], ['log', 'sin', ''], ['sigm', '', 'log']]]","[[0.0, 0.7639947601938611, 0.035011346044549384], [0.22818911600477684, 0.9652877330325556, 0.0], [0.2517646616699277, 0.0, 1.493042257423396]]","[[0.0, 0.3679361848800708, 0.0], [0.08891494973919856, 0.5852825771352721, 0.0], [0.14492569391426796, 0.0, 1.0312957945576886]]","[[0.0, 0.3679361848800708, 0.0], [0.08891494973919856, 0.5852825771352721, 0.0], [0.14492569391426796, 0.0, 1.0978221309221432]]","[[0.0, 0.3679361848800708, 0.0], [0.08891494973919856, 0.5852825771352721, 0.0], [0.14492569391426796, 0.0, 1.0312957945576886]]"
"[[['', '', ''], ['', 'sin', 'tanh'], ['**0.527', '**0.470', '']]]","[[0.0, 0.0, 0.6621114121702977], [0.0, 0.06138782549412783, 0.07695142110231591], [0.0, 0.19156016480975244, 0.0]]","[[0.0, 0.0, 0.49215963891214953], [0.0, 0.025830715956432885, 0.0], [0.018797863031015365, 0.1624955922238712, 0.0]]","[[0.0, 0.0, 0.526168709177778], [0.007415187275137173, 0.025830715956432885, 0.0], [0.018797863031015365, 0.1624955922238712, 0.0]]","[[0.0, 0.0, 0.49215963891214953], [0.0, 0.025830715956432885, 0.0], [0.018797863031015365, 0.1624955922238712, 0.0]]"
"[[['', '', ''], ['', 'sin', 'log'], ['sin', '', '']]]","[[0.0, 0.0, 0.3178195612939369], [0.0, 0.9082060716041457, 0.0], [0.0, 1.500373501947941, 0.0]]","[[0.0, 0.0, 0.29623555996929657], [0.0, 0.01639682312925917, 0.0], [0.0, 0.341165969876645, 0.0]]","[[0.0, 0.0, 0.29623555996929657], [0.0, 0.01639682312925917, 0.0], [0.0, 0.341165969876645, 0.0]]","[[0.0, 0.0, 0.29623555996929657], [0.0, 0.01639682312925917, 0.0], [0.0, 0.341165969876645, 0.0]]"
"[[['', 'tanh', 'sigm'], ['', 'cos', 'cos'], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.19225712851612026, 0.6296312328413067, 0.0], [0.03830544444164523, 0.005585850703633647, 0.0]]","[[0.0, 0.0, 0.0], [0.1241977202419455, 0.5555816353897906, 0.0], [0.0, 0.0, 0.0007593209235010691]]","[[0.0, 0.0, 0.0], [0.14524949753774555, 0.5989873125640784, 0.0], [0.0, 0.001129523627273956, 0.0329285622699241]]","[[0.0, 0.0, 0.0], [0.1241977202419455, 0.5555816353897906, 0.0], [0.0, 0.0, 0.0007593209235010691]]"
"[[['sin', '', 'sin'], ['', '', ''], ['', '', '']]]","[[0.8773046810640497, 0.0, 0.0], [0.0, 0.0, 0.0], [0.327460841666481, 0.0, 0.0]]","[[0.8396292118516018, 0.002491737461673658, 0.0], [0.0, 0.0, 0.0], [0.29617536216612655, 0.010955481069669058, 0.004552301228585664]]","[[0.8396292118516018, 0.002491737461673658, 0.0], [0.0, 0.0, 0.0], [0.29617536216612655, 0.010955481069669058, 0.004552301228585664]]","[[0.8396292118516018, 0.002491737461673658, 0.0], [0.0, 0.0, 0.0], [0.29617536216612655, 0.010955481069669058, 0.004552301228585664]]"
"[[['sigm', '**0.571', ''], ['sigm', '', ''], ['0.489', '', 'cos']]]","[[0.01038824334539048, 0.01187453534492546, 0.1360272805074556], [0.1678383979586109, 0.0, 0.0], [0.0, 0.0, 0.6382710529490057]]","[[0.0, 0.0, 0.11127575247449022], [0.12929857812988668, 0.0, 0.0], [0.0, 0.0, 0.6063574855204452]]","[[0.0, 0.0, 0.11127575247449022], [0.12929857812988668, 0.0, 0.0], [0.0, 0.0, 0.5363905829627905]]","[[0.0, 0.0, 0.11127575247449022], [0.12929857812988668, 0.0, 0.0], [0.0, 0.0, 0.6063574855204452]]"
"[[['', '-0.375', ''], ['', '', 'sin'], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.10126056462885544, 0.0, 0.0], [0.0, 0.3517465006436173, 0.0]]","[[0.0, 0.0, 0.001789415890158262], [0.09930968912700741, 0.021949093744371068, 0.02244297682569021], [0.0, 0.3411374181667924, 0.0]]","[[0.0, 0.0, 0.001789415890158262], [0.09930968912700741, 0.021949093744371068, 0.02244297682569021], [0.0, 0.3411374181667924, 0.0]]","[[0.0, 0.0, 0.001789415890158262], [0.09930968912700741, 0.021949093744371068, 0.02244297682569021], [0.0, 0.3411374181667924, 0.0]]"
"[[['', 'sin', '-0.164'], ['sigm', '', '**0.462'], ['', 'log', '']]]","[[0.0, 0.1584024722553011, 0.0], [1.0175293966931633, 0.0, 1.517836970330762], [0.23100412185852948, 1.1567332442633467, 0.0]]","[[0.0, 0.0, 0.0], [0.6952406786712108, 0.0, 0.6007852341407581], [0.0, 0.5569560836450438, 0.0]]","[[0.0, 0.0, 0.0], [0.6952406786712108, 0.0, 0.7474202711004634], [0.0, 0.5569560836450438, 0.0]]","[[0.0, 0.0, 0.0], [0.6952406786712108, 0.0, 0.6007852341407581], [0.0, 0.5569560836450438, 0.0]]"
"[[['tanh', '', '0.010'], ['sin', 'sin', ''], ['', 'sin', '0.168']]]","[[0.728672253433641, 0.751723632908674, 0.0], [0.0, 1.2760815072844809, 1.2263731725852407], [0.003583573049776766, 0.0, 0.19471195467259422]]","[[0.265094172899569, 0.2607893344605282, 0.0], [0.0, 0.08703068968959243, 0.11641286560361129], [0.0, 0.0, 0.0]]","[[0.265094172899569, 0.2607893344605282, 0.0], [0.0, 0.08703068968959242, 0.11641286560361129], [0.0, 0.0, 0.0]]","[[0.265094172899569, 0.2607893344605282, 0.0], [0.0, 0.08703068968959242, 0.11641286560361129], [0.0, 0.0, 0.0]]"
"[[['cos', '**0.217', ''], ['cos', '', 'cos'], ['', '', '']]]","[[0.5217482136633276, 0.5546950823330469, 0.0], [0.09106180940811487, 0.0, 0.0], [0.0, 0.014741000394851086, 0.0]]","[[0.3483180423270978, 0.38943176547607355, 0.0], [0.02229118196952775, 0.0052767299093741315, 0.0], [0.0, 0.0, 0.0]]","[[0.3483180423270978, 0.38943176547607355, 0.0], [0.02229118196952775, 0.0052767299093741315, 0.0], [0.0, 0.0, 0.0]]","[[0.3483180423270978, 0.38943176547607355, 0.0], [0.02229118196952775, 0.0052767299093741315, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['log', 'cos', ''], ['', 'tanh', '']]]","[[0.0, 1.4870576476370099, 0.0], [0.0, 0.9879745912658898, 0.31745277122510135], [0.0, 0.0, 0.0]]","[[0.0, 0.05622151294683688, 0.0], [0.0, 0.11915755581540356, 0.14521922405620122], [0.0010244168089040776, 0.0, 0.0]]","[[0.0, 0.16941878885735484, 0.0], [0.0, 0.0, 0.14521922405620122], [0.0010244168089040776, 0.0, 0.0]]","[[0.0, 0.05622151294683688, 0.0], [0.0, 0.11915755581540356, 0.14521922405620122], [0.0010244168089040776, 0.0, 0.0]]"
"[[['', 'sigm', 'cos'], ['', '', ''], ['', 'tanh', '**0.974']]]","[[0.0, 0.0, 0.0], [0.03486422280939955, 0.0, 0.33603433366118746], [0.9673811280781278, 0.0, 1.7502341150562735]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.1450172903117631], [0.2937534377377977, 0.0, 1.0074277525045396]]","[[0.0, 0.0005782255311713865, 0.0], [0.0, 0.011912449000916706, 0.1450172903117631], [0.3680826090802519, 0.0, 0.9155094291997575]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.1450172903117631], [0.2937534377377977, 0.0, 1.0074277525045396]]"
"[[['', '', ''], ['', 'cos', ''], ['', '', '**0.160']]]","[[0.0, 0.0, 0.0], [0.0, 0.21546485316160355, 0.0], [0.0, 0.0, 0.016774386537376222]]","[[0.0, 0.0, 0.01331582500407357], [0.002117670154335489, 0.21592108409439212, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.01331582500407357], [0.002117670154335489, 0.21592108409439212, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.01331582500407357], [0.002117670154335489, 0.21592108409439212, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', 'cos'], ['0.132', '', ''], ['', 'log', '']]]","[[0.0, 0.04197893738866745, 0.0], [0.0, 0.0, 1.5045524289822445], [0.9701485361785578, 0.0, 0.0]]","[[0.0, 0.006367125356880402, 0.0], [0.0, 0.0, 0.2401972118322474], [0.8271869051053415, 0.0, 0.0]]","[[0.0, 0.006367125356880402, 0.0], [0.0, 0.003205534620705401, 0.2401972118322474], [0.8271869051053415, 0.0, 0.0]]","[[0.0, 0.006367125356880402, 0.0], [0.0, 0.0, 0.2401972118322474], [0.8271869051053415, 0.0, 0.0]]"
"[[['-0.244', '', '-0.277'], ['', '', ''], ['', '', '']]]","[[0.04037642990626609, 0.0, 0.0], [0.0, 0.0, 0.0], [0.027995400989322187, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.006064846895630968, 0.01840113990297173], [0.009945596527799867, 0.03651768788847671, 0.0]]","[[0.012741153190454985, 0.0, 0.0], [0.0, 0.006064846895630968, 0.009933516213326601], [0.009945596527799867, 0.03651768788847671, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.006064846895630968, 0.01840113990297173], [0.009945596527799867, 0.03651768788847671, 0.0]]"
"[[['sin', '', 'cos'], ['', '', ''], ['', '', '']]]","[[0.0490921098828679, 0.0, 0.0], [0.0, 0.0, 0.0], [0.015698895898855158, 0.0, 0.0]]","[[0.06015377025258071, 0.00696962600446053, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.02494670213423462]]","[[0.06015377025258071, 0.0191699532803141, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.02494670213423462]]","[[0.06015377025258071, 0.00696962600446053, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.02494670213423462]]"
"[[['', '', 'sigm'], ['**0.087', 'log', ''], ['sigm', '', 'cos']]]","[[0.0, 0.09302127254514961, 0.02502473703249123], [0.0, 1.2247559550480243, 0.0], [0.07995695803780509, 0.0, 0.6547641924254227]]","[[0.0, 0.0, 0.0], [0.0, 0.7884907611928218, 0.0], [0.050377056273754856, 0.0, 0.5880514890469604]]","[[0.0, 0.0, 0.0], [0.0, 0.8824636767685071, 0.0], [0.050377056273754856, 0.0, 0.5880514890469604]]","[[0.0, 0.0, 0.0], [0.0, 0.7884907611928218, 0.0], [0.050377056273754856, 0.0, 0.5880514890469604]]"
"[[['', '', ''], ['', '', ''], ['', 'tanh', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.32556735970587697], [0.0, 0.0, 0.0]]","[[0.04559549460262334, 0.0, 0.0], [0.0, 0.003080142724210295, 0.3139029201140467], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.3139029201140467], [0.0, 0.0, 0.0]]","[[0.04559549460262334, 0.0, 0.0], [0.0, 0.003080142724210295, 0.3139029201140467], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['sin', '', 'log'], ['', '', 'sin']]]","[[0.0, 0.3122998517672706, 0.0], [0.0, 0.0, 0.0], [0.0, 1.4699929897655615, 0.7866126564225535]]","[[0.019526333887557017, 0.020997168144290177, 0.0], [0.0, 0.1463352042928708, 0.0], [0.0, 0.33200505435588706, 0.7920943436371471]]","[[0.019526333887557017, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.3683306032105672, 0.6009317164921245]]","[[0.019526333887557017, 0.020997168144290177, 0.0], [0.0, 0.1463352042928708, 0.0], [0.0, 0.33200505435588706, 0.7920943436371471]]"
"[[['', '-0.347', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.05504220610624008, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.01263065698254859, 0.0, 0.007331398068698232], [0.08569445869928648, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.007331398068698232], [0.08569445869928648, 0.0, 0.0], [0.0055029304592710045, 0.0, 0.0]]","[[0.01263065698254859, 0.0, 0.007331398068698232], [0.08569445869928648, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['tanh', 'log', ''], ['tanh', '', ''], ['', '', '']]]","[[0.2508136782909833, 0.3005116070350425, 0.0], [1.0342645705248146, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.11739809200893468, 0.24142361825379785, 0.0], [0.5962873706087368, 0.0, 0.010367687263320236], [0.0, 0.0, 0.0]]","[[0.11739809200893468, 0.24142361825379785, 0.0], [0.5962873706087368, 0.0, 0.010367687263320236], [0.0, 0.0, 0.0]]","[[0.11739809200893468, 0.24142361825379785, 0.0], [0.5962873706087368, 0.0, 0.010367687263320236], [0.0, 0.0, 0.0]]"
"[[['0.250', '', '-0.939'], ['sin', '', 'sigm'], ['', 'sigm', '']]]","[[0.060758722030296815, 0.38103146474193206, 0.0], [0.0, 0.0, 0.055266158112158195], [0.3180161893034726, 0.029507464311771987, 0.0]]","[[0.03818453667130767, 0.3332204470358128, 0.0], [0.0, 0.0, 0.03602827187522205], [0.2819898887946128, 0.0, 0.0]]","[[0.03818453667130767, 0.35862892143259156, 0.0], [0.0, 0.0, 0.04437513864921441], [0.2819898887946128, 0.0, 0.0]]","[[0.03818453667130767, 0.3332204470358128, 0.0], [0.0, 0.0, 0.03602827187522205], [0.2819898887946128, 0.0, 0.0]]"
"[[['', 'cos', ''], ['', '', ''], ['', 'sin', '']]]","[[0.0, 0.0, 0.0], [0.018153970763298857, 0.0, 0.3204822775044931], [0.0, 0.0, 0.0]]","[[0.0, 0.027645466367807212, 0.0], [0.07323645474729226, 0.0, 0.32236216307599774], [0.05111168892406217, 0.01747286750631432, 0.0018344636359727941]]","[[0.0, 0.027645466367807212, 0.0], [0.07323645474729226, 0.0, 0.32236216307599774], [0.05111168892406217, 0.01747286750631432, 0.0018344636359727941]]","[[0.0, 0.027645466367807212, 0.0], [0.07323645474729226, 0.0, 0.32236216307599774], [0.05111168892406217, 0.01747286750631432, 0.0018344636359727941]]"
"[[['', '**0.611', '0.445'], ['', '', 'tanh'], ['**0.849', '', 'sin']]]","[[0.0, 0.0, 0.5106910344930846], [0.20921847263777738, 0.0, 0.0], [0.4610432180310087, 0.035179006896676975, 0.6319419117654593]]","[[0.0, 0.0, 0.31298019144481426], [0.15578659311695436, 0.0, 0.0], [0.28797653977104787, 0.0, 0.42062129118452746]]","[[0.0, 0.0, 0.3521078958660932], [0.15578659311695436, 0.0, 0.0], [0.28797653977104787, 0.020515581211837032, 0.468502346246864]]","[[0.0, 0.0, 0.31298019144481426], [0.15578659311695436, 0.0, 0.0], [0.28797653977104787, 0.0, 0.42062129118452735]]"
"[[['', 'cos', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.01890568995506157, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.00478209718879104, 0.01142378744736293, 0.0], [0.02736528552272337, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.00478209718879104, 0.01142378744736293, 0.0], [0.02736528552272337, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.00478209718879104, 0.01142378744736293, 0.0], [0.02736528552272337, 0.0, 0.0]]"
"[[['', 'tanh', '0.270'], ['sigm', '', ''], ['tanh', 'cos', '']]]","[[0.0, 0.04248107933264716, 0.13966746680339837], [0.1753672031948409, 0.0, 0.18775908842678804], [0.06502278879656699, 0.0, 0.0]]","[[0.011186373148879129, 0.04392778787338392, 0.10701070710232871], [0.1542828953304902, 0.0, 0.16360790368794628], [0.019589415582221402, 0.0, 0.0]]","[[0.011186373148879129, 0.08054894741746861, 0.10701070710232871], [0.1542828953304902, 0.0, 0.16360790368794628], [0.019589415582221402, 0.013811467659509772, 0.0]]","[[0.011186373148879113, 0.04392778787338392, 0.10701070710232871], [0.1542828953304902, 0.0, 0.16360790368794628], [0.019589415582221402, 0.0, 0.0]]"
"[[['', 'sin', 'sigm'], ['cos', '', 'cos'], ['sin', '', '-0.304']]]","[[0.0, 0.507668876021798, 0.1620210526375092], [0.3790884097780835, 0.0, 0.0], [0.04084397943745552, 0.21488496848204117, 0.0853216473375939]]","[[0.0, 0.3929996953145739, 0.08372769221900833], [0.3025966132944175, 0.0, 0.0], [0.0, 0.13379802738503307, 0.0341037387029576]]","[[0.0, 0.3929996953145739, 0.13024760756981443], [0.32121107751635786, 0.0, 0.0], [0.0, 0.13379802738503307, 0.07206264689812604]]","[[0.0, 0.3929996953145739, 0.08372769221900833], [0.3025966132944175, 0.0, 0.0], [0.0, 0.13379802738503307, 0.0341037387029576]]"
"[[['', '', ''], ['', 'tanh', 'sin'], ['cos', '', '-0.356']]]","[[0.0, 0.0, 0.005193921937290422], [0.0, 0.04472218032940597, 0.0], [0.0, 0.241389093997727, 0.04411947610952666]]","[[0.013566823643759055, 0.0, 0.0], [0.0, 0.05514589980042091, 0.016727086073001666], [0.0, 0.22396791674337435, 0.04914145910932485]]","[[0.013566823643759055, 0.0, 0.021978812698262656], [0.0, 0.05514589980042091, 0.016727086073001666], [0.0, 0.22396791674337435, 0.015092944259752439]]","[[0.013566823643759055, 0.0, 0.0], [0.0, 0.05514589980042091, 0.016727086073001666], [0.0, 0.22396791674337435, 0.04914145910932485]]"
"[[['', '', ''], ['', 'sigm', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.02489167894196446, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0062476000347373925, 0.024582934661984975, 0.0], [0.016102070829670707, 0.0015422852333268771, 0.011649318204296093]]","[[0.0, 0.0, 0.0], [0.03731423214183692, 0.024582934661984975, 0.0], [0.016102070829670707, 0.0015422852333268771, 0.011649318204296093]]","[[0.0, 0.0, 0.0], [0.0062476000347373925, 0.024582934661984975, 0.0], [0.016102070829670707, 0.0015422852333268771, 0.011649318204296093]]"
