coefficients,di_exact,knn_subset_pairwise
"[[[0.0, 0.31185757921565865, 0.0], [-0.6169327739192031, 0.0, 0.0], [1.169925582795222, 0.3124886928569602, 0.0]]]","[[0.0, 0.17975529306272633, 0.4400235766969621], [0.05701348039744409, 0.0, 0.07897182355701264], [0.0, 0.0, 0.0]]","[[0.0, 0.18053443662655858, 0.3869354480068043], [0.06806001926127087, 0.0, 0.004581183381292094], [0.024755095030678728, 0.0, 0.0]]"
"[[[-0.6647297832722731, 0.0, 0.7669483769182982], [0.0, 0.0, 0.0], [0.0, 0.33026774349529436, 0.0]]]","[[0.40180892784447286, 0.0, 0.0], [0.0, 0.0, 0.04443871670659744], [0.22967885844849448, 0.0, 0.0]]","[[0.2830793753716384, 0.0176751568433615, 0.0], [0.02508661761058974, 0.0, 0.038842506675759406], [0.2254227652564844, 0.0, 0.0]]"
"[[[0.0, 0.9585759193350425, 0.4859277870744219], [0.0, 0.0, 0.0], [0.5116725604212333, 0.0, 0.0]]]","[[0.0, 0.0, 0.23453631467740121], [0.31541009691977745, 0.0, 0.0], [0.1488129809232382, 0.0, 0.0]]","[[0.0, 0.0, 0.2201692424720754], [0.2201754027801234, 0.016062450371533976, 0.0], [0.07290169246920886, 0.0, 0.011346447800298106]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.599744770295106, 0.23687485521267235], [-1.2063194199791443, -0.836066194894705, 0.0]]]","[[0.0, 0.0, 0.462718773487448], [0.0, 0.23411013158563695, 0.3979902010830523], [0.0, 0.07029040722237904, 0.0]]","[[0.0, 0.0, 0.22432595012097137], [0.0, 0.1484549837805408, 0.13840430038470117], [0.0, 0.01616524224617506, 0.0033109708838001462]]"
"[[[0.0, 0.0, -0.30506244665807675], [0.0, 0.0, 0.0], [0.4092264589588745, 0.0, 0.0]]]","[[0.0, 0.0, 0.11514142873453814], [0.0, 0.0, 0.0], [0.06554140702487826, 0.0, 0.0]]","[[0.03029483606355507, 0.011923819100128774, 0.11435510889154671], [0.0, 0.0, 0.0], [0.04340073582143716, 0.002740630749348219, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.7341367870026498, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.39475930704078277, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.025153110681627015], [0.007449711868169866, 0.3888767272119649, 0.006987849537222978], [0.025348295291131355, 0.0, 0.0]]"
"[[[0.0, 0.0, -0.7971950167922733], [-0.6387157656430844, 0.0, 0.5631013049303538], [0.0, 0.0, -0.3055903079726707]]]","[[0.0, 0.2944879169662825, 0.0], [0.0, 0.0, 0.0], [0.2913778369586691, 0.15770540221944448, 0.06543485034845806]]","[[0.0, 0.15304658996441678, 0.004346659216828258], [0.01875608794550149, 0.0, 0.0], [0.284975258491371, 0.026735310796842722, 0.04740516556278524]]"
"[[[0.0, -0.13270700721466147, 0.0], [0.0, 0.8648684087062579, 0.0], [0.0, 0.8608996936250443, 0.0]]]","[[0.0, 0.0, 0.0], [0.0365691411018548, 0.7164433946849572, 0.6861579399494194], [0.0, 0.0, 0.0]]","[[0.039620935434943154, 0.0, 0.0], [0.0, 0.708583997387696, 0.3502010040679838], [0.0, 0.0, 0.27582114270496266]]"
"[[[0.0, -1.1741161275766847, 0.0], [0.34540459282781005, -1.0343202124175217, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.23529359107814427, 0.0], [0.8296839743095841, 0.6553324571433597, 0.0], [0.0, 0.0, 0.0]]","[[0.18208669745728137, 0.11521792145958275, 0.0], [0.5679590585358107, 0.32426737475151096, 0.0], [0.0, 0.0, 0.025180566929997972]]"
"[[[-0.52602060375339, 0.22407020029526195, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.18647137721224585, 0.0, 0.0], [0.03027046024267647, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.188501922850757, 0.027895268578864693, 0.0], [0.03385585931075962, 0.0, 0.0], [0.002827809396186188, 0.0, 0.0]]"
"[[[0.19725551381254744, 0.0, 0.0], [0.0, 0.0, 0.0], [-0.31065235449336265, 0.0, 0.0]]]","[[0.02789879883395718, 0.0, 0.04429936051499685], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.012445868110178388, 0.0, 0.021948225915089065], [0.0008020183534532701, 0.0, 0.0], [0.02310575232449116, 0.0, 0.011471138399386073]]"
"[[[0.0, 0.0, 0.0], [-1.125534763830068, -0.8251514112908147, 0.0], [-0.5688584947799866, 0.0, 0.2248875506689094]]]","[[0.0, 0.39883004040083136, 0.11980264175662853], [0.0, 0.8516230994848377, 0.0], [0.0, 0.0, 0.026733301997498484]]","[[0.0, 0.31995490308893854, 0.101804617595344], [0.0, 0.530215851963092, 0.0], [0.029264132690220088, 0.0, 0.052994966640489236]]"
"[[[0.2486051867990508, 0.0, 0.0], [0.0, 0.0, 0.0], [-1.0359602872833342, 0.28587967203055464, 0.0]]]","[[0.025121370113398177, 0.0, 0.353539749227458], [0.0, 0.0, 0.039867090236959515], [0.0, 0.0, 0.0]]","[[0.03081116201686086, 0.0, 0.3123008673292631], [0.009296757491180214, 0.031041983157497254, 0.02906053881434095], [0.004349516512823533, 0.0, 0.0]]"
"[[[-0.7708284819123163, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.23594184295559717]]]","[[0.4621826797097307, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.013768627869998521]]","[[0.4868775073285368, 0.034140486225690075, 0.009201579416235367], [0.00010549486900824601, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, -1.535561874898143, 0.0], [0.0, 0.10826686953472466, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.6382570940453934, 0.011548570735046733, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.011090661870818024], [0.5820797126615893, 0.010523255420057128, 0.008427705937864035], [0.0014324085216171417, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, -0.613887506571761], [0.0, 0.0, 0.5783421927136935]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2326096832267379, 0.2189034342446454]]","[[0.0, 0.0, 0.0], [0.00845742234579212, 0.05791888509118479, 0.0], [0.004149191005765161, 0.13879574224589744, 0.21859104936500026]]"
"[[[0.0, 0.0, 0.7305446140960707], [0.0, -0.7287786712631722, -0.19055842036352136], [-0.5106006807509716, 1.4470736309311267, 0.0]]]","[[0.0, 0.0, 0.3787929421513149], [0.0, 0.3090122188637139, 0.7559211220138705], [0.7146208017528578, 0.10161481085353331, 0.0]]","[[0.013734006357043345, 0.0008065887367378637, 0.18671738226757967], [0.08404729863733465, 0.14362250833048062, 0.42306869420581994], [0.6788861405263658, 0.06568473397920628, 0.008755711936238707]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, -0.2668471339760837], [-0.38612320880651435, 0.2632651209286018, 0.0]]]","[[0.0, 0.0, 0.07210970012253816], [0.0, 0.0, 0.04664377463838118], [0.0, 0.033582907648929655, 0.0]]","[[0.0, 0.0, 0.07061808135389297], [0.00859792068158584, 0.0024760531835111912, 0.043288518631354946], [0.024860327055411243, 0.032030270420885514, 0.0]]"
"[[[0.0, 0.15573009109931094, 0.7911424843949938], [-0.3751522805629886, 0.0, 0.10822726259901866], [0.0, 0.2586772088348191, 0.0]]]","[[0.0, 0.10931059734317128, 0.0], [0.022028841001581208, 0.0, 0.04492343541116726], [0.2452234711486241, 0.005197210591203438, 0.0]]","[[0.0, 0.11623095106076864, 0.006258479337324902], [0.02240060293649751, 0.0, 0.059652302789285745], [0.2394052318078318, 0.02855874560566633, 0.0]]"
"[[[0.0, 0.0, 0.0], [1.5010320836274496, 0.0, -0.33341270699574543], [0.0, 0.8287549268133038, 0.4825311062505614]]]","[[0.0, 0.5848337719269656, 0.0], [0.0, 0.0, 0.6049571201922113], [0.0, 0.18560679272298133, 0.29121180366742044]]","[[0.0, 0.41950906459070664, 0.0017102622017893456], [0.03342344719777199, 0.0, 0.5826781921529246], [0.016535043295074887, 0.06256018297233006, 0.046146902421229624]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 2.0811007789581577], [0.0, 0.0, 0.7730646265601296]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 1.203279993323026, 0.4858637955698672]]","[[0.016637365594681288, 0.0, 0.0], [0.0, 0.3502796727402777, 0.0], [0.0, 0.6396960701553092, 0.47030292059975953]]"
"[[[-0.22042931566911, 0.0, 0.0], [-1.8170534835125212, 0.0, 0.0], [0.0, 0.17753086973519921, -0.3155887123199423]]]","[[0.027536673241316832, 0.7749509888223547, 0.0], [0.0, 0.0, 0.06798665947417713], [0.0, 0.0, 0.0570399266527152]]","[[0.028537533735961837, 0.6573619466496138, 0.0], [0.0, 0.028894383257156403, 0.07275873967023373], [0.0, 0.0, 0.043739255872631215]]"
"[[[0.0, 0.0, 0.0], [0.5666066765664245, 0.6042433039942156, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.1403232619695283, 0.0], [0.0, 0.3019537022023311, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.16949642860807881, 0.0072076093788833815], [0.007230367633465665, 0.1729593258527168, 0.0011569506223139381], [0.012281839102953555, 0.029392376721511747, 0.0]]"
"[[[0.0, 0.8536515255751408, 0.0], [-0.1495990222931261, 0.0, 0.0], [-0.9781949611938413, 0.0, 0.8783151738939265]]]","[[0.0, 0.019107029741639126, 0.456889015871922], [0.28152540257007685, 0.0, 0.0], [0.0, 0.0, 1.0750794935922128]]","[[0.0, 0.010281017321587418, 0.38393019782675625], [0.2928504406729061, 0.006819372446925778, 0.0005554597107133775], [0.0, 0.0, 0.6701858344421048]]"
"[[[0.0, 0.6730258150020982, 0.0], [-0.8349856263623229, 0.0, 0.0], [0.0, 0.9739220294676479, 0.6489214858707806]]]","[[0.0, 0.41223218851003723, 0.0], [0.38331584307374067, 0.0, 0.570357234768921], [0.0, 0.0, 0.5018641903411091]]","[[0.03580589777430723, 0.41117761770564437, 0.0], [0.3214551552039702, 0.0, 0.5033949280498694], [0.0, 0.07198859763398964, 0.16027989146302568]]"
"[[[0.39239747634917566, 0.0, 1.5908671738655982], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.25334314635825633, 0.0, 0.0], [0.0, 0.0, 0.0], [0.5990295652314118, 0.0, 0.0]]","[[0.1035114252006816, 0.0, 0.010113097947951054], [0.0, 0.0, 0.01010514930195585], [0.5214859776532984, 0.002764507770563441, 0.0]]"
"[[[0.0, -2.8285081781407175, 0.0], [0.0, 0.0, 0.0], [0.0, 0.662666998271669, -0.599343358638674]]]","[[0.0, 0.0, 0.0], [1.1173070075825728, 0.0, 0.21032496186285393], [0.0, 0.0, 0.33889902634595137]]","[[0.0, 0.034554063760991155, 0.0], [0.8529092831767932, 0.0, 0.19098691125215483], [0.0, 0.007201601826053304, 0.23988909673988956]]"
"[[[0.714258711766641, 0.0, 0.0], [0.0, 0.0, 0.0], [-0.9320001523653472, 0.0, -0.4936931321234782]]]","[[0.3549294654394484, 0.0, 0.5402052734849114], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2333177148806645]]","[[0.35472005971666115, 0.0, 0.43236931627757874], [0.0, 0.0, 0.0075027457064608324], [0.0, 0.0, 0.009904385966185099]]"
"[[[0.0, 0.33362096626628374, 0.0], [0.42760073465892995, 0.0, 0.0], [-0.8727786984038218, 0.0, 0.0]]]","[[0.0, 0.08774855320836601, 0.298481501479863], [0.0437057979594957, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0030674620028460784, 0.07534936195041715, 0.2848219138586232], [0.03470472714934683, 0.0, 0.0], [0.0, 0.0, 0.0068284030814821425]]"
"[[[0.0, 0.0, 1.9113453446773243], [0.9059054956124057, 0.11386692901080701, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.7845864536292613, 0.0], [0.0, 0.03446332043392919, 0.0], [0.7797557357374197, 0.0, 0.0]]","[[0.0, 0.7626358461405238, 0.0], [0.011885062535418517, 0.015931084476308584, 0.0], [0.6634903817019818, 0.0, 0.010976156108171726]]"
"[[[0.8364377595366249, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, -0.48708118913153653]]]","[[0.5374770668241177, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.14037125145759263]]","[[0.540566360583427, 0.0021307553151938847, 0.0], [0.0, 0.0, 0.012976979919477062], [0.0, 0.0232473653058268, 0.14994104453213813]]"
