coefficients,di_exact,knn_subset_pairwise
"[[[0.7587471015761497, 0.0, 0.0], [0.7699411930879971, 0.0, 0.8939123015022268], [0.0, 0.0, 0.0]]]","[[0.39714915939390616, 0.4223788415766678, 0.0], [0.0, 0.0, 0.0], [0.0, 0.28943905904689354, 0.0]]","[[0.3741561426843345, 0.21815071860058705, 0.005829242663762289], [0.009706939326526175, 0.03871679437654278, 0.0], [0.01646621676912414, 0.13594751192107588, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.8870378127877053, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.8013610243292023, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.007188764052363082, 0.787140062707489, 0.0], [0.0, 0.0, 0.03774874221865942]]"
"[[[0.0, 0.8039711426027891, -0.8192332996253866], [0.2867589571994802, -0.4145374142489091, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.10248835567569305, 0.0], [0.3748979057527544, 0.145886659363035, 0.0], [0.24449074846364008, 0.0, 0.0]]","[[0.01321804018825474, 0.06515277823084431, 0.0], [0.23249520307412716, 0.18422067585906038, 0.008336431987994757], [0.11438164198329757, 0.0, 0.0]]"
"[[[-0.470236009513958, 0.0, 0.0], [0.0, 0.0, 0.0], [-1.6150571511160674, 0.0, 0.0]]]","[[0.09864199125054447, 0.0, 0.710505843783173], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.010020890728450539, 0.014294100754255076, 0.584645851482966], [0.06404221430057151, 0.005726056473037192, 0.0], [0.008641806707646799, 0.0, 0.024342808813927027]]"
"[[[-0.6620278562982519, -1.2009976841993388, 0.0], [0.0, 0.0, 0.178594924133842], [0.0, 0.0, 0.0]]]","[[0.5374234448980526, 0.0, 0.0], [0.4218640228406224, 0.0, 0.0], [0.0, 0.013862325902504918, 0.0]]","[[0.26409489938962866, 0.0, 0.007287649659386949], [0.3890574826649327, 0.0, 0.0], [0.0333466648219012, 0.014405870157899367, 0.0]]"
"[[[0.0, 0.7540470262143102, -1.4572452868327224], [0.0, -0.8341937024417423, 0.7121071774345654], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.6686088392508509, 0.7708688345228583, 0.0], [0.6043023573324433, 0.21450113307832996, 0.0]]","[[0.11184285020015736, 0.0, 0.010467019466888185], [0.134160745775273, 0.5748595884486701, 0.01609800166734854], [0.3289499542312811, 0.17804450391416804, 0.0]]"
"[[[0.6604406022322102, 0.0, 0.12816071687467215], [0.0, 0.0, 0.0], [0.0, -0.2007056741153301, 0.0]]]","[[0.2833127880096555, 0.0, 0.0], [0.0, 0.0, 0.01865930004777839], [0.013402404921034294, 0.0, 0.0]]","[[0.268551696786177, 0.00834395972006663, 0.022883213722755754], [0.0, 0.0, 0.037345524644814984], [0.002933907530264245, 0.0, 0.0]]"
"[[[0.1146334455173726, 0.0, 0.0], [0.0, 0.27197509047799406, 1.9573293232648474], [0.0, -0.27759215750210936, 0.0]]]","[[0.006073751987812509, 0.0, 0.0], [0.0, 0.195437008829882, 0.24028117595957854], [0.0, 0.9760443627039892, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0189392771011863, 0.20350365498739395], [0.0, 0.8397852016905738, 0.02050261802325774]]"
"[[[0.0, 0.0, -0.4784720769491049], [0.0, -0.41942812298487137, 0.33554000785370497], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.08628832502483498, 0.0], [0.08807389817901615, 0.07949977491792007, 0.0]]","[[0.0, 0.032964110610372355, 0.0], [0.04033364633646421, 0.062112240140042324, 0.0], [0.10983008828283808, 0.09413580683801023, 0.029160391826048675]]"
"[[[0.0, 0.0, 0.0], [0.8886124782769976, 0.0, 0.15055541500091146], [0.0, 0.0, 0.8299630485723783]]]","[[0.0, 0.3312371432557688, 0.0], [0.0, 0.0, 0.0], [0.0, 0.04211917025850042, 0.593471279402711]]","[[0.0, 0.28634304350190554, 0.007486127968303296], [0.005566677466844732, 0.010134298319721223, 0.0], [0.004257464371865402, 0.006018059546213975, 0.5493516095034289]]"
"[[[0.0, 0.0, 0.0], [0.3650088551124438, 0.0, 0.0], [0.33759630403203805, 0.0, 0.8186565702172031]]]","[[0.0, 0.06589687669543379, 0.0656980505018514], [0.0, 0.0, 0.0], [0.0, 0.0, 0.5816508354938528]]","[[0.0, 0.06350372139746767, 0.036052539570849834], [0.006000785916779793, 0.0, 0.0], [0.017794091617819776, 0.0, 0.5197512543105521]]"
"[[[0.0, 0.0, 0.0], [0.23086719879240566, -0.3783107286884255, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.029639197948079288, 0.0], [0.0, 0.058838693278612575, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.011375594834218622, 0.011618917633644773], [0.0, 0.045787989132831955, 0.0], [0.025789517258273314, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.22216698076203056], [0.0, 1.5819129784237254, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.6699123254853875], [0.0, 0.08314551035705686, 0.0]]","[[0.0, 0.03408957207910215, 0.0117161551568096], [0.0, 0.0, 0.6168967362454777], [0.014386281110788981, 0.07830758142487154, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.3549338278369183, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.06364497339554916, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0024793527592887974, 0.01898297193199881], [0.008481626452263495, 0.05505589003911534, 0.03953515979791873], [0.007331773160194894, 0.0, 0.0]]"
"[[[0.26013012083520576, -1.7841630301927522, 0.0], [0.0, 0.0, 0.0], [0.2977300166595867, 0.0, 0.0]]]","[[0.11672364797153759, 0.0, 0.17348578132487485], [0.642696812402956, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.008919964974028817, 0.0053038040801169405, 0.16844187192065607], [0.5951432596024131, 0.0, 0.0], [0.0040084035962501974, 0.021294212843531307, 0.0016746678184803277]]"
"[[[0.0, -1.0662855428040696, 0.0], [0.6445000254020682, 0.0, 0.8137897682815114], [0.0, 0.0, 0.0]]]","[[0.0, 0.5843947206491055, 0.0], [0.8075559326246825, 0.0, 0.0], [0.0, 0.26134211229771886, 0.0]]","[[0.0, 0.3984224000436358, 0.0], [0.754990750538784, 0.0, 0.0], [0.0, 0.0686335451607453, 0.0]]"
"[[[-0.41914746438699696, -0.667412838920003, 0.0], [0.0, 0.0, 0.0], [1.5234665209430265, 0.0, 0.0]]]","[[0.13254434536967533, 0.0, 0.817669542461703], [0.2031599852317893, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.13176065797438818, 0.0, 0.7139340244853511], [0.1680106358173121, 0.022416509541887664, 0.0], [0.0, 0.0, 0.061066364844053075]]"
"[[[0.0, 0.0, -0.1176844623823655], [0.45099297395250654, 0.0, 0.0], [0.0, -1.912575506233098, -0.7808305707573783]]]","[[0.0, 0.08254409339791965, 0.0], [0.0, 0.0, 0.8884040828548636], [0.09156658548072809, 0.0, 1.0919369477388345]]","[[0.030088963350946688, 0.0843387940863789, 0.0], [0.0, 0.0, 0.6985537142506621], [0.06993692575229185, 0.0, 0.3759123680062558]]"
"[[[0.0, -1.2769682258123862, 0.0], [0.0, 0.47094934601154026, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.5462497127874552, 0.11947321177875357, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.5025250895812263, 0.12510897636407364, 0.00035626756511042705], [0.014991514653246043, 0.003716637196668537, 0.0]]"
"[[[0.7093276932207979, -0.9049379169269252, 0.0], [0.0, 0.2111215032713665, 0.0], [0.3447927764060639, 0.0, -0.3281795601524554]]]","[[0.559052715058892, 0.0, 0.19391178452593943], [0.3117876671018897, 0.022956652923978842, 0.0], [0.0, 0.0, 0.08471266768958594]]","[[0.3584282753160292, 0.0, 0.19252643126928648], [0.2837636506786117, 0.03642125666902228, 0.01994901541191952], [0.01331266532543907, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, -0.7023853375766826]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.36383025595973334]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.010283004084811621, 0.35324030233673204]]"
"[[[0.38966263370087034, 0.0, 0.19393731667976688], [0.6575112936774725, 0.0, -0.5835210581171851], [0.0, 0.0, 0.0]]]","[[0.05810530966815693, 0.21378799170271162, 0.0], [0.0, 0.0, 0.0], [0.018248126284621215, 0.18417533437394934, 0.0]]","[[0.04712283162596852, 0.1439100525203636, 0.0], [0.0, 0.0, 0.01750563743739883], [0.019412017356677427, 0.13745841561548972, 0.0]]"
"[[[-0.5940789784402887, 0.0, 0.0], [1.1872586727157848, 0.0, 1.497562862334696], [0.0, 0.0, 0.0]]]","[[0.2256332057606164, 0.6359201274503129, 0.0], [0.0, 0.0, 0.0], [0.0, 0.6277158805007611, 0.0]]","[[0.22120314372664104, 0.21965054089900554, 0.0], [0.0, 0.023350473928264448, 0.0], [0.0, 0.24983682858895048, 0.0]]"
"[[[0.0, 0.0, -0.2049730512493117], [0.0, 0.0, 0.0], [0.5181013153246476, 1.8519333864682856, 0.0]]]","[[0.0, 0.0, 0.125848247615744], [0.0, 0.0, 0.6937620627300866], [0.10446541284856521, 0.0, 0.0]]","[[0.0, 0.0008838845982392587, 0.06568869826113459], [0.006862598942884866, 0.0, 0.5452412769764332], [0.10098231220109957, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.7689510215427754], [0.0, 0.0, 0.0], [0.0, 0.0, 0.18807157750005013]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.25580487108974453, 0.0, 0.01718532744878962]]","[[0.004864474082099851, 0.003920698240787864, 0.0], [0.0, 0.0, 0.0], [0.2402758420825978, 0.0017959479775058835, 0.02688683514096469]]"
"[[[0.0, 0.0, -0.22658343191823901], [0.0, 0.6213100658359874, 0.36767720289324324], [0.0, -0.6815909592279285, -0.8736079907175636]]]","[[0.0, 0.0, 0.0], [0.0, 0.2750927625047854, 0.2687555554419912], [0.0856168659684197, 0.15649700956016988, 0.6590531285557402]]","[[0.0, 0.020659485065783828, 0.0], [0.030981556318900663, 0.08501609954793882, 0.23177153807670378], [0.06736225684101944, 0.13467749314675162, 0.3384367633175302]]"
"[[[0.0, -0.23288254241222045, 0.0], [-0.4493975919645163, 0.0, 0.33267850757428985], [0.0, -0.25913166696880763, 0.0]]]","[[0.0, 0.10871317231313574, 0.0], [0.026860804738567258, 0.0, 0.04165646209835036], [0.0, 0.037943867170599825, 0.0]]","[[0.0, 0.08804640628316794, 0.0], [0.015327087135799286, 0.0, 0.03984384246942975], [0.0, 0.04337662542617439, 0.0366240200459573]]"
"[[[0.0, -1.051241857133867, 0.0], [0.5761369947129278, 0.0, 2.4742130323388367], [0.0, 0.39633087191485433, 0.0]]]","[[0.0, 0.7366663332363184, 0.0], [1.145637637473692, 0.0, 0.41956676676186605], [0.0, 1.3291564750945164, 0.0]]","[[0.029881359699446212, 0.05519430551959461, 0.004015699039736421], [1.0285437696575503, 0.0, 0.3988555377370422], [0.0, 0.5117464248433503, 0.0]]"
"[[[-0.6411623217478928, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.23887873216509245, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.20724778337694313, 0.0, 0.0], [0.010212344784599137, 0.030477429884686196, 0.0], [0.03064293968643054, 0.0, 0.022155473091617046]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.6589206403817807, 0.0], [0.0, 0.0, 0.28808207385891926]]]","[[0.0, 0.0, 0.0], [0.0, 0.23521614420698922, 0.0], [0.0, 0.0, 0.04989164443625084]]","[[0.0, 0.0, 0.0], [0.009958494559447065, 0.2390706414717547, 0.0], [0.0, 0.0, 0.03802990639708911]]"
"[[[0.0, 0.0, -1.0662392751785779], [0.0, 0.8753454477645578, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.646418390370839, 0.0], [0.37732339210112004, 0.0, 0.0]]","[[0.0, 0.0, 0.01589021398096019], [0.015578403674772388, 0.6025745744591011, 0.0], [0.3813855722874732, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.5343760877589031], [0.0, 0.0, 0.0], [0.0, 0.0, 0.6688506957498038]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.18382643049642206, 0.0, 0.2738596472353579]]","[[0.0, 0.005437593867999418, 0.0], [0.04314430810602197, 0.0, 0.0], [0.17705279449083142, 0.0, 0.2761367786627504]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.1522430746019722, 0.0, -0.6716342161593688]]]","[[0.0, 0.0, 0.0173802147140523], [0.0, 0.0, 0.0], [0.0, 0.0, 0.3233500241388063]]","[[0.004945550892461874, 0.021755289698247787, 0.004005695758334221], [0.0, 0.0, 0.0], [0.0, 0.027184182371954635, 0.30611768873076656]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.11618319306185941]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.005631880333231886]]","[[0.02178135773255806, 0.0, 0.011290203690963029], [0.0, 0.01872609243644277, 0.020127934305768386], [0.0, 0.0, 0.0]]"
"[[[-0.6495577661702635, 0.0, -0.16446474322574753], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.2668764082065232, 0.0, 0.0], [0.0, 0.0, 0.0], [0.007793398904177366, 0.0, 0.0]]","[[0.2700058559578478, 0.0, 0.03544979022369464], [0.0, 0.0, 0.03854092033960249], [0.0, 0.01273419752525277, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.8187012085756056, -0.8926342420158276], [1.4843450413516455, 0.0, -0.2657751382932355]]]","[[0.0, 0.0, 0.5678994800309507], [0.0, 1.1292748224510225, 0.0], [0.0, 0.6473322290357545, 0.12087106253959962]]","[[0.026566032813293113, 0.0, 0.5040616217499077], [0.0, 0.6569916054494728, 0.0], [0.0, 0.5332450813750268, 0.045614564428253665]]"
"[[[0.7332909470385166, 0.0, 1.6821983612470637], [-2.230269706792433, -0.8143015349994941, 0.0], [0.0, 0.0, 0.0]]]","[[0.9243180733397853, 1.9613573377231683, 0.0], [0.0, 1.6298471423950491, 0.0], [0.6885504462172174, 0.0, 0.0]]","[[0.4202595360975961, 1.1957169469002578, 0.0], [0.0112356961962316, 0.01960632290232574, 0.0], [0.5634483559275547, 0.0, 0.008377063857544121]]"
"[[[-0.8562036477879791, 0.0, -1.2597802889847267], [0.0, 0.0, 0.9028129635318907], [0.0, 0.0, 0.0]]]","[[1.0772575426708049, 0.0, 0.0], [0.0, 0.0, 0.0], [0.48982534425588015, 0.2888232558439109, 0.0]]","[[0.707509025244256, 0.0, 0.0], [0.0, 0.0, 0.0], [0.36052542579681657, 0.25396859913613506, 0.026468902116137828]]"
"[[[0.0, 0.0, 0.0], [-0.46401208816859096, 0.0, -0.7453798850082322], [0.0, -0.3274087131573503, 0.0]]]","[[0.0, 0.11196890781152967, 0.0], [0.0, 0.0, 0.08658708657853392], [0.0, 0.24628933387073174, 0.0]]","[[0.0, 0.08561582252927333, 0.0], [0.035468852211117285, 0.017063074776515984, 0.09153164568349549], [0.009007645424611136, 0.20068627842615164, 0.0]]"
