coefficients,di_exact,knn_subset_pairwise
"[[[0.0, -1.4490787801085117, 0.0, 0.0, 0.0], [0.0, 0.0, 0.38165635009624216, 0.0, 1.8192098698833534], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.925872108307233, 0.0, 0.0, -0.49370974297393094], [-0.22624118873618135, 0.0, 1.3369743437419235, 0.11686785529944214, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.39640595403971673], [1.617362156479483, 0.0, 0.0, 1.1942477893803367, 0.0], [0.0, 0.07317050803841502, 0.0, 0.0, 0.5458027628621125], [0.0, 0.0, 0.0, 0.0, 0.11412790915750703], [0.0, 1.1994136518035023, 0.0, 0.29370827466676536, 0.0]]","[[1.2010414496609889e-05, 0.01708163740048413, 0.0, 0.03928804691372305, 0.04498446944682851], [1.3234041605569016, 0.0, 0.0, 0.8585061410277443, 0.0050340840835889295], [0.0, 0.0, 0.018931817489256902, 0.0, 0.3713999956215339], [0.08043527504425083, 0.02188488112092515, 0.0, 0.0210783980849173, 0.01323188106508082], [0.0, 0.9852779834581312, 0.0, 0.06806302441452976, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.7126048995405305, 0.5781090221426445, -0.26615294986373567, 0.0], [0.0, 0.0, 0.0, -1.4756987206118268, 0.3822044692402317], [0.0, 0.0, -0.25343686376643565, 0.14656952507228158, 1.759981388403814], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8457363681258814, 0.0, 0.0, 0.0], [0.0, 0.8114217667078407, 0.0, 0.27747193590709157, 0.0], [0.0, 0.13111019422606998, 1.2059892573523405, 0.044795223377986235, 0.0], [0.0, 0.0, 0.0733262284101674, 0.7073700964195213, 0.0]]","[[0.027769963081580556, 0.0, 0.0, 0.0, 0.0], [0.0, 0.24492822592298047, 0.026763516531829675, 0.0, 0.0], [0.0, 0.6490347510401381, 0.0, 0.05963259126339471, 0.0], [0.0, 0.030867828414326275, 0.9822339839685603, 0.024948552685269177, 0.0], [0.0, 0.0, 0.0, 0.4562205478097593, 0.0]]"
"[[[0.0, 0.5778419558600153, 0.8578633292122786, 0.0, 0.5568684084909813], [-1.2739962500860984, -0.16793145477903337, -0.7418462941995064, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.19530247137318874, 0.8862734302168097, 0.0, 0.8020892357071142, 0.0], [0.5375277293260672, 0.0, 0.0, 0.0, 0.21196632104832916]]]","[[0.0, 0.9240641141364435, 0.0, 0.08038829314537838, 0.352796473043147], [0.5901406094268397, 0.10322267167219393, 0.0, 0.9493977899413685, 0.0], [0.2663843425966059, 0.23838329511775833, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9883936470980855, 0.0], [0.24556412112185186, 0.0, 0.0, 0.0, 0.043759627381589616]]","[[0.023510517785670454, 0.6706555604840331, 0.0, 0.0, 0.3378531057089318], [0.2107786384248243, 0.0, 0.0, 0.7343923816991544, 0.0], [0.09144762210409266, 0.0056343710480875435, 0.004765391061930557, 0.0, 0.0], [0.0, 0.014420875313227572, 0.0, 0.21014360184147718, 0.021235897510463463], [0.0, 0.0, 0.0, 0.1568015531961966, 0.008072141141895209]]"
"[[[0.0, 0.0, 0.0, 1.8596291871773984, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.316406050235571, -0.10454900227274112, 0.0, 0.0], [0.0, 0.0, -2.314384516150502, 0.0, -0.43165898036009615], [0.0, -0.7953553509862111, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.04648700842236971, 0.0, 0.2365019625772189], [0.0, 0.0, 0.008036256696361942, 0.9828659289058069, 0.0], [1.7157580156639474, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11780895376809158, 0.0]]","[[0.025863784508325317, 0.0, 0.0, 0.009463520063475658, 0.0], [0.0, 0.0, 0.050567074561612586, 0.0013495211354689928, 0.22345868270139935], [0.0, 0.0141317041014757, 0.00943291940626981, 0.7636660459807384, 0.0], [1.2755329162795848, 0.0, 0.0, 0.0, 0.0], [0.0, 0.025986837382578076, 0.009713935454252373, 0.08067174743236266, 0.004745964449517331]]"
"[[[0.7237854510355953, -0.11233416757009862, -1.9682594784287886, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-0.30415748441552504, 0.0, 0.0, 0.0, 0.1971845439380503], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.960605661230546, 0.0, 0.0, 0.3746789869835613, 0.0], [0.006873563090921048, 0.0, 0.0, 0.0, 0.0], [0.797716700485399, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0223013733701542, 0.0]]","[[0.3952503556098849, 0.0, 0.0, 0.30877430315488263, 0.0], [0.0, 0.00975616251042863, 0.0, 0.011979643132937407, 0.0], [0.6231529135235869, 0.0, 0.011364142824744206, 0.040097488564212656, 0.0], [0.006419103581602397, 0.0, 0.0, 0.03951522768483383, 0.0], [0.0, 0.0009468150699391503, 0.0, 0.032624206395494466, 0.005636445716067885]]"
"[[[-0.8256449304324784, 0.0, 0.0, -0.37845981111869664, 0.6217485367085683], [0.9658482286920516, 0.0, 0.0, -0.2977621059547861, 0.1098668574121164], [-0.36469188446580425, 0.0, 0.0, 0.0, 0.0], [0.0, -0.1787400028553245, 0.0, 0.12434738203211336, 0.0], [0.0, 0.0, 0.3380019151499575, 0.40704334617636834, 0.0]]]","[[0.7715642566497573, 0.9121938436376301, 0.2652440502499873, 0.0, 0.0], [0.0, 0.0, 0.0, 0.09252492009955003, 0.0], [0.0, 0.0, 0.0, 0.0, 0.08741761163415254], [0.0880194795634446, 0.03714453557817883, 0.0, 0.004548582639233125, 0.08942311017289006], [0.22261410788367267, 0.0068110320677179925, 0.0, 0.0, 0.0]]","[[0.5658260467204147, 0.5558893159144912, 0.1816398806219392, 0.03604626026896567, 0.005950748120924433], [0.0, 0.28113846067072124, 0.04142274305226314, 0.07163440930840155, 0.004922336251392627], [0.0, 0.02376400292762349, 0.07607137282961014, 0.05648672977927406, 0.0645743631370418], [0.02923458835879597, 0.0, 0.0028106431777296377, 0.0, 0.06891261262882557], [0.13901001401133578, 0.0028024800423083703, 0.0, 0.0, 0.0]]"
"[[[0.0, -1.0850986190829066, 0.0, 0.0, 0.0], [0.0, -0.1945877184547043, 0.0, 0.0, -1.210347134828034], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9849117477671125, 2.434154401272312, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.729562402191325, 0.04235167494520754, 0.0, 0.659149780667162, 0.0], [0.0, 0.0, 0.0, 0.9071315122353908, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.493075336884121, 0.0, 0.0, 0.0]]","[[0.0, 0.017747840530350605, 0.0, 0.0, 0.024605726681168432], [0.7134043963350138, 0.0009823738932535997, 0.008865427862261098, 0.1740049795681269, 0.02227552045525391], [0.0278777534707522, 0.0, 0.0, 0.32065111006350544, 0.04302617269360039], [0.012685143558843036, 0.015555652480963054, 0.0036694542374330432, 0.0, 0.010043205984800609], [0.03667072958759628, 0.48834610484119617, 0.012862982094497074, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.7074341373003009, -0.5648566432916702, 0.0, -1.4690292309521245], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.30189618833640575, 0.0, 0.0, -0.28250186790223497]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.7547754161824279, 0.0, 0.0, 0.25308882507230046], [0.0, 0.16007299040832976, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.7838817746719822, 0.0, 0.0, 0.05229966148457907]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.006085881643303387, 0.1559785444386162, 0.0012373347319305677, 0.0, 0.20340454825807538], [0.0, 0.023156880954915582, 0.011608417355482492, 0.009445979250442712, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.005578651485260691, 0.5481600816055657, 0.0, 0.018033356405928812, 0.09039439363035293]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [-0.766962049259884, 0.0, 0.0, 0.12948940431033704, 0.0], [0.0, 0.1960593665192921, 0.0, 0.0, -1.2908929110418228], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.29615292169542096, 1.0976722925285092, 0.0]]]","[[0.0, 0.2197549071393828, 0.0, 0.0, 0.0], [0.0, 0.0, 0.030997043748279815, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.23171484557360303], [0.0, 0.007409860469230893, 0.0, 0.0, 0.38525127235969725], [0.0, 0.0, 0.8737138558145149, 0.0, 0.0]]","[[0.0, 0.208251729682827, 0.018190424627500236, 0.0, 0.0], [0.033252682927531, 0.023472930923320368, 0.03299376265479443, 0.0, 0.011552950081590787], [0.010407335175653681, 0.0, 0.0, 0.0, 0.11781591972061027], [0.0, 0.0, 0.009088761648312705, 0.0, 0.25716743883870924], [0.010970797412228119, 0.0, 0.7844342008165353, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9366118386908899, 0.0, 0.0, -1.3838901541473054], [-0.42240705770684245, 0.0, 0.0, -0.3235026497032902, -1.6478331890460163], [-0.5629481320627777, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.08761802054289201, 0.14937008969480228], [0.0, 0.0, 0.31099389184830206, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2328151558623894, 0.0], [0.0, 0.0, 0.6546415890827453, 0.7880724338228018, 0.0]]","[[0.0, 0.02937733128223721, 0.0, 0.04280834303319457, 0.16022284340925563], [0.0, 0.0, 0.07610278313275701, 0.0, 0.007065716865890527], [0.0, 0.011081389543207223, 0.01181948188080772, 0.0, 0.02250578251392555], [0.0031418651197330817, 0.0, 0.0, 0.061941228656130824, 0.005645123456442149], [0.0, 0.014199757378118858, 0.409052383996803, 0.6303777672011418, 0.0]]"
