coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[[0.0, 0.0], [0.0, 0.5254904861336952]]]","[[0.0, 0.0], [0.0, 0.13275146153058626]]","[[0.0, 0.0], [0.026036112819816895, 0.15360024792868118]]","[[0.0, 0.0], [0.026036112819816895, 0.15360024792868118]]","[[0.0, 0.0], [0.026036112819816895, 0.15360024792868118]]"
"[[[0.0, 0.0], [0.0, -0.5339945738925187]]]","[[0.0, 0.0], [0.0, 0.17258133758117358]]","[[0.0, 0.00032712518279557305], [0.040262251654710486, 0.12398082343795468]]","[[0.0, 0.00032712518279557305], [0.040262251654710486, 0.12398082343795468]]","[[0.0, 0.00032712518279557305], [0.040262251654710486, 0.12398082343795468]]"
"[[[-0.628438473313382, 0.0], [0.0, -0.5343843063037017]]]","[[0.25089836062306425, 0.0], [0.0, 0.16859440965818798]]","[[0.25808988689038453, 0.009086407242784414], [0.0, 0.14534471083328324]]","[[0.25808988689038453, 0.009086407242784414], [0.0, 0.1299263647698907]]","[[0.25808988689038453, 0.009086407242784414], [0.0, 0.14534471083328324]]"
"[[[0.0, -1.0563554860116782], [0.0, 0.22491636827243788]]]","[[0.0, 0.0], [0.4195695633025646, 0.021505880507614247]]","[[0.0, 0.0], [0.3767053189785112, 0.0032569216720927745]]","[[0.0, 0.0], [0.3767053189785112, 0.013490094157227182]]","[[0.0, 0.0], [0.3767053189785112, 0.0032569216720927745]]"
"[[[0.0, 1.7415995222669693], [0.0, -0.5053215160217241]]]","[[0.0, 0.0], [0.8837015723260543, 0.15829390327138235]]","[[0.0, 0.0], [0.6662639499002831, 0.0718823464914486]]","[[0.0, 0.0], [0.6662639499002831, 0.0718823464914486]]","[[0.0, 0.0], [0.6662639499002831, 0.0718823464914486]]"
"[[[0.0, 0.0], [0.0, 0.25348138756552896]]]","[[0.0, 0.0], [0.0, 0.031211534919573233]]","[[0.0, 0.0], [0.0, 0.024727226475246337]]","[[0.0, 0.0], [0.0, 0.024727226475246337]]","[[0.0, 0.0], [0.0, 0.024727226475246337]]"
"[[[0.0, 0.0], [0.0, 0.649931468629487]]]","[[0.0, 0.0], [0.0, 0.2701178312689398]]","[[0.0, 0.015027019381178714], [0.002523484032717207, 0.2674977422750354]]","[[0.0, 0.015027019381178714], [0.002523484032717207, 0.23136660254190364]]","[[0.0, 0.015027019381178714], [0.002523484032717207, 0.2674977422750354]]"
"[[[0.0, -0.8009868503144602], [0.0, -0.1450339983646965]]]","[[0.0, 0.0], [0.28095559488131516, 0.01226885434789523]]","[[0.0, 0.0], [0.27736376686123854, 0.022885275700661505]]","[[0.0, 0.0], [0.27736376686123854, 0.022885275700661505]]","[[0.0, 0.0], [0.27736376686123854, 0.022885275700661505]]"
"[[[0.0, 0.0], [0.0, 0.24476066965980095]]]","[[0.0, 0.0], [0.0, 0.023719100126869203]]","[[0.012843013336322496, 0.0], [0.0, 0.016842424941542214]]","[[0.012843013336322496, 0.0], [0.0, 0.016842424941542214]]","[[0.012843013336322496, 0.0], [0.0, 0.016842424941542214]]"
"[[[-0.3494069288476111, 0.0], [-0.2787309995618742, 0.0]]]","[[0.0656207622828977, 0.04550683154398854], [0.0, 0.0]]","[[0.07581165526695294, 0.08816261544604076], [0.0007158977295622058, 0.01871048619987958]]","[[0.04083647491025364, 0.08816261544604076], [0.0007158977295622058, 0.01871048619987958]]","[[0.07581165526695294, 0.08816261544604076], [0.0007158977295622058, 0.01871048619987958]]"
"[[[0.2943136509780389, 0.0], [0.0, 0.0]]]","[[0.03795668061821154, 0.0], [0.0, 0.0]]","[[0.010808352646863723, 0.0], [0.0, 0.0]]","[[0.010808352646863723, 0.0], [0.0, 0.0]]","[[0.010808352646863723, 0.0], [0.0, 0.0]]"
"[[[-0.6242300460400272, 0.0], [0.0, 0.0]]]","[[0.26392405239524835, 0.0], [0.0, 0.0]]","[[0.26509752035844447, 0.0], [0.0, 0.012804953666160798]]","[[0.26509752035844447, 0.0], [0.0, 0.012804953666160798]]","[[0.26509752035844447, 0.0], [0.0, 0.012804953666160798]]"
"[[[0.0, 0.0], [0.0, 0.17154880904122602]]]","[[0.0, 0.0], [0.0, 0.010042975881319083]]","[[0.0009756136942516214, 0.03542830925054917], [0.0, 0.0]]","[[0.0009756136942516214, 0.03542830925054917], [0.0, 0.0]]","[[0.0009756136942516214, 0.03542830925054917], [0.0, 0.0]]"
"[[[0.0, 0.9910076056542663], [0.0, -0.6418086259844701]]]","[[0.0, 0.0], [0.5135169339486012, 0.2818466081017607]]","[[0.0, 0.007161606036354898], [0.39756871457981263, 0.19807103082952107]]","[[0.0, 0.007161606036354898], [0.39756871457981263, 0.19807103082952107]]","[[0.0, 0.007161606036354898], [0.39756871457981263, 0.19807103082952107]]"
"[[[-0.16045005615619934, 0.0], [-0.8197185050505562, 0.0]]]","[[0.009558565145063626, 0.25815284021588514], [0.0, 0.0]]","[[0.0, 0.23292750209359758], [0.0017854730268496905, 0.0]]","[[0.0, 0.23292750209359758], [0.0017854730268496905, 0.0]]","[[0.0, 0.23292750209359758], [0.0017854730268496905, 0.0]]"
"[[[0.0, 0.0], [0.0, 0.5380132602161628]]]","[[0.0, 0.0], [0.0, 0.1308310424662656]]","[[0.0, 0.0], [0.015001426672626857, 0.15542539882834575]]","[[0.0, 0.0], [0.015001426672626857, 0.15542539882834575]]","[[0.0, 0.0], [0.015001426672626857, 0.15542539882834575]]"
"[[[-0.1759239064384187, 0.0], [0.0, 0.0]]]","[[0.005369796193446833, 0.0], [0.0, 0.0]]","[[0.014732804160910632, 0.0], [0.0, 0.017775051251948847]]","[[0.014732804160910632, 0.0], [0.0, 0.017775051251948847]]","[[0.014732804160910632, 0.0], [0.0, 0.017775051251948847]]"
"[[[0.0, 0.12864326978067422], [0.12496058413316824, 0.0]]]","[[0.0, 0.01189586603389309], [0.01187672092464364, 0.0]]","[[0.0, 0.00715821931166847], [0.0038111066115582666, 0.010993544959433185]]","[[0.0, 0.00715821931166847], [0.0038111066115582666, 0.0011861267097136282]]","[[0.0, 0.00715821931166847], [0.0038111066115582666, 0.010993544959433185]]"
"[[[0.5774826316590737, 0.0], [-0.372388348415973, 0.0]]]","[[0.18758412265188276, 0.10885165573923353], [0.0, 0.0]]","[[0.1687589143828193, 0.07960847481349714], [0.0, 0.0]]","[[0.21497507856076287, 0.07960847481349714], [0.0, 0.0]]","[[0.1687589143828193, 0.07960847481349714], [0.0, 0.0]]"
"[[[0.0, 0.1409404962062069], [0.0, 0.6100729773688772]]]","[[0.0, 0.0], [0.020025337750075162, 0.1932195726154621]]","[[0.0, 0.0], [0.0054754632712734905, 0.23702299183457182]]","[[0.01940826483822364, 0.0], [0.0054754632712734905, 0.23702299183457182]]","[[0.0, 0.0], [0.0054754632712734905, 0.23702299183457182]]"
