coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[[0.337579052000943, 0.0], [0.14066525434652868, 0.0]]]","[[0.05927427478226351, 0.018020234026472456], [0.0, 0.0]]","[[0.053571557439762385, 0.031480749645068654], [0.0, 0.02119018048335131]]","[[0.053571557439762385, 0.031480749645068654], [0.0, 0.0]]","[[0.053571557439762385, 0.031480749645068654], [0.0, 0.02119018048335131]]"
"[[[0.0, 0.7627422940643207], [0.0, -0.38286738354622546]]]","[[0.0, 0.0], [0.2510672452175484, 0.06408100255223131]]","[[0.006842021709820642, 0.005016369726008449], [0.24398555596754884, 0.04799448792053382]]","[[0.006842021709820642, 0.005016369726008449], [0.24398555596754884, 0.06200990817516313]]","[[0.006842021709820642, 0.005016369726008449], [0.24398555596754884, 0.04799448792053382]]"
"[[[0.0, -1.608410015875969], [-0.46444607921028425, 0.0]]]","[[0.0, 0.5545631235323956], [1.0675249106958578, 0.0]]","[[0.0, 0.5376295802844637], [0.9281320305861636, 0.0]]","[[0.0, 0.5376295802844637], [0.9281320305861636, 0.0]]","[[0.0, 0.5376295802844637], [0.9281320305861636, 0.0]]"
"[[[0.17398504151622532, 0.0], [0.0, 0.0]]]","[[0.009644159568325225, 0.0], [0.0, 0.0]]","[[0.022740245896260614, 0.0], [0.0, 0.0]]","[[0.022740245896260614, 0.0], [0.0, 0.0]]","[[0.022740245896260614, 0.0], [0.0, 0.0]]"
"[[[0.0, 0.0], [0.0, -0.7146662366540012]]]","[[0.0, 0.0], [0.0, 0.31005510444865436]]","[[0.033143708388610874, 0.0018842795076916253], [0.0, 0.288490224165971]]","[[0.033143708388610874, 0.0018842795076916253], [0.0, 0.288490224165971]]","[[0.033143708388610874, 0.0018842795076916253], [0.0, 0.288490224165971]]"
"[[[0.0, 0.0], [0.0, 0.10640027686006168]]]","[[0.0, 0.0], [0.0, 0.001193421659143482]]","[[0.004793065545594384, 0.0], [0.0, 0.027162874328487487]]","[[0.004793065545594384, 0.0], [0.0, 0.027162874328487487]]","[[0.004793065545594384, 0.0], [0.0, 0.027162874328487487]]"
"[[[0.0, -1.321711125293735], [-0.4403107874055699, 0.0]]]","[[0.0, 0.29998006224164564], [0.74615397701506, 0.0]]","[[0.0, 0.25773803154185604], [0.6635286500769327, 0.0]]","[[0.0, 0.25773803154185604], [0.6635286500769327, 0.0]]","[[0.0, 0.25773803154185604], [0.6635286500769327, 0.0]]"
"[[[0.0, 0.0], [0.0, -0.22214702434188585]]]","[[0.0, 0.0], [0.0, 0.03392500601652873]]","[[0.0074512622238773335, 0.020918341699334545], [0.0, 0.0]]","[[0.0074512622238773335, 0.020918341699334545], [0.0, 0.0]]","[[0.0074512622238773335, 0.020918341699334545], [0.0, 0.0]]"
"[[[-0.35893701060934297, 0.0], [0.0, 0.0]]]","[[0.05272965931213352, 0.0], [0.0, 0.0]]","[[0.03865568517975545, 0.0], [0.005898189954713731, 0.024790387565946186]]","[[0.03865568517975545, 0.0], [0.005898189954713731, 0.024790387565946186]]","[[0.03865568517975545, 0.0], [0.005898189954713731, 0.024790387565946186]]"
"[[[-0.883049641667603, 0.0], [-0.14266456826814877, 0.0]]]","[[0.7385387073305941, 0.04262956137620534], [0.0, 0.0]]","[[0.6752143217280613, 0.012890548736271898], [0.0, 0.0]]","[[0.7674698229221988, 0.012890548736271898], [0.0, 0.010026637689486344]]","[[0.6752143217280613, 0.012890548736271898], [0.0, 0.0]]"
"[[[0.0, 0.8741940906323171], [0.0, 0.7625697002504584]]]","[[0.0, 0.0], [0.49190704379781325, 0.38594571715930437]]","[[0.0, 0.0], [0.3631077508366947, 0.27592244937050975]]","[[0.0, 0.0], [0.3631077508366947, 0.27592244937050975]]","[[0.0, 0.0], [0.3631077508366947, 0.27592244937050975]]"
"[[[0.0, 0.0], [0.0, 0.3174526942768172]]]","[[0.0, 0.0], [0.0, 0.062411315561218386]]","[[0.015594336103082801, 0.000926891601796182], [0.0, 0.05192894325045557]]","[[0.015594336103082801, 0.000926891601796182], [0.0, 0.05192894325045557]]","[[0.015594336103082801, 0.000926891601796182], [0.0, 0.05192894325045557]]"
"[[[0.0, -1.7664897482153297], [0.0, -0.5827678843533498]]]","[[0.0, 0.0], [0.9035458421939795, 0.25188673794828603]]","[[0.0, 0.0], [0.6377799210057988, 0.1388049654472433]]","[[0.0, 0.0], [0.6377799210057988, 0.1388049654472433]]","[[0.0, 0.0], [0.6377799210057988, 0.1388049654472433]]"
"[[[0.0, -0.37870668815255343], [0.0, -0.7277961283112737]]]","[[0.0, 0.0], [0.15755003936925108, 0.3986560951322831]]","[[0.0, 0.027893521651862485], [0.12431704006139534, 0.38044919818718376]]","[[0.0, 0.027893521651862485], [0.12431704006139534, 0.3819621810951029]]","[[0.0, 0.027893521651862485], [0.12431704006139534, 0.38044919818718376]]"
"[[[0.0, 0.17269643295883347], [-0.47025059566769273, 0.0]]]","[[0.0, 0.07456320470817253], [0.014523123151846541, 0.0]]","[[0.0, 0.04811355440784777], [0.0, 0.0]]","[[0.021380289514088997, 0.04811355440784777], [0.0, 0.0]]","[[0.0, 0.04811355440784777], [0.0, 0.0]]"
"[[[0.0, 0.0], [0.0, 0.3387055693806398]]]","[[0.0, 0.0], [0.0, 0.06402997808807664]]","[[0.0, 0.007488918160383902], [0.010340639710076946, 0.0333907653145837]]","[[0.0, 0.007488918160383902], [0.010340639710076946, 0.0333907653145837]]","[[0.0, 0.007488918160383902], [0.010340639710076946, 0.0333907653145837]]"
"[[[0.0, 0.9228516949603082], [0.0, 0.7956612989327991]]]","[[0.0, 0.0], [0.5849851723261535, 0.44327967266112217]]","[[0.02077472200359613, 0.0039017877682840495], [0.41697789846405964, 0.27921547173797306]]","[[0.02077472200359613, 0.0039017877682840495], [0.41697789846405964, 0.27921547173797306]]","[[0.02077472200359613, 0.0039017877682840495], [0.41697789846405964, 0.27921547173797306]]"
"[[[0.37535490329487337, 0.0], [-1.5514644282792922, 0.0]]]","[[0.0877005209667212, 0.6323906859569044], [0.0, 0.0]]","[[0.03537267775009691, 0.5081946935702222], [0.0, 0.0]]","[[0.08007361014562583, 0.5081946935702222], [0.0, 0.0]]","[[0.03537267775009691, 0.5081946935702222], [0.0, 0.0]]"
"[[[-0.4443732565895598, 0.0], [0.0, 0.0]]]","[[0.14522443830144902, 0.0], [0.0, 0.0]]","[[0.1738610939108433, 0.0], [0.0, 0.00574861247573893]]","[[0.1738610939108433, 0.0], [0.0, 0.00574861247573893]]","[[0.1738610939108433, 0.0], [0.0, 0.00574861247573893]]"
"[[[0.0, 0.39961309290627706], [1.8839351512452045, 0.0]]]","[[0.0, 1.1803234498249084], [0.5061948256827101, 0.0]]","[[0.0, 0.9908805831688982], [0.49722999182358363, 0.0]]","[[0.0, 0.9908805831688982], [0.49722999182358363, 0.0]]","[[0.0, 0.9908805831688982], [0.49722999182358363, 0.0]]"
"[[[0.42328290344227876, 0.0], [0.0, 0.0]]]","[[0.09579254701515595, 0.0], [0.0, 0.0]]","[[0.07319648756721502, 0.0017621934499774865], [0.004630800736710118, 0.006937337585920782]]","[[0.07319648756721502, 0.0017621934499774865], [0.004630800736710118, 0.006937337585920782]]","[[0.07319648756721502, 0.0017621934499774865], [0.004630800736710118, 0.006937337585920782]]"
"[[[0.0, -0.7367837826234737], [-0.34282526405124925, 0.0]]]","[[0.0, 0.0892513881052643], [0.26416934252934593, 0.0]]","[[0.0, 0.06553390392330628], [0.24889677369228122, 0.0]]","[[0.0, 0.06553390392330628], [0.24889677369228122, 0.0]]","[[0.0, 0.06553390392330628], [0.24889677369228122, 0.0]]"
"[[[0.0, 0.0], [0.0, -0.15569354076549197]]]","[[0.0, 0.0], [0.0, 0.012378821175862819]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]"
"[[[0.0, 0.0], [0.0, 0.69842408581075]]]","[[0.0, 0.0], [0.0, 0.3177365361091928]]","[[0.010319418360586747, 0.0031543062082815434], [0.0, 0.2980487741134065]]","[[0.010319418360586747, 0.0031543062082815434], [0.0, 0.2980487741134065]]","[[0.010319418360586747, 0.0031543062082815434], [0.0, 0.2980487741134065]]"
"[[[0.4438913629042166, 0.0], [0.38835888191148416, 0.0]]]","[[0.10122292497798294, 0.09152478522627729], [0.0, 0.0]]","[[0.06248689926741028, 0.09296248518627667], [0.0, 0.0]]","[[0.09972597520362869, 0.09296248518627667], [0.0, 0.0]]","[[0.06248689926741028, 0.09296248518627667], [0.0, 0.0]]"
"[[[0.0, -0.5106953727856068], [0.4305305595887163, 0.0]]]","[[0.0, 0.1334929192418701], [0.13713720547158523, 0.0]]","[[0.006863484909155345, 0.15557759238577326], [0.14816450137681358, 0.0]]","[[0.006863484909155345, 0.15557759238577326], [0.14816450137681358, 0.0]]","[[0.006863484909155345, 0.15557759238577326], [0.14816450137681358, 0.0]]"
"[[[0.0, -0.918129830065171], [-0.4213315997431544, 0.0]]]","[[0.0, 0.14260148073445983], [0.37101708449145027, 0.0]]","[[0.0, 0.12150992505266894], [0.3768333357997466, 0.006862253304951321]]","[[0.0, 0.12150992505266894], [0.3768333357997466, 0.006862253304951321]]","[[0.0, 0.12150992505266894], [0.3768333357997466, 0.006862253304951321]]"
"[[[-0.7463705077928428, 0.0], [-0.8037591292878614, 0.0]]]","[[0.43601270702502404, 0.4637672109011478], [0.0, 0.0]]","[[0.3250996672805629, 0.3128846937180805], [0.0026826349953952802, 0.0]]","[[0.3250996672805629, 0.3128846937180805], [0.0026826349953952802, 0.0]]","[[0.3250996672805629, 0.3128846937180805], [0.0026826349953952802, 0.0]]"
"[[[0.0, 0.8730390535100674], [-0.5965314729726328, 0.0]]]","[[0.0, 0.31760241577952675], [0.4155059937456087, 0.0]]","[[0.009385121603822925, 0.3153567929691853], [0.4214624350398098, 0.0006088050852325852]]","[[0.009385121603822925, 0.3153567929691853], [0.4214624350398098, 0.0006088050852325852]]","[[0.009385121603822925, 0.3153567929691853], [0.4214624350398098, 0.0006088050852325852]]"
"[[[0.0, -0.4491213815009157], [-0.13250687677239917, 0.0]]]","[[0.0, 0.0073838933691051396], [0.07337437392630061, 0.0]]","[[0.0075561532910217825, 0.0], [0.07636212358489147, 0.0]]","[[0.0075561532910217825, 0.0], [0.07636212358489147, 0.0]]","[[0.0075561532910217825, 0.0], [0.07636212358489147, 0.0]]"
"[[[0.0, 0.3648667059440769], [-0.15035439640245707, 0.0]]]","[[0.0, 0.011948243629143691], [0.0695278953807171, 0.0]]","[[0.022212912075756944, 0.04139771594453209], [0.06954146308784717, 0.0]]","[[0.022212912075756944, 0.04139771594453209], [0.06954146308784717, 0.0]]","[[0.022212912075756944, 0.04139771594453209], [0.06954146308784717, 0.0]]"
"[[[0.0, 0.4688056514293086], [0.0, -0.15532183024834254]]]","[[0.0, 0.0], [0.1012596055007172, 0.011268147424133004]]","[[0.013195455244976643, 0.0056144162755311046], [0.12017343295775437, 0.029425376407355725]]","[[0.013195455244976643, 0.0056144162755311046], [0.12017343295775437, 0.020650713707058992]]","[[0.013195455244976643, 0.0056144162755311046], [0.12017343295775437, 0.029425376407355725]]"
"[[[-0.2295979446894009, 0.0], [-0.5751003762900572, 0.0]]]","[[0.034276154839302034, 0.09556028122249488], [0.0, 0.0]]","[[0.03132547622827854, 0.09136219596250282], [0.0, 0.0019121769795482088]]","[[0.03132547622827854, 0.09136219596250282], [0.0, 0.0019121769795482088]]","[[0.03132547622827854, 0.09136219596250282], [0.0, 0.0019121769795482088]]"
"[[[0.0, -0.30791149929680334], [0.28892998488830185, 0.0]]]","[[0.0, 0.05168395918641998], [0.051805938588255454, 0.0]]","[[0.0, 0.010958427869504675], [0.010924772212391373, 0.0]]","[[0.0, 0.010958427869504675], [0.010924772212391373, 0.0]]","[[0.0, 0.010958427869504675], [0.010924772212391373, 0.0]]"
"[[[0.0, 0.7801226422988404], [0.0, 0.22048279875464463]]]","[[0.0, 0.0], [0.24694427430575355, 0.03304213327141446]]","[[0.002837198676894463, 0.0], [0.26241554092044816, 0.0536665806021678]]","[[0.002837198676894463, 0.0], [0.26241554092044816, 0.0536665806021678]]","[[0.002837198676894463, 0.0], [0.26241554092044816, 0.0536665806021678]]"
"[[[-0.36499782475798853, 0.0], [0.0, 0.0]]]","[[0.08740862113136258, 0.0], [0.0, 0.0]]","[[0.05361888913011263, 0.01861307275054578], [0.008737661228638303, 0.009952527192681568]]","[[0.05361888913011263, 0.01861307275054578], [0.008737661228638303, 0.009952527192681568]]","[[0.05361888913011263, 0.01861307275054578], [0.008737661228638303, 0.009952527192681568]]"
"[[[0.0, 0.0], [0.0, 0.1740045380955287]]]","[[0.0, 0.0], [0.0, 0.02064630274965714]]","[[0.0, 0.0], [0.0, 0.03254869546806367]]","[[0.0, 0.0], [0.0, 0.03254869546806367]]","[[0.0, 0.0], [0.0, 0.03254869546806367]]"
"[[[0.0, 0.0], [0.0, -0.18317809634497068]]]","[[0.0, 0.0], [0.0, 0.012503791362775742]]","[[0.0, 0.01756931654570335], [0.009285041203994454, 0.0]]","[[0.0, 0.01756931654570335], [0.009285041203994454, 0.0]]","[[0.0, 0.01756931654570335], [0.009285041203994454, 0.0]]"
"[[[0.5931270840895091, 0.0], [0.0, 0.8507241505664308]]]","[[0.21777256367907014, 0.0], [0.0, 0.6543765455045497]]","[[0.19368333984502176, 0.0], [0.0, 0.6286091666754001]]","[[0.19368333984502176, 0.0], [0.0, 0.6286091666754001]]","[[0.19368333984502176, 0.0], [0.0, 0.6286091666754001]]"
"[[[0.6306521175471498, 0.0], [0.0, 0.0]]]","[[0.18622386394393745, 0.0], [0.0, 0.0]]","[[0.20765588218334413, 0.0], [0.0, 0.03743999938283869]]","[[0.20765588218334413, 0.0], [0.0, 0.03743999938283869]]","[[0.20765588218334413, 0.0], [0.0, 0.03743999938283869]]"
"[[[-0.4085219029983221, 0.0], [0.0, 0.0]]]","[[0.09350282175367348, 0.0], [0.0, 0.0]]","[[0.03635339451616438, 0.0], [0.031711249187850385, 0.024017566596392627]]","[[0.03635339451616438, 0.0], [0.031711249187850385, 0.024017566596392627]]","[[0.03635339451616438, 0.0], [0.031711249187850385, 0.024017566596392627]]"
"[[[0.0, 0.0], [0.0, -0.8282345069305995]]]","[[0.0, 0.0], [0.0, 0.5832762719471897]]","[[0.0, 0.0], [0.013944135802174162, 0.6002868001221405]]","[[0.0, 0.0], [0.013944135802174162, 0.6002868001221405]]","[[0.0, 0.0], [0.013944135802174162, 0.6002868001221405]]"
"[[[0.8988596395396273, 0.0], [0.0, 0.0]]]","[[0.8674964212856795, 0.0], [0.0, 0.0]]","[[0.7943751272253953, 0.015530935488448737], [0.0, 0.0]]","[[0.7943751272253953, 0.015530935488448737], [0.0, 0.0]]","[[0.7943751272253953, 0.015530935488448737], [0.0, 0.0]]"
"[[[-0.6667528941177588, 0.0], [0.0, 0.0]]]","[[0.31468151498671576, 0.0], [0.0, 0.0]]","[[0.30445216649571244, 0.04179784056389818], [0.007265115287911489, 0.0]]","[[0.30445216649571244, 0.04179784056389818], [0.007265115287911489, 0.008004800854692415]]","[[0.30445216649571244, 0.04179784056389818], [0.007265115287911489, 0.0]]"
"[[[0.0, 0.20448172234303771], [1.3971907399657504, 0.0]]]","[[0.0, 0.5856597128043682], [0.04566182577249222, 0.0]]","[[0.0, 0.5052333186653627], [0.04141437144934706, 0.0]]","[[0.0, 0.5052333186653627], [0.04141437144934706, 0.0]]","[[0.0, 0.5052333186653627], [0.04141437144934706, 0.0]]"
"[[[0.18602629733394646, 0.0], [0.0, 0.0]]]","[[0.008215877004604447, 0.0], [0.0, 0.0]]","[[0.0, 0.030492607838445047], [0.03158597307416546, 0.0027502794940485156]]","[[0.0, 0.030492607838445047], [0.03158597307416546, 0.0]]","[[0.0, 0.030492607838445047], [0.03158597307416546, 0.0027502794940485156]]"
"[[[0.393263873572688, 0.0], [0.0, 0.0]]]","[[0.08674876690284516, 0.0], [0.0, 0.0]]","[[0.05287019167978609, 0.0014709981047045947], [0.003832964162258802, 0.0]]","[[0.05287019167978609, 0.0014709981047045947], [0.003832964162258802, 0.0]]","[[0.05287019167978609, 0.0014709981047045947], [0.003832964162258802, 0.0]]"
"[[[0.0, 2.629540361856732], [-0.2463130615475349, 0.0]]]","[[0.0, 0.21905532871234], [1.2300322454937664, 0.0]]","[[0.0, 0.2560576157554895], [0.9184581625804359, 0.012932845364422749]]","[[0.0, 0.2560576157554895], [0.9184581625804359, 0.012932845364422749]]","[[0.0, 0.2560576157554895], [0.9184581625804359, 0.012932845364422749]]"
"[[[0.1650672392221718, 0.0], [-0.7899225090488676, 0.0]]]","[[0.017065656476572533, 0.2591270563638227], [0.0, 0.0]]","[[0.0, 0.2715161137723349], [0.01882053010100705, 0.013171881403554747]]","[[0.0, 0.2715161137723349], [0.01882053010100705, 0.013171881403554747]]","[[0.0, 0.2715161137723349], [0.01882053010100705, 0.013171881403554747]]"
"[[[0.0, 0.0], [0.0, -0.13479504830145278]]]","[[0.0, 0.0], [0.0, 0.00785298738998476]]","[[0.0, 0.0], [0.0, 0.023279525005015723]]","[[0.0, 0.0], [0.0, 0.023279525005015723]]","[[0.0, 0.0], [0.0, 0.023279525005015723]]"
"[[[0.0, 0.840068780712331], [0.30353181850248545, 0.0]]]","[[0.0, 0.07665006156559717], [0.3014164032587085, 0.0]]","[[0.0, 0.07248310300294501], [0.30523670722744306, 0.003967489452570816]]","[[0.0, 0.07248310300294501], [0.30523670722744306, 0.0]]","[[0.0, 0.07248310300294501], [0.30523670722744306, 0.003967489452570816]]"
"[[[0.0, 0.16534810174419665], [1.411690518189, 0.0]]]","[[0.0, 0.5490930913882508], [0.03521599303955494, 0.0]]","[[0.0, 0.4818906842949883], [0.046347658841081905, 0.0]]","[[0.0, 0.4818906842949883], [0.046347658841081905, 0.0]]","[[0.0, 0.4818906842949883], [0.046347658841081905, 0.0]]"
"[[[0.0, 0.627688144595727], [0.0, -0.8058479820825525]]]","[[0.0, 0.0], [0.33855612067566354, 0.42894050411447654]]","[[0.018865315313036233, 0.022714805615029764], [0.28914393822550527, 0.3214659832073013]]","[[0.018865315313036233, 0.022714805615029764], [0.28914393822550527, 0.3214659832073013]]","[[0.018865315313036233, 0.022714805615029764], [0.28914393822550527, 0.3214659832073013]]"
"[[[0.0, 0.0], [0.0, 0.4812374114220023]]]","[[0.0, 0.0], [0.0, 0.11542653923446905]]","[[0.017666879044603057, 0.010253029015471761], [0.0, 0.11242335826367977]]","[[0.0, 0.010253029015471761], [0.0, 0.11242335826367977]]","[[0.017666879044603057, 0.010253029015471761], [0.0, 0.11242335826367977]]"
"[[[-0.5403048698491929, 0.0], [0.0, 0.0]]]","[[0.15358513700236473, 0.0], [0.0, 0.0]]","[[0.1104997948782533, 0.012286245942021138], [0.021603034725233575, 0.037249431973155576]]","[[0.1104997948782533, 0.012286245942021138], [0.021603034725233575, 0.0]]","[[0.1104997948782533, 0.012286245942021138], [0.021603034725233575, 0.037249431973155576]]"
"[[[0.0, 0.0], [0.0, -0.7961684065921762]]]","[[0.0, 0.0], [0.0, 0.5002636670625641]]","[[0.0, 0.0], [0.015781993521885605, 0.47515521183924453]]","[[0.0, 0.0], [0.015781993521885605, 0.47515521183924453]]","[[0.0, 0.0], [0.015781993521885605, 0.47515521183924453]]"
"[[[0.5536474450825857, 0.0], [0.0, 0.0]]]","[[0.1439429665078301, 0.0], [0.0, 0.0]]","[[0.11520779047972594, 0.0], [0.00717016129397554, 0.0]]","[[0.11520779047972594, 0.0], [0.00717016129397554, 0.0]]","[[0.11520779047972594, 0.0], [0.00717016129397554, 0.0]]"
"[[[0.0, 0.14940903194669375], [1.1717376400925104, 0.0]]]","[[0.0, 0.4802962871344581], [0.031502923673755526, 0.0]]","[[0.0, 0.4253680118537728], [0.0011547495683260206, 0.0]]","[[0.0, 0.4253680118537728], [0.0011547495683260206, 0.0]]","[[0.0, 0.4253680118537728], [0.0011547495683260206, 0.0]]"
"[[[0.0, -0.4664329597002973], [0.0, -0.37990774227848606]]]","[[0.0, 0.0], [0.10425567784809789, 0.07399603385483164]]","[[0.016285864505476682, 0.01726398725940995], [0.10770992044110485, 0.044939346230388276]]","[[0.016285864505476682, 0.01726398725940995], [0.10770992044110485, 0.044939346230388276]]","[[0.016285864505476682, 0.01726398725940995], [0.10770992044110485, 0.044939346230388276]]"
"[[[-0.7907206702509015, 0.0], [-0.21222288026908095, 0.0]]]","[[0.4770513890986359, 0.04966689391632884], [0.0, 0.0]]","[[0.48262312439531796, 0.04109060113228531], [0.020401723895491653, 0.009873118966754867]]","[[0.46264105629633134, 0.04109060113228531], [0.020401723895491653, 0.01183333842987736]]","[[0.48262312439531796, 0.04109060113228531], [0.020401723895491653, 0.009873118966754867]]"
"[[[0.0, 0.9115450446624573], [0.0, -0.2835773482454724]]]","[[0.0, 0.0], [0.32467181075758444, 0.03332951855217186]]","[[0.0, 0.0], [0.3133995117271593, 0.04858598535396164]]","[[0.0, 0.0], [0.3133995117271593, 0.04858598535396164]]","[[0.0, 0.0], [0.3133995117271593, 0.04858598535396164]]"
"[[[-0.25882272139044843, 0.0], [0.0, 0.696253112372752]]]","[[0.01796280344855558, 0.0], [0.0, 0.26312951684464403]]","[[0.037435199629400936, 0.040461208131870416], [0.0, 0.19246873347026125]]","[[0.037435199629400936, 0.040461208131870416], [0.0, 0.19246873347026125]]","[[0.037435199629400936, 0.040461208131870416], [0.0, 0.19246873347026125]]"
"[[[-0.32642417510219235, 0.0], [0.0, 0.0]]]","[[0.06049739896342763, 0.0], [0.0, 0.0]]","[[0.037277509604117805, 0.02102223151426279], [0.009846118891708255, 0.0]]","[[0.037277509604117805, 0.02102223151426279], [0.009846118891708255, 0.0]]","[[0.037277509604117805, 0.02102223151426279], [0.009846118891708255, 0.0]]"
"[[[0.0, 0.0], [0.0, 0.455779126784736]]]","[[0.0, 0.0], [0.0, 0.11424129998687325]]","[[0.022576217998548226, 0.0], [0.0, 0.11330635918449067]]","[[0.022576217998548226, 0.0], [0.0, 0.11330635918449067]]","[[0.022576217998548226, 0.0], [0.0, 0.11330635918449067]]"
"[[[-0.2611167279137863, 0.0], [0.0, 0.0]]]","[[0.039794996562084343, 0.0], [0.0, 0.0]]","[[0.018425268894239562, 0.0001958091239548444], [0.0, 0.012673774702642394]]","[[0.036300991709729544, 0.0001958091239548444], [0.0, 0.012673774702642394]]","[[0.018425268894239562, 0.0001958091239548444], [0.0, 0.012673774702642394]]"
"[[[0.0, 0.0], [0.0, -0.6832685845780544]]]","[[0.0, 0.0], [0.0, 0.2996540437118101]]","[[0.023766031546941385, 0.011157383697081587], [0.0, 0.2715828673551617]]","[[0.023766031546941385, 0.011157383697081587], [0.0, 0.2715828673551617]]","[[0.023766031546941385, 0.011157383697081587], [0.0, 0.2715828673551617]]"
"[[[0.11145117770566582, 0.0], [0.0, 0.0]]]","[[0.004862518310808397, 0.0], [0.0, 0.0]]","[[0.0, 0.031140443741313334], [0.012117095275585337, 0.02998242311867768]]","[[0.0, 0.031140443741313334], [0.012117095275585337, 0.0]]","[[0.0, 0.031140443741313334], [0.012117095275585337, 0.02998242311867768]]"
"[[[0.23785585297197295, 0.0], [-1.2072019562925862, 0.0]]]","[[0.03266131469551609, 0.47495115974732893], [0.0, 0.0]]","[[0.015714572846447585, 0.4369315523934646], [0.002754367487184014, 0.0]]","[[0.024453132273371012, 0.4369315523934646], [0.002754367487184014, 0.0]]","[[0.015714572846447585, 0.4369315523934646], [0.002754367487184014, 0.0]]"
"[[[0.0, 0.0], [0.0, -0.6160456976581167]]]","[[0.0, 0.0], [0.0, 0.27747177921752364]]","[[0.0, 0.0], [0.0, 0.29835309829954665]]","[[0.0, 0.0], [0.0, 0.29835309829954665]]","[[0.0, 0.0], [0.0, 0.29835309829954665]]"
"[[[0.0, 0.0], [0.0, 0.19087059116722407]]]","[[0.0, 0.0], [0.0, 0.012272065891294317]]","[[0.0, 0.008568117644082133], [0.018215586437350044, 0.0029697904860164328]]","[[0.0, 0.008568117644082133], [0.018215586437350044, 0.0029697904860164328]]","[[0.0, 0.008568117644082133], [0.018215586437350044, 0.0029697904860164328]]"
