coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[0.0, 0.976319244018744, 0.13366983940515365], [0.45568296799751234, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.19103646789993484, 0.0], [0.44260300481646336, 0.0, 0.0], [0.011337704093259923, 0.0, 0.0]]","[[0.0, 0.14776118642653346, 0.0], [0.3669012989552856, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.16234753707900218, 0.0], [0.3860011857880521, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.17671698768457222, 0.0019396736461582235], [0.42064341284193635, 0.0011807922560996284, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.39854918936817857], [0.6286675083418573, 0.0, 0.31433314285987474], [0.36959536565103657, -0.49396045315589354, 0.0]]]","[[0.0, 0.17425512364564213, 0.07377071675918555], [0.0, 0.0, 0.17705066270431274], [0.11735869197757404, 0.08934946432473481, 0.0]]","[[0.0, 0.09244731481480337, 0.00229936940050757], [0.0, 0.0, 0.12407584104121173], [0.06775476838818632, 0.024965946940657267, 0.0]]","[[0.0, 0.12936357817774072, 0.03643958135137537], [0.0045264678291527865, 0.0, 0.1539689529386859], [0.07703147124710126, 0.05785813578232742, 0.0]]","[[0.0, 0.15543949466603266, 0.08970411979298944], [0.014548187892391434, 0.0, 0.19120799025646862], [0.08079628355752912, 0.04780175529694584, 0.0]]"
"[[[0.0, 0.30085108454974924, -1.0757200698389806], [0.0, 0.0, 0.0], [0.0, 0.0, 0.6817963097605213]]]","[[0.0, 0.0, 0.0], [0.03748150360830751, 0.0, 0.0], [0.6163355355982337, 0.0, 0.3499557569271058]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.36532390118078345, 0.0, 0.16824237668886552]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.4065133390946046, 0.0, 0.19405622725738275]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.46238024354383567, 0.018497667949053744, 0.24647040928292727]]"
"[[[0.0, 0.0, -1.0494373996638944], [-0.9619351648087798, 0.0, 0.0], [0.2816336620857838, 0.0, 0.0]]]","[[0.0, 0.5852224270011793, 0.08388258689805082], [0.0, 0.0, 0.0], [0.4133844043797447, 0.0, 0.0]]","[[0.0, 0.4774326964134363, 0.05132274922720847], [0.0, 0.0, 0.0], [0.27017871954300343, 0.0, 0.0]]","[[0.0, 0.546147838422266, 0.07291264153928081], [0.0, 0.0, 0.0], [0.34277568333901887, 0.0, 0.0]]","[[0.0, 0.5770224233777993, 0.06839644394005487], [0.0, 0.0, 0.0], [0.35989137862582243, 0.0, 0.0]]"
"[[[0.3293757137377468, -1.0060214459835974, 0.0], [0.0, 0.0, 0.0], [0.0, -1.8238296658757764, 0.0]]]","[[0.11477569010796837, 0.0, 0.0], [0.31517201073772116, 0.0, 0.7506169357208989], [0.0, 0.0, 0.0]]","[[0.0059852619748787675, 0.0, 0.0], [0.20317317375841126, 0.0, 0.4630178124048388], [0.0, 0.0, 0.0]]","[[0.023518636222423513, 0.0, 0.0], [0.24719953199476866, 0.0, 0.545883769054013], [0.0, 0.0, 0.0]]","[[0.06209447461863034, 0.0, 0.0], [0.2679697261339161, 0.0, 0.6337023458987563], [0.0, 0.0, 0.0]]"
"[[[-0.24548022454858548, -0.9788194732382296, 0.0], [0.0, -0.44303636630417786, -1.3058157626223135], [0.0, 0.0, 0.0]]]","[[0.13651203159813216, 0.0, 0.0], [0.7090349575857843, 0.2703280667319525, 0.0], [0.0, 0.49182337031327195, 0.0]]","[[0.008777145921332526, 0.0, 0.0], [0.5235290975711324, 0.08160771359854994, 0.0], [0.0, 0.27071541805847305, 0.0]]","[[0.052441113506659434, 0.0, 0.0], [0.5673002359297876, 0.11978910119548065, 0.0], [0.0, 0.3397874654930584, 0.0]]","[[0.08981651861252875, 0.0, 0.0023266707391937365], [0.5590784173850889, 0.12718736965901906, 0.0], [0.0, 0.41098726799405016, 0.009550967992492033]]"
"[[[0.0, 0.3008083264697461, -1.7185846731777612], [-1.2133812072332568, 0.0, -0.7927573549642057], [0.0, 0.0, 0.0]]]","[[0.0, 1.0384281513332068, 0.0], [0.28425042834247555, 0.0, 0.0], [0.6892972439628969, 0.21700123098499763, 0.0]]","[[0.0, 0.7655376342034366, 0.0], [0.0, 0.0, 0.0], [0.2859954656877026, 0.014829747022194813, 0.0]]","[[0.0, 0.8392667759677653, 0.0], [0.029699505509169305, 0.0, 0.0], [0.38072261815712455, 0.06631663941346523, 0.0]]","[[0.0, 0.8880212506608358, 0.0], [0.08011683084721323, 0.0, 0.0], [0.47694750372153044, 0.0957472896617596, 0.0]]"
"[[[0.0, 0.0, -0.44227993304102364], [0.0, 0.0, -0.9673815210008158], [0.192869518788124, 0.3964592192459869, 0.0]]]","[[0.0, 0.0, 0.025157043106445297], [0.0, 0.0, 0.1552690731734085], [0.12581033804165184, 0.4737885656264493, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.10072628403436223], [0.06767382379435674, 0.3777263496776209, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.1059969482788637], [0.08407077962405955, 0.4141835574365992, 0.0]]","[[0.0, 0.0, 0.011288897542150211], [0.0, 0.0, 0.12356372832709415], [0.09772950793659083, 0.4611347029582583, 0.006612101251793741]]"
"[[[0.0, 0.5140446873931157, 0.0], [0.0, 0.5654997624054828, 0.0], [1.5131596583935423, 0.0, 0.6263706864224287]]]","[[0.0, 0.0, 0.7330713874436734], [0.15466516654759113, 0.17433150019217916, 0.0], [0.0, 0.0, 0.7288334792920922]]","[[0.0, 0.0, 0.41054484444727], [0.08444335486226763, 0.08152979119194911, 0.0], [0.0, 0.0, 0.4286682843721482]]","[[0.0, 0.0, 0.49494382241131146], [0.1039533634808188, 0.103654642635626, 0.0], [0.0, 0.0, 0.5203477289084013]]","[[0.0, 0.0, 0.6035419618439292], [0.15147344618897615, 0.13304982288864156, 0.0], [0.05542509374557745, 0.010436672187594294, 0.6613737495774601]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [-1.3870084034874877, 0.0, 0.12986204011715302]]]","[[0.0, 0.0, 0.559451878808694], [0.0, 0.0, 0.0], [0.0, 0.0, 0.033994502130495916]]","[[0.0, 0.0, 0.3847758308036314], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.43693273937570176], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.49245881187546353], [0.0, 0.0070578088234671, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.6768755854993184, 0.0, -0.7669371143009684], [0.0, 0.0, 0.0], [0.0, -1.9836583343677006, 0.0]]]","[[0.8243004154707332, 0.0, 0.0], [0.0, 0.0, 0.8245757568671397], [0.6891513584421919, 0.0, 0.0]]","[[0.6339834196061496, 0.0, 0.0], [0.0, 0.0, 0.3520693878539413], [0.5070284442723407, 0.0, 0.0]]","[[0.7013877823959093, 0.0, 0.0], [0.0, 0.0, 0.47438255922629174], [0.5442978115152671, 0.0, 0.0]]","[[0.7523173119283973, 0.0, 0.0], [0.0, 0.0, 0.5569646557101076], [0.5738989624251182, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.8298929321784593, 0.0], [0.0, 0.0, 0.8834701302256779]]]","[[0.0, 0.0, 0.0], [0.0, 0.5570533084253045, 0.0], [0.0, 0.0, 0.7347129256985037]]","[[0.0, 0.0, 0.0], [0.0, 0.4525697267651196, 0.0], [0.0, 0.0, 0.6352915719489444]]","[[0.0, 0.0, 0.0], [0.009750731516913663, 0.503376966059803, 0.0], [0.0, 0.0, 0.6609983683781745]]","[[0.029609297773588273, 0.0, 0.0], [0.01016246652336511, 0.5319895029483495, 0.0], [0.0, 0.0, 0.6875821189445818]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.2553394197915955, 0.0, 0.535494407436053]]]","[[0.0, 0.0, 0.01622987510991158], [0.0, 0.0, 0.0], [0.0, 0.0, 0.16163792606968092]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.1057619398768985]]","[[0.0, 0.0, 0.009202351592850735], [0.01595210656833822, 0.0, 0.0], [0.0, 0.0, 0.1349793411859941]]","[[0.003918473949859779, 0.004273711299453964, 0.05207104031196568], [0.04102240917587988, 0.006020967333676291, 0.034640822243074555], [0.0, 0.0, 0.16435348198599659]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.13492171321212573, 1.2899130610313245], [0.2540476503726941, 0.0, 0.0]]]","[[0.0, 0.0, 0.024613007482888298], [0.0, 0.025395172278321703, 0.0], [0.0, 0.4377029527737494, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.3395914208827549, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.35953868254799876, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.34970048563275385, 0.0]]"
