coefficients,di_exact,knn_subset_pairwise
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.22084179255818498, 0.0, 0.6362472695799214], [0.0, 0.5426301406363475, 0.0, 0.6069479650004442], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.04624979601881209, 0.192660328619942, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.19256171010072717, 0.15560198287382682, 0.0]]","[[0.0033746655420339297, 0.0, 0.0013833449904977334, 0.0], [0.0, 0.025780013718552534, 0.14164964125743007, 0.0], [0.0, 0.0010413097856108182, 0.010617341305127823, 0.0], [0.0, 0.19698317054255995, 0.11761893651201313, 0.011759881164229387]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.14167173570050223, 0.299495805814332], [-0.9899434379671366, 0.0, -1.6370414018812742, 0.0]]]","[[0.0, 0.0, 0.0, 0.34157018318845817], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.014179287043397127, 0.8550171869585074], [0.0, 0.0, 0.2182408848096156, 0.0]]","[[0.0, 0.0, 0.01571367718433948, 0.08715318133390763], [0.006114500942388095, 0.0015174664126486874, 0.0, 0.0], [0.014334152759339105, 0.0, 0.0, 0.5303009063353393], [0.0007541440037859513, 0.0, 0.18863254102931223, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.29834008258757627], [0.0, 0.0, 0.0, 0.8217266905869229], [0.0, 0.0, 0.0, -0.37366761472639487]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.054029421719289046, 0.27022853314696393, 0.08369173965222504]]","[[0.019418073479174427, 0.0, 0.0, 0.02425329489859158], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.019265649752587398, 0.0], [0.00146393497012408, 0.03132618908335672, 0.2402430023122777, 0.06434461590461314]]"
"[[[0.0, 0.1408272379071872, -0.388140072630296, 0.0], [0.0, 0.0, 0.0, 0.0], [1.2279624461759269, 0.0, 0.46465341499857465, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.6075047700649476, 0.0], [0.014910525455565544, 0.0, 0.0, 0.0], [0.22248534272775622, 0.0, 0.30983561542825805, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.016506081858278045, 0.010540814383503233, 0.5000916704866343, 0.0002279911853167623], [0.010572996211810244, 0.0, 0.0, 0.0003864180613388619], [0.18185138885556668, 0.0, 0.08268523621283302, 0.01875953374395119], [0.009600216788408503, 0.001223588581567909, 0.0, 0.0]]"
"[[[0.0, -0.6728579791890594, -0.2074878845621133, 0.0], [0.0, 0.0, 0.0, 0.0], [1.1692497367775208, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.5557604990591216, 0.0], [0.1700644951497453, 0.0, 0.0, 0.0], [0.05009566294682809, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.01883001201072384, 0.5300917798484096, 0.018395706598369133], [0.1658221146126984, 0.0, 0.0, 0.03175448046893463], [0.05622628003028667, 0.01227587699161843, 0.0, 0.0], [0.020881646577699708, 0.023505579175313342, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.6643002694371645, 0.19231021970578008, 0.0], [0.0, -0.1300898129922181, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.3293897320485848, 0.01879174935150248, 0.0], [0.0, 0.01563551861979374, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.011927972907511634, 0.0052344902714774695], [0.0, 0.26626004924888796, 0.02174356921210316, 0.0], [0.0, 0.03700638962189388, 0.0, 0.0], [0.004887132086820927, 0.0, 0.004501511425868399, 0.009765868566047943]]"
"[[[-0.37487169146871535, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.4132660681735958], [0.0, 0.0, 0.0, -0.6451016856525972]]]","[[0.09260028091815677, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.688514913454023, 0.21122678656142166]]","[[0.10217077560451913, 0.0, 0.005603051991868666, 0.0], [0.0, 0.0, 0.012294769557185857, 0.0], [0.0, 0.0, 0.06151906260705543, 0.0], [0.0, 0.0, 0.5473479068391189, 0.220349114766584]]"
"[[[0.0, 0.0, -1.0309718291121652, 0.0], [0.33304718450978094, 0.0, 0.0, 0.0], [0.0, -0.1246716739737287, 0.0, 1.6390675665631609], [0.0, 0.0, 0.0, -0.48044639011488915]]]","[[0.0, 0.2189370099058418, 0.0, 0.0], [0.0, 0.0, 0.01042572329470163, 0.0], [0.8338351258692481, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7044726333444901, 0.10716638535229446]]","[[0.040871874348437025, 0.1863571638967999, 0.0, 0.0], [0.0, 0.02256721914982205, 0.0, 0.0], [0.7428328222879922, 0.0, 0.06467287662923658, 0.0], [0.047436008891025144, 0.0, 0.5572720347534512, 0.11211728879187184]]"
"[[[0.0, 0.0, 0.0, 0.0], [-0.4856281245969393, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.38862331947058576], [0.0, 0.0, 0.42088314958090184, 0.7351047122221942]]]","[[0.0, 0.0959917719055042, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.10850546044832413], [0.0, 0.0, 0.14322285566744675, 0.35499894719406]]","[[0.017757963864198516, 0.07832458366764827, 0.017342917134611453, 0.009910305029397342], [0.0, 0.0, 0.006390610873583723, 0.0], [0.0, 0.0, 0.0, 0.08760375008605353], [0.0, 0.0, 0.14195063024507573, 0.2256180581470025]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.5201165933808134, 0.6320954996826778, 0.0, 0.0], [-0.8475362768068165, 0.0, -0.1254969657011646, 0.0], [0.0, 0.0, 0.836542069905146, 0.0]]]","[[0.0, 0.11789398284868322, 0.23839632212309425, 0.0], [0.0, 0.3294497501080887, 0.0, 0.0], [0.0, 0.0, 0.00745705679146482, 0.39753897226538765], [0.0, 0.0, 0.0, 0.0]]","[[0.0338890116543003, 0.07377389715187466, 0.24571018154672708, 0.0], [0.0, 0.28070285106816006, 0.0, 0.03898013463134094], [0.0, 0.0, 0.015605028195479211, 0.3914904178040568], [0.0, 0.0, 0.0, 0.0]]"
