coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[['**0.389', '', 'sigm', '', 'sigm', ''], ['', 'sin', 'log', 'log', '', ''], ['', '0.017', '', '', '', ''], ['', '', '', '', '', ''], ['', '', '', '', '', ''], ['', 'tanh', 'tanh', '', '', '']]]","[[0.0423899298875384, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.1061168730322533, 0.009030749675964104, 0.0, 0.0, 0.04304169670052657], [0.025693720407799953, 1.5450806289192527, 0.0, 0.0, 0.0, 0.3392601516351527], [0.0, 1.5208850243832264, 0.0, 0.0, 0.0, 0.0], [0.025408539062893188, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.000573005384586911, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.14976480815642712], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.18534543031533954], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.002608182907630449, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.21770092761950474], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.012846601765930794, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', '', '', 'cos'], ['', 'log', 'tanh', '', '', ''], ['', '', '', '', '', ''], ['', '', '', '', '', ''], ['sigm', '', '', '', 'sin', ''], ['', '', '', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0, 0.024701801104644927, 0.0], [0.0, 1.5189466590614091, 0.0, 0.0, 0.0, 0.0], [0.0, 0.32211028886346377, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.020294341116449188, 0.0], [0.011484917654804692, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8540828785629887, 0.0, 0.0, 0.0, 0.0], [0.0, 0.021731690122706634, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8950262168578577, 0.0, 0.0, 0.0, 0.0], [0.0, 0.047506254806071284, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9586219557884537, 0.0, 0.0, 0.0, 0.0], [0.0, 0.09758213477578893, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.006295321446998673, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', 'log', '', '', ''], ['log', '', '', '', '', 'log'], ['**0.841', '', '', 'cos', '', ''], ['', '', '', '', '', '-0.116'], ['cos', '', '', 'sigm', '**0.971', ''], ['', 'sin', 'sigm', '', '-0.083', '']]]","[[0.0, 1.5709177501279656, 1.3322595353020792, 0.0, 0.655889394959319, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.9569485883417989], [1.4182991908681448, 0.0, 0.0, 0.0, 0.0, 0.23754395591472752], [0.0, 0.0, 0.023633340154190476, 0.0, 0.040815095719288305, 0.0], [0.0, 0.0, 0.0, 0.0, 1.4484893431606132, 0.07362601903824292], [0.0, 1.421006055388112, 0.0, 0.04827332814610441, 0.0, 0.0]]","[[0.0, 0.2095635991736509, 0.6362661791506857, 0.0, 0.09945962202151713, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.3287797826691873], [0.3621413933383013, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.02456096568317161, 0.0, 0.002900859105642863], [0.0, 0.0, 0.0, 0.0, 0.8254754304164188, 0.0], [0.0, 0.12936536500023801, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.2590611509569107, 0.7221519145539985, 0.0, 0.11597574198673465, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.385635365731328], [0.4181171535464771, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.892650018338163, 0.0], [0.0, 0.1408620891176452, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.35935478278407246, 0.8273500372249046, 0.0, 0.15628993525629525, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.47556814898319827], [0.46032003718458325, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.9732128605617263, 0.0], [0.0, 0.1714678381682376, 0.0, 0.0, 0.0, 0.0]]"
"[[['-0.119', '', 'cos', '-0.072', '', ''], ['', '', '', '', '', ''], ['', '', '', 'sigm', '', 'sigm'], ['', '', '', '', 'cos', ''], ['tanh', '', '', 'cos', 'tanh', ''], ['cos', '', '', '', '', '']]]","[[0.018866300146224802, 0.0, 0.0, 0.0, 0.3493150590640223, 0.15299099869149924], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.32872010994740297, 0.0, 0.0, 0.0, 0.0, 0.0], [0.006612532483024538, 0.0, 0.07122429966551315, 0.0, 0.26506828928244275, 0.0], [0.0, 0.0, 0.0, 0.5182667264524407, 0.016149481597112273, 0.0], [0.0, 0.0, 0.025891610078338213, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.19466632172689843, 0.06891492910997238], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.15830846628415465, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.019247390276768393, 0.0, 0.11807484071831219, 0.0], [0.0, 0.0, 0.0, 0.3472710842602829, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.22066534454777773, 0.09407979856263288], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.211500728449171, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.017118098222388516, 0.0, 0.13758054633818678, 0.0], [0.0, 0.0, 0.0, 0.3868265456182679, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.2527285880229644, 0.09272584842634167], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.220631515144973, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.017731729079368933, 0.0, 0.16055170124255702, 0.0], [0.0, 0.0005916499650496508, 0.0, 0.4076615976971922, 0.0, 0.0], [0.0, 0.0, 0.025426101999304982, 0.0, 0.0, 0.0]]"
"[[['', '', '-0.077', 'log', '', ''], ['', '', '', '', '', ''], ['', 'log', '', 'sigm', 'log', ''], ['', '', 'sin', '', '', ''], ['cos', '', '', '', '', ''], ['', 'tanh', '', '', '', '0.042']]]","[[0.0, 0.0, 0.0, 0.0, 0.7197783506132787, 0.0], [0.0, 0.0, 1.5161845459900292, 0.0, 0.0, 0.3225004386581266], [0.06908439325804465, 0.0, 0.0, 0.9324111392971537, 0.0, 0.0], [1.155484332133608, 0.0, 0.1287220658366797, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0729653202580183, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.001722338667811245]]","[[0.0, 0.0, 0.0, 0.0, 0.3532872682410243, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.06487990192433152], [0.0, 0.0, 0.0, 0.564615494929027, 0.0, 0.0], [0.2960110096505677, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.04112788309011661, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.3874529681478659, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.09514537895609425], [0.0, 0.0, 0.0, 0.6086631458346784, 0.0, 0.0], [0.36653638350019546, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.06788477086457315, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.43354212004651327, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.10854822605296238], [0.0, 0.0, 0.0, 0.6494497309691256, 0.0, 0.0], [0.4482123970670902, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.08772650899332113, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['cos', '', '**0.268', '', 'log', ''], ['**0.937', '', '', '', '', ''], ['cos', '', '0.060', 'cos', '', ''], ['', '', '', '', '', ''], ['', 'tanh', '-0.055', '', '', ''], ['', '', '', '', '', '']]]","[[0.8349973061612451, 1.426684372319302, 0.7875938464026528, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.8545958351538107, 0.0], [0.1724832144538015, 0.0, 0.0070446783424280325, 0.0, -0.001333713488523482, 0.0], [0.0, 0.0, 0.016119204168938014, 0.0, 0.0, 0.0], [1.280455903387012, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.18991295443212353, 0.9347264498848005, 0.41680066008539085, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.4587631911231788, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.19625071945956207, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.25134913674824033, 0.9845194000757893, 0.4723480797945915, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.47683942773143567, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.005039830546336033], [0.2942464201267056, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.25894987854368434, 1.01768723206276, 0.5205999689291845, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.4915096751497059, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.3721520159083265, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', '', 'sin', ''], ['', '', '-0.042', '', '', 'tanh'], ['', 'log', '', '0.091', '', ''], ['', '', '', '', '', ''], ['', '', '', '', '', ''], ['0.132', '', '', '', 'log', 'log']]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.013906413256885863], [0.0, 0.0, 1.2139497551508531, 0.0, 0.0, 0.0], [0.0, 0.010939845458120647, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.002061355494828335, 0.0, 0.0, 0.0], [0.31307828875922233, 0.0, 0.0, 0.0, 0.0, 1.511199683165661], [0.0, 0.6313914978304904, 0.0, 0.0, 0.0, 1.554178248734397]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.23248937466381678, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.08738331160185502, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.27553799369724163, 0.0, 0.0, 0.0, 0.13223151996472035]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.29339198384126347, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.1331053195845649, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2996909709848395, 0.0, 0.0, 0.0, 0.14376097975857224]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3467913815092378, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.14712731809496907, 0.0, 0.0, 0.013906836145333541, 0.0, 0.0], [0.0, 0.33295662141979476, 0.0, 0.0, 0.0, 0.13988384290317507]]"
"[[['', 'sigm', '', '', '', ''], ['sin', '', '', '', '', ''], ['', 'tanh', '', '', '', ''], ['', '', '', '', '', ''], ['', '', '', '', '', ''], ['cos', '', 'sin', 'log', '', '']]]","[[0.0, 0.2688923246797073, 0.0, 0.0, 0.0, 0.17191694846043773], [0.033058178646694074, 0.0, 0.3195273503742541, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.4396905276380622], [0.0, 0.0, 0.0, 0.0, 0.0, 1.478828625710568], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.09345756024513661, 0.0, 0.0, 0.0, 0.0], [0.003050912145793478, 0.0, 0.1739704178553385, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.12872424014248762, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.21504783786745518, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.16791470054752725, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.21364789418679894, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.07516710990277248], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', 'log', 'tanh', 'tanh'], ['', '', '', '', '', ''], ['', '', '0.079', '', 'cos', ''], ['', '', '', '', '', 'cos'], ['', '', '', 'tanh', '', ''], ['', '', '', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.004839367232618868, 0.0, 0.0, 0.0], [0.4484489579333676, 0.0, 0.0, 0.0, 0.11041573718223265, 0.0], [0.2012254199468543, 0.0, 0.22407964210707496, 0.0, 0.0, 0.0], [0.28339404844647176, 0.0, 0.0, 0.011284649083673843, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.19572141655429923, 0.0, 0.0, 0.0, 0.0475194047613924, 0.0], [0.03755583278075297, 0.0, 0.11057984083627077, 0.0, 0.0, 0.0], [0.10837475491329895, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.24816340603296416, 0.0, 0.0, 0.0, 0.06652066865729833, 0.0], [0.07747223585769306, 0.0, 0.13763269756210528, 0.0, 0.0, 0.0], [0.14120582883856445, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0031272515702431072, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0027179383028787148, 0.0, 0.0, 0.0, 0.0], [0.0, 0.005845116115459771, 0.006506800820487359, 0.0, 0.0, 0.0029757521733028217], [0.28556332116014344, 0.016973047005423927, 0.0, 0.0, 0.08979219672368018, 0.0], [0.08846346555835427, 0.0, 0.1756037285507992, 0.0, 0.0, 0.0], [0.16179387929423839, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '**0.825', 'cos', '', '', ''], ['', 'sigm', '0.006', '', '', 'cos'], ['', '', '', '', '', ''], ['**0.979', 'sin', '', '', '', ''], ['', '', '', '', '', ''], ['**0.538', '', '', '', '-0.012', '']]]","[[0.0, 0.0, 0.0, 0.651829200456204, 0.0, 0.21643126821458808], [0.5401335585390008, 0.036793677857540424, 0.0, 0.3250928194025062, 0.0, 0.0], [0.011243637069093147, 4.496413138587151e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.00012541344729215546], [0.0, 0.43524124620815313, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.35705846222618387, 0.0, 0.1128673743504254], [0.3658331676999201, 0.0, 0.0, 0.16701920285674793, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.202871477693491, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.390590505158122, 0.0, 0.11004826018721871], [0.41087944678711374, 0.0, 0.0, 0.20401812670047684, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2476453275191215, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.3825172397245065, 0.0, 0.12216117860832451], [0.4546083088863973, 0.0, 0.0, 0.22274188230482656, 0.010257380959568426, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.008664529916231302, 0.0], [0.0, 0.25588720849904634, 0.0, 0.0, 0.0, 0.0]]"
"[[['sigm', '', 'sigm', '', 'cos', ''], ['', 'log', '', '', 'cos', ''], ['tanh', '', '', '', 'sin', ''], ['', '**0.375', '', '', '', ''], ['', '', 'sigm', '', '', 'sigm'], ['', '', '-0.030', '', 'tanh', '']]]","[[0.011847952423367938, 0.0, 0.024071427430743985, 0.0, 0.0, 0.0], [0.0, 1.549051603476083, 0.0, 1.3218677129363088, 0.0, 0.0], [0.0070983223100955, 0.0, 0.0, 0.0, 0.005920500679425822, 0.0005958612624136472], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.3607462534451332, 0.3722988749059517, 0.02017259886927445, 0.0, 0.0, 0.026644932594829817], [0.0, 0.0, 0.0, 0.0, 0.022435446634431422, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5764880492770647, 0.0, 0.6108891335363686, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.14351107948748343, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.6417955080982275, 0.0, 0.6164461415089401, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.17415906790241736, 0.028043417533001585, 0.0, 0.0, 0.0, 0.0063582606480967795], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.020827016660044075, 0.0, 0.0, 0.0], [0.0, 0.7318491589440833, 0.0, 0.6476369585554864, 0.0, 0.0], [0.0007634706783261675, 0.0, 0.0, 0.0013215394680185703, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.2096473463325703, 0.07638145463086313, 0.0, 0.0, 0.0, 0.0014148905448550817], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['-0.337', '', '', '', '**0.350', '**0.438'], ['', '', '', '', '', ''], ['', '', '', '', '', ''], ['', 'sin', 'sigm', '', '', 'sigm'], ['**0.136', '', '', '', '', ''], ['', '', '', '', '', '']]]","[[0.8799506266302957, 0.0, 0.0, 0.0, 1.4429513611778908, 0.0], [0.0, 0.0, 0.0, 0.3588224239494376, 0.0, 0.0], [0.0, 0.0, 0.0, 0.02264184278512084, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [1.4240305155782917, 0.0, 0.0, 0.0, 0.0, 0.0], [0.7891290112698351, 0.0, 0.0, 0.02336644692383808, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.11352626439008222, 0.0], [0.0, 0.0, 0.0, 0.15565587959184152, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.06220820387337233, 0.0, 0.0, 0.0, 0.0, 0.0], [0.30581624889871584, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.012668559687878276, 0.0, 0.0, 0.0, 0.11881158322657068, 0.0], [0.0, 0.0, 0.0, 0.18412802796194425, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.07037811896934917, 0.0, 0.0, 0.0, 0.0, 0.0], [0.3786024107617687, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.040237236653562096, 0.0, 0.0, 0.0, 0.11307451208888973, 0.0], [0.0, 0.0, 0.0, 0.21692962339656244, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.06707802162775403, 0.0, 0.0, 0.0, 0.0, 0.0], [0.42675266690348373, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', 'sin', '', '', ''], ['cos', '', '', '', '', ''], ['0.119', '', 'log', '', '', 'sigm'], ['sin', '', '', '-0.287', '', ''], ['cos', 'sin', 'tanh', '', '', ''], ['tanh', '**0.818', '', '', '', '']]]","[[0.0, 0.2529604120459455, 0.036906509588616174, 0.9200790354881788, 0.2800434972158961, 0.818940075459157], [0.0, 0.0, 0.0, 0.0, 0.3182272538782973, 0.44188037945177244], [0.9897435788776354, 0.0, 1.4414895836082635, 0.0, 0.9803503722741311, 0.0], [0.0, 0.0, 0.0, 0.20630450354739818, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.09794532177555498, 0.0, 0.0, 0.0]]","[[0.0, 0.03774167764772395, 0.0, 0.16511988033692582, 0.0, 0.10891985261226522], [0.0, 0.0, 0.0, 0.0, 0.04656869640427564, 0.08739407750795147], [0.43272764003677017, 0.0, 0.5368614958464417, 0.0, 0.2902844792626509, 0.0], [0.0, 0.0, 0.0, 0.013497536519898956, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.051106192742419426, 0.0, 0.17453832476124553, 0.008015675773875566, 0.11122694476713385], [0.0, 0.0, 0.0, 0.0, 0.04678880700366581, 0.09261724175151315], [0.4428423374960165, 0.0, 0.5935842924515926, 0.0, 0.29905557065522226, 0.0], [0.0, 0.0, 0.0, 0.01202777621985537, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.07895688224509091, 0.0, 0.2301172650187526, 0.038897515124401295, 0.14887974911741703], [0.0, 0.0, 0.0, 0.0, 0.08443343091977035, 0.14069023873257294], [0.4789331045511609, 0.0, 0.6708345348250956, 0.0, 0.3455759667743455, 0.0], [0.0, 0.0, 0.0, 0.038832657689976464, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', 'sin', '', 'tanh'], ['log', '', '', '', '**0.570', ''], ['sin', '', 'log', '', '', ''], ['', '', '', '', '', ''], ['tanh', '', '', '', '', ''], ['', '', 'log', '', 'log', '']]]","[[0.0, 1.3702673798590277, 0.8706535915088429, 0.0, 0.7807515659536378, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.5258326558495154, 0.0, 0.0, 1.5456157716050987], [0.3371172744318657, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9800380834227487, 0.0, 0.0, 0.0, 1.3645710180352137], [0.8994068885589992, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.16589987339191226, 0.17934706863262068, 0.0, 0.3116567565613778, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2541511044253377, 0.0, 0.0, 0.2229497608071473], [0.02036579394320712, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.008527138695506115, 0.0, 0.0, 0.0, 0.0], [0.22122496109451387, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.253850453816136, 0.22297703597342386, 0.0, 0.3833438146745216, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.35177114343640575, 0.0, 0.0, 0.27170729374251273], [0.03583295455648621, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.03422297266581489, 0.0, 0.0, 0.0, 0.01876307543353606], [0.2565885938837042, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.3351933046622279, 0.2637103680643415, 0.0, 0.40229601235618423, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4378233289300406, 0.0, 0.0, 0.3003396088341644], [0.059472854309312505, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.089873973210391, 0.0, 0.0, 0.0, 0.07345820744251094], [0.2572241378689591, 0.0, 0.0, 0.0, 0.0, 0.0]]"
