coefficients,di_exact,knn_subset_pairwise
"[[['', '', ''], ['', '', ''], ['cos', 'tanh', '']]]","[[0.0, 0.0, 0.027189815192740358], [0.0, 0.0, 0.30641845294122055], [0.0, 0.0, 0.0]]","[[0.028581175912850722, 0.005755660792461058, 0.01776853439697855], [0.0, 0.0, 0.26780133464704403], [0.0, 0.026902593282429353, 0.0]]"
"[[['', 'sigm', 'sigm'], ['cos', '', 'tanh'], ['tanh', '', '']]]","[[0.0, 0.39280153737032625, 0.042865968361305073], [0.04103651161110025, 0.0, 0.0], [0.019818581234684333, 0.132611732634738, 0.0]]","[[0.0012018803938773786, 0.30814663258879355, 0.02541546081046555], [0.025778556100246194, 0.02289609494365799, 0.0], [0.0, 0.04424749762931912, 0.0]]"
"[[['sin', '', ''], ['', 'tanh', '-0.099'], ['-0.176', '', '']]]","[[0.7810393356390795, 0.0, 0.0719237321543223], [0.0, 0.6622797251122071, 0.0], [0.0, -0.00038955334384340546, 0.0]]","[[0.776398846632145, 0.0, 0.05470116164197427], [0.0, 0.6399853395534117, 0.005737950664427808], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['**0.689', '', 'sigm'], ['', 'sigm', 'sin']]]","[[0.0, 0.5531438304163923, 0.0], [0.0, 0.0, 0.0846721651546348], [0.0, 0.011355199166728783, 0.027365418777287077]]","[[0.0, 0.5373429467163534, 0.025756191973895896], [0.0, 0.0, 0.13497960513778925], [0.01697611900005922, 0.028500135361078257, 0.0]]"
"[[['**0.843', '', ''], ['0.350', 'tanh', ''], ['', '-0.576', '**0.141']]]","[[1.3818579858412678, 0.5414198351596569, 0.0], [0.0, 1.1435853697683755, 0.988883083178284], [0.0, 0.0, 1.433531564305131]]","[[1.203410073325343, 0.07407590329940643, 0.04862772488924522], [0.0, 1.0253268088140945, 0.2271176005760191], [0.0, 0.0, 0.8319770460194487]]"
"[[['', '', ''], ['', '', ''], ['cos', 'cos', '']]]","[[0.0, 0.0, 0.007766996525269336], [0.0, 0.0, 0.006710173034580624], [0.0, 0.0, 0.0]]","[[0.00505721465862508, 0.010244701032944083, 0.0], [0.0, 0.0, 0.00703827986406472], [0.006296477864019781, 0.03717872999026809, 0.017684018195424322]]"
"[[['', '', ''], ['', '', ''], ['log', '', '']]]","[[0.0, 0.0, 1.5387694732555341], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.01860961655486998, 0.24667072863778453], [0.0, 0.0, 0.0], [0.00495440131352096, 0.0, 0.0]]"
"[[['sigm', '', 'sin'], ['', '', 'sin'], ['', '', '']]]","[[0.04458057734674821, 0.0, 0.0], [0.0, 0.0, 0.0], [0.26246384941063616, 0.35803029842028455, 0.0]]","[[0.0, 0.026732096791890564, 0.0], [0.002109248563746561, 0.0, 0.0027858287722653374], [0.2596466011315974, 0.3925081860762733, 0.005268730069563242]]"
"[[['', '', ''], ['', 'tanh', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.6102363475055361, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.012257468524219531], [0.0, 0.593337365018242, 0.04656530997907781], [0.0, 0.0, 0.0]]"
"[[['**0.205', '0.094', ''], ['', '', 'cos'], ['tanh', '', 'cos']]]","[[0.02942254815161079, 0.0, 0.15159753084568306], [0.006177403787252914, 0.0, 0.0], [0.0, 0.065014840742279, 0.06207928282712736]]","[[0.020869709363698627, 0.0, 0.1619671340344058], [0.0031094667806504704, 0.0, 0.017902391773526566], [0.0, 0.06188358306609468, 0.004562892972706944]]"
"[[['', '-0.488', ''], ['', '', ''], ['cos', 'sigm', '']]]","[[0.0, 0.0, 0.024328680689425168], [0.1057047630295334, 0.0, 0.024876417967953944], [0.0, 0.0, 0.0]]","[[0.0, 0.016989540192961998, 0.013953938216880277], [0.13906598397488204, 0.0, 0.02071599630580158], [0.02249262401493947, 0.007644779815059239, 0.0]]"
"[[['0.155', 'log', ''], ['sigm', 'log', ''], ['sigm', '', '']]]","[[0.18828050357889503, 0.18798948696930504, 0.21064987649261793], [1.544220517947031, 1.5199868955350606, 0.0], [0.0, 0.0, 0.0]]","[[0.4046767016831901, 0.0, 0.18023814050147657], [0.5225319709500107, 1.1240648464977419, 0.11916862561153287], [0.0, 0.0, 0.0025114377078139117]]"
"[[['**0.581', '**0.337', ''], ['', 'cos', ''], ['', 'tanh', 'sigm']]]","[[0.1384568359693922, 0.0, 0.0], [0.29433759287936245, 0.2212904824414859, 0.29144209991279474], [0.0, 0.0, 0.029456581676968487]]","[[0.008060717882916407, 0.0, 0.0], [0.19742915052633958, 0.20450881280405256, 0.230527742676338], [0.0, 0.0, 0.03124244833235623]]"
"[[['', '', ''], ['', '', ''], ['', 'tanh', 'log']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.32861293188727175], [0.0, 0.0, 1.5372641996913514]]","[[0.010364798988294526, 0.00990150163986091, 0.0], [0.01069318342714215, 0.0, 0.10732901124596092], [0.0, 0.0, 1.0194276467243268]]"
"[[['', '', ''], ['sigm', 'sigm', ''], ['', '-0.459', '-0.031']]]","[[0.0, 0.03938670615540032, 0.0], [0.0, 0.020200901012023854, 0.11643151133822265], [0.0, 0.0, 0.002256309222823055]]","[[0.0, 0.01887317944879097, 0.0], [0.0, 0.032851195833617876, 0.08968301761286347], [0.0, 0.0, 0.050147513924503624]]"
"[[['**0.489', '', ''], ['log', '', ''], ['sigm', '', 'tanh']]]","[[1.3617325773890077, 0.7374298569819955, 0.27819844485775347], [0.0, 0.0, 0.0], [0.0, 0.0, 0.09895621606366453]]","[[0.8086746256569938, 0.4025749734026939, 0.11285595979858892], [0.0, 0.03520183756804827, 0.0], [0.0010863469110838058, 0.022605713283921847, 0.31916499890501826]]"
"[[['**0.844', '', 'cos'], ['', 'log', ''], ['', '', '']]]","[[0.3597602352115979, 0.0, 0.0], [0.0, 1.5893263365441597, 0.0], [0.01530456860368741, 0.0, 0.0]]","[[0.3499883298424731, 0.0, 0.0], [0.0, 1.3203763867017917, 0.0], [0.00797372377203824, 0.0, 0.0]]"
"[[['', '', ''], ['sin', '', '0.246'], ['sigm', '', '']]]","[[0.0, 0.3196961785076646, 0.01898587251098876], [0.0, 0.0, 0.0], [0.0, 0.050720646043777774, 0.0]]","[[0.025504791907155794, 0.25912975353820644, 0.03412306988520468], [0.0, 0.01132470064998585, 0.0], [0.0, 0.03109830350529852, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.020110455863252222], [0.0, 0.017321420855986716, 0.0], [0.0022235829209713946, 0.0, 0.0]]"
"[[['', '', ''], ['', '', ''], ['sin', 'log', '']]]","[[0.0, 0.0, 0.3353178900606846], [0.0, 0.0, 1.578390009275357], [0.0, 0.0, 0.0]]","[[0.008028718697910029, 0.008087425533968542, 0.0], [0.01418991004625701, 0.0, 0.17413836520959897], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['tanh', '', ''], ['', '', '**0.269']]]","[[0.0, 0.2974321726380429, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.06731901997244814]]","[[0.021525734904687094, 0.32922276365513065, 0.03011538137865163], [0.0054784628120909205, 0.0, 0.03233823041531004], [0.0, 0.0, 0.024243097504873266]]"
"[[['', 'log', 'tanh'], ['log', '', ''], ['', 'sigm', 'log']]]","[[0.0, 1.5468528115122, 0.0], [1.5768811857767515, 0.0, 0.282008982286436], [1.0185706894680877, 0.0, 1.51981226320047]]","[[0.005970252452256091, 0.9477660636590065, 0.0], [0.39072852067516095, 0.0, 0.0], [0.10193252803977997, 0.008335659339366674, 0.9455112561584478]]"
"[[['', '**0.319', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.9319213761685893, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.005960353140832194, 0.0, 0.0], [0.6362913714295535, 0.018557765778503845, 0.0], [0.0, 0.0, 0.010552085422375566]]"
"[[['', '', ''], ['', '', ''], ['tanh', '-0.183', '']]]","[[0.0, 0.0, 0.3178928368859343], [0.0, 0.0, 0.012404131392298333], [0.0, 0.0, 0.0]]","[[0.02317172283851717, 0.001652831318882822, 0.30972869961355337], [0.009986423128002261, 0.019716187038926317, 0.01475147803353179], [0.0, 0.0, 0.0]]"
"[[['sin', 'tanh', ''], ['', '', ''], ['sin', '', '0.103']]]","[[0.8492870263715712, 0.0, 0.8821957291155893], [0.27753406165332595, 0.0, 0.0], [0.0, 0.0, 0.025118492266966556]]","[[0.6271538206731396, 0.008911423708701374, 0.4773193263061731], [0.22728207265247033, 0.0, 0.0], [0.0, 0.0, 0.41077782264906965]]"
"[[['sin', 'tanh', ''], ['sigm', '-0.232', ''], ['', '', '']]]","[[0.052081503415294515, 0.02663770431013978, 0.0], [0.17858395045709408, 0.024022309353589108, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.03202883514606326, 0.0], [0.19497122646019038, 0.027539502915753404, 0.0025497560785153394], [0.011814840721582337, 0.0, 0.0]]"
"[[['', '', 'sin'], ['**0.272', '', 'cos'], ['**0.850', '**0.952', '']]]","[[0.0, 1.2889481203703843, 1.2070518963613546], [0.0, 0.0, 1.5408809463856918], [1.1442274623351232, 0.9715936304733164, 0.0]]","[[0.3417976085802419, 0.16309805338973385, 0.10106235523848633], [0.037095324804591656, 0.308912994182758, 0.5131525359556205], [0.4762198208856136, 0.6840374347227332, 0.5150766929259346]]"
"[[['', '', ''], ['', 'sigm', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.02067648567290704, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.023218607819669466, 0.0], [0.0, 0.0, 0.02543109862122687], [0.0033519348233501177, 0.052713771728488984, 0.0]]"
"[[['', '0.147', ''], ['sigm', '', ''], ['', '', '']]]","[[0.0, 0.02629068440857815, 0.0], [0.006952561826238191, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.020978187097965426, 0.010859779204929846], [0.019597949216611437, 0.0, 0.005796199971339634], [0.024885251025282128, 0.021499899226415084, 0.0019012797254217642]]"
"[[['', '', 'sin'], ['', '', ''], ['cos', 'sin', '']]]","[[0.0, 0.0, 0.231039686744483], [0.0, 0.0, 0.3277599032690627], [0.41761890978262395, 0.0, 0.0]]","[[0.0, 0.004629603370132677, 0.12254846092915223], [0.0067518458759769084, 0.0, 0.21540761803482988], [0.4008473645203559, 0.0, 0.0]]"
"[[['sigm', 'tanh', ''], ['', '', ''], ['', '', '']]]","[[0.04406938327604329, 0.0, 0.0], [0.31838980457656485, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.034550968391853655], [0.3078210003507552, 0.0, 0.013367902878558229], [0.03330073179592534, 0.0, 0.0]]"
"[[['sin', '', 'tanh'], ['', '', ''], ['', '', '']]]","[[0.8433414825707688, 0.0, 0.0], [0.0, 0.0, 0.0], [0.3186908957159723, 0.0, 0.0]]","[[0.5629926023389901, 0.026421459081445088, 0.0], [0.015938541402380362, 0.0, 0.009303793464709068], [0.2683240939285072, 0.0036982810547109943, 0.003392652384455845]]"
"[[['', '', ''], ['', '', ''], ['', '', '0.029']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0021361398651690506]]","[[0.010859279409068414, 0.0, 0.0], [0.0, 0.0, 0.003470998229100324], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['', '0.128', 'log'], ['tanh', '', '']]]","[[0.0, 0.0, 0.3067164600841445], [0.0, 0.1471597840622727, 0.0], [0.0, 1.5255937963098034, 0.0]]","[[0.0, 0.0, 0.2823838026136967], [0.0, 0.03858491219764587, 0.0], [0.002178057279337097, 0.3342638880609442, 0.0]]"
"[[['', '', ''], ['', '-0.355', 'log'], ['', 'cos', 'log']]]","[[0.0, 0.0, 0.0], [0.0, 0.8526550088987187, 0.9623118027988972], [0.0, 1.600509235601222, 1.5786401456483616]]","[[0.012511144760906017, 0.0, 0.0], [0.0, 0.5318817280570539, 0.11108064938776811], [0.0, 0.5733621347978424, 0.7596462204366531]]"
"[[['', '', ''], ['', '', 'cos'], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.02287705352449297, 0.0]]","[[0.0, 0.03635540889219103, 0.0], [0.047498412856606435, 0.0, 0.0], [0.010433991848233647, 0.04370790510719253, 0.0]]"
"[[['', 'sin', '-0.340'], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.3210843269660925, 0.0, 0.0], [0.03950514381914769, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.28820730086688323, 0.0, 0.0051782569898988365], [0.05260628738059142, 0.0, 0.0]]"
"[[['', '', ''], ['', '', ''], ['-0.251', '', 'sin']]]","[[0.0, 0.0, 0.02813272527447915], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7802474749987355]]","[[0.005044260571829726, 0.0, 0.02674031052897072], [0.0, 0.0, 0.008939472558206516], [0.0, 0.0, 0.7150081771780138]]"
"[[['sin', 'log', ''], ['cos', '**0.767', ''], ['', '', '']]]","[[0.36877017942954415, 0.6600069590490572, 0.0], [0.58070146253497, 0.593626122475539, 0.0], [0.0, 0.0, 0.0]]","[[0.09886689143795457, 0.5377303495576355, 0.0], [0.48190533955586046, 0.20137345385885422, 0.0], [0.0, 0.0, 0.0]]"
"[[['', 'sin', 'cos'], ['', 'sin', ''], ['', 'tanh', '']]]","[[0.0, 0.0, 0.0], [0.6893128951443904, 0.6962743520289945, 0.6959264249388246], [0.1325050508799472, 0.0, 0.0]]","[[0.23619124704190778, 0.0, 0.02129478103201001], [0.3584454798967483, 0.6983475729188189, 0.37668715581518347], [0.05623726958702626, 0.0, 0.2895801818245628]]"
"[[['sin', '', ''], ['cos', '', '**0.148'], ['**0.311', '', '']]]","[[0.8578957294650035, 0.1842462513907594, 1.1690670507049397], [0.0, 0.0, 0.0], [0.0, 1.382256628120519, 0.0]]","[[0.8605680577678133, 0.24817562557918893, 0.27174742969453936], [0.0, 0.43222021565968893, 0.0], [0.0, 0.2534737943284703, 0.5091691996852719]]"
"[[['', '', ''], ['', '', 'cos'], ['-0.047', '', '']]]","[[0.0, 0.0, 0.00014698171106827983], [0.0, 0.0, 0.0], [0.0, 0.019786949954713074, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0023816149585311054, 0.03411626791785998]]"
"[[['', '**0.886', ''], ['', '**0.814', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [1.3406778010957798, 1.3511472679560999, 0.0], [0.0, 0.0, 0.0]]","[[0.6824159411605698, 0.0, 0.0], [0.3824244400989063, 1.154908834986926, 0.0009278688123170393], [0.0, 0.0, 0.015216799528453716]]"
"[[['**0.580', '', ''], ['', '', 'log'], ['', '', '']]]","[[0.2122268775885509, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 1.459037563666896, 0.0]]","[[0.2142569975187388, 0.0, 0.0], [0.0, 0.03925608770400646, 0.0], [0.0024576222273642455, 0.23752839825330915, 0.001839817210991353]]"
"[[['-0.016', '', ''], ['', 'sigm', 'sigm'], ['tanh', 'tanh', '']]]","[[0.0007230953173637129, 0.0, 0.32598389929634564], [0.0, 0.012510423025737434, 0.03465396645381808], [0.0, 0.03782783977254428, 0.0]]","[[0.0046700031527533315, 0.0, 0.3181284080524164], [0.007039567486848889, 0.01661338694356219, 0.017278774063288208], [0.0, 0.0, 0.0]]"
"[[['**0.359', 'log', ''], ['sin', '-0.090', ''], ['', '0.268', '']]]","[[0.15854055785362245, 0.32725008853021453, 0.0], [0.8333869421416455, 0.009887000650831253, 0.051902832541513774], [0.0, 0.0, 0.0]]","[[0.02879357220712077, 0.18546570611982816, 0.0], [0.5431294143757291, 0.015516838778462811, 0.03193758970686892], [0.0, 0.0, 0.0]]"
"[[['sin', '', 'sigm'], ['', '', ''], ['', 'sin', '']]]","[[0.020478909390377067, 0.0, 0.0], [0.0, 0.0, 0.28711695401608667], [0.04797528249678736, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.017744790452695048, 0.020636763354788982, 0.28290285609828697], [0.03860604352442685, 0.0, 0.0]]"
"[[['', '0.102', 'log'], ['sigm', '-0.014', ''], ['', '0.413', 'log']]]","[[0.0, 0.2899498495651304, 0.0], [0.008104396195674855, 0.0012619917770428798, 0.13574501005757514], [1.5647203989263971, 0.0, 1.580648038049476]]","[[0.551472742722451, 0.23539199668073596, 0.0], [0.0, 0.033643024547968435, 0.0], [0.5022729316968279, 0.1777674793383605, 1.1763808311746342]]"
"[[['', '**0.954', ''], ['sigm', '', 'sigm'], ['', 'log', 'sigm']]]","[[0.0, 0.019430289042728054, 0.0], [0.36672735764744546, 0.0, 0.17831328614641914], [0.0, 0.013633403281799423, 0.00842451415906243]]","[[0.0, 0.0472588954112034, 0.01449994003027911], [0.35174610795349065, 0.0, 0.1554519724525362], [0.0, 0.016136680009806906, 0.0]]"
"[[['', '', 'log'], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [1.4786511322038112, 0.0, 0.0]]","[[0.010018120018856835, 0.0, 0.0], [0.0, 0.021678956688694358, 0.0015316885689080136], [0.21680935465494555, 0.0, 0.002009414562508937]]"
"[[['', '', ''], ['tanh', '', 'cos'], ['-0.057', 'sin', '']]]","[[0.0, 0.34393289152201906, 0.004636634179361115], [0.0, 0.0, 0.41537470051841535], [0.0, 0.2311646669615377, 0.0]]","[[0.0, 0.21203600014577206, 0.011654729457153068], [0.0022964162378302246, 0.036772822204397225, 0.4043528115147832], [0.0, 0.08885844924743419, 0.0]]"
"[[['-0.475', '', ''], ['', '-0.226', ''], ['sigm', '', '']]]","[[0.1280073106666104, 0.0, 0.050487059955153894], [0.0, 0.026390944550334108, 0.0], [0.0, 0.0, 0.0]]","[[0.1333556388724067, 0.0, 0.05242986536821713], [0.0, 0.022583135854083006, 0.003981182659870296], [0.0, 0.0, 0.0]]"
"[[['0.615', '**0.257', ''], ['', '', 'cos'], ['sigm', 'sin', '']]]","[[0.6656240265288954, 0.0, 0.10510130357592624], [0.9085665116538773, 0.0, 0.5953943285454399], [0.0, 0.575152084224529, 0.0]]","[[0.2931718237628597, 0.16693798848151362, 0.02385489819768262], [0.5142072881131083, 0.0, 0.4463061520854335], [0.007985038222639363, 0.5364480308530938, 0.0]]"
"[[['', '', ''], ['0.557', '', 'sin'], ['', '', '']]]","[[0.0, 0.15446108884172888, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2975106732409796, 0.0]]","[[0.0, 0.08189648294070107, 0.0], [0.022573950442438588, 0.0, 0.0], [0.006848649325473442, 0.22091259647579245, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', 'sigm', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.03618167570395332], [0.0, 0.0, 0.0]]","[[0.02199242545724832, 0.0, 0.017797544332964335], [0.0, 0.011155929603253685, 0.05428090319276388], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.02111548067200513, 0.0, 0.0047264584423528525], [0.0, 0.0308293247277963, 0.0], [0.0, 0.0, 0.006084115586393225]]"
"[[['', '', ''], ['', '', ''], ['tanh', '', '']]]","[[0.0, 0.0, 0.3320561611954293], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0018948093211385915, 0.0, 0.30889473754761243], [0.0, 0.0, 0.027061341614158203], [0.0, 0.0, 0.0]]"
"[[['', 'tanh', 'sigm'], ['cos', '', 'log'], ['', '-0.518', 'sin']]]","[[0.0, 0.35403547721518763, 0.0], [0.6460331809977391, 0.0, 0.5570238871464697], [0.15714729595146792, 1.004633984912181, 0.7690893928290414]]","[[0.07841794108040107, 0.11763851387647148, 0.027130129617323934], [0.3047712511330895, 0.08254032033174374, 0.27150405879081757], [0.051915294642893656, 0.2578238934547886, 0.36378850205588803]]"
"[[['', '-0.132', ''], ['', 'sin', 'cos'], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.008669435180895815, 0.0747271832244466, 0.0], [0.0, 0.011953505722243222, 0.0]]","[[0.0, 0.0, 0.0], [0.011294926410783017, 0.07140099991493706, 0.0], [0.0, 0.0, 0.0037188483033721636]]"
"[[['', 'sigm', 'tanh'], ['', '', 'tanh'], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.04311128286809402, 0.0, 0.0], [0.303099688821193, 0.32558404558873005, 0.0]]","[[0.020964896402014925, 0.0, 0.0], [0.0, 0.0, 0.0], [0.2626696069393915, 0.29766770628536465, 0.016267636235368938]]"
"[[['tanh', '', ''], ['', 'cos', 'sin'], ['', '0.245', '']]]","[[0.7041360517255901, 0.0, 0.0], [0.0, 0.5367589376181929, 0.14023071120763822], [0.0, 0.4215772948234329, 0.0]]","[[0.685971198472321, 0.0, 0.010153921993009496], [0.0, 0.41885687582427605, 0.1365726798847752], [0.0, 0.36162542376549744, 0.0]]"
"[[['', '', ''], ['sigm', 'cos', ''], ['', '', 'tanh']]]","[[0.0, 0.03400250887546216, 0.0], [0.0, 0.5154764064276416, 0.0], [0.0, 0.0, 0.6478397567931994]]","[[0.0, 0.0420010189223938, 0.025249788041171728], [0.00194228621598489, 0.4702975904137447, 0.0], [0.00034164791743291034, 0.0, 0.598887343210921]]"
"[[['', '', ''], ['', '-0.342', 'sigm'], ['log', '', '']]]","[[0.0, 0.0, 1.4863739685636543], [0.0, 0.09105157036515368, 0.0], [0.0, 0.07293996463780442, 0.0]]","[[0.0, 0.0, 0.24979530727697102], [0.0, 0.07846088638979232, 0.0], [0.0, 0.02595164407350582, 0.0]]"
