coefficients,di_exact,knn_subset_pairwise
"[[['', '', ''], ['', '', ''], ['tanh', '', '']]]","[[0.0, 0.0, 0.3394396552815698], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.011838370618373032, 0.33693979609307567], [0.012858474676235137, 0.0, 0.01318249124361319], [0.03838418498488437, 0.003535848404876314, 0.0]]"
"[[['', 'sigm', 'cos'], ['', '', ''], ['', '', '0.413']]]","[[0.0, 0.0, 0.0], [0.03164267186575141, 0.0, 0.0], [0.016250118097925863, 0.0, 0.0649573878432097]]","[[0.03275292357944384, 0.0, 0.006300068895752796], [0.0, 0.015105627994673456, 0.026980320246478433], [0.0, 0.0, 0.04119586660586332]]"
"[[['cos', '', 'tanh'], ['', '', '0.021'], ['cos', '', '']]]","[[0.47830831577644, 0.0, 0.5198889855618093], [0.0, 0.0, 0.0], [0.4491505983864742, -0.001965262534158503, 0.0]]","[[0.15040901565853834, 0.0, 0.42768897149080876], [0.0, 0.0, 0.0], [0.34780979403269346, 0.0, 0.06641794612161496]]"
"[[['-0.143', 'log', ''], ['', 'log', ''], ['', '', '']]]","[[0.1947020414987897, 0.0, 0.0], [1.5461646117223453, 1.5183096012410302, 0.0], [0.0, 0.0, 0.0]]","[[0.7114592343018326, 0.0, 0.0], [0.46474072564259034, 1.2282567064577659, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['', '', 'log'], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 1.5262166852366448, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.00016689763293420507, 0.21224182304444603, 0.0]]"
"[[['', 'sin', 'sigm'], ['**0.485', '-0.185', ''], ['', '-0.239', 'log']]]","[[0.0, 0.27244101836730006, 0.0], [0.2969715004300915, 0.042419302616339534, 0.04957020323649535], [0.23110596768306252, 0.0, 1.5623720314051899]]","[[0.047012508950862335, 0.20173008070140624, 0.0], [0.19226125328825672, 0.09106699770289242, 0.0], [0.13947039985466433, 0.009719051640675961, 1.2474492242233544]]"
"[[['', '', ''], ['', '', 'sigm'], ['log', '', 'tanh']]]","[[0.0, 0.0, 1.5313866215280152], [0.0, 0.0, 0.0], [0.0, 0.027893330478936038, 0.010860748862849485]]","[[0.021028702858210672, 0.0, 0.23017556226696964], [0.00833793008574963, 0.015372970577146762, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['**0.659', '', '**0.994'], ['', '', 'log']]]","[[0.0, 0.5528041896279975, 0.0], [0.0, 0.0, 0.0], [0.0, 1.596940635474653, 1.5938419838873696]]","[[0.0, 0.04494676904825218, 0.0], [0.0, 0.3491535037179591, 0.0], [0.0, 0.5899444940702385, 1.2721788795025897]]"
"[[['sigm', '', ''], ['**0.609', '', 'sin'], ['', 'sin', 'log']]]","[[0.03700527582528879, 0.21459473391389136, 0.0], [0.0, 0.0, 0.7333822690788067], [0.0, 1.0618226693042478, 1.5443807412976867]]","[[0.011186376111203638, 0.032125539937056, 0.0], [0.0, 0.12390529529042948, 0.28350702422414065], [0.0, 0.6565997073248659, 0.7136849240419869]]"
"[[['', '', ''], ['sigm', '', ''], ['', '', '']]]","[[0.0, 0.020486999373525286, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.005551678934383701, 0.01946476930582817, 0.0], [0.014974507411978963, 0.012219904235111677, 0.0], [0.0, 0.0, 0.0]]"
"[[['**0.515', '', 'sigm'], ['-0.055', '', 'cos'], ['sigm', '', '']]]","[[0.0809073262735927, 0.0021146026734858935, -0.0005842351356633603], [0.0, 0.0, 0.0], [0.01691880586092872, 0.2523281107790986, 0.0]]","[[0.07663539596053454, 0.034183007973454305, 0.0], [0.002597465412681709, 0.0, 0.014245493855198884], [0.001187170031743058, 0.2986137406959475, 0.003251704380396238]]"
"[[['', 'sigm', 'cos'], ['', '', ''], ['cos', '-0.355', '']]]","[[0.0, 0.0, 0.36954577231570634], [0.03459041190808262, 0.0, 0.05719094658918171], [0.0713661612288002, 0.0, 0.0]]","[[0.0025296849952371942, 0.0, 0.3256755418989069], [0.0, 0.0, 0.022854587957306768], [0.042165912559064433, 0.008906200772306062, 0.0]]"
"[[['tanh', '', '-0.747'], ['', '', 'cos'], ['', 'log', '']]]","[[0.6798115164411548, 0.0, 0.0], [0.0, 0.0, 0.7380248454660688], [0.5817931871616863, 0.3187598330284128, 0.0]]","[[0.4121702466618729, 0.0, 0.006100586348030698], [0.0, 0.0, 0.44769016859949096], [0.43242252233099415, 0.1905094776618299, 0.0066584379244021405]]"
"[[['', 'sigm', ''], ['', '', ''], ['**0.552', 'sigm', '']]]","[[0.0, 0.0, 0.3550873217205906], [0.04822063004219526, 0.0, 0.020688719638876394], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.2913911816681519], [0.050522721534086656, 0.0, 0.02081599037522529], [0.0, 0.003182082503782179, 0.0]]"
"[[['sigm', '', 'sin'], ['', '', 'log'], ['', '0.522', '']]]","[[0.0993387205044463, 0.0, 0.0], [0.0, 0.0, 0.9636235948938419], [0.745676045305376, 1.576273730633106, 0.0]]","[[0.0, 0.0, 0.24501095744371465], [0.0, 0.03530377471706107, 0.8619335464711201], [0.6915948303452474, 0.8019493695432173, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.020658665790322106, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['sigm', 'tanh', ''], ['tanh', '', 'sigm']]]","[[0.0, 0.013244104600749563, 0.3038492781993258], [0.0, 0.024706994477973202, 0.0], [0.0, 0.0, 0.034043896601271044]]","[[0.0, 0.01451671409699035, 0.31193336312154024], [0.03424938638732333, 0.030852472942075024, 0.0], [0.02121131778561543, 0.0, 0.026398849251449107]]"
"[[['', '', ''], ['log', 'cos', ''], ['', '', '']]]","[[0.0, 1.5232508747727818, 0.0], [0.0, 1.0462260387684295, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.1304962683849395, 0.0036362919868008314], [0.001999635944068759, 0.22885051843044762, 0.0], [0.03198365010743445, 0.0, 0.0]]"
"[[['', '', ''], ['', '', ''], ['', '', '']]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0012375660490516857, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[['', '', ''], ['sin', '', '0.053'], ['', '', '']]]","[[0.0, 0.35176732184594484, 0.0], [0.0, 0.0, 0.0], [0.0, 0.003241630291321274, 0.0]]","[[0.0, 0.3731155898230368, 0.0], [0.006873813620006246, 0.0, 0.03347475033909113], [0.0, 0.047605813850507765, 0.0]]"
"[[['-0.159', '', ''], ['cos', '', 'log'], ['', '', '']]]","[[0.008859647606479337, 0.02217492181635965, 0.0], [0.0, 0.0, 0.0], [0.0, 1.515785332160594, 0.0]]","[[0.023688478893641618, 0.0, 0.015285779912682922], [0.0, 0.02415618592123334, 0.0], [0.010325464291399137, 0.17255627023796496, 0.0]]"
