coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[0.0, 0.0, 0.0, 0.0], [0.0, -0.8122974059935322, 0.0, 0.0], [0.6790580747925421, -0.7415860163459891, 0.0, 0.0], [0.0, -0.3654546880873252, 0.9254305532564481, 0.0]]]","[[0.0, 0.0, 0.220561179931181, 0.0], [0.0, 0.49630319143521817, 0.44661364128417014, 0.1600103780531824], [0.0, 0.0, 0.0, 0.5849044951993289], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.10056458640313438, 0.0], [0.0, 0.3024677929852622, 0.21527651738294942, 0.0], [0.0, 0.0, 0.0, 0.33255248096116435], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.12420024348497376, 0.0], [0.0, 0.32597131872916013, 0.23956874762008604, 0.0], [0.0, 0.0, 0.0, 0.3564832588544933], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.1729893314982937, 0.0], [0.0, 0.34884734052193217, 0.2732463679701125, 0.030448827678183354], [0.0, 0.0, 0.0, 0.42074522746453163], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.5634455011938665, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.20286459613437097, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1422582858923785, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.005623679373448851, 0.0, 0.010607701626736443], [0.0, 0.0, 0.17509408973341725, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.00583733126069522, 0.0, 0.0, 0.01739707321178045], [0.0, 0.0, 0.0, 0.0], [0.010908065899364605, 0.02950424487477456, 0.22268369201477445, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[-1.2628912085675637, -0.5362771609079937, 0.0, 0.0], [1.3895355878203355, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[1.2056192689637975, 1.308041445528549, 0.0, 0.0], [0.7779340057219839, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.6235466967758932, 0.7226053636383398, 0.0, 0.0], [0.21855999257638803, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.6962587123112136, 0.7879451861344245, 0.0, 0.0], [0.33254921397252574, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.7580575275176041, 0.8709839827529399, 0.0, 0.0], [0.39273765350038103, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.087794159493997, 0.0], [0.0, -0.6904711519329852, 0.0, -1.9508458124798211], [0.0, 0.0, 0.0, -0.742390975811674]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0215518225958344, 0.0], [0.0, 1.3414300415681992, 0.0, 0.0], [0.0, 0.0, 1.1553366724686753, 0.4206662216980817]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.32446053803650887, 0.0], [0.0, 0.9443325098559976, 0.0, 0.0], [0.0, 0.0, 0.3229962268302497, 0.14207685158249833]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.42881682331750354, 0.0], [0.0, 1.0097516065441885, 0.0, 0.0], [0.0, 0.0, 0.4552117915287878, 0.1887017765905118]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5603108069766503, 0.0], [0.0, 1.0718759645251619, 0.0, 0.0], [0.0, 0.0, 0.5880144040140352, 0.23554475894393068]]"
"[[[0.0, 1.7916777567827564, 0.0, 0.0], [0.0, 0.8740754988923254, 1.3116052843164643, 0.0], [0.0, 0.0, -0.15299337997798657, 0.0], [0.0, 1.6030530514304397, -0.3436570729332907, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [1.8062077663989398, 1.120189114929258, 0.0, 1.699737832568531], [0.0, 0.5043032760268634, 0.008953981304600954, 0.048607330518721195], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.6749818307480917, 0.2658715499125063, 0.0, 0.6230233174893894], [0.0, 0.10689350098822326, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.7900180988716236, 0.31654951879815685, 0.0, 0.7151316796082238], [0.0, 0.18483107313939665, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.8865713091444665, 0.4045665460718041, 0.0, 0.8087010271699356], [0.0, 0.2696709423267092, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, -0.24131495436978428], [-0.2403601912130237, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.36621619471052547], [-2.488074689106512, -1.460931809714677, 0.0, 0.0]]]","[[0.0, 0.05905176743620238, 0.0, 1.3319433696392298], [0.0, 0.0, 0.0, 0.6341774068135346], [0.0, 0.0, 0.0, 0.0], [0.32855297357850394, 0.0, 0.6010521452148199, 0.0]]","[[0.0, 0.0, 0.0, 0.3492291985373293], [0.0, 0.0, 0.0, 0.028678406989867403], [0.0, 0.0, 0.0, 0.0], [0.1539093367155433, 0.0, 0.43301746108701755, 0.0]]","[[0.0, 0.0, 0.0, 0.45425528244854835], [0.0, 0.0, 0.0, 0.0791305132909454], [0.0, 0.0, 0.0, 0.0], [0.1703532995742477, 0.0, 0.4566302846709972, 0.0]]","[[0.0, 0.0, 0.0, 0.5873571471097079], [0.0, 0.0, 0.0, 0.1588588681055352], [0.0, 0.0, 0.0, 0.0], [0.1728620411466493, 0.0, 0.4718087402064621, 0.0]]"
"[[[0.0, 0.0, 0.4821607553713769, 0.0], [0.0, -0.4926457934552604, 0.0, 0.3339435719270118], [-0.793105270369221, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.23735006429632147]]]","[[0.0, 0.0, 0.3208492824759357, 0.0], [0.0, 0.13227618933440405, 0.0, 0.0], [0.17068525557658198, 0.0, 0.0, 0.0], [0.0, 0.05565125747327298, 0.0, 0.043435651911151126]]","[[0.0, 0.0, 0.2388917521020933, 0.0], [0.0, 0.07579048920477918, 0.0, 0.0], [0.10998474119530448, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.259014540026962, 0.0], [0.0, 0.08404728053117835, 0.0, 0.0], [0.11938855799931918, 0.0, 0.0, 0.0], [0.0, 0.004635782165828986, 0.0, 0.0]]","[[0.0, 0.0, 0.2633415665265705, 0.0], [0.002009055590228504, 0.09508799341506506, 0.0, 0.0], [0.1306816281634051, 0.0, 0.0, 0.0], [0.015064007386024949, 0.027669999812608505, 0.0023160825173880652, 0.035671103007503736]]"
"[[[0.0, 0.0, 0.0, 1.133715509168012], [0.0, -0.47968986106070505, -1.3672932614344233, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -2.002281441934558, 0.39101170193567136]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.3102972353923095, 0.0, 0.0], [0.0, 0.46973078110920624, 0.0, 0.7586078619445853], [1.0112174285408755, 0.0, 0.0, 0.28228799980484515]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.05165225498069775, 0.0, 0.0], [0.0, 0.17001185737423144, 0.0, 0.24841130359977165], [0.5782195362826114, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0598520819597596, 0.0, 0.0], [0.0, 0.23551100887089926, 0.0, 0.3342469604759107], [0.6264212689590926, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.11056430805851389, 0.0, 0.0], [0.0, 0.27632161360333674, 0.0, 0.41736028913691753], [0.681395822667088, 0.0, 0.0, 0.009112341143144465]]"
"[[[0.0, -0.5696916597361223, 0.0, 0.0], [0.0, 0.7401192015151966, 0.0, 0.0], [1.2163081341997313, 0.0, 0.0, -0.5732484858771892], [-2.513072252200304, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.6347621323444835, 1.2027400224428075], [0.2778727949723251, 0.40702396212763614, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8048838987098563, 0.0]]","[[0.0, 0.0, 0.2081380540360687, 0.3513289300479028], [0.08257617543634266, 0.16084094770330395, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.30280407111962016, 0.0]]","[[0.0, 0.0, 0.2644923659293865, 0.4794051502780781], [0.11499390580129737, 0.18976621390767115, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.34270803981855824, 0.0]]","[[0.0, 0.0, 0.31259062184557895, 0.5902174655807383], [0.11557757590052682, 0.2174965326381742, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.36395027249341927, 0.0]]"
"[[[0.0, 0.30226967395180876, 0.0, 0.0], [-1.38769872633141, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7054992317690475, 1.2087378711726957], [0.0, 0.0, -0.3245291030247345, 0.0]]]","[[0.0, 0.6659034972466212, 0.0, 0.0], [0.14945164603765423, 0.0, 0.0, 0.0], [0.0, 0.0, 0.567521283635621, 0.2070872172380667], [0.0, 0.0, 0.600345406136436, 0.0]]","[[0.0, 0.3770109390222295, 0.0, 0.0], [0.08184586881756538, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24976734947351187, 0.11920772672088022], [0.0, 0.0, 0.28618381713322233, 0.0]]","[[0.0, 0.45392890327789714, 0.0, 0.0], [0.09776739665019597, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3205176747792321, 0.1472393733663038], [0.0, 0.0, 0.3543604683331977, 0.0]]","[[0.0, 0.5285882925636175, 0.0, 0.0], [0.1049729212510632, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3677069203321497, 0.15898003910241335], [0.0, 0.0, 0.4123871971154367, 0.002488150757734264]]"
"[[[-0.7748096538570863, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.071103906734378], [0.0, 0.0, -0.8493420507994596, -1.0801786002943492], [0.0, 0.0, 0.0, 0.0]]]","[[0.542224325666636, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.9448680103943412, 0.0], [0.0, 0.397475325000389, 0.4078127191562751, 0.0]]","[[0.3960402560419684, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6540823151318514, 0.0], [0.0, 0.19602054344630254, 0.1478765496893552, 0.0]]","[[0.4402983884389392, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6966220122445116, 0.0], [0.0, 0.2444342637544668, 0.20271397356929777, 0.0]]","[[0.47534396463671374, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7547676654766989, 0.0], [0.0, 0.2934943905002144, 0.25292951790993434, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.41758400131077916, 0.0, 0.0], [0.0, -1.4334814897841335, 0.0, -0.2946192160424466], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.08597132253080574, 0.6047467748573716, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.052888700002570795, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.022036983400294058, 0.35725259659969033, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.04833630065692888, 0.4161552386079796, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.05084689866653591, 0.4520966386274968, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.32688308774780855, -1.263397988349582], [0.0, 0.0, -0.35455680962549485, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.22485888517453595, 0.2046662613950238], [0.0, 0.0, 0.6010084676819711, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.06470658366455102, 0.1279220874537827], [0.0, 0.0, 0.3704321517456561, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.09626666088151747, 0.1485800563813623], [0.0, 0.0, 0.3973502903082515, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.14040552419065921, 0.1554857922024702], [0.0, 0.0, 0.43070276666920826, 0.0]]"
"[[[0.23604106930034813, 0.0, 0.0, 1.1883486610903458], [0.0, 0.0, -1.2448649530979203, 0.46403776414752784], [0.0, 0.0, 0.0, -2.4940376329714957], [0.0, 0.0, 0.0, 0.0]]]","[[0.07583954375450733, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 1.2532905932799214, 0.0, 0.0], [0.3936751542922159, 0.08673048609486543, 0.9369719743560994, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.7073997782437179, 0.0, 0.0], [0.1470500874247505, 0.0, 0.26096267945050994, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.7676536032510677, 0.0, 0.0], [0.18642565972918201, 0.0, 0.3695239839117841, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.8138618116754706, 0.0, 0.0], [0.23306278489479873, 0.0, 0.47331255609733247, 0.0]]"
"[[[0.0, -0.2988742689363853, 0.0, 0.0], [1.3092592888391057, -0.6219372506178867, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [-0.24894504796964645, 0.0, 0.0, 0.0]]]","[[0.0, 0.6175007972309283, 0.0, 0.0335449049847245], [0.14773325077861163, 0.47879190756509354, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.3810445635804277, 0.0, 0.0], [0.09671586723142578, 0.24952244499208148, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.4274352378439568, 0.0, 0.0], [0.09719717617547298, 0.29578667635688466, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.43382386031284575, 0.0, 0.0], [0.09813361665337678, 0.32809705722742283, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.6587452772951957, 0.0, -0.19419452530344194], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.8149659037033771], [0.0, -0.4114972070405371, 0.0, -0.4053555546562808]]]","[[0.0, 0.0, 0.0, 0.0], [0.1588572586938002, 0.0, 0.0, 0.07688867874136107], [0.0, 0.0, 0.0, 0.0], [0.024613178213105654, 0.0, 0.3647350225320303, 0.08251541930411516]]","[[0.0, 0.0, 0.0, 0.0], [0.07635346228088076, 0.0, 0.0, 0.015587762693470677], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24097951224166794, 0.023160053989305582]]","[[0.0, 0.0, 0.0, 0.0], [0.11434276695326331, 0.0, 0.0, 0.04165253393244941], [0.0, 0.0, 0.0, 0.0], [0.004652695354786031, 0.0, 0.27436882675166313, 0.059618623930241775]]","[[0.015246734100591143, 0.0, 0.0, 0.0034088778867915814], [0.14486395555084988, 0.0, 0.0, 0.07076479908894624], [0.0, 0.0, 0.01792893368964183, 0.0], [0.027133696114890533, 0.0, 0.3020996789363628, 0.0670402988310078]]"
