coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.3074968005927886, 0.3873983910956958, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6808935337304166]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0747403715236071, 0.0, 0.0], [0.0, 0.07370231327779173, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3326014611312915]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.032544948004405626, 0.0, 0.0], [0.0, 0.027686445561412858, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2640346576220697]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.03260061461566419, 0.0, 0.0], [0.0, 0.016253685104387443, 0.0, 0.0], [0.0, 0.0, 0.0, 0.26525197207451506]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.03503100158010943, 0.0, 0.0], [0.0, 0.005178834313396372, 0.0, 0.0], [0.0027506512408319167, 0.0, 0.0, 0.2857615315159991]]"
"[[[0.6220895038881826, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.24083098788580465, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.16214593560970872, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.19010372349389862, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.22658198620827597, 0.0, 0.0020078885250879915, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0014020295270984371, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.17189982191459496, 0.0, 0.0], [-0.5404112730480016, -0.9602364064931754, 0.0, 0.0], [0.8021591970687788, 0.0, -0.6869252888497314, 0.0], [0.0, 0.0, 0.3560048141278697, 0.0]]]","[[0.0, 0.12838927651205043, 0.2642183739470412, 0.0], [0.06404204076906267, 0.7891691691318916, 0.0, 0.0], [0.0, 0.0, 0.41523413819687277, 0.13434892134429036], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0022126906517311255, 0.10710078063582178, 0.0], [0.013111909927438185, 0.6027539770280798, 0.0, 0.0], [0.0, 0.0, 0.28075384648492324, 0.08407772751017004], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.017252641082957387, 0.12972810505258758, 0.0], [0.007689214776855004, 0.642846630687476, 0.0, 0.0], [0.0, 0.0, 0.31045497554695733, 0.0889772537486716], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.033485691611566525, 0.17792889799381792, 0.0], [0.0, 0.6589207834513174, 0.0, 0.0], [0.0, 0.0, 0.34558438879782255, 0.08855929642742555], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, -0.8630052167325946, 0.0], [0.0, 0.0, 0.0, 0.0], [-0.6678506891047848, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.3879687275550157, 0.0], [0.0, 0.0, 0.0, 0.0], [0.4842008021317888, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.3087878835549996, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3662828460809934, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.34068098219789783, 0.0], [0.0, 0.0, 0.0, 0.0], [0.4082369822232935, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.331924999258779, 0.0], [0.0, 0.0, 0.0, 0.0], [0.47092555513921064, 0.002482653755457124, 0.000554993930466256, 0.02049049020156028], [0.0, 0.005330728588186647, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.20117637891675902, 0.0], [0.0, -1.4470259671440042, -0.5290441318334145, 0.0], [0.0, 1.3601527343107458, 0.0, -0.39982676454123134]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6285701705781349, 0.6609922099611015], [0.0, 0.12140590496863787, 0.5615424396977385, 0.0], [0.0, 0.0, 0.0, 0.31688704137385215]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3155834887934412, 0.33200495333987967], [0.0, 0.0, 0.13142167951746583, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3754981273497416, 0.40087040824429737], [0.0, 0.0, 0.1651285172329492, 0.0], [0.0, 0.0, 0.0, 0.02606516904574987]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.45924238926787037, 0.45819479437242416], [0.0, 0.011005783067970133, 0.21579205781360952, 0.0], [0.0, 0.0, 0.0, 0.0162829181268974]]"
"[[[0.13370779950991593, -1.014885982494529, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.7128357735635905, -0.9326036635370049], [0.0, 0.0, 0.0, 0.0]]]","[[0.00834591537399338, 0.0, 0.0, 0.0], [0.32811976271497173, 0.0, 0.0, 0.0], [0.0, 0.0, 0.47279173669745406, 0.0], [0.0, 0.0, 0.256724139796952, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.20941738094610723, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3373179491359954, 0.0], [0.0, 0.0, 0.13063599053877936, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.23883583060496294, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3766278784259839, 0.0], [0.0, 0.0, 0.15956858381021286, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.273282928972807, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3918473955645506, 0.0], [0.0, 0.0, 0.16918181548506617, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, -0.3997138870772656, 1.105793253223743, 0.0], [0.0, 0.0, -0.2973678376031355, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.21042466063326204, 0.0, 0.0], [0.0, 0.43327843929145704, 0.05203103898427882, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.09409805792228637, 0.0, 0.0], [0.0, 0.2752861143674905, 0.0075371552656297285, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.11792176855131063, 0.0, 0.0], [0.0, 0.321311495746647, 0.018072852901073317, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.1309328484472715, 0.0, 0.0], [0.0035150003708910266, 0.3666599395076718, 0.04434640588244459, 0.0017814535336647397], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6051491863343484], [0.0, 0.0, 0.8900372444479684, 0.5063849264647975], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8461268007577761, 0.0], [0.0, 0.14807529688286045, 0.11177962587191571, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7050176813872807, 0.0], [0.0, 0.07654992724140522, 0.017876384489581013, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0018430230521842136, 0.0, 0.0], [0.0, 0.0, 0.756528097495851, 0.0], [0.0, 0.09641302224387942, 0.05047273592295581, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.011775005049097871, 0.8152443843956775, 0.0], [0.0, 0.09198210741280986, 0.08076809476567239, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.9127121791570741, -0.8256885127057941], [0.0, 0.0, 0.0, 0.0], [0.0, 0.6483146785961372, 0.0, -0.6199039805614235]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4876674781889696], [0.0, 0.3063951698279318, 0.0, 0.0], [0.0, 0.538136770412093, 0.0, 0.40817135601924387]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.334911985722383], [0.0, 0.1341699927451354, 0.0, 0.0], [0.0, 0.34909529031268927, 0.0, 0.2734345621887935]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3698377509067887], [0.0, 0.19860581075736505, 0.0, 0.0], [0.0, 0.4009007571406558, 0.0, 0.3122586808694162]]","[[0.0, 0.0, 0.0, 0.0], [0.002455461435864294, 0.0, 0.0, 0.41823189393919263], [0.01106805556237984, 0.2585685631540078, 0.0, 0.0], [0.019164469776433216, 0.4552618681102072, 0.004892724140016887, 0.3646826069832738]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -2.1747617690185757, 0.0], [0.0, 0.0, -0.5635469384004166, 0.0], [0.0, 0.26350564662493975, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.23238166040460378], [0.0, 1.0278860589022556, 0.19993108431415704, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1034033292242257], [0.0, 0.4300959556112948, 0.06656748085164836, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11430459648015925], [0.0, 0.5199721663511007, 0.06425566024354333, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1063796863677674], [0.0, 0.6250791950059916, 0.11963579274953237, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, -0.3196767256502825, 0.0, 0.0], [0.0, 0.0, 0.0, -0.32290776377420244], [0.0, 0.0, 0.0, 2.149557366253831], [-0.7830828235660439, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.2632362854921101], [0.05801563758833058, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.08293104531105866, 1.1345962021942653, 0.0]]","[[0.0, 0.0, 0.0, 0.14930605189775906], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.033994593268492704, 0.6618866364581264, 0.0]]","[[0.0, 0.0, 0.0, 0.18645374579599033], [0.005215369442034605, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.06624411200046962, 0.7718240902351898, 0.0]]","[[0.0, 0.01638510592033378, 0.0, 0.226284841241498], [0.0038101610293932216, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0836232617921515, 0.8957518022233806, 0.0]]"
"[[[0.0, 0.0, 0.0, -1.1827722831992797], [0.0, 0.0, -0.46725100280423, 0.0], [0.0, 0.0, -0.4595223003367459, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.11133528371537464, 0.11114801949947696, 0.0], [0.4411739312004773, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.04893606492490802, 0.04799833503475159, 0.0], [0.2989647137841914, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.07328124123911961, 0.059492668950684176, 0.0], [0.33667426525786875, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.02743642511124483, 0.034679670557926014, 0.0], [0.3744462998015427, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, -0.5454627063510867, 0.0], [0.0, 0.2391697830208819, 0.0, 0.0], [0.0, 0.18935288319439578, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.03273919741159561, 0.008992226451725859, 0.0], [0.12330029576127673, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0638983886371236, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0019076771589829598, 0.0, 0.0], [0.07770199351980044, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.1078359629349396, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.7037471023141753, 0.0, 0.0, 0.0], [0.4412265858627805, -0.24262712687224933, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.3448803252922701, 0.14532034399958194, 0.0, 0.0], [0.0, 0.046331589856644824, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.25741887293867766, 0.08352658096207355, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.25273435248588816, 0.08630175089061017, 0.0, 0.0], [0.0, 0.003721452190909765, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.29137222131623947, 0.09730646894025316, 0.0, 0.0], [0.0, 0.020107690749100036, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.783873271032325, -1.6297508764523099], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.4677260544911028, -0.2529838753731597]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.2255547855407046, 0.0, 0.0, 0.5808148485168335], [1.1636558706133084, 0.0, 0.0, 0.09053517657454115]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2724735483671936], [0.7541645228214354, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.03974365124453425, 0.0, 0.0, 0.35220023108142307], [0.832241811164598, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0710445265520937, 0.0, 0.0, 0.42834017109573913], [0.9016865139628182, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, -0.9557707548076813], [0.0, 0.0, 0.0, -0.20829057503810477], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.2281053748783923, -0.8042047932419325]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4617499279897731], [0.9891900011788426, 0.1514770198911799, 0.0, 0.8704930363711915]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1999569806324553], [0.5237850426833379, 0.0038353209735332043, 0.0, 0.31720008614937345]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2579658707589835], [0.5702520270992866, 0.027920280813934616, 0.0, 0.373543016840487]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2845112213674679], [0.6050943091981528, 0.006255634323227562, 0.0, 0.40661165395813664]]"
"[[[0.0, 0.5369420622518113, 0.0, 0.0], [0.0, 0.6264882310245632, -0.48839341093816185, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.22619095488651889, 0.293178572055129, 0.0, 0.0], [0.0, 0.11389850104774464, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.1351651222293909, 0.1775695130632978, 0.0, 0.0], [0.0, 0.03896432981696135, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.1237247133802518, 0.18086436173538367, 0.0, 0.0], [0.0, 0.05133797015209145, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.16386552423699746, 0.21130650446287547, 0.0, 0.0], [0.004847109600889621, 0.07825241270832821, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.29328967840946696, 0.0], [-1.233642140061021, 0.0, 0.0, 0.0], [0.0, 0.0, 1.1023792366024727, 0.9673270388097476], [0.0, 0.0, -0.5452923302785548, -1.0806895478264065]]]","[[0.0, 0.5770070431746678, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.17883073953735085, 0.0, 1.0212247921063746, 0.48850161078755033], [0.0, 0.0, 0.7786823716998607, 0.8090506853058632]]","[[0.0, 0.2865042245416201, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.015107515005624848, 0.0, 0.4277945773300804, 0.08157519466630642], [0.0, 0.0, 0.28503472312298284, 0.3995419022562638]]","[[0.0, 0.33424040275556927, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.026896022800221558, 0.0, 0.49500749141600076, 0.1327389845481444], [0.0, 0.0, 0.3531854880774705, 0.44433357474715895]]","[[0.0, 0.41021597700079876, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.04952128186491377, 0.0, 0.584929338268095, 0.18311333220218168], [0.0, 0.0, 0.44506306380117183, 0.4946567398295646]]"
"[[[0.0, 0.0, 0.0, 0.2497848396356162], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, -1.2552171305183724, 0.0, -0.44770993503238093]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4553697841545409], [0.0, 0.0, 0.0, 0.0], [0.09310431963682783, 0.0, 0.0, 0.21626073103983118]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2955558487487619], [0.0, 0.0, 0.0, 0.0], [0.059582862943427184, 0.0, 0.0, 0.09826488455086037]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3473480261169506], [0.0, 0.0, 0.0, 0.0], [0.05266306111042179, 0.0, 0.0, 0.13379361500834658]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.36090588393752926], [0.0, 0.0, 0.0, 0.0], [0.03096598542991872, 0.0, 0.0, 0.13148352481955908]]"
"[[[-0.20893902737605885, 0.0, 0.0, 0.0], [0.0, 0.5871120805012885, 0.0, 0.0], [0.0, 0.0, 0.0, 1.1791779237302282], [0.0, 0.0, 0.0, 0.0]]]","[[0.028652012374675392, 0.0, 0.0, 0.0], [0.0, 0.19136192705186214, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.43287094784168584, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.129781518017087, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.29418773031835327, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.1243607888879209, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.32984124344878707, 0.0]]","[[0.022456824889566105, 0.0, 0.0, 0.0], [0.0, 0.18504501023955022, 0.0, 0.001592062217982794], [0.0, 0.0, 0.0, 0.0], [0.0, 0.00865127404599863, 0.3920182462169331, 0.0]]"
"[[[-0.3263063747196198, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [-0.46244255893233055, 0.0, 0.0, 0.9184129178233065], [0.0, 0.0, 0.0, 0.0]]]","[[0.03499983149931261, 0.0, 0.11538643503035449, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3429029487790885, 0.0]]","[[0.0, 0.0, 0.0327768712375402, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.250155754064217, 0.0]]","[[0.01435730228824409, 0.0, 0.06468453511021785, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.29463225418656985, 0.0]]","[[0.0009378821651045149, 0.0, 0.05295750752757173, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0016278029991139448, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2966019910612931, 0.0]]"
"[[[0.0, -2.5555451905834055, 0.4817199688373968, 0.0], [0.0, -0.6452013407456448, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.17243788753076003]]]","[[0.0, 0.0, 0.0, 0.0], [1.1692985785647527, 0.27767286568335214, 0.0, 0.0], [0.09973641905404153, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.008567545394966437]]","[[0.0, 0.0, 0.0, 0.0], [0.4283954888916146, 0.09720249354674883, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.5517996085681849, 0.12776558266396496, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.6305260017023704, 0.13966568647137992, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 2.024367669148532], [-0.3262820811977239, 0.7216453560669815, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.65524622631481, 0.0]]]","[[0.0, 0.2720722732428073, 0.0, 0.0], [0.0, 0.5406620405693205, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1502347309400962], [0.9642255091433374, 0.0, 0.0, 0.0]]","[[0.0, 0.13205639244917045, 0.0, 0.0], [0.0, 0.39491943017157105, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06946209170333308], [0.47209319659750887, 0.0, 0.0, 0.0]]","[[0.0, 0.1823627596679402, 0.0, 0.0], [0.0, 0.4331640599278037, 0.0, 0.0], [0.0, 0.0, 0.0, 0.09979425533611387], [0.5720596488769065, 0.0, 0.0, 0.0]]","[[0.0, 0.185754790929341, 0.0, 0.0], [0.0, 0.4499549449428683, 0.0, 0.0], [0.0, 0.0, 0.0, 0.12003640373965317], [0.659624392648276, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, -0.15082497742372114, -1.615979632203481, 0.0], [-1.0518473185550596, 0.0, 0.0, 0.0], [0.3812705863014955, -1.4607432637483502, 0.0, 0.0]]]","[[0.0, 0.0, 0.347035857271483, 0.08027544014903405], [0.0, 0.08277897976289611, 0.0, 1.3448926721102206], [0.0, 0.9348456044049217, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.1154173443603047, 0.0], [0.0, 0.0, 0.0, 0.9389926646860697], [0.0, 0.46207689776085015, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.14823667447076966, 0.0], [0.0, 0.0, 0.0, 1.0410168151320744], [0.0, 0.5795517101620379, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.208713372001407, 0.0], [0.0, 0.0, 0.0, 1.126837052944485], [0.0, 0.6784102453163735, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
"[[[0.467621153014748, 0.0, 2.7778434061347625, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4535206229832769, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.8454999966454334, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [1.1936054324329055, 0.0, 0.11638101303829876, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.1741475498419373, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.4593788615284027, 0.0, 0.0451230935235815, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.28531634157701763, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.5802731572104054, 0.0, 0.06696601468944242, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.4132501712117651, 0.016067357943445135, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.6963440324572522, 0.0, 0.05536271935621307, 0.0], [0.0, 0.011716530517890386, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0], [0.0, -0.13191575110527884, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.006280948737562691, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.018569902815056077, 0.01671238949978399, 0.00039687062485288223], [0.0, 0.03823570679842707, 0.010627216728724498, 0.0], [0.01574236003865855, 0.015861889416374914, 0.02552665640588367, 0.014229246565586249], [0.006244276250098, 0.0, 0.008229823188653366, 0.0]]"
"[[[0.0, 0.13359677151024785, 0.0, 0.0], [-0.19725697432694395, 0.0, 0.0, 0.0], [0.0, 0.9752956608541063, 0.0, 0.0], [0.7840052441753594, 0.0, 0.0, 0.0]]]","[[0.0, 0.018934146132370263, 0.0, 0.22228759526092676], [0.014963159598740259, 0.0, 0.31754104211584583, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.12861107266374025], [0.0, 0.0, 0.221298272744862, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.00557041564338882, 0.0, 0.14954376917921816], [0.014205104166951105, 0.0, 0.26020071219629987, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0006594347042348177, 0.0, 0.18100410459843919], [0.014912156571663417, 0.012970231032656451, 0.2638370816408436, 0.009886028924038687], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]"
