coefficients,di_exact,knn_subset_pairwise
"[[['', '', '', '', '', 'tanh', '', '', '**0.309', ''], ['', '', '', '', '', '', '', '', '', ''], ['', '', 'sin', 'sigm', '', '', '', '', '', ''], ['', '', '', '', '', '', '', '', 'log', ''], ['cos', '', '', '', '', '', '0.045', '', '', ''], ['', 'tanh', '', '', '', 'tanh', '', 'cos', '', ''], ['cos', '', '', '', '', '', '', '', '', ''], ['', '', '', 'cos', 'log', '', '', '', '', ''], ['log', 'sigm', '', '**0.985', '', 'sin', '', 'log', '', ''], ['', '', '', '', '', '-0.115', '', '-0.025', '0.053', 'log']]]","[[0.0, 0.0, 0.0, 0.0, 1.0233059418888273, 0.0, 1.0250127086183085, 0.0, 1.4256037067967755, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.3143321712348967, 0.0, 0.0, 0.029772232995788038, 0.0], [0.0, 0.0, 0.048698067293763414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2469683666832521, 0.0, 0.0, 0.0, 0.0, 0.6166317995501027, 1.374782583601381, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3053983674027623, 0.0, 0.0], [0.4206364618933256, 0.0, 0.0, 0.0, 0.0, 0.43305439057904954, 0.0, 0.0, 0.4293662178561648, 0.02658571656585769], [0.0, 0.0, 0.0, 0.0, 0.008985166579468145, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.7790547309131766, 0.0, 0.0, 1.5983709508040311, -3.553118326543526e-05], [1.438694333337381, 0.0, 0.0, 1.3662595892429725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07676335309264122], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5937624137452024]]","[[0.03957057797724363, 0.0, 0.007520152302226285, 0.0, 0.8331087655750339, 0.0, 0.8403744315944658, 0.0, 0.12920438724629107, 0.0], [0.0, 0.0008868923598363356, 0.0, 0.0, 0.0, 0.12793724538324724, 0.0, 0.0, 0.0, 0.0], [0.01685728178985563, 0.0, 0.015139603838029099, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.21287844758235824, 0.007934391728401644, 0.045173524829046886, 0.0, 0.0450297210107252, 0.09754809550043343, 0.18861272085824504, 0.0], [0.11794684046769054, 0.0, 0.0, 0.0, 0.008652022019350766, 0.0, 0.0, 0.3946071222796193, 0.0, 0.0], [0.0916567281540191, 0.0, 0.0, 0.004178014071364453, 0.0, 0.13419264510255194, 0.0, 0.0, 0.0, 0.0], [0.09682716314586146, 0.0, 3.9680425486686045e-05, 0.0, 0.0, 0.0, 0.0, 0.036821789070207465, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.36935962799284666, 0.0, 0.013039210816126644, 0.15585740991006805, 0.0], [0.6401986658866686, 0.0, 0.0, 0.8675067155380805, 0.0, 0.0, 0.0, 0.0, 0.006306883686662779, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2031700885403436]]"
"[[['', 'log', 'log', '', '', '', 'sigm', '', '', 'sigm'], ['', '', 'tanh', 'log', '', 'cos', 'log', '', '', ''], ['', '', '**0.126', '0.033', '', '', 'sin', 'cos', '', 'log'], ['sigm', '', '', '', '', '0.075', '', '0.030', '**0.846', ''], ['', '', '', 'sin', '', '', '', '', '', ''], ['', '', '', '', 'sigm', '', '', '', 'cos', ''], ['', 'cos', '', '', '', '', '**0.372', '', '', '-0.044'], ['', '', '', '', '', '', '', '', '', 'cos'], ['', '', '**0.753', '', '', '', '', '', 'cos', ''], ['sin', 'log', 'cos', '', '', 'sin', '', 'sigm', '', '']]]","[[0.0, 0.0, 0.0, 0.18072184476849265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7227613909415812], [1.0912630303631823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9016744813397685, 0.0, 0.0, 1.0736333375041522], [1.2334120852649109, 0.6578253555542712, 0.8402199344312087, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1634669170019427, 0.9527427498580349], [0.0, 0.8609836496240414, 0.0059371793571660865, 0.0, 0.6740580714186186, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.10648292236378934, 0.0, 0.0, 0.0, 0.0], [0.0, 0.6099860583775014, 0.0, 0.012620077141594537, 0.0, 0.0, 0.0, 0.0, 0.0, 0.729764910209676], [0.18180574555145593, 1.162858892111839, 0.7368482246768925, 0.0, 0.0, 0.0, 1.070254147829559, 0.0, 0.0, 0.0], [0.0, 0.0, 0.27597475593689735, 0.0009647919980394165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1763137079083297], [0.0, 0.0, 0.0, 1.0219016544564044, 0.0, 0.9444530317662007, 0.0, 0.0, 0.8802779505446213, 0.0], [0.21220502424297433, 0.0, 1.09612955735463, 0.0, 0.0, 0.0, 0.020044325229848056, 0.9825898387542609, 0.0, 0.0]]","[[0.09090317128986167, 0.09786632488355755, 0.0, 0.21188527964713902, 0.0, 0.13957750393137744, 0.0, 0.0, 0.0, 0.14043056615113397], [0.18814681810276443, 0.1329095140279892, 0.010098763959822137, 0.0866639160334875, 0.0, 0.0670831932404403, 0.4457341651308851, 0.020127654693013187, 0.0, 0.158456742592192], [0.395679796190842, 0.07945969776340961, 0.21782874460813884, 0.1447494980595992, 0.0, 0.10333437153460985, 0.0, 0.0, 0.706988654002418, 0.16547902695839478], [0.006565898534055067, 0.32652618783439047, 0.0, 0.1377698337701311, 0.5179080155745045, 0.03104412960279214, 0.010744177698719931, 0.0, 0.003329926913185827, 0.08374273581965629], [0.0, 0.04076265838110838, 0.0, 0.008182481294271, 0.051251571333362604, 0.012184934683725767, 0.0, 0.021653996228279453, 0.0, 0.018021686060407056], [0.027435677087484144, 0.31016111503004334, 0.0, 0.014601821509958745, 0.2146649377658972, 0.11800498989397976, 0.0, 0.0033044589010318834, 0.0, 0.09100336509820686], [0.04179808107825525, 0.15988356581559693, 0.09813589798246165, 0.012547702957405696, 0.0, 0.0033492349032705317, 0.42876310220121566, 0.0, 0.031018625571913785, 0.00869664001845629], [0.09047784148535713, 0.0, 0.0, 0.0, 0.0, 0.006462743896987091, 0.0, 0.006122729483439584, 0.15235177397850405, 0.0], [0.022189924119018878, 0.07434127627605062, 0.01465372460879634, 0.7525278256547625, 0.06727741504164395, 0.7111694209542947, 0.0, 0.02927158157372802, 0.2736340480725447, 0.02679741352924749], [0.007986725806273158, 0.019624599176453456, 0.330795981862995, 0.11370316532311472, 0.0, 0.09976946131533286, 0.0, 0.8058213818156776, 0.0, 0.03680569661451286]]"
"[[['', '', '', '', '', '', '', '', '', ''], ['sin', '', '', 'log', '', '', '', '0.028', 'log', 'sin'], ['', '', '', '', '', '', '', '', '', ''], ['', '', '', '', '', '', '', '', '', ''], ['sigm', 'log', '', '', '0.025', '', '', '', '', ''], ['', '', '', '', '', '', '', '', '', '**0.253'], ['', '', 'log', '', 'sigm', '', '', '', '', ''], ['', '', '', '', '', '', '', '', '', ''], ['**0.653', '', 'sigm', 'sin', '-0.040', '', 'log', '', '', ''], ['sigm', '', 'sigm', '', 'log', 'sigm', '', '', '0.034', '']]]","[[0.0, 0.32356271012281623, 0.0, 0.0, 0.01807640389925604, 0.0, 0.0, 0.0, 0.5911511315825095, 0.03523911977851015], [0.0, 0.0, 0.0, 0.0, 1.5612833643998743, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4623935095084435, 0.0, 0.03262155474104962, 0.024012083281349045], [0.0, 1.5083196590638381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3410217836608585, 0.0], [0.0, 0.0, 0.0, 0.0, 0.006389277812203223, 0.0, 0.3049407413069444, 0.0, 0.02434942710811133, 1.3795607251899267], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10180634137897407], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4806455348603582, 0.0], [0.0, 0.000797898862936907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.444147830372423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005092942192105638], [0.0, 0.6565798100324339, 0.0, 0.0, 0.0, 0.8479237739688659, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.03133762485495817, 0.005478111422004322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0090430806926507, 0.0, 0.0, 0.0, 0.011294547752946787, 0.0], [0.02081970781076683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15753484969844483, 0.0, 0.0, 0.0], [0.0197131600502178, 0.0, 0.004654440924375932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0010217861919959931, 0.010614698939363487, 0.009150885126887593, 0.0, 0.0017616814826651708, 0.0, 0.02084142467466709, 0.0, 0.0, 0.7199216976402294], [0.0078227071498596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.021978646469353144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00806709047548347, 0.0, 0.5866957502912574, 0.0], [0.0, 0.0, 0.018709553008567185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.20885408323476423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.01604888400094634, 0.0, 0.0, 0.0, 0.32307654980465356, 0.0, 0.0, 0.0, 0.006820446791389357]]"
"[[['', 'tanh', '', '', '0.064', '-0.034', '', 'tanh', '', '**0.644'], ['**0.390', 'sigm', 'log', '', '', 'tanh', '', '**0.134', '', ''], ['**0.704', 'sigm', '', '', '', '', '', '', '', ''], ['**0.201', 'log', '', '', '', 'sigm', '0.139', '', '', ''], ['**0.690', '', '', 'sigm', '', '', 'sigm', 'tanh', 'log', ''], ['', '', 'log', '', '', 'cos', '', '', '**0.456', ''], ['', '', '', '', '', '', '', '', '', 'log'], ['', '', '', '', '', '', '', '', '', ''], ['', '', '', '', 'sigm', '', '', '', '0.123', ''], ['0.025', '', '', '', '', '', '', '', '', '']]]","[[0.0, 0.6265479593415805, 0.7327391528742133, 0.5995974092197695, 0.7627053942947393, 0.0, 0.0, 0.0, 0.0, 0.0022160725585338276], [0.36615239504862435, 0.1157794351355389, 0.09059397068772054, 0.6518780217595207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.67257560843369, 0.0, 0.0, 0.0, 0.6382666595161223, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.06735469867399593, 0.0, 0.0, 0.0, 0.0, 0.0], [0.021743656745027356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12274296958665173, 0.0], [0.01019186362622533, 0.38838721821086963, 0.0, 0.1309412960909111, 0.0, 0.9281020220875443, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.18694281372847407, 0.10964135429365714, 0.0, 0.0, 0.0, 0.0, 0.0], [0.3077148944751961, 1.203100754501279, 0.0, 0.0, 0.3218571220926443, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7294407488148545, 0.19541338485083326, 0.0, 0.0, 0.016538640610794422, 0.0], [0.5450466267195385, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5132101174133337, 0.0, 0.0, 0.0]]","[[0.10100199224294547, 0.04528730468246123, 0.578679997946947, 0.16210174913787403, 0.2468397060598892, 0.034056012810658336, 0.0, 0.0, 0.03401153293467653, 0.0057182860688969606], [0.0, 0.1330445238579342, 0.09112652016280029, 0.2621992798282827, 0.06457145507477219, 0.08951390068966404, 0.0, 0.0, 0.03268945653159511, 0.0], [0.0, 0.0679605352378853, 0.03267136080311883, 0.0, 0.008758019472351162, 0.27589255047897016, 0.0, 0.0, 0.01918170984542207, 0.0], [0.0, 0.00012064787586419469, 0.008657179547210098, 0.1169258180376865, 0.0022758529871058837, 0.10517610095143558, 0.0, 0.0, 0.03391207904434945, 0.0], [0.0, 0.014742112479360574, 0.02762286679273646, 0.021226567870331225, 0.05452358154378393, 0.12009057373493127, 0.007921844246896027, 0.0, 0.06256036725474044, 0.0], [0.0, 0.03999645487446255, 0.012724330462966357, 0.014412771997193059, 0.043851132209534974, 0.5504251895293014, 0.0, 0.0, 0.0026573981683581513, 0.0], [0.0, 0.0, 0.029571082304828245, 0.008966009066362966, 0.053291931829856136, 0.0, 0.0, 0.0, 0.0, 0.0], [0.07074679858148494, 0.37395511199336295, 0.0, 0.0, 0.0718134508580443, 0.0, 0.0, 0.0, 0.030100368976229863, 0.0], [0.0, 0.0, 0.0008575728610809023, 0.0, 0.13344025249177052, 0.08583944564601169, 0.0, 0.01758462795552962, 0.0018307642018903945, 0.0], [0.2819777961031653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20437861591463297, 0.0009028475619928547, 0.02494488080813395, 0.0]]"
"[[['', '', '0.155', '', '', '', '', '', '', ''], ['', '', '', '', '**0.526', '', '', '', '', 'sigm'], ['', '', '', '', '', '', '', '', '', ''], ['', '', '', '', '', '', '', '', '', ''], ['**0.775', '', '', '', '', '', '', '', '', ''], ['', '', '', '', '', '', '', '', '', ''], ['', '', '', '', 'tanh', '', '', 'cos', '', ''], ['', 'sin', '', '', '', '**0.081', '', '', '', ''], ['', 'log', '', '', '', '', '', '', '', ''], ['', 'cos', '', '', '', '', '', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0, 0.5339570823155322, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7276181859410878, 1.5682750415387279, 0.5732362315080498], [0.008913524369521187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9114040062103503, 0.0, 0.0, 0.0, 0.0, 0.5560094281816106, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2866557309687467, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.74333059121457, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.08768576642397097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.018744644329486502, 0.0, 0.5046995242145346, 0.0, 0.0, 0.0, 0.0, 0.004120342795189314], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47727073744918436, 0.8727430342397346, 0.5217876428975713], [0.003882775227881501, 0.0, 0.0, 0.0, 0.0, 0.0210836868861685, 0.0, 0.0, 0.0, 0.0], [0.004266996794320864, 0.0, 0.03955660156445336, 0.01592217204790942, 0.0, 0.01536192838566781, 0.0, 0.0, 0.0, 0.0], [0.0005401813360132108, 0.7341200001340215, 0.025731180679560536, 0.0, 0.0, 0.0, 0.20165965677274925, 0.0, 0.0, 0.0], [0.0, 0.018318312537315154, 0.030038803914859497, 0.0036129541977414966, 0.0, 0.0, 0.0, 0.3942411900042432, 0.0, 0.0], [0.0, 0.0, 0.026618949783906116, 0.0, 0.007867600666749693, 0.0, 0.021160280986211928, 0.0404363418967117, 0.11010963817131486, 0.08329503554035896], [0.0, 0.0, 0.01613964727272253, 0.0, 0.0, 0.0, 0.3098541255891178, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009878541510205301, 0.0, 0.0, 0.0], [0.015261166843520418, 0.0, 0.024226807494420032, 0.0, 0.0, 0.0, 0.0010815855496894814, 0.0, 0.0, 0.0]]"
"[[['', '', '', '', '', '', '0.012', '', '', ''], ['', '', '', '', '', '', '', '', '', ''], ['**0.654', 'cos', '', '', '', 'log', '**1.000', '', 'sin', ''], ['cos', '', '-0.232', '', 'sin', '', '**0.420', '', 'sin', ''], ['', '', '', '', '', '', 'log', '', '', 'sin'], ['**0.333', '0.036', '', '', '', '', '0.076', '', 'tanh', ''], ['', '', '-0.046', 'sin', '', '', '', '', '', ''], ['log', '', '', 'tanh', '', 'tanh', 'cos', '', '', 'cos'], ['log', '', '', '', 'sin', '', 'log', 'sin', '', '**0.644'], ['log', '', 'log', '', '', '', '', '', 'tanh', '']]]","[[0.0, 0.0, 0.5739736418660861, 0.00152133940323968, 0.0, 0.9055092467264404, 0.0, 1.5714921072391683, 1.524337239343462, 1.5715148247133468], [0.0, 0.0, 0.00963075040119097, 0.0, 0.0, -1.352568437478621e-05, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.5031444344883376, 0.0, 0.0, 0.02484895741391742, 0.0, 0.0, 1.3965458593157645], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9947228966793126, 0.9753728948721498, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9169859738885231, 0.0, 0.0, 0.0, 0.0, 0.9025378404597655, 0.0], [0.0, 0.0, 1.4168440321243976, 0.0, 0.0, 0.0, 0.0, 0.4573719233152693, 0.0, 0.0], [0.00159116544771924, 0.0, 0.9974119521295058, 1.1165846627819105, 1.4146249528099364, 0.02216658925714721, 0.0, 0.26217650603236436, 1.3421909964018373, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9160450707068066, 0.0], [0.0, 0.0, 1.0465171409962382, 1.052523102549745, 0.0, -0.0005084897057123849, 0.0, 0.0, 0.0, -0.0026393257202301287], [0.0, 0.0, 0.0, 0.0, 1.0946963872828703, 0.0, 0.0, 0.9572773456805762, 0.993821201811619, 0.0]]","[[0.02917797810392631, 0.0, 0.0, 0.0, 0.0, 0.6421577751635248, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0031245329287699305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.018595168348073975, 0.0, 0.0, 0.0033944748507658442, 0.05162305365311513, 0.021920721177331595, 0.25798947576860887], [0.0, 0.0, 0.0227588642181972, 0.02266045195791152, 0.0, 0.0, 0.7571831927865699, 0.09490584705518211, 0.014275533970877817, 0.02635385850706466], [0.0, 0.0, 0.012433154328216426, 0.11544711974777433, 0.0, 0.0, 0.0, 0.009743916499311502, 0.09469514125461415, 0.0], [0.0, 0.008897472345676567, 0.13510959283910945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.06640699611857372, 0.15579070433186087, 0.2844743759416452, 0.0027282911513413733, 0.008050624038485082, 0.0, 0.0164722699006293, 0.0], [0.0, 0.0, 0.05584702095967715, 0.08208349380563096, 0.04269832455962223, 0.0, 0.0, 0.004741819898426753, 0.09717247529018776, 0.0], [0.0, 0.0, 0.1671156714732917, 0.1952386098021699, 0.012003785056929612, 0.0, 0.0, 0.009552476996458961, 0.0, 0.0], [0.0, 0.0, 0.018451180267545008, 0.05662408281247266, 0.2972324209853432, 0.0, 0.0, 0.06506281297876679, 0.09125467059741627, 0.0]]"
"[[['', '', '', '', '', '', '', '', 'sigm', 'sigm'], ['', '', '', '', 'cos', '', '', '', 'sin', '**0.480'], ['', 'sigm', '', 'cos', '', '', '**0.033', '', '', ''], ['', '', '', 'cos', '', '', '', 'log', 'tanh', '0.067'], ['sin', '', '', '', '**0.271', '', '', '', '', ''], ['', '', '', '', '', '', '', 'cos', '', ''], ['', '', '-0.068', '', '', '', '', '', '', ''], ['', '', '', '', 'sin', 'log', '**0.819', 'tanh', '', 'cos'], ['', '', '', '', '', '', '', '', '', ''], ['', '', 'cos', '', '', 'tanh', 'cos', 'tanh', '', '']]]","[[0.0, 0.0, 0.0, 0.0, 0.08256172181975992, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.15606640674742836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.059533193668044514, 0.0, 0.0, 1.1006448264879087], [0.0, 0.0, 0.8884810609586834, 0.8280380521287146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.26785229217686396, 0.0, 0.0, 0.01758707227817828, 0.0, 0.0, 0.12361965546759844, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3378898094800635, 0.0, 0.7265310725617201], [0.0, 0.0, 1.3363779147506647, 0.0, 0.0, 0.0, 0.0, 0.4916526101346245, 0.0, 0.01898218537536291], [0.0, 0.0, 0.0, 1.5146057714086014, 0.0, 0.855873414230657, 0.0, 1.0360777820164566, 0.0, 1.054380954652723], [0.03600167017297362, 0.3338074167150329, 0.0, 0.3145831620191038, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.15847957234364024, 0.8811678818521176, 0.0, 0.03865646268748104, 0.0, 0.0, 0.0, 1.078139922468329, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.10603903467978015, 0.0, 0.00874224160895203, 0.0, 0.0, 0.0], [0.01630654791940175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016469662250438884, 0.00037679847447672394, 0.0, 0.06815978436823371], [0.005030739657627623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06333184281230018, 0.0, 0.0, 0.2178495718958824], [0.0, 0.0, 0.40579708496183287, 0.11076921850366263, 0.0, 0.0, 0.0, 0.0781822488337384, 0.0, 0.07874529744926365], [0.031289568879817646, 0.03233281258010879, 0.0, 0.0, 0.0, 0.0, 0.029679342476018965, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0420330112987197, 0.0, 0.0, 0.0010323201789791498, 0.0, 0.2200343002322147, 0.0, 0.08954710727428514], [0.008184513533663531, 0.0002804229339048062, 0.3174035824786039, 0.0, 0.013941392719940339, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.04412000907148467, 0.0, 0.68227711764794, 0.0, 0.6609119910198158, 0.0, 0.08896995734827615, 0.0, 0.23348860192809848], [0.04436200940695177, 0.07216918997129539, 0.0, 0.0, 0.0, 0.0, 0.007816336506388633, 0.0, 0.010389155185026165, 0.0], [0.14436265152128314, 0.4242655026570489, 0.0, 0.0, 0.0, 0.0, 0.009954909955580488, 0.22352450881146593, 0.0, 0.0]]"
"[[['', '', 'log', 'sin', '', '', 'cos', '', '', ''], ['cos', '', '', '', '', '', '', '', '', 'tanh'], ['0.005', '', 'sigm', 'sigm', '', 'tanh', '', '', 'sin', ''], ['', 'log', '', '', '', 'sigm', 'sigm', '**0.020', '', ''], ['', '', '', '-0.093', '', '0.058', '', '', '', 'log'], ['', '', '', '', '', '', '', '', '', ''], ['', 'cos', '', '', 'sin', 'tanh', 'sigm', '', '', 'sin'], ['', '', '', '', '', '', '', '', '', ''], ['', '', '', '', '', '', '', '', '', ''], ['', '', '', '', 'sigm', 'sin', '', '', '', '']]]","[[0.0, 0.9117951441598129, -0.0001712872898731799, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.5277052104721873, 0.0, 0.0, 0.5088077715347443, 0.0, 0.0, 0.0], [0.7540557224979783, 0.0, 0.03371358235401611, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.991294280173347, 0.0, 0.356727212824352, 0.0, 0.15437923068143913, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6915515097762948, 0.0, 0.0, 0.11864696470250924], [0.0, 0.0, 0.29542306290046955, 0.02570192900458722, 0.0012274259351709243, 0.0, 0.3053008343749524, 0.0, 0.0, 0.3229594794408625], [0.8149462335624535, 0.0, 0.0, 0.11888627007512453, 0.0, 0.0, 0.1453864150497598, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.361947860712474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.29803435431486286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.45319737281250316, 0.0, 0.0, 1.4273286739215894, 0.0, 0.5447136549991796, 0.0, 0.0, 0.0]]","[[0.03322376013992157, 0.550592978062127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006677483173922976], [0.0, 0.0, 0.0, 0.3755700005332074, 0.0, 0.0, 0.11573370747097193, 0.0, 0.0, 0.007002024846477938], [0.043060897307244314, 0.03569581137332154, 0.005050263933527819, 0.0, 0.0, 0.013909408491579494, 0.029369965646823586, 0.0, 0.0, 0.00545960067083207], [0.31223308418849866, 0.010500366519077754, 0.15758623446074482, 0.0, 0.0, 0.0, 0.007834205240244082, 0.0, 0.0, 0.0], [0.0, 0.032345056234431235, 0.0, 0.03126741958980714, 0.0, 0.0, 0.23074267105474325, 0.0, 0.0, 0.04222838454967252], [0.0, 0.02266464119603887, 0.12682654749980493, 0.0, 0.0, 0.0, 0.028431929181967935, 0.0, 0.0, 0.2500733858113903], [0.12907157564375205, 0.035316742637479984, 0.0006465456582303425, 0.03430130301660323, 0.013908284237245758, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.022433947088864096, 0.0, 0.10812540913319162, 0.0, 0.03045758574293624, 0.0, 0.024217528007900103, 0.0, 0.022629793906643533], [0.0, 0.014108790752796689, 0.08863423914588495, 0.0, 0.0, 0.022664207945601304, 0.006518758592632688, 0.0, 0.0, 0.0], [0.0, 0.18176521096993106, 0.0, 0.0, 0.5239570534321459, 0.0315913588052523, 0.14574272268207963, 0.0, 0.0, 0.0]]"
