coefficients,di_exact,kde,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[0.0, 1.025904852259993, 0.0, 0.0, 0.0], [-0.3478036321552533, 0.5953403178228339, 0.0, 0.0, 0.0], [-0.7667638682148638, -0.7096546456154126, 0.0, 0.0, 0.549967194221181], [0.934836395720535, 0.0, -0.403630975912152, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.13913675865437916, 0.474104550841361, 0.649280255030439, 0.0], [0.47570990570391414, 0.20869625119690194, 0.33211667740588013, 0.0, 0.0], [0.0, 0.0, 0.0, 0.28596582775028573, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12288423549679356, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0029080189277308362, 0.18187558662826933, 0.33444241786033374, 0.0], [0.22893753835980257, 0.07043503589699365, 0.12223489404027967, 0.0, 0.0], [0.0, 0.0, 0.0, 0.033083257357535575, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.013477525598454563, 0.2106719693111884, 0.37176470450783194, 0.0], [0.2525222886548928, 0.07800607880846348, 0.1474382607962668, 0.0, 0.0], [0.0, 0.0, 0.0, 0.023731126909768346, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.02146955441171115, 0.0, 0.0]]","[[0.0, 0.023096994502151684, 0.2249665538370866, 0.40297966221798814, 0.0], [0.3063513870140563, 0.11972092210214116, 0.19850397466892575, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03598986266625401, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.04970239894272937, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [-0.2020924975747479, 0.0, 0.0, 0.0, 0.0], [-0.9156861260682314, 0.0, -0.8719287967273386, 0.0, 0.0], [0.0, -0.8400779815907102, -1.5012955697430241, 0.0, 1.530038795479845], [1.1426673695036893, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.01518033525247712, 0.30777186542686363, 0.0, 0.4042929668371389], [0.0, 0.0, 0.0, 0.26620614280872607, 0.0], [0.0, 0.0, 0.9688016004858991, 1.4796486018228705, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.9439807067157551, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.04503118735106918, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.06016364882456214, 0.0, 0.14374938763715409], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3461866833318599, 0.46201155765461605, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2836587918600121, 0.0]]","[[0.0, 0.0, 0.09651161480778725, 0.0, 0.20131730734674005], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.38013164173610764, 0.5312191531925949, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3668547076108191, 0.0]]","[[0.0, 0.0, 0.14412699561008113, 0.0, 0.24361658524761742], [0.0, 0.0, 0.0, 0.007571015483622607, 0.0], [0.0, 0.0, 0.45349070801846614, 0.6176878128928344, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4660294817920056, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [-0.1250551314051959, 0.1768516650769921, 0.0, 0.0, 0.0], [0.0, -0.262603749149883, 0.0, 0.0, 0.0], [0.0, -1.7697617256980098, 0.0, 0.3428699107717387, 0.0], [0.0, 0.0, 0.0, -0.888973068747249, 0.0]]]","[[0.0, 0.014714340086246077, 0.0, 0.0, 0.0], [0.0, 0.0059747857142320665, 0.04115671709594336, 0.7192760807253495, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2252061981985799, 0.781275433667779], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.026264022952272387], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.005001010625505232, 0.3197375170797688, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5900468104149386], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.01303470900447672, 0.40118250550021045, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0073389392855047015, 0.6137112663372496], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0011409924398406617, 0.0, 0.0, 0.0], [0.0006091967539005617, 0.0, 0.025092751452030507, 0.48880662370021255, 0.0], [0.00291698947391814, 0.0, 0.0, 0.0, 0.0], [0.014309544117209664, 0.0, 0.0, 0.07897353711415918, 0.6694375962170585], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[-0.3734174240671568, 0.0, 0.0, -0.7794521250198619, 0.0], [0.0, -0.4442990473478872, -0.2824502004911552, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 2.3732045911562265, -1.2302789287566602, 0.0, -0.10667770685259574], [0.0, 0.0, 0.0, -0.5451590918768298, -0.7827349819309262]]]","[[0.5189325254363987, 0.0, 0.0, 0.0, 0.0], [0.0, 0.14291274625023626, 0.0, 1.0841216249814154, 0.0], [0.0, 0.037930523069611775, 0.0, 0.4865055818609016, 0.0], [1.0541265684464445, 0.0, 0.0, 0.0, 0.7259262784086035], [0.0, 0.0, 0.0, 0.06445914580340735, 1.2868115631374468]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.12870783440596378, 0.0, 0.0, 0.0, 0.002306482703771986], [0.0, 0.0, 0.0, 0.0, 0.13396589423624633]]","[[0.09880243334797634, 0.0, 0.0, 0.0, 0.0], [0.0, 0.02529974397192838, 0.0, 0.16554277879015133, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.7035699075631369, 0.0, 0.0, 0.0, 0.3365792722960278], [0.0, 0.0, 0.0, 0.0, 0.6286082660872085]]","[[0.11101393471763366, 0.0, 0.0, 0.0, 0.0], [0.0, 0.022714307900415624, 0.0, 0.23324888879670552, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.7669011581106142, 0.0, 0.0, 0.0, 0.39780301173789495], [0.0, 0.0, 0.0, 0.0, 0.673637119633372]]","[[0.14678600731821265, 0.0, 0.0, 0.0, 0.0], [0.0, 0.05014267057706556, 0.0, 0.3431085000138828, 0.0], [0.0, 0.0, 0.0, 0.03944489871056693, 0.0], [0.8111308958076894, 0.0, 0.0, 0.0, 0.43222287960623895], [0.0, 0.0, 0.0, 0.0, 0.7172797952162081]]"
"[[[0.0, 0.0, 0.0, -2.099917647036263, 0.0], [0.0, 0.0, 0.0, -1.064024160201721, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.5038920251965028, 0.0, 0.0, 0.0], [1.712735262219503, 0.0, 0.0, 0.0, 0.6939469758345065]]]","[[0.0, 0.0, 0.0, 0.0, 1.6591671685209288], [0.0, 0.0, 0.0, 0.29600533066399326, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [1.052280139503999, 0.5157029415740432, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.8454476873370291]]","[[0.0, 0.0, 0.0, 0.0, 0.16331527967680143], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6051572106302134]]","[[0.0, 0.0, 0.0, 0.0, 0.6295988609731846], [0.0, 0.0, 0.0, 0.03667305009361729, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.2484291822316777, 0.15604926131758926, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.9917246477782568]]","[[0.0, 0.0, 0.0, 0.0, 0.7266054914848995], [0.0, 0.0, 0.0, 0.04986800172363449, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.3438795917376664, 0.204613873064558, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0987197030997227]]","[[0.0, 0.0, 0.0, 0.0, 0.8190442599348587], [0.0, 0.0, 0.0, 0.060318719328426966, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.45149735702939303, 0.26382003449550373, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.2447422742022995]]"
"[[[-0.695895977446728, 0.9024319868219217, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.6408793771833394, 0.1167160583020201, 0.0, 0.6843632736788179], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.20316219004722755, 0.0, 0.0]]]","[[0.5167988295847074, 0.0, 0.0, 0.0, 0.0], [0.3047714842992338, 0.0, 0.19414096022708768, 0.0, 0.0], [0.0, 0.0, 0.01451569448370409, 0.0, 0.030986047437619332], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2296148535273951, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.35017057779225014, 0.0, 0.0, 0.0, 0.0], [0.1526327977149406, 0.0, 0.08764128490413287, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.008474043941177513], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12025413021563455, 0.0, 0.0]]","[[0.376488744790844, 0.0, 0.0, 0.0, 0.0], [0.17442784531571173, 0.0, 0.1243864212663132, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1414395904582272, 0.0, 0.0]]","[[0.39472685545307823, 0.0, 0.0, 0.0, 0.0], [0.18718064851490387, 0.0, 0.11975610088662957, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.008835457200631187], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.01459555678397537, 0.18035974059011758, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [-0.8965393684042385, 0.0, 0.0, 0.0, -0.27639689841503035], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0997185231271647, 0.0, 0.0, 0.0], [2.2338428206462373, 0.0, 0.0, 0.0, 0.8275788711304568]]]","[[0.0, 0.31947064972962685, 0.0, 0.0, 0.8727098142303688], [0.0, 0.0, 0.0, 0.8066936911958367, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.4267116365235788, 0.0, 0.0, 1.253339386222958]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.09977396611496149]]","[[0.0, 0.1315871078344248, 0.0, 0.0, 0.2863790292089207], [0.0, 0.0, 0.0, 0.20319866931974015, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.03971738142269873, 0.0, 0.0, 0.2518133440601283]]","[[0.0, 0.17983301778409505, 0.0, 0.0, 0.39031400740905836], [0.0, 0.0, 0.0, 0.252292516516962, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.06464626863773973, 0.0, 0.0, 0.3189218478123397]]","[[0.0, 0.2237760014607486, 0.0, 0.0, 0.4982377365058793], [0.0, 0.0, 0.0, 0.3118782891936543, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.08383090337224089, 0.0, 0.0, 0.3798221841594789]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.10269920078451945, 0.34673664058780956, 1.3418270988432597], [0.0, 0.0, 0.42969689132352634, -0.8020118577098274, 0.0], [0.19312666900168995, 0.0, 0.0, 0.0, 0.27840112997588645], [0.0, 0.13942152613121858, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.023128987252967362, 0.0], [0.0, 0.0, 0.0, 0.0, 0.03187998730464279], [0.0, 0.013718857277924726, 0.15058032344391606, 0.0, 0.0], [0.0, 0.07858960054508189, 0.24778946922020936, 0.0, 0.0], [0.0, 0.5407980494600563, 0.0, 0.06003073187211672, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0851273430432389, 0.0, 0.0], [0.0, 0.0, 0.1329690465549734, 0.0, 0.0], [0.0, 0.3119251572441714, 0.0, 0.01855157644561504, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.09993508280083864, 0.0, 0.0], [0.0, 0.0, 0.14347329465046635, 0.0, 0.0], [0.0, 0.3683625361850168, 0.0, 0.029533866835079272, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01811552490581733], [0.0, 0.0, 0.11004132060785837, 0.0, 0.0], [0.0, 0.012097408079379207, 0.15731710173497246, 0.0, 0.0], [0.0, 0.40147494094186686, 0.0, 0.02665020155557594, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7260772290098769, 0.0, 0.7951496225661503], [0.0, 0.0, 0.0, 0.0, 0.0], [0.17378521858930548, -0.19907882339719518, 0.0, 0.0, 0.0], [-0.5392275964417418, 0.0, 0.0, -0.4144781183198659, 0.0]]]","[[0.0, 0.0, 0.0, 0.016261680037062555, 0.14355001148407281], [0.0, 0.0, 0.0, 0.05528799409664285, 0.0], [0.0, 0.18368639161971165, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0865540130254539], [0.0, 0.3058679314958101, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.07823316273391066], [0.0, 0.0, 0.0, 0.004148470777128679, 0.0], [0.0, 0.09678592163397684, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.027614927419263312], [0.0, 0.1989420997789931, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.08734710427441018], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.09867726405527436, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.030296276987327484], [0.0, 0.21101645924538168, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.10277869397727399], [0.0, 0.0, 0.0, 0.014748455506898446, 0.0], [0.0, 0.09082833671317862, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04498576465837711], [0.0, 0.23327598353807727, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.9234239255572816, 0.0, 0.0, 0.4399556410006153], [0.0, 0.0, 0.0, 0.0, 0.0], [-0.27767124888418493, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.35292192263495376, 0.0], [0.0, 0.0, -1.753527536506393, -1.6055679921030466, 0.0]]]","[[0.0, 0.0, 0.11661741177432688, 0.0, 0.0], [0.27072128665474143, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7640986399092337], [0.0, 0.0, 0.0, 0.04791351740289179, 0.6634045777477207], [0.44256874163368964, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.06555415246926748, 0.0, 0.0], [0.117812746240523, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2675618320522867], [0.0, 0.0, 0.0, 0.0, 0.18343410338888322], [0.3101136537766552, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.07027040102874435, 0.0, 0.0], [0.1539378353810039, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3545456176420369], [0.0, 0.0, 0.0, 0.020308397483221878, 0.25811296385367505], [0.32996182896611204, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.05888360130474872, 0.0, 0.0], [0.1536673686547638, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.40485734614560615], [0.0, 0.0, 0.0, 0.013232812545999359, 0.3046429789056671], [0.3381971594382342, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, -0.153933502102562], [0.0, 0.0, 0.0, 0.2120448488882857, 0.0], [0.0, -2.2217748082704145, 0.7266737962309125, 0.6323543671219607, 0.0], [0.0, 0.8160978859939078, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.9219959519029258, 0.24536490947555867, 0.0], [0.0, 0.0, 0.9259335340472513, 0.0, 0.0], [0.0, 0.01873876210334813, 0.2694928728889167, 0.0, 0.0], [0.0033370102264620705, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.06331330083431816, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3754626414451348, 0.1421955105906917, 0.0], [0.0, 0.0, 0.3011792719443909, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.46206137468030817, 0.15942650525128763, 0.0], [0.0, 0.0, 0.3573908204662355, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5541095136891642, 0.18726992482888888, 0.0], [0.0, 0.0, 0.44113056590135846, 0.0, 0.0], [0.0, 0.001942757463478557, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.6998143810899793, 0.0, -0.8637284388419257, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.8166247733162726, -2.675274542845406, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.5811991608207818]]]","[[0.5144878573732554, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.26948148468941885, 0.0], [0.30094952008949166, 0.0, 0.0, 1.0871452950513574, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2078459738774524]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.27577799606032294, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.1101655849800685, 0.0, 0.0, 0.350088206930556, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.12374588943309299]]","[[0.32156019026917426, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.139089681650656, 0.0, 0.0, 0.44044982050416825, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.13589514074761605]]","[[0.3453323550959162, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.012593418484478295, 0.0], [0.17959656781341585, 0.0, 0.01178102810517486, 0.5584206446470078, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.14670732105141207]]"
"[[[0.0, -0.8046693438364386, -2.014870355356247, 0.40096124576543574, 0.0], [0.0, -0.48253324000531345, 0.0, 0.28157434613540405, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.546424345496807, 0.0, 0.6719873579386443, -0.17814861156687], [1.2648073931955364, 0.0, 2.244986740818405, 0.0, 0.6829006484581545]]]","[[0.0, 0.0, 0.0, 0.0, 1.1901392120587124], [0.3040228412759355, 0.13308963269750357, 0.0, 0.12010879410050855, 0.0], [0.8683014952922472, 0.0, 0.0, 0.0, 0.9164507602843117], [0.1994824819361814, 0.08357957699611777, 0.0, 0.3784491825960131, 0.0], [0.0, 0.0, 0.0, 0.17777430185234447, 1.0204871910232103]]","[[0.0, 0.0, 0.0, 0.0, 0.01510587994400792], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.012172776667554036]]","[[0.0, 0.0, 0.0, 0.0, 0.3654991714512537], [0.0, 0.033321169649966745, 0.0, 0.005818597431342599, 0.0], [0.2321942260664032, 0.0, 0.0, 0.0, 0.16291259907007147], [0.0, 0.002239316703103249, 0.0, 0.1634011066981542, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1860535607023213]]","[[0.0, 0.0, 0.0, 0.0, 0.4430968479633749], [0.0, 0.03210904830146823, 0.0, 0.012896629699673966, 0.0], [0.30795919883505685, 0.0, 0.0, 0.0, 0.2615165609501705], [0.0, 0.0063944338232629055, 0.0, 0.18853544534192024, 0.0], [0.0, 0.0, 0.0, 0.026842710665443963, 0.26817037123435994]]","[[0.0, 0.0, 0.0, 0.0, 0.5190470448294674], [0.013540921756456957, 0.05696184279557745, 0.0, 0.02522852377051548, 0.0], [0.43147861025379547, 0.0, 0.0, 0.0, 0.37118395101190765], [0.0, 0.03668693203575765, 0.0, 0.22950245473912792, 0.0], [0.0, 0.0, 0.0, 0.04494296023753517, 0.3576904228638753]]"
"[[[0.0, 0.19635945901478963, -0.7847772640609346, 0.0, 0.0], [0.0, 0.7145484444061506, 0.0, -0.5072209508353339, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.036184708960932434, 0.37710754278477926, 0.0, 0.0, 0.0], [0.22409857096325414, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10533311334214786, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3002311576377342, 0.0, 0.0, 0.0], [0.1430785231300048, 0.0, 0.0, 0.0, 0.0], [0.0, 0.03552965091484038, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3146574241495462, 0.0, 0.0, 0.0], [0.1545996299798438, 0.0, 0.0, 0.0, 0.0], [0.0, 0.03776095716348643, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3046982177629009, 0.0, 0.0, 0.0], [0.17450877668733752, 0.0, 0.0, 0.0, 0.0], [0.0, 0.05689331117277196, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, -0.7378770720851271], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.38575377226871904, -0.2227222867388481, 1.4583134303180338], [0.7008162878511446, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1458952371942072, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.2812943356730835, 0.0], [0.0, 0.0, 0.0, 0.0, 0.011198326897539987], [0.0, 0.0, 0.2506260534821165, 0.0, 0.0], [0.0, 0.0, 0.039970930970399235, 0.0, 0.0], [0.23503354732834197, 0.0, 0.5374420437649031, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.16077928348304626, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07589295245644381, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.12357216797556476, 0.0, 0.2899249388828427, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.18222283790214636, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.08957660230284956, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.14293466225477072, 0.0, 0.3307233947229966, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.18330379718167736, 0.0027411820291595715], [0.0, 0.0, 0.0, 0.0, 0.004332453547445635], [0.0, 0.0, 0.11842736205747179, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0037103727889763556], [0.16622575876493215, 0.006901478762243986, 0.3800133848143233, 0.0, 0.0]]"
