coefficients,di_exact,kde,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [-0.5586188304029421, 0.0, 0.0, 0.0, -1.337339254706131], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.8674449023474601, 0.4041922624166748, 0.0], [0.0, -0.5549168688943712, 0.0, 0.36689905839062037, 0.0]]]","[[0.0, 0.1464699787522851, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6057491622235184], [0.0, 0.0, 0.0, 0.2677857577575139, 0.0], [0.0, 0.0, 0.0, 0.13509207269346926, 0.10525774394429893], [0.0, 1.0395275430385693, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04205120865157445], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.07511311069202309, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5000641566468965], [0.0, 0.0, 0.0, 0.08904970653585108, 0.0], [0.0, 0.0, 0.0, 0.028960035925117845, 0.020791204504828423], [0.0, 0.7458567990046727, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5202834001338633], [0.0, 0.0, 0.0, 0.11543956337775263, 0.0], [0.0, 0.0, 0.0, 0.03469655722621443, 0.0499539450898592], [0.0, 0.7912644170561512, 0.0, 0.0, 0.0]]","[[0.0, 0.03189819825081464, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5285131735623941], [0.0, 0.0, 0.0, 0.1503397675817726, 0.0], [0.006135604487168701, 0.0, 0.0, 0.06576597321189526, 0.08932668501630656], [0.0, 0.8535893293949942, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.3367726620974374, 0.0], [-0.1256804814351001, 0.0, -1.1080036388304395, -0.5101996182149485, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6093158682386773], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5650415000214154, -0.8077003692845538, 0.0, 0.0]]]","[[0.0, -0.006220811387362934, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.44973385073807826], [0.0, 0.7855495520827649, 0.0, 0.0, 0.5227344361956163], [0.04552219165488806, 0.12997149343769523, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5474293252562701, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.19140591939117388], [0.0, 0.5160362440565776, 0.0, 0.0, 0.31636283001346305], [0.007146788277701532, 0.001889290789944875, 0.0, 0.0, 0.0], [0.0, 0.0, 0.27337841299086507, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2230605974790381], [0.0, 0.5692561068861075, 0.0, 0.0, 0.3494164714093583], [0.016084204250075985, 0.02530482501942927, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2926216320577257, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.25425022985445134], [0.0, 0.6149834591547655, 0.0, 0.0, 0.3894045798792798], [0.020327172239641002, 0.03985485442585525, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3325248653682137, 0.0, 0.0]]"
"[[[-0.28546379174950265, -0.1698704306641874, 0.0, 0.0, -0.9960328492363334], [0.0, 0.0, 0.6868186439850826, 0.6546659536719489, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.12495167916805751, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.07387009284344923, 0.0, 0.0, 0.0, 0.0], [0.021188620979911078, 0.0, 0.0, 0.012801329588472096, 0.0], [0.0, 0.16902184518905594, 0.0, 0.0, 0.0], [0.0, 0.19942624236273795, 0.0, 0.0, 0.0], [0.31321840763882713, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.06839111007613517, 0.0, 0.0, 0.0], [0.0, 0.10670573118935356, 0.0, 0.0, 0.0], [0.20087336910748896, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.08808562200270294, 0.0, 0.0, 0.0], [0.0, 0.11752939654996113, 0.0, 0.0, 0.0], [0.22145224880938338, 0.0, 0.0, 0.0, 0.0]]","[[0.03783914776086248, 0.002175587393614562, 0.0, 0.0, 0.0], [0.01753116565788505, 0.0, 0.0, 0.013322215859179361, 0.0], [0.0, 0.12900651710153757, 0.0, 0.0, 0.0], [0.0, 0.14234071559807476, 0.0, 0.0, 0.0], [0.2536563732880319, 0.0, 0.0, 0.010100591641213033, 0.0019562061531547903]]"
"[[[-0.8872464431086383, 0.0, 0.0, -1.9652002116080431, 0.0], [0.0, 1.3303259551260753, 0.0, 0.2704633961173533, 1.606415515968965], [-0.48789139105573925, 0.4135336419562824, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.3003369664276178, 0.0, -1.0432848638623096, 0.0]]]","[[1.4149912707676642, 0.0, 0.8691874672769918, 0.0, 0.0], [0.0, 2.0264811456780736, 0.9241060216302933, 0.0, 0.6854743109922672], [0.0, 0.0, 0.0, 0.0, 0.0], [0.7561888268446169, 0.04147023473603001, 0.0, 0.0, 0.35367163708200633], [0.0, 1.265761412211426, 0.0, 0.0, 0.0]]","[[0.1323802469432804, 0.0, 0.00882075287025808, 0.0, 0.0], [0.0, 0.32023071659454966, 0.045637142458030605, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.3991403300781904, 0.0, 0.2762292459854688, 0.0, 0.0], [0.0, 0.8252908145857976, 0.3507535146103111, 0.0, 0.14390422136685116], [0.0, 0.0, 0.0, 0.0, 0.0], [0.050710322346785984, 0.0, 0.0, 0.0, 0.05067859762167301], [0.0, 0.05340066213134209, 0.0, 0.0, 0.0]]","[[0.4124394315928758, 0.0, 0.31539596157418187, 0.0, 0.0], [0.0, 0.8916462502548282, 0.38601182804569306, 0.0, 0.18022613411469873], [0.0, 0.0, 0.0, 0.0, 0.0], [0.11126647740449172, 0.0, 0.0, 0.0, 0.0859596766559704], [0.0, 0.12879345989476962, 0.0, 0.0, 0.0]]","[[0.41996285632515823, 0.0, 0.33290884288343775, 0.0, 0.0], [0.0, 0.9853081782182446, 0.42055740639058775, 0.0, 0.21091971814482366], [0.0, 0.0, 0.0, 0.0, 0.0], [0.17267139998039238, 0.0, 0.0, 0.0, 0.1157071296439394], [0.0, 0.24069766498199308, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 1.2554667599204186, 0.0, -0.18128639590744938], [0.0, 0.0, -2.1293358106345335, 0.0, 0.20451784652569677], [0.0, 0.2779059908678982, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -1.4398512224704694], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.22733076854663525, 0.0, 0.0], [0.6245762117031541, 1.0814028100462176, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.012835835382870005, 0.0215946597299824, 0.0, 0.5421823454857664, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05481880962730711, 0.0, 0.0], [0.3831225326472931, 0.5311370189383776, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.23062500587986703, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05151740345913409, 0.0, 0.0], [0.4183760995649436, 0.6196339239604591, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2894400019757873, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07429774287463344, 0.0, 0.0], [0.47523034057701397, 0.7294745117999587, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.36459224823904246, 0.0]]"
"[[[0.0, 1.6246160733353847, 0.0, 0.0, -1.3011094195765758], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-0.12775356102533683, 0.0, 0.0, 0.1968325621667436, 0.0], [0.0, 0.0, 1.2018899670945902, 0.8127578101308965, 0.0]]]","[[0.0, 0.0, 0.0, 0.0766461881928478, 0.0], [0.6087488337594326, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.4415059868542652], [0.0, 0.0, 0.0, 0.01039229938274399, 0.2978047465281219], [0.8719793702082018, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.002263007404793224, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.009390248770800271, 0.0], [0.1940075531372383, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.16768242732416], [0.0, 0.0, 0.0, 0.0, 0.09121268569735273], [0.4731126727102392, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.020279946712288655, 0.0], [0.26276264697145835, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.22067500890741082], [0.0, 0.0, 0.0, 0.0, 0.11081948496375468], [0.5423940467454859, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.029660876215562695, 0.0], [0.3530597868262102, 0.00347487050743797, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2877048146505163], [0.0, 0.0022602967352516193, 0.0037610040170045498, 0.0, 0.14367238411280622], [0.6353503252033518, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.6479420385635596, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.2788898001261714, 0.0, -0.5883189707567914, 0.10489263054655014], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.029043271178048374, 0.0], [0.17485530071578115, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2534305414404447, 0.0], [0.0, 0.0, 0.0, -0.0033489998252518322, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.11184730184484729, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.21515424040407372, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.11801655659928885, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.22483405045243135, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0024210972997446368, 0.0], [0.15043434471287775, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.2405317054966854, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, -0.24691916439735465, -0.7781496670309501], [0.0, 0.0, 0.0, -0.27395413185007794, 0.0], [-0.11542032016151477, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.38597078730678214, 0.0], [0.0, 0.0, -0.43231553872139356, 0.0, 0.0]]]","[[0.0, 0.0, 0.012037382264856934, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.08289413668893154], [0.03676295439591595, 0.04481225071138548, 0.0, 0.05443257676624604, 0.0], [0.26164619378397347, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.03874296935484327], [0.0, 0.010426846681775487, 0.0, 0.00788703218441651, 0.0], [0.1622408661332091, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04029991577868368], [0.0, 0.02769947081472193, 0.0, 0.028974893231755953, 0.0], [0.20174689974676777, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.01723702260603509, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.00315307432900733, 0.0, 0.05741875510594775], [0.02983720924770505, 0.03180469910192785, 0.0, 0.03579125505657873, 0.0], [0.23250374954400252, 0.0017187034723853832, 0.009389844518959752, 0.015592384997827766, 0.006794761805258857]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [-1.3245089037657065, 0.15553714399753912, 0.0, 0.0, 0.49847549132594876], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -2.308752984024527, -0.1538261102029034, 0.0]]]","[[0.0, 0.476580136346314, 0.0, 0.0, 0.0], [0.0, 0.04794605233145343, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.929516645430109], [0.0, 0.0, 0.0, 0.0, 0.013578251741079374], [0.0, 0.4657500925805496, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.20640177806122875, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.37887933823517483], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2534123502297141, 0.0, 0.0, 0.0]]","[[0.0, 0.24952277577957258, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.4601045897818627], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.3000896129900987, 0.0, 0.0, 0.0]]","[[0.0, 0.2892576381559105, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5387712154202082], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.34983752367790155, 0.0, 0.0, 0.0]]"
"[[[0.2945372002956428, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.628990210247857, -0.17151074734021698, 0.0, -0.9861271965405758], [-1.8868100011071456, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.370246858096807, 0.2622272516550846, 0.0]]]","[[0.047103535571263594, 0.0, 0.0, 0.7715545190292321, 0.0], [0.0, 0.0, 0.17199690850618096, 0.0, 0.0], [0.0, 0.0, 0.056655134597007904, 0.0, 0.19549746019496977], [0.0, 0.0, 0.0, 0.0, 0.16303571939193928], [0.0, 0.0, 0.5473476942975961, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0040345930320217415, 0.0, 0.0, 0.3585152626772152, 0.0], [0.0, 0.0, 0.03272921683188237, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.11331208986881953], [0.0, 0.0, 0.0, 0.0, 0.07779569653851763], [0.0, 0.0, 0.30904615724783263, 0.0, 0.0]]","[[0.012233837806964198, 0.0, 0.0, 0.43166422860193926, 0.0], [0.0, 0.0, 0.049519602702564426, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1602385117322124], [0.0, 0.0, 0.0, 0.0, 0.10362487139477719], [0.0, 0.0, 0.3541425930562424, 0.0, 0.0]]","[[0.011353208697108298, 0.0, 0.0, 0.5055972152185653, 0.0], [0.0, 0.0, 0.06901828709145727, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.13186249907198208], [0.0, 0.0, 0.0, 0.0, 0.09297804584243172], [0.0, 0.005275338064604927, 0.4231117138859537, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [1.3875967941145553, -0.4068400433016857, 0.0, 1.2116912499086157, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1488400135213192, 1.188284888064103, 0.0, -0.347046935359512]]]","[[0.0, 0.5222270686345492, 0.0, 0.0, 0.0], [0.0, 0.26089066420906376, 0.0, 0.0, 0.03806383692413613], [0.0, 0.0, 0.0, 0.0, 0.4207957675568442], [0.0, 0.4302201147026486, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.13597465449865243]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.19348753117819714, 0.0, 0.0, 0.0], [0.0, 0.020827574772395645, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2089600384888503], [0.0, 0.1540405943349065, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.023913468799832062]]","[[0.0, 0.23878520195221178, 0.0, 0.0, 0.0], [0.0, 0.05532969684359329, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.27004013902321583], [0.0047363174509714185, 0.20586217191141648, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05519610132880555]]","[[0.0, 0.3008268501719021, 0.0, 0.0, 0.0], [0.0, 0.07283454506455238, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.30190368937811507], [0.0, 0.25149396492381265, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.03346588481271102]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6971334557160537, 1.3669994074225205, -0.40310832063834506], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.3916450277891443, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8405580876626783, 0.0, 0.48065952053006117], [0.0, 0.0, 0.5013181034413237, 0.0, 0.0], [0.0, 0.0, 0.16360899398829823, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.09642682479406255, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.40658694030216475, 0.0, 0.2583672248199907], [0.0, 0.0, 0.2086828691284871, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.437135809647775, 0.0, 0.26878359680334624], [0.0, 0.0, 0.28108025170881845, 0.0, 0.0], [0.0, 0.0, 0.009238426655330598, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.4523138404579163, 0.0, 0.2823394865872495], [0.0, 0.0, 0.33195661174574986, 0.0, 0.0], [0.0, 0.0, 0.0017492267227225936, 0.0, 0.0]]"
"[[[-0.293507219629454, -0.30154606047679466, 0.45012523723522224, 0.0, 0.0], [0.0, 0.8279553964364077, 0.0, 0.0, 1.0258691162544185], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5726482856445602, 0.4943006611453269, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0881257840611441, 0.0, 0.0, 0.0, 0.0], [0.2616062519293994, 0.9297663444497644, 0.0, 0.0, 0.0], [0.0961486286004776, 0.0, 0.0, 0.14267042540165945, 0.0], [0.0, 0.0, 0.0, 0.1788075670382519, 0.0], [0.0, 0.3644726381916317, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10586572522163612, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.011807376053107957, 0.0, 0.0, 0.0, 0.0], [0.12795006401486275, 0.6322820596863546, 0.0, 0.0, 0.0], [0.02538895058247215, 0.0, 0.0, 0.04779653069938521, 0.0], [0.0, 0.0, 0.0, 0.07771237996474314, 0.0], [0.0, 0.12612235101384045, 0.0, 0.0, 0.0]]","[[0.022599544210427817, 0.0, 0.0, 0.0, 0.0], [0.13111142141992577, 0.661060532771577, 0.0, 0.0, 0.0], [0.03923814277726179, 0.0, 0.0, 0.0649595617073561, 0.0], [0.0, 0.0, 0.0, 0.09444306570676947, 0.0], [0.0, 0.18183821006696393, 0.0, 0.0, 0.0]]","[[0.05557936102974278, 0.0, 0.0, 0.0, 0.0], [0.18641589348324222, 0.729323091527419, 0.0, 0.0025786521016625567, 0.0], [0.0575828770664588, 0.0, 0.005535071239535253, 0.10661150704043759, 0.0], [0.0, 0.0, 0.0, 0.15177818602716553, 0.004540049637745596], [0.0, 0.23044969788119157, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [-0.629476055171241, 0.0, 0.0, -0.20990691334754258, 0.375893417241208], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.9799199888336934, 0.0, 0.5045704305837998, 1.2169172459619582], [0.0, -0.28716776521017856, 0.0, 0.0, 0.0]]]","[[0.0, 0.13783331762031262, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.14091793041216, 0.09816032319414203], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.19534981258599743, 0.0, 0.7249605168105799, 0.0], [0.0, 0.0957267478116891, 0.0, 0.48731536410193316, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.010795128004580077, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.03929510924244814, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6020766574595938, 0.05154439013443769], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.05508063829931335, 0.0, 0.06016865796505711, 0.0], [0.0, 0.017925461559296866, 0.0, 0.035022936144466915, 0.0]]","[[0.0, 0.053042317084310515, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6843036350164182, 0.05006276573962547], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.07327907907892733, 0.0, 0.14988310691062137, 0.0], [0.0, 0.028237952380802102, 0.0, 0.07964844124692548, 0.0]]","[[0.0, 0.06802714859285951, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7635875590374338, 0.0639906383785376], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.11683527650555063, 0.0, 0.28960787230978646, 0.0], [0.0, 0.028759055219732172, 0.0, 0.133506811171261, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.4639194145541747, 0.26993173238595736, 0.0, 0.0], [0.29323761678006327, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5323757697311552], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.03346567590785209, 0.0, 0.0], [0.0, 0.11283784742523674, 0.0, 0.0, 0.0], [0.0, 0.04209018911724676, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11691783020187346, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.006022994341189695, 0.0, 0.0], [0.0, 0.07768816806410135, 0.0, 0.0, 0.0], [0.0, 0.013126724033626186, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.005915186989542639], [0.0, 0.0, 0.0, 0.07956508271320163, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.07699306213843139, 0.0, 0.0, 0.0], [0.0, 0.001997587199245457, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.005690664855852419], [0.0, 0.0, 0.0, 0.0704200006437379, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.07551173270687692, 0.0, 0.0, 0.0], [0.0, 0.016469946651791304, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.001356415590355369, 0.004311160044621123], [0.0, 0.0, 0.0, 0.043334025045997294, 0.0]]"
