coefficients_t100,di_exact_t100,kde_exp_t100,kde_gaus_t100,knn_sqrt_t100,knn_sqrt_2_t100,knn_sqrt_4_t100,coefficients_t250,di_exact_t250,kde_exp_t250,kde_gaus_t250,knn_sqrt_t250,knn_sqrt_2_t250,knn_sqrt_4_t250,coefficients_t500,di_exact_t500,kde_exp_t500,kde_gaus_t500,knn_sqrt_t500,knn_sqrt_2_t500,knn_sqrt_4_t500,coefficients_t1000,di_exact_t1000,kde_exp_t1000,kde_gaus_t1000,knn_sqrt_t1000,knn_sqrt_2_t1000,knn_sqrt_4_t1000,coefficients_t2500,di_exact_t2500,kde_exp_t2500,kde_gaus_t2500,knn_sqrt_t2500,knn_sqrt_2_t2500,knn_sqrt_4_t2500,coefficients_t5000,di_exact_t5000,kde_exp_t5000,kde_gaus_t5000,knn_sqrt_t5000,knn_sqrt_2_t5000,knn_sqrt_4_t5000,coefficients_t10000,di_exact_t10000,kde_exp_t10000,kde_gaus_t10000,knn_sqrt_t10000,knn_sqrt_2_t10000,knn_sqrt_4_t10000
"[[[0.7316762138653405, 0.0], [0.0, 0.0]]]","[[0.32414187560731195, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.2959819760728324, 0.0], [0.0070903678016925676, 0.0]]","[[0.041462100100416885, 0.0], [0.0, 0.006280237251227467]]","[[0.0, 0.0], [0.0, 0.0]]","[[[-0.2937468371221426, 0.0], [3.066796849006392, 0.0]]]","[[0.0015606358735544338, 1.1405619061621664], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0993793342596469], [0.0, 0.0]]","[[0.0, 0.3880207688053082], [0.0, 0.0]]","[[0.019049136370033214, 0.6598354898721224], [0.009217096778572298, 0.0]]","[[0.0, 1.0053748261874034], [0.010797355461548894, 0.0]]","[[[-0.7175194673708631, 0.0], [0.0, 0.0]]]","[[0.3128602254622924, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.02834027296605109, 0.0], [0.0, 0.0]]","[[0.2812338712074701, 0.011846944587183036], [0.0, 0.0]]","[[0.32596343851810217, 0.04203833859539504], [0.0, 0.0]]","[[0.30054659256003224, 0.03188742009461969], [0.0501105043167372, 0.04494656899611896]]","[[[0.0, -0.40735698390491254], [-1.0975656468853694, 0.0]]]","[[0.0, 0.49663163715663355], [0.15946199300802358, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0993261648636756], [0.0025811601481756214, 0.0]]","[[0.0, 0.4439499587611428], [0.12087888845051678, 0.0]]","[[0.0, 0.4939314508069478], [0.14273303073096832, 0.0]]","[[0.0, 0.47956941130337244], [0.17190386774607566, 0.0]]","[[[-0.7158914243982444, 0.0], [-0.404258197376831, 0.0]]]","[[0.3580825038815888, 0.14655274932875667], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.08769069987390493, 0.0], [0.0, 0.0]]","[[0.3029179108961805, 0.13571082932591405], [0.0, 0.00028639964322064044]]","[[0.3151903402941275, 0.1504375379834425], [0.0, 0.005290974213572854]]","[[0.31844221696646463, 0.14790708644634287], [0.0, 0.00647185904827155]]","[[[0.0, 0.11400172360427992], [0.0, -0.6315870053757963]]]","[[0.0, 0.0], [0.008962808886776367, 0.24268013743792236]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.05968623414950581]]","[[0.0019132026288100246, 0.0], [0.00849371068680581, 0.24042471317801736]]","[[0.013199979721656934, 0.008519395982507158], [0.012583800453151868, 0.24619043078165204]]","[[0.011211882899478656, 0.017139796060719602], [0.01638725970524976, 0.25209190565200507]]","[[[0.0, 0.0], [0.0, 0.16108097146950986]]]","[[0.0, 0.0], [0.0, 0.013180749756089056]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.007673044520672795, 0.009859277126023356], [0.0027115210734378666, 0.01914653473763522]]","[[0.013847319547088312, 0.012834199843821913], [0.01095325369330314, 0.02748028062791365]]","[[0.013334514188728181, 0.008825275890919174], [0.009912460450365151, 0.025790620793916603]]"
"[[[0.0, 1.1342283989295676], [-0.22481191365548814, 0.0]]]","[[0.0, 0.11837155233501023], [0.3182103754162921, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.12475899461688862], [0.25094202548284156, 0.0]]","[[0.0, 0.18478989365425838], [0.22435651635254797, 0.0]]","[[0.0, 0.17350111508078161], [0.10777093141214975, 0.0]]","[[[0.19157900437426562, 0.0], [0.0, 0.0]]]","[[0.02967756868180279, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.008689491485595922, 0.0], [0.0, 0.0]]","[[[0.0, 0.0], [0.0, 0.8575473293194559]]]","[[0.0, 0.0], [0.0, 0.6251227454594432]]","[[0.0, 0.0], [0.0, 0.014802053975512633]]","[[0.0, 0.0], [0.0, 0.23851299502805806]]","[[0.0, 0.0], [0.0, 0.57023522469544]]","[[0.0, 0.0], [0.0, 0.5997494147745668]]","[[0.04850261529816267, 0.09729470859525666], [0.0, 0.586280551659097]]","[[[0.0, 1.5167374001526845], [0.0, -0.7760702684004055]]]","[[0.0, 0.0], [0.8669673520398851, 0.4216855948472026]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.14347422492292533, 0.003952324489252645]]","[[0.0, 0.0], [0.47817905882633016, 0.21957831240080952]]","[[0.0, 0.0], [0.559677721410329, 0.25540716328047897]]","[[0.010778764155864567, 0.03126922244274945], [0.5998887251968414, 0.2972288618641828]]","[[[0.0, 0.0], [0.0, 0.2271442638910329]]]","[[0.0, 0.0], [0.0, 0.030339505731694145]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.028554452198615535]]","[[0.017902607956242454, 0.01868467361933842], [0.004588545882159854, 0.04356965021695749]]","[[0.0383195961630181, 0.017383872544478287], [0.01643630266930328, 0.02477208348789753]]","[[[0.2439443912836121, 0.0], [0.46942634907324393, 0.0]]]","[[0.0314847151083644, 0.1178226075444131], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.03169959031134034, 0.10970220057718927], [0.0, 0.0]]","[[0.03891278340816155, 0.1213688684603775], [0.002749139258471694, 0.0]]","[[0.033334580234392244, 0.11771305802233353], [0.01744064440398814, 0.003475622151050627]]","[[[-0.7048023576782655, 0.0], [0.0, 0.5703792586266466]]]","[[0.3369163502513659, 0.0], [0.0, 0.2083608086433144]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.16204372619450017, 0.0], [0.0, 0.05853190620479972]]","[[0.33782488343542405, 0.0022947869580709403], [0.0, 0.2095549916288013]]","[[0.3467684394784354, 0.010525242071378938], [0.005050334555885333, 0.21936645091406112]]","[[0.3515783191753143, 0.012057800095413743], [0.00815898136083668, 0.21929737813180455]]"
"[[[0.5040921085659289, 0.0], [0.2513646653747318, 0.0]]]","[[0.03968823271761395, 0.07037606887553424], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.13404464709179892, 0.009302729640980474], [0.0, 0.0]]","[[0.3082957335610141, 0.27089882649750724], [0.05494872700387498, 0.0]]","[[[-0.5060285811420121, 0.0], [0.0, 0.0]]]","[[0.1498756713964159, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.10714775230343024, 0.0], [0.0, 0.0]]","[[0.060383978805195956, 0.0], [0.0, 0.0]]","[[0.18913752105993345, 0.02806377463989754], [0.0, 0.0]]","[[[0.5213169719142176, 0.0], [0.0, 0.0]]]","[[0.1453790123121041, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.1273241770683683, 0.0], [0.0, 0.0]]","[[0.15477022294456913, 0.0], [0.0058462767206955, 0.0]]","[[0.16939569802104743, 0.04126177962462189], [0.0, 0.0]]","[[[0.0, 0.0], [0.0, 0.31259201620489685]]]","[[0.0, 0.0], [0.0, 0.04846062358636989]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.04341779148798847]]","[[0.02353603850201938, 0.0], [0.005685740493715798, 0.0444973937689379]]","[[0.05246723602959522, 0.003153455026940422], [0.012832956612997716, 0.05167231731228601]]","[[[-0.19051217649515853, 0.0], [0.0, 0.0]]]","[[0.021717546490601085, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.02090531768713244, 0.0], [0.008682921118803977, 0.0033580288516570026]]","[[0.03339695451677214, 0.00450998958278932], [0.015492416691462263, 0.018549414495838825]]","[[0.05130384326621846, 0.02711345216650529], [0.015827302174033296, 0.023117645159637837]]","[[[-0.134548920914365, 0.0], [0.0, 0.0]]]","[[0.011431722853234528, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.009029410389783105, 0.00031217813267677373], [0.005864192504079056, 0.001275763885047225]]","[[0.029360110247827764, 0.01795823978201776], [0.013660648598174167, 0.008660921354244013]]","[[0.03809280734619727, 0.023355828139652608], [0.012577321854097089, 0.0]]","[[[0.0, -0.6957097473860031], [0.0, 0.40599372072629303]]]","[[0.0, 0.0], [0.2282149597527802, 0.09473185859937955]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.03925055321198475, 0.0]]","[[0.001233937549172715, 0.00562643445735065], [0.21635205464787532, 0.09702739500908543]]","[[0.006312787267272693, 0.009183728417886972], [0.2206233372750616, 0.0993610172980105]]","[[0.002693661566437022, 0.005069852088455297], [0.2185808182131621, 0.09903102652696047]]"
"[[[-0.2841960764570499, 0.0], [1.022316046169698, 0.0]]]","[[0.06395312184793364, 0.3616684336642441], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.12928845799605188], [0.0, 0.0]]","[[0.0, 0.22215549962262648], [0.0, 0.016412514574737063]]","[[0.0, 0.4044533994214544], [0.0, 0.12737468063814242]]","[[[0.0, 1.5943170557981916], [-0.2208960308865885, 0.0]]]","[[0.0, 0.09678986220372726], [0.7662603671858241, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.08082689979814006, 0.0]]","[[0.0, 0.018977208745026133], [0.47337895117962037, 0.0]]","[[0.0, 0.03866487219099419], [0.5809315135377128, 0.0]]","[[0.0, 0.14366955691025235], [0.6285100946295675, 0.0]]","[[[-0.28588031694841726, 0.0], [0.0, 0.0]]]","[[0.030862410274279436, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.020880602976622538, 0.0], [0.0, 0.0]]","[[0.0567216275073532, 0.0], [0.0, 0.0]]","[[0.03247910289225302, 0.02060006863134397], [0.004993962030701712, 0.0]]","[[[0.2897496346128097, 0.0], [1.2823566291194617, 0.0]]]","[[0.03714857184362193, 0.4427674781378605], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.04214219088611985], [0.0, 0.0]]","[[0.012795527629368217, 0.3704889887647349], [0.0, 0.0]]","[[0.0, 0.37816155867121093], [0.0, 0.0]]","[[0.03864348375185523, 0.3704425498466688], [0.06496837462390799, 0.016039306658291747]]","[[[0.0, 0.0], [0.0, 0.22804738931964796]]]","[[0.0, 0.0], [0.0, 0.027678161355249115]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.005279631064098393, 0.0], [0.0, 0.02538784620837437]]","[[0.00936147718290344, 0.011721850853961654], [0.0, 0.03349416596249447]]","[[0.0, 1.6866687330065148e-05], [0.009607601903831838, 0.057828716355607254]]","[[[-0.2964436059621469, 0.0], [0.0, 0.0]]]","[[0.052925960031459746, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.05079278551739812, 0.004078616117218984], [0.0, 0.0]]","[[0.057687813999844184, 0.007335973728135319], [0.007665516017553809, 0.006282853474545538]]","[[0.07415488324688677, 0.014328397756083142], [0.01573938020877423, 0.008814437474797873]]","[[[0.7960616835526597, 0.0], [-0.14732868094682525, 0.0]]]","[[0.5059717122537998, 0.029365124641578696], [0.0, 0.0]]","[[0.04069795344250299, 0.0], [0.0, 0.0]]","[[0.29794936656634724, 0.0], [0.0, 0.0]]","[[0.49376476595587443, 0.029537908902413274], [0.0012770388270531496, 4.100582609212696e-05]]","[[0.5051134670418129, 0.039511100118509904], [0.013869622586499722, 0.010860776553232457]]","[[0.5081803863904686, 0.04260101160887476], [0.022379061873540492, 0.020001522435770035]]"
"[[[0.0, 0.0], [0.0, 0.6892752410513737]]]","[[0.0, 0.0], [0.0, 0.19319980506522108]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.036515531951975135], [0.0, 0.06168702975472063]]","[[0.17436421969445487, 0.22677219809337132], [0.13228958080634906, 0.35043026344712336]]","[[0.23120886680352337, 0.16939970756995196], [0.14119868442656933, 0.31877439196786184]]","[[[0.0, 0.0], [0.0, -0.12117440130106764]]]","[[0.0, 0.0], [0.0, -0.004292825358500607]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.016082664220246623]]","[[0.07377330492018673, 0.02077487343148714], [0.035942633839754004, 0.060987227818987313]]","[[0.0, 0.0], [0.0, 0.0]]","[[[0.0, 0.0], [0.0, -0.8224044888997806]]]","[[0.0, 0.0], [0.0, 0.5438497853923301]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.16620860119197844]]","[[0.0, 0.0], [0.0, 0.5249286485258766]]","[[0.0023970533951808183, 0.0], [0.0022843532292984004, 0.5855313283312836]]","[[0.03591685915803284, 0.0], [0.027066168307828105, 0.5606663384523562]]","[[[0.0, 0.6558648038539324], [-1.0194532865130268, 0.0]]]","[[0.0, 0.6459321615074888], [0.5288740144900802, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.2549264810483952], [0.2184888603078659, 0.0]]","[[0.0, 0.5690010142216703], [0.4859179720934794, 0.0]]","[[0.0, 0.6286718692582205], [0.53503141054073, 0.0]]","[[0.020344265708594603, 0.6588703212398838], [0.5274808424091099, 0.0]]","[[[0.8935180323656114, 0.0], [0.0, 0.0]]]","[[0.767293321780117, 0.0], [0.0, 0.0]]","[[0.18460119668462244, 0.0], [0.0, 0.0]]","[[0.4580377996640836, 0.0], [0.0, 0.0]]","[[0.723553834244003, 0.0], [0.0, 0.0]]","[[0.7396790636994001, 0.009714131814519838], [0.0, 0.0]]","[[0.7509420297998228, 0.01392820481647119], [0.00443494660581576, 0.010272681060062622]]","[[[0.0, -0.7190335501163534], [-0.30308822962263215, 0.0]]]","[[0.0, 0.07452044349010163], [0.2410806101604853, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.03137734157943767, 0.0]]","[[0.0, 0.07284903901587775], [0.2408718520239671, 0.004707007384775571]]","[[0.0023062498640505193, 0.08045783581027284], [0.2422606983456634, 0.0038635015319596314]]","[[0.0017573579340157109, 0.08783851543596921], [0.2492663415681594, 0.01490050798338107]]","[[[0.33173873266760373, 0.0], [0.0, 0.0]]]","[[0.059960160786471324, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.06645508561375219, 0.006931942030004939], [0.0037982565633764235, 0.0037251540894305654]]","[[0.07373133545383508, 0.013452855621924723], [0.010444028471342164, 0.008255535152842853]]","[[0.07054737294465292, 0.011487301384092579], [0.012825086869060797, 0.012836812748304081]]"
"[[[0.0, -0.4441727191706634], [-1.5347586779234623, 0.0]]]","[[0.0, 1.0689425678424098], [0.46369396704064253, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.26459593637024886], [0.17157006745449402, 0.0]]","[[0.0, 0.5307510589840274], [0.25649627432423305, 0.0]]","[[0.0, 0.7580253772612436], [0.2506969097429574, 0.0]]","[[0.10300981099870861, 1.0546037295856234], [0.39656087218820124, 0.12808151315823166]]","[[[0.5707057434176709, 0.0], [0.0, 0.0]]]","[[0.12636871669221586, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.05209609911672217, 0.0], [0.0, 0.0]]","[[0.01603752086682883, 0.0], [0.0, 0.0]]","[[0.14225637001831123, 0.02560370011633865], [0.0, 0.0]]","[[[0.0, -1.180972417129975], [0.0, 0.5308140452308894]]]","[[0.0, 0.0], [0.4623170488367865, 0.150413412495678]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.024567160162265893, 0.0]]","[[0.0, 0.0], [0.3472281262368829, 0.10897043826908459]]","[[0.0, 0.03198732005110316], [0.3684878481000233, 0.12568139626797858]]","[[0.0, 0.06225776044075006], [0.3845136915393767, 0.1874323216108432]]","[[[0.0, 0.0], [0.0, -0.13203949042559981]]]","[[0.0, 0.0], [0.0, 0.013143894651906844]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.005785444945484696, 0.0], [0.0, 0.001962673562702906]]","[[0.012912396774575625, 0.0005140082363486979], [0.0021001478590719517, 0.004027043064611381]]","[[0.0, 0.0012464794555103798], [0.0, 0.0]]","[[[0.4187658216345389, 0.0], [0.0, 0.0]]]","[[0.09056194405500691, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.08154253724271177, 0.0], [0.0, 0.0]]","[[0.10305137595844223, 0.015064568638708276], [0.00724914153899457, 0.008542849682293662]]","[[0.09112298101253498, 0.025026629547112288], [0.0018243144286335692, 0.016728142094374357]]","[[[-0.4383155235447931, 0.0], [0.0, 0.0]]]","[[0.11233445878500377, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.11511608625932221, 0.003506710916259157], [0.0031436252264513487, 0.0008304464722354813]]","[[0.12694723354166954, 0.014614937804886397], [0.013360174387444792, 0.014281300124565362]]","[[0.13443947307499762, 0.019667459188889406], [0.01990805027700538, 0.020525078306700147]]","[[[0.0, 0.0], [0.0, -0.584840472324204]]]","[[0.0, 0.0], [0.0, 0.20228831978619122]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.05028972013664302]]","[[0.0007255953403040508, 0.003119135861064215], [0.004095912334859097, 0.2064615743230103]]","[[0.006188041492670334, 0.010096337796951552], [0.010317911586104444, 0.2173920716969595]]","[[0.013800521251826769, 0.01295952022699133], [0.01395355193700406, 0.21934870705721632]]"
"[[[0.0, 0.49632810979991643], [-0.5924576129842175, 0.0]]]","[[0.0, 0.2566099297966693], [0.15515053220380332, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.00498695836961607], [0.12126936619512299, 0.0]]","[[0.0, 0.15467762488502773], [0.2836144203035325, 0.1263266899570985]]","[[0.165738306038464, 0.19288522610947334], [0.39731733506718403, 0.18402283518430537]]","[[[0.20629268502955608, 0.0], [0.0, 0.0]]]","[[0.00489634368840114, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.07825574471027602, 0.004424975098088534], [0.0, 0.0]]","[[0.002430844967727929, 0.0], [0.0, 0.0]]","[[[0.0, 0.0], [0.0, -0.5244108364686756]]]","[[0.0, 0.0], [0.0, 0.17327991126410314]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.002369154738611361, 0.1739864240628588]]","[[0.01787907190770789, 0.0], [0.04437154013963715, 0.17507597174720593]]","[[0.0, 0.0], [0.0033041825912440434, 0.1289376531375417]]","[[[0.0, 0.0], [0.0, -0.6626623575854543]]]","[[0.0, 0.0], [0.0, 0.3037581241262724]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.051084879387177075]]","[[0.0, 0.0], [0.0, 0.24873771114947166]]","[[0.0, 0.0], [0.0, 0.2832313868349368]]","[[0.0, 0.04165683194592753], [0.010867444389746557, 0.3083551933227183]]","[[[0.19687612403956928, 0.0], [-1.604254797942469, 0.0]]]","[[0.014997375300030194, 0.6252130898593594], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.1447791545052102], [0.0, 0.0]]","[[0.013504192565317348, 0.5392606650527124], [0.0, 0.0]]","[[0.021655725451867613, 0.5865392776820306], [0.012370878233213678, 0.0]]","[[0.02204287336841225, 0.611294020946256], [0.020680808929419717, 0.0]]","[[[0.0, 0.5576000331229474], [-1.0349834428188538, 0.0]]]","[[0.0, 0.5802818041460873], [0.333309556097934, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.28282526863167373], [0.1709300392389449, 0.0]]","[[0.0, 0.5611717472725554], [0.3331418263634082, 0.0]]","[[0.0049442247658999655, 0.5855074984178512], [0.3474226310320201, 0.0]]","[[0.003428379509522359, 0.5917728731376588], [0.3452507257947814, 0.008204568066064965]]","[[[-0.6881621353970124, 0.0], [0.0, 0.0]]]","[[0.3145644668901635, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.1374032084996731, 0.0], [0.0, 0.0]]","[[0.31697124884632605, 0.004965481555095848], [0.0, 0.0025835526099682836]]","[[0.3256326371040375, 0.008629105339770531], [0.008934362364754428, 0.007957298543493687]]","[[0.32802133022119323, 0.00695346440508184], [0.008827058155695448, 0.006571994858833322]]"
"[[[0.6712396992215205, 0.0], [0.5863514085112731, 0.0]]]","[[0.2744763175255374, 0.3188995979112673], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.10695452696528984, 0.14449769732349602], [0.0, 0.011500667072123267]]","[[0.12237271187776178, 0.21375531101850084], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[[0.0, -1.5660588308863979], [0.0, -0.42708612746109437]]]","[[0.0, 0.0], [0.8122819006078669, 0.09564304835764403]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.05747386648829165, 0.0]]","[[0.0, 0.0], [0.4622834408126006, 0.02246582360380737]]","[[0.0, 0.0], [0.5573371550760918, 0.022586889575983312]]","[[0.0, 0.0], [0.6006533398578588, 0.008446521104894647]]","[[[-0.2123684059807755, 0.0], [0.0, 0.0]]]","[[0.04043667702644485, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.003044048260428592, 0.0], [0.0, 0.0]]","[[0.007869463517172652, 0.0], [0.037222292549643626, 0.09217528799794543]]","[[[0.8170796185753854, 0.0], [-1.7295240589665775, 0.0]]]","[[0.5667095044466274, 1.2145608495166411], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.02479949153789239, 0.20402430616664555], [0.0, 0.0]]","[[0.22125148530952288, 0.5649041553265128], [0.0, 0.0]]","[[0.24154246074030042, 0.659116408162558], [0.0, 0.0]]","[[0.2877494513266506, 0.7527781913104558], [0.0, 0.0]]","[[[0.0, 0.0], [0.0, -0.6494204624591368]]]","[[0.0, 0.0], [0.0, 0.26574447257302375]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.04936655743463299]]","[[0.0, 0.0], [0.0024266394492647573, 0.26445446977021647]]","[[0.0033185011952986242, 0.0035102792284035463], [0.013610824848506332, 0.2835678734295033]]","[[0.0, 0.0], [0.019301931467792466, 0.2840408684710542]]","[[[0.48277111636059344, 0.0], [0.0, 0.7425116339508729]]]","[[0.12263200819391509, 0.0], [0.0, 0.39421529421358126]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.16799928322828203]]","[[0.11230952576916488, 0.0], [0.0, 0.3854957215909076]]","[[0.12814235890928816, 0.010812938061775912], [0.0014772806632096813, 0.39902206186114714]]","[[0.13257136783107182, 0.014244046612566641], [0.008148052739593238, 0.39506919217621594]]","[[[0.10769751133021131, 0.0], [0.0, 0.0]]]","[[0.004627686822934728, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [0.0, 0.0]]","[[0.011774859148457072, 0.002950947144102334], [0.0042478754891488715, 0.002784333747949117]]","[[0.016814962157607253, 0.010924180679682479], [0.014554147471790575, 0.01239273068287483]]","[[0.018910996368505108, 0.014733200216791252], [0.020674636621453128, 0.014003792543329355]]"
