coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.64032669813554, 0.0, 0.0, -0.6256894714860312, -1.0999055372511983, 0.0, 0.1620328893932925, 0.5184431539438749], [0.0, -0.9049911207771743, 0.0, 0.2962277069988669, 0.0, 0.5709431721539975, 0.0, 1.1428824920657532, 0.7361861278690356], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.41560097502388693, 0.3429750672984644, 0.0, 0.0, 1.2653418783134, 0.0, -0.9467601799086033, 0.8028204989474123], [1.2476287818972076, 0.0, 1.4783841482129527, 0.0, 0.0, 0.0, 0.0, 0.0, -1.785840943359837], [0.0, 0.0, 0.0, 0.0, 0.0, -0.9599195061890445, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4669383368708933, 0.0], [0.0, 0.0, 0.0, 0.1581549700611259, 0.28728863470674254, 0.0, 0.09842542401535864, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06452999764907644, 0.5886773088150895, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3555891238829174, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0676857615307904, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.39791793632097133, 0.14281886017559348, 0.0, 0.4887212882562073, 0.0, 0.34836135561387155], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.14344855167931644, 1.377268401919567, 0.0, 1.2098052043035121, 0.0, 0.0], [0.0, 0.0, 0.0, 0.21332790065738236, 0.35691544553435134, 0.0, 0.43039206420456066, 1.0267343138361655, 0.0]]","[[0.0032278389297575225, 0.0, 0.0023744637438101296, 0.0, 0.0, 0.00541343074455407, 0.0, 0.0, 0.0], [0.0019233737602403302, 0.0019606874840612694, 0.004542295435249331, 0.0, 0.0, 0.005528905662993988, 0.0, 0.0, 0.0], [0.003621486761558936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007214348933909325, 0.0], [0.0, 0.0, 0.0, 0.0, 0.001682164015225121, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.46682868320449483, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0013703676461530583, 0.00019811884471644794, 0.004917182307786843, 0.024807712407709234, 0.0, 0.0037472039226540887, 0.00885340329554923, 0.0, 0.04982749638181512], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7212692962928218, 0.0, 0.6068110300201078, 0.0, 0.0], [0.0, 0.0, 0.0, 0.009467607434888226, 0.00635732560112242, 0.0031071775214160198, 0.02172466536665464, 0.14110203486735418, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0029420305878763153, 0.004733617616822865, 0.0006888049522867828, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021977727559586317, 0.0], [0.0, 0.0, 0.0, 0.0, 0.021060300874326143, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4789499595101002, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.052854163868118254, 0.0, 0.0, 0.035803589374822045, 0.0, 0.08286881818130926], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7653554980275744, 0.0, 0.646984558730211, 0.0, 0.0], [0.0, 0.0, 0.0, 0.012819675186378035, 0.01529651639123193, 0.0, 0.047532456710507404, 0.18377153538686128, 0.0]]","[[0.0019751735345672223, 0.0018570693264621375, 0.0, 0.0, 0.0, 0.002394626936170982, 0.0, 0.024528176114325242, 0.0], [0.0, 0.0, 0.0, 0.008486382781351927, 0.014898625970402648, 0.0, 0.0, 0.0, 0.0], [0.004089111608269418, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05918026038146438, 0.0], [0.0, 0.0, 0.0, 0.0, 0.030715093619233646, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4820202480420843, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0010809181862541757, 0.0, 0.0, 0.0764344606029987, 0.0, 0.0, 0.07747434238692678, 0.0, 0.12009129127471367], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0045939192199502005, 0.8046485568407552, 0.0, 0.6783214152843294, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0320501519115019, 0.030682136340022332, 0.0, 0.07123204713083348, 0.2350077707057601, 0.0]]"
"[[[0.0, 1.5451875165537567, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5161802245928849, 0.0, 0.0, 0.0, 0.5722212092223086, 0.0, 0.0], [0.8425457077647032, 0.0, 0.0, 0.0, 0.0, 0.43305984490285293, 0.0, 0.0, -0.8066548409294568], [0.0, -0.31862279654923953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4276918697311335, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.20832470421000468, 0.0, -1.2773362276292075, 0.0, 0.23552467143973038, -0.21503366657565945, -0.3127964580666722], [2.0889022690013337, 0.0, 0.0, -0.20465603230468873, -0.18029490545037435, 0.0, 0.4180076460011082, 0.0, 0.0], [0.0, 0.0, 0.7713931598030728, 0.0, 0.0, 0.0, 0.0, 0.43099995135421215, 0.0]]]","[[0.0, 0.0, 0.0, 0.6279534986360453, 0.0, 0.0, 0.0, 1.3459895912964739, 0.0], [0.6042635933990737, 0.0, 0.0, 0.0, 0.05261254021279293, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6501292882655765, 0.0, 0.0, 0.0, 0.15287419333906319, 0.0, 0.9285448546664616], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17394870511282343, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.02898263333582, 0.065353824137027, 0.0], [0.0, 0.0, 0.0, 0.07801667124701167, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8925502552869659, 0.0, 0.0, 0.0, 0.2846450515298982, 0.6070955691898864, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7319774167620948, 0.0, 0.29494350984775225, 0.0, 0.7275160769698241], [0.0, 0.0, 0.0, 1.1061641455833484, 0.0, 0.0, 0.375027752460151, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.12110102036663159, 0.0, 0.0, 0.0, 0.3787872859175719, 0.0], [0.056388663977279416, 0.011395933245252893, 0.0, 0.0, 0.007519588127445893, 0.006006698983383384, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1847861075610122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2975131925540977], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2546363268915119, 0.0, 0.0], [0.0, 0.009834400460356604, 0.0, 0.0, 0.004787768792115447, 0.008414483777872728, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3407185336502439, 0.0, 0.0, 0.0, 0.0242653182134998, 0.007485054812540481, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3234718101571726, 0.0, 0.0, 0.0, 0.2682778726825844], [0.0, 0.0, 0.0, 0.24669226141303208, 0.0, 0.0, 0.0869504130946407, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.1464582311346077, 0.0, 0.0, 0.0, 0.45974350339786124, 0.0], [0.07462420694094901, 0.0, 0.0, 0.0, 0.0022573246658737843, 0.0011652139610160838, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2204165234666744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3351723731973538], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3076235480330069, 0.0, 0.0], [0.0, 0.0010486611440754157, 0.0, 0.0, 0.0004916075716861533, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3774014444944573, 0.0, 0.0, 0.0, 0.020928040964078888, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3485661660692516, 0.0, 0.0, 0.0, 0.275963558355866], [0.0, 0.0, 0.0, 0.24484137178711826, 0.0, 0.0, 0.059046524003183505, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.21303616968532685, 0.0, 0.0, 0.0, 0.5396461363849929, 0.0], [0.1068992907179425, 0.0, 0.0, 0.0, 0.0, 0.003368697479952722, 0.0, 0.0, 0.0], [0.0, 0.0, 0.21179715234010588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37153542715092763], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33477699196406113, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.007126960971209258, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3870584790210982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.36952530422056806, 0.0, 0.0, 0.0, 0.30090682942613795], [0.0, 0.0, 0.0, 0.2864424951019961, 0.0, 0.0, 0.05540064297494698, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.45131460659571176, 0.0, 0.0, -0.5498234918936502, -0.31537662928640114, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3881889357437774, 0.0, -1.2765534496766908], [1.416083709503874, 0.3921157939786096, -0.21582851071741688, 0.0, -0.9394263921268736, -0.7964263557345918, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.96079586576323, 0.0, 0.0, 0.0, 0.0, -0.6558085318260011, 0.33140816238112736, 0.8518076340830727, 1.600567128573519], [0.6349548013031712, -0.5406524884164021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.7469964138136853], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.32771729724500714, 0.0]]]","[[0.0, 0.09948955992997609, 0.0, 0.0, 0.5774053720600618, 0.0, 0.35281855469388934, 0.15497798057005224, 0.0], [0.0, 0.0, 0.0, 0.0, 0.22626562471799827, 0.0, 0.0, 0.37666715402931555, 0.0], [0.0, 0.0, 0.0, 0.0, 0.03169042359910023, 0.0, 0.0, 0.0, 0.0], [0.0, 0.36377806435168064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5167673590307884, 0.0, 0.0, 1.357731114164052, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.23344774672278573, 0.0, 0.15685697959469552, 0.0, 0.0], [0.0, 0.0, 0.0, 0.3332240032258343, 0.0, 0.0, 0.31201526919261746, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.655829968543238, 0.0, 0.1614003962786661], [0.0, 0.0, 0.0, 0.574565957871839, 0.0, 0.0, 0.7673635737967776, 0.3052649892227429, 0.0]]","[[0.0, 0.008288349983617603, 0.0, 0.0, 0.0656533406026208, 0.0, 0.007511830863009378, 0.014100343829128606, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12994137327985023, 0.0], [0.0006645137821356965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010154948260408761], [0.0, 0.11219643439613532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.21499106415002672, 0.0, 0.0, 0.7191723609226038, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0228875955206687, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08407912356917384, 0.0, 0.04026550590112716], [0.0, 0.0, 0.0, 0.1369203304200433, 0.0, 0.0, 0.11125424467907913, 0.05983656575732566, 0.0]]","[[0.0, 0.009045699279390267, 0.0, 0.0, 0.10074635885642548, 0.0008498084818589442, 0.02315446718438578, 0.022738882962513036, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15187399916430325, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.13959432885742337, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2248712681145173, 0.0, 0.0, 0.7316643021094293, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0052513282272872875, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.016635502867085483, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11141693496646948, 0.0, 0.053035694679871744], [0.0, 0.0, 0.0, 0.17665828970650657, 0.0, 0.0, 0.1535770465978051, 0.07109145615628956, 0.0]]","[[0.0, 0.021682891547002016, 0.0, 0.0, 0.14438847906928254, 0.0, 0.030688237372033945, 0.035781488010462346, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01477646684601215, 0.0, 0.0, 0.17970617444371226, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009049542432367687], [0.0, 0.16795480188939008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.27827767552999777, 0.0, 0.0, 0.7967423745002583, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.02140069009940026, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03887197658411493, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11486306506469138, 0.0, 0.08350946128702101], [0.0, 0.0, 0.0, 0.20777118517888377, 0.0, 0.0, 0.20217420661328703, 0.10939399678773522, 0.0]]"
"[[[0.3785713793271386, 0.0, 0.0, 0.0, 0.1542925057854247, 0.22868697887284783, 0.0, 0.0, -0.6699312199802303], [0.0, 0.12564479850289692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.40946062798706373, 0.0, 0.0, 0.36644473619735435, 0.0, -0.9400266038259816], [0.0, 1.013711458474969, 0.0, 0.0, -1.6872171853748525, -0.8907163327014013, -0.205567866805672, 0.0, -0.21079953563461554], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5767902535766444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.17721684842266086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.011160237020216537, 0.0, 0.0, 0.0, 0.34907653493528357, 0.0, 0.13499564742899195, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.09376885384781232, 0.0, 0.0, 0.0, 0.0], [0.012923641117121167, 0.0, 0.0, 0.0, 0.0, 1.0303494355535128, 0.0, 0.0, 0.0], [0.5845311575028226, 0.0, 0.0, 0.0, 0.0, 1.8175351068081922, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.06097306038912017, 0.02193685861383769, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.18606551580958186, 0.0, 0.0, 0.0, 0.30452251600322167, 0.02246058032329723, 0.0, 0.0, 0.0]]","[[0.02528934975947262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002352649346643132, 0.03899850414714856, 0.0], [0.0, 0.0, 0.0, 0.0005322009052430479, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.017252893914315594, 0.0, 0.0, 0.0003568738208891012, 0.0], [0.0071470754047601864, 0.0, 0.0, 0.0, 0.0, 0.3778764816820972, 0.0, 0.0, 0.0], [0.2504330489771211, 0.0, 0.0, 0.0, 0.0, 1.0552891121342167, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.06817077192581177, 0.0, 0.0, 0.0, 0.10290466066624991, 0.0, 0.0034236496654912996, 0.0, 6.466618812255392e-05]]","[[0.04023446751215767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005463843402033997, 0.0, 0.0], [0.0, 0.0, 0.0010370811938022887, 0.0, 0.0, 0.02362064162400668, 0.0, 0.052297417990340475, 0.0], [0.0, 0.0, 0.0, 0.004073692440567861, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.009534912673477084, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.4431391351593269, 0.0, 0.0, 0.0], [0.26214776897044645, 0.0, 0.0, 0.0, 0.0, 1.0762643894793649, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0005226586354936007, 0.0, 0.0, 0.0, 0.0, 0.0], [0.07109233647613558, 0.0, 0.0, 0.0, 0.13004418420027455, 0.0, 0.0, 0.0, 0.0]]","[[0.05355305339203891, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0009587036226201026, 0.011428464095181752, 0.0, 0.0, 0.05675533935864162, 0.0, 0.05451351854484216, 0.0], [0.0, 0.0, 0.004092807578249613, 0.0034576715905389535, 0.0, 0.0, 0.0, 0.0, 0.003928841090712634], [0.0048879799930353005, 0.0, 0.0, 0.0, 0.036717560871093, 0.0, 0.0057836892749990355, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.5067600985355528, 0.0, 0.0, 0.0], [0.29606182525614705, 0.0, 0.0, 0.0, 0.0, 1.1044133438251953, 0.0, 0.0, 0.0], [0.0, 0.0026484781796563763, 0.0, 0.006480428832109484, 0.017257510041897847, 0.0, 0.004577500753457473, 0.004078020519361935, 0.015129208175355891], [0.0, 0.0, 0.003964197544657808, 0.0, 0.0, 0.0, 0.006930852788598843, 0.008976333613095364, 0.0], [0.08231874419915311, 0.0, 0.0, 0.0, 0.14267432209270198, 0.0, 0.008234500574910498, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.31102182672233286, 0.0, 0.0, 0.0, -0.24046430213375405, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -0.2631971904960674, 0.0, 0.0, -0.16749121445215892, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.1508170244176233, 0.0, 2.3270127001331553, 0.0, 0.0], [0.0, 0.0, -0.990440757345164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9109625765350555], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0990681803715496], [0.0, 0.0, 0.0, 0.0, 0.7557489104696772, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.020503724576906794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.36892259158177165, 0.0, 0.0, 0.0, 0.0], [0.38288051368208104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0195152188239033, 0.014055810419395602, 0.0, 0.0, 0.0, 0.39640780021123606, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.2647203424521278, 0.0, 0.0, 0.0, 0.0, 0.0], [0.06748748579115899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.8303927736054455, 0.4167303081393174, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.11622026549052246, 0.0, 0.0, 0.0, 0.0], [0.28427539180319034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21287389583992888, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.34605590552904925, 0.0, 0.0, 0.0, 0.0, 0.0], [0.007368374947090208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.21468574935596516, 0.12669739870623759, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.003046058938614828, 0.0, 0.00018765586556800606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.15921537088049617, 0.0, 0.0, 0.0, 0.0], [0.30126528893506094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2541600332034421, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.40321691518767533, 0.0, 0.0, 0.0, 0.0, 0.0], [0.024839201436797204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.27076625617380085, 0.1588163954394061, 0.002183226527638877, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.18004899401141417, 0.0, 0.0, 0.0, 0.0], [0.3229974201595935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.018883810350618365, 0.0, 0.0, 0.0, 0.0, 0.2803347722644552, 0.0], [0.0, 0.0, 0.00019671479541762718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.4642179290818831, 0.0, 0.0, 0.0, 0.0, 0.0], [0.019034866930008807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.3387776602674317, 0.19790325895407385, 0.0, 0.0010429523143581866]]"
