coefficients,di_exact,knn_subset_pairwise
"[[[0.0, -2.1376303350563335], [0.0, -0.694791461347374]]]","[[0.0, 0.0], [1.2017899864981438, 0.38312598154587557]]","[[0.28425805980041924, 0.0], [0.7277160148621944, 0.3673047450031302]]"
"[[[0.3378630970253213, 0.0], [1.1768915242670526, 0.0]]]","[[0.07569688373161496, 0.49620480996966565], [0.0, 0.0]]","[[0.07439063400394767, 0.4592149913906681], [0.0, 0.014692772089153892]]"
"[[[0.0, 0.47172245287630066], [0.0, 0.6541850787939598]]]","[[0.0, 0.0], [0.2015507004536035, 0.2787374763139989]]","[[0.03667755588900646, 0.0], [0.14633061795161745, 0.27156352155241226]]"
"[[[0.0, 0.0], [0.0, -0.6541520168191474]]]","[[0.0, 0.0], [0.0, 0.2765687232552204]]","[[0.0, 0.0], [0.0, 0.26027782752082906]]"
"[[[0.0, 0.40837533115370866], [-0.9886657625980425, 0.0]]]","[[0.0, 0.42848619131061916], [0.1514758739938224, 0.0]]","[[0.0, 0.41294690017846886], [0.13789097083804147, 0.0]]"
"[[[0.0, 0.0], [0.0, -0.23570032928678017]]]","[[0.0, 0.0], [0.0, 0.027053833209394484]]","[[0.0, 0.0003152738908474391], [0.0001670897363562235, 0.0]]"
"[[[0.0, 0.5865356981440418], [0.0, -0.839256507719578]]]","[[0.0, 0.0], [0.2776339556419663, 0.46738711014177514]]","[[0.04172115386045671, 0.0], [0.20959096346877157, 0.46325318964255835]]"
"[[[0.0, 0.0], [0.0, -0.47431965862839826]]]","[[0.0, 0.0], [0.0, 0.09537238254836278]]","[[0.0, 0.0], [0.002014051714323148, 0.11225981414654253]]"
"[[[0.0, -1.756496775526294], [0.19553710667877802, 0.0]]]","[[0.0, 0.09600849530813493], [0.763599703519346, 0.0]]","[[0.0, 0.08160266013623423], [0.7148584859156033, 0.0]]"
"[[[0.0, 0.0], [0.0, -0.2539887157482735]]]","[[0.0, 0.0], [0.0, 0.03433656215149868]]","[[0.0, 0.024936606606606272], [0.01579727636683025, 0.016129644914128296]]"
"[[[-0.719898280378093, 0.0], [0.0, 0.0]]]","[[0.3642352396561101, 0.0], [0.0, 0.0]]","[[0.3429199435847979, 0.0], [0.0, 0.007128453981291267]]"
"[[[0.0, 0.0], [0.0, -0.3353756852313466]]]","[[0.0, 0.0], [0.0, 0.06275152056744127]]","[[0.0, 0.0008538345923694549], [0.025119551361788027, 0.05434207087348991]]"
"[[[-0.6444387020062092, 0.0], [0.0, -0.8135943013177765]]]","[[0.28334587673980016, 0.0], [0.0, 0.6240849310231587]]","[[0.21919127913808406, 0.007526269667034774], [0.02701418156714735, 0.6138679593111884]]"
"[[[0.0, 0.0], [0.0, 0.15363553206411096]]]","[[0.0, 0.0], [0.0, 0.017126454772351713]]","[[0.005080691927734694, 0.0009527074899579121], [0.0021586682947327277, 0.0]]"
"[[[0.0, 0.10790281898905982], [1.190412616601691, 0.0]]]","[[0.0, 0.43218868623753104], [0.006935281311859532, 0.0]]","[[0.02346803859684757, 0.3857602422939662], [0.0, 0.0]]"
"[[[-0.37216686711362196, 0.0], [1.5667809645600017, 0.0]]]","[[0.07503804578870703, 0.693777210007691], [0.0, 0.0]]","[[0.05228867731694245, 0.5907391687835345], [0.0, 0.01936055917951813]]"
"[[[0.6134947133583154, 0.0], [0.0, 0.0]]]","[[0.24421936745388, 0.0], [0.0, 0.0]]","[[0.2644831348317439, 0.0004639019575787268], [0.0, 0.0016306973207911863]]"
"[[[-0.36982934494212594, 0.0], [0.0, 0.0]]]","[[0.06382629049633849, 0.0], [0.0, 0.0]]","[[0.04160910380825052, 0.0], [0.0007343019213498014, 0.011305568896160972]]"
"[[[0.2995641888968125, 0.0], [0.0, 0.0]]]","[[0.04608140241510457, 0.0], [0.0, 0.0]]","[[0.01441982312559605, 0.01362295073864649], [0.021510541628869544, 0.0]]"
"[[[0.0, 0.0], [0.0, -0.564108964546834]]]","[[0.0, 0.0], [0.0, 0.20531338114176645]]","[[0.0, 0.000526805190655009], [0.01983105407287879, 0.19767952934704192]]"
"[[[0.0, -0.1579885383894471], [1.1523762099453885, 0.0]]]","[[0.0, 0.3900002826437404], [0.03223529989495286, 0.0]]","[[0.005498522023459075, 0.3541408898049334], [0.0, 0.0]]"
"[[[0.212691752084608, 0.0], [-0.7420684307013375, 0.0]]]","[[0.022121365200098622, 0.20774499910493655], [0.0, 0.0]]","[[0.04044823049768205, 0.20187954151319418], [0.0, 0.0]]"
"[[[0.0, -0.5456982009113701], [0.32712980860376367, 0.0]]]","[[0.0, 0.06802491850431397], [0.16769319486869036, 0.0]]","[[0.0, 0.0572810759402152], [0.18279628714203672, 0.0]]"
"[[[0.0, -1.1185330783358853], [-0.6152832785341351, 0.0]]]","[[0.0, 0.5348537713374616], [0.7658930370341565, 0.0]]","[[0.013870142994230006, 0.5351279658893775], [0.695084943745897, 0.0]]"
"[[[0.0, 0.0], [0.0, 0.8863615425564015]]]","[[0.0, 0.0], [0.0, 0.8883855388700473]]","[[0.0, 0.0], [0.0, 0.8775644727346488]]"
"[[[0.0, 0.0], [0.0, -0.47799934608860356]]]","[[0.0, 0.0], [0.0, 0.12030113848568556]]","[[0.0, 0.010101380265101238], [0.0, 0.08097798627682562]]"
"[[[0.0, 0.5624446598253456], [0.0, 0.19352998436156071]]]","[[0.0, 0.0], [0.1237219365863324, 0.018984094201611366]]","[[0.0, 0.0], [0.12156184531018084, 0.013205938820293712]]"
"[[[-0.24062265196989913, 0.0], [0.0, 0.16677443415468124]]]","[[0.03159957491694969, 0.0], [0.0, 0.016392219826956954]]","[[0.027435052143795154, 0.0], [0.003487213464394814, 0.007716520967756027]]"
"[[[0.0, 0.33613593373265493], [0.2547036826731578, 0.0]]]","[[0.0, 0.04334536445207071], [0.04151443904242585, 0.0]]","[[0.0, 0.031561266707794675], [0.040856722590218233, 0.0]]"
"[[[-0.4428938266131531, 0.0], [0.0, -0.24289620801376557]]]","[[0.09549946054938581, 0.0], [0.0, 0.0334634471109909]]","[[0.11608417233901752, 0.0038397427472952675], [0.0, 0.019639292290424725]]"
"[[[0.819501863180589, 0.0], [0.0, 0.0]]]","[[0.5734852973588416, 0.0], [0.0, 0.0]]","[[0.5710199016521801, 0.03822439575909546], [0.0, 0.0]]"
"[[[0.0, 0.47724777971761095], [-0.26272878645029396, 0.0]]]","[[0.0, 0.0508339724888475], [0.11484262957384785, 0.0]]","[[0.002784517663662345, 0.05902452985540711], [0.11030052301902897, 0.0]]"
"[[[0.0, 0.2686882390265675], [0.0, 0.7808445653409313]]]","[[0.0, 0.0], [0.08309822064955197, 0.47309084449046546]]","[[0.0067285175087655105, 0.0], [0.06309316269883952, 0.456846727423436]]"
"[[[-0.6225786345721233, 0.0], [0.0, 0.0]]]","[[0.24542204370020276, 0.0], [0.0, 0.0]]","[[0.2520731422659278, 0.0], [0.0, 0.0]]"
"[[[0.0, 0.0], [0.0, -0.45422947716090023]]]","[[0.0, 0.0], [0.0, 0.11659348148230284]]","[[0.0, 0.0], [0.009400175546375355, 0.1377639665355095]]"
"[[[0.0, 0.0], [0.0, -0.601127940776033]]]","[[0.0, 0.0], [0.0, 0.23406282554222313]]","[[0.0, 0.007286542981145437], [0.0, 0.20715624796951945]]"
"[[[-0.3560194488374814, 0.0], [0.0, 0.0]]]","[[0.07466278053451715, 0.0], [0.0, 0.0]]","[[0.08014099217967512, 0.007101430416902709], [0.0091455093949587, 0.020835303764164]]"
"[[[0.0, 0.0], [0.0, -0.8233901782840665]]]","[[0.0, 0.0], [0.0, 0.6029440523842504]]","[[0.0, 0.0], [0.0, 0.6182580512443506]]"
"[[[0.0, 0.5690052590388367], [-1.1758147254810287, 0.0]]]","[[0.0, 0.7255190243205616], [0.4275369445286296, 0.0]]","[[0.02669348660750972, 0.6637233155802238], [0.3717698458840501, 0.0]]"
"[[[-0.31331971450193147, 0.0], [0.0, 0.0]]]","[[0.05174951700694886, 0.0], [0.0, 0.0]]","[[0.050624201982015525, 0.0], [0.0, 0.013201749281508798]]"
"[[[0.0, 0.0], [0.0, -0.19430071489542144]]]","[[0.0, 0.0], [0.0, 0.019710832897899513]]","[[0.0, 0.0], [0.006395649876835466, 0.045825992701902594]]"
"[[[0.0, 0.0], [0.0, 0.18443666505474804]]]","[[0.0, 0.0], [0.0, 0.02329140842330131]]","[[0.01567331592818665, 0.0], [0.0, 0.035565797383428924]]"
"[[[0.0, 0.0], [0.0, 0.1739694532969664]]]","[[0.0, 0.0], [0.0, 0.017175899789386863]]","[[0.0, 0.00863827187184873], [0.023684234269987305, 0.0]]"
"[[[0.0, -1.3539784680072717], [0.3161990558258391, 0.0]]]","[[0.0, 0.16409236427857246], [0.6333038638652392, 0.0]]","[[0.00832435918802622, 0.19454269594931534], [0.5911099874847396, 0.0]]"
"[[[0.0, 0.18603182783181504], [1.8634563187434894, 0.0]]]","[[0.0, 0.8120184493968856], [0.0874638797414844, 0.0]]","[[0.02844571453801008, 0.7337791422414516], [0.0824682273531319, 0.0]]"
"[[[0.0, -1.0479805749560556], [-0.329300298482619, 0.0]]]","[[0.0, 0.10444598723236932], [0.42061398641704134, 0.0]]","[[0.0, 0.11600962335077868], [0.3957004083649534, 0.0]]"
"[[[-0.8318406975744159, 0.0], [0.0, 0.0]]]","[[0.6021715609141384, 0.0], [0.0, 0.0]]","[[0.6153736208792889, 0.006936412617801169], [0.0, 0.0]]"
"[[[0.0, 0.0], [0.0, -0.10145128153157286]]]","[[0.0, 0.0], [0.0, 0.005955058610805013]]","[[0.0, 0.0], [0.0, 0.013944870633327165]]"
"[[[0.715543843945251, 0.0], [0.0, 0.0]]]","[[0.38404101043879624, 0.0], [0.0, 0.0]]","[[0.3731028986318401, 0.023403845060704885], [0.006993625185033457, 0.0]]"
"[[[0.0, 0.0], [0.0, 0.22403302357794416]]]","[[0.0, 0.0], [0.0, 0.042637561251048055]]","[[0.0, 0.0007167221999256643], [0.0, 0.04409839212190973]]"
"[[[0.5389019159289108, 0.0], [-0.6058313187368153, 0.0]]]","[[0.1369938712748356, 0.2140539107963817], [0.0, 0.0]]","[[0.10081258792727806, 0.17299365748487708], [0.026467783291261496, 0.006407691430494255]]"
"[[[0.0, -0.7298217641804954], [0.0, 0.24032669637699383]]]","[[0.0, 0.0], [0.21112193340438926, 0.035096802668268895]]","[[0.011066727111335684, 0.0], [0.18877922395751792, 0.0590560554489773]]"
"[[[0.0, 0.0], [0.0, 0.8028478152846011]]]","[[0.0, 0.0], [0.0, 0.5466528163670654]]","[[0.0, 0.0], [0.0, 0.5000329485191266]]"
"[[[0.0, 0.11136325571628518], [0.0, -0.450756409696094]]]","[[0.0, 0.0], [0.009278070560252608, 0.12501235222982002]]","[[0.021295778963078705, 0.0], [0.0, 0.13818331642945003]]"
"[[[0.0, 0.0], [0.0, -0.6755349075185549]]]","[[0.0, 0.0], [0.0, 0.3127256415673092]]","[[0.0, 0.004680898963577377], [0.004056059261016773, 0.30740783859775517]]"
"[[[0.1973042460714698, 0.0], [0.0, 0.0]]]","[[0.017793471148280678, 0.0], [0.0, 0.0]]","[[0.011134446227160536, 0.0037291020933812808], [0.008032418187120034, 0.0]]"
"[[[0.12117794831201839, 0.0], [0.0, 0.0]]]","[[0.007794284390658919, 0.0], [0.0, 0.0]]","[[0.0, 0.002556239167963192], [0.0056770090653801685, 0.0]]"
"[[[-0.628644071228045, 0.0], [0.0, 0.0]]]","[[0.2430723278867461, 0.0], [0.0, 0.0]]","[[0.22202023597630197, 0.0], [0.014343459022559504, 0.031519253293034816]]"
"[[[-0.41616138174723394, 0.0], [0.0, 0.0]]]","[[0.09050417507102454, 0.0], [0.0, 0.0]]","[[0.08560869724718385, 0.0], [0.0, 0.0]]"
"[[[0.0, 0.0], [0.0, 0.20812050894203174]]]","[[0.0, 0.0], [0.0, 0.014355452286875953]]","[[0.0, 0.0], [0.0, 0.017092342710511528]]"
"[[[0.49928224221407597, 0.0], [-0.6043680525292787, 0.0]]]","[[0.17573612161289556, 0.2239092970506312], [0.0, 0.0]]","[[0.18420994493040335, 0.15937112272732484], [0.0, 0.027344814611030742]]"
"[[[0.1391534133369129, 0.0], [0.0, 0.0]]]","[[0.016535898292700604, 0.0], [0.0, 0.0]]","[[0.0, 0.010941301843927909], [0.05979247730624297, 0.0]]"
"[[[0.14432040311409874, 0.0], [0.0, -0.30671746845470566]]]","[[0.012210672787738146, 0.0], [0.0, 0.062026597711670316]]","[[0.02933271821730216, 0.0], [0.013018858360455009, 0.046363262792121857]]"
"[[[0.12048130018697464, 0.0], [0.0, 0.0]]]","[[0.006461961468519602, 0.0], [0.0, 0.0]]","[[0.0, 0.026861779987000487], [0.010688126421289123, 0.0]]"
"[[[0.0, 0.0], [0.0, 0.6543302188456394]]]","[[0.0, 0.0], [0.0, 0.2440488563052927]]","[[0.02287872885339146, 0.0], [0.018209008533603927, 0.2428186664682026]]"
"[[[0.0, 0.0], [0.0, -0.40325472573801047]]]","[[0.0, 0.0], [0.0, 0.09031651456877511]]","[[0.0060216232151808205, 0.004752256348105157], [0.00045942803104099124, 0.09778813912492139]]"
"[[[0.0, -0.8495896518116655], [0.8551163816406079, 0.0]]]","[[0.0, 0.5896649346901137], [0.5997706019178325, 0.0]]","[[0.002659849831240392, 0.5862709200638786], [0.5549235259888743, 0.0]]"
"[[[0.0, -1.1347664538620237], [0.6186556839797416, 0.0]]]","[[0.0, 0.49160433543005294], [0.7309676479576339, 0.0]]","[[0.024125486999665012, 0.44666389052632643], [0.6605841262101279, 0.016886053033152597]]"
