coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[['cos', '', '', ''], ['', '', '', ''], ['', '', '', '-0.637'], ['', '0.224', '', '']]]","[[0.2585690997203443, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.024381693786411314], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.17777905790665463, 0.0]]","[[0.24118482460551907, 0.005392997766093395, 0.0, 0.004795951296439431], [0.010748432173592441, 0.0, 0.0, 0.0091853172701955], [0.0, 0.03523901895606609, 0.0, 0.003824006014716111], [0.00012973108334275385, 0.0, 0.17938357503280966, 0.0]]","[[0.24118482460551907, 0.005392997766093395, 0.0, 0.016433175986962686], [0.010748432173592441, 0.0, 0.0, 0.0091853172701955], [0.0, 0.03523901895606609, 0.0, 0.0], [0.00012973108334275385, 0.0, 0.17938357503280966, 0.0]]","[[0.24118482460551907, 0.005392997766093395, 0.0, 0.004795951296439431], [0.010748432173592441, 0.0, 0.0, 0.0091853172701955], [0.0, 0.03523901895606609, 0.0, 0.003824006014716111], [0.00012973108334275385, 0.0, 0.17938357503280966, 0.0]]"
"[[['cos', '', '**0.377', ''], ['tanh', '', 'log', ''], ['', '', '', ''], ['', '', '', '']]]","[[0.6324359452248889, 0.715860901572997, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.8725263378025943, 1.4904349357369169, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.400492854997797, 0.06079609149426311, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.6213118697158283, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.009835020829723361]]","[[0.400492854997797, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.6213118697158283, 0.0, 0.0338006130004364, 0.0], [0.0, 0.0, 0.0, 0.009835020829723361]]","[[0.400492854997797, 0.06079609149426311, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.6213118697158283, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.009835020829723361]]"
"[[['log', 'tanh', '', ''], ['log', '', '', ''], ['', '', '', ''], ['', '-0.430', '', 'tanh']]]","[[1.565742536793176, 1.6078052600706263, 0.0, 0.0], [0.9541360650865803, 0.0, 0.0, 0.8142358041439589], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.41349580255163415]]","[[0.43940403047099413, 0.4865928610254944, 0.0, 0.0], [0.07300979454249866, 0.0, 0.012109241984086593, 0.1560471821388636], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.007167507336078726, 0.12273940967105268]]","[[0.43940403047099413, 0.6546203564108625, 0.0, 0.0], [0.07300979454249866, 0.0, 0.012109241984086593, 0.1560471821388636], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.007167507336078726, 0.12273940967105268]]","[[0.4394040304709941, 0.4865928610254944, 0.0, 0.0], [0.07300979454249866, 0.0, 0.012109241984086593, 0.1560471821388636], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.007167507336078726, 0.12273940967105267]]"
"[[['', 'log', '', ''], ['sigm', '', '', 'cos'], ['', '', '', 'tanh'], ['', '', '', '']]]","[[0.0, 0.05114699658242467, 0.0, 0.0], [0.20364170600461987, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.007663548379637373, 0.2994808957035992, 0.0]]","[[0.0, 0.01924390294489681, 0.0, 0.0], [0.19605603612206338, 0.012200457924845637, 0.0, 0.005935682013626319], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2393780953903771, 0.018397681541159172]]","[[0.0, 0.03278518659740955, 0.0, 0.0], [0.19605603612206338, 0.0, 0.0, 0.005935682013626319], [0.0, 0.00891048158422067, 0.0, 0.0], [0.0, 0.004876038800558638, 0.26313184572126, 0.0063025311536235385]]","[[0.0, 0.01924390294489681, 0.0, 0.0], [0.19605603612206338, 0.012200457924845663, 0.0, 0.005935682013626319], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2393780953903771, 0.018397681541159172]]"
"[[['', '**0.078', 'log', ''], ['', '', '', ''], ['', '', 'tanh', '0.199'], ['', '', '**0.593', '']]]","[[0.0, 0.0, 0.0, 0.0], [1.2674610996437723, 0.0, 0.0, 0.0], [1.0163239453651185, 0.0, 0.9326762395804309, 1.1308025090939104], [0.0, 0.0, 0.17911262520262955, 0.0]]","[[0.0, 0.002919278071863791, 0.0, 0.0], [0.2547971167463692, 0.0002236627015868342, 0.0, 0.0], [0.16118734531939494, 0.0, 0.09163603854665964, 0.12404565522362467], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.002919278071863791, 0.0, 0.0], [0.2547971167463692, 0.0002236627015868342, 0.0, 0.0], [0.16118734531939494, 0.0, 0.09163603854665964, 0.2321003190734657], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.002919278071863791, 0.0, 0.0], [0.2547971167463693, 0.0002236627015868342, 0.0, 0.0], [0.16118734531939496, 0.0, 0.09163603854665966, 0.12404565522362467], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', 'cos'], ['', 'sigm', '', 'tanh'], ['', '', '', ''], ['', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.048063093020049956, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.007085310964059529, 0.2917539655409037, 0.0, 0.0]]","[[0.0, 0.0, 0.015220491136651538, 0.0], [0.0, 0.0, 0.02813418309252354, 0.0], [0.0036273122996982343, 0.0, 0.0, 0.022829115465134966], [0.016229270067572892, 0.25743192344581217, 0.03828983141707375, 0.008547304708131866]]","[[0.0, 0.0, 0.015220491136651538, 0.0], [0.0, 0.012403120676035587, 0.02813418309252354, 0.0], [0.0036273122996982343, 0.0, 0.0, 0.022829115465134966], [0.016229270067572892, 0.27067877928737205, 0.03828983141707375, 0.008547304708131866]]","[[0.0, 0.0, 0.015220491136651538, 0.0], [0.0, 0.0, 0.02813418309252354, 0.0], [0.0036273122996982343, 0.0, 0.0, 0.022829115465134966], [0.016229270067572892, 0.25743192344581217, 0.03828983141707375, 0.008547304708131866]]"
"[[['', '', '', ''], ['', 'cos', '', 'sin'], ['log', '', '', ''], ['', '-0.039', '', 'log']]]","[[0.0, 0.0, 1.5164278889128475, 0.0], [0.0, 0.6822399654382931, 0.0, 0.009885344318190777], [0.0, 0.0, 0.0, 0.0], [0.0, 0.9854979104683157, 0.0, 1.5738446729937583]]","[[0.0, 0.0, 0.2630509263727049, 0.0], [0.0, 0.39932068490316386, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.7460403237002953, 0.005736576347990691, 0.6841647835472591]]","[[0.0, 0.0, 0.2630509263727049, 0.0], [0.0, 0.39932068490316386, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.7460403237002953, 0.0, 0.9205071913485157]]","[[0.0, 0.0, 0.2630509263727049, 0.0], [0.0, 0.39932068490316386, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.7460403237002953, 0.005736576347990691, 0.684164783547259]]"
"[[['sigm', '', '', ''], ['', '0.014', '', ''], ['', '-0.060', 'sin', ''], ['', 'cos', '', 'sin']]]","[[0.022338462397416683, 0.0, 0.0, 0.0], [0.0, -0.000446363668826783, 0.002913682019370781, 0.01775340228078818], [0.0, 0.0, 0.7271737060852909, 0.0], [0.0, 0.0, 0.0, 0.08853085077241281]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.002647797261154866, 0.0, 0.008666900939528007], [0.0006232816029156903, 0.0016311466510349154, 0.6830325747554314, 0.0], [0.0, 0.0011102686573863621, 0.0, 0.06398262121235639]]","[[0.0, 0.0, 0.0, 0.0], [0.008948528061565528, 0.002647797261154866, 0.0, 0.008666900939528007], [0.0006232816029156903, 0.0016311466510349154, 0.7162446374322898, 0.0], [0.0, 0.0011102686573863621, 0.0, 0.06398262121235639]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.002647797261154866, 0.0, 0.008666900939528007], [0.0006232816029156903, 0.0016311466510349154, 0.6830325747554314, 0.0], [0.0, 0.0011102686573863621, 0.0, 0.06398262121235639]]"
"[[['log', '', '', ''], ['tanh', '', '', 'cos'], ['', '', '', ''], ['cos', '', '', '']]]","[[1.6095416503290116, 0.9696337810017115, 0.0, 0.8573240406229674], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.3109898423914807, 0.0, 0.0]]","[[0.631533235261735, 0.26532395895199273, 0.0, 0.3788497875578886], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.016312891077202688, 0.0], [0.0, 0.08317609982083493, 0.0, 0.0]]","[[0.631533235261735, 0.26532395895199273, 0.0, 0.3788497875578886], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.016312891077202688, 0.0], [0.0, 0.08317609982083493, 0.0, 0.0]]","[[0.6315332352617351, 0.26532395895199273, 0.0, 0.3788497875578886], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.016312891077202688, 0.0], [0.0, 0.08317609982083493, 0.0, 0.0]]"
"[[['', '', 'sigm', ''], ['', '', 'tanh', 'log'], ['', '', '', '-0.036'], ['cos', 'log', '', '']]]","[[0.0, 0.0, 0.0, 0.10644464032871519], [0.0, 0.0, 0.0, 1.5847428389079021], [0.03174718488240718, 0.32403212472121823, 0.0, 0.0], [0.0, 1.526534195494783, 0.007621631639038107, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8115263325330787], [0.01106509940313718, 0.0, 0.0, 0.0], [0.0, 0.7699600004817321, 0.0, 0.0]]","[[0.022190402555333808, 0.0, 0.01075167605864635, 0.0], [0.0, 0.0, 0.0, 0.8272040039876476], [0.01106509940313718, 0.0, 0.0, 0.0], [0.0, 0.732164225391908, 0.017442559308462047, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8115263325330787], [0.01106509940313718, 0.0, 0.0, 0.0], [0.0, 0.7699600004817321, 0.0, 0.0]]"
"[[['', '', '', ''], ['', 'tanh', '', 'cos'], ['0.049', '', '', ''], ['', '', 'tanh', '']]]","[[0.0, 0.0, 0.0019346795516569494, 0.0], [0.0, 0.003112698109560014, 0.0, 0.0], [0.0, 0.0, 0.0, 0.34231120642556934], [0.0, 0.049107582185883944, 0.0, 0.0]]","[[0.0035598414392796845, 0.0, 0.0141946170121393, 0.0], [0.02186148346704851, 0.008242209391359712, 0.0, 0.0], [0.0, 0.0, 0.010473150084991008, 0.3036678810750404], [0.0, 0.03579086404234632, 0.0, 0.0]]","[[0.0035598414392796845, 0.0, 0.0, 0.0], [0.02186148346704851, 0.008242209391359712, 0.0, 0.0], [0.0, 0.0, 0.01492324139863026, 0.3036678810750404], [0.0, 0.03579086404234632, 0.0, 0.0]]","[[0.0035598414392796845, 0.0, 0.0141946170121393, 0.0], [0.02186148346704851, 0.008242209391359712, 0.0, 0.0], [0.0, 0.0, 0.010473150084991, 0.3036678810750404], [0.0, 0.03579086404234632, 0.0, 0.0]]"
"[[['log', 'log', '', ''], ['', '', 'tanh', ''], ['', '', '', ''], ['', '', '', '']]]","[[1.5990101088092539, 0.0, 0.0, 0.0], [1.5649435878053097, 0.0, 0.0, 0.0], [0.0, 0.30955104622449164, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[0.20449087961724446, 0.0, 0.0, 0.0], [0.1827165006954903, 0.0, 0.0, 0.0], [0.0, 0.2546635588739829, 0.0026190125734175526, 0.0], [0.0, 0.0, 0.0, 0.03132001230918222]]","[[0.20449087961724446, 0.0, 0.0, 0.0], [0.1827165006954903, 0.0, 0.0, 0.0], [0.0, 0.29468567986322297, 0.0026190125734175526, 0.0], [0.0, 0.0, 0.0, 0.03132001230918222]]","[[0.20449087961724446, 0.0, 0.0, 0.0], [0.1827165006954903, 0.0, 0.0, 0.0], [0.0, 0.2546635588739829, 0.0026190125734175526, 0.0], [0.0, 0.0, 0.0, 0.03132001230918222]]"
"[[['', '', '', ''], ['', '', '', ''], ['', '', 'log', ''], ['', '', '', 'cos']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.4974559548000164, 0.0], [0.0, 0.0, 0.0, 0.22167211323978459]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0256734345108809, 0.0], [0.0, 0.0, 0.0, 0.15924041092861327]]","[[0.016264758604478718, 0.0, 0.0, 0.0013892416476899232], [0.0, 0.0, 0.0, 0.023751237205971783], [0.0, 0.0, 1.2647690405609082, 0.0], [0.0, 0.0, 0.0, 0.17947175348374764]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0256734345108809, 0.0], [0.0, 0.0, 0.0, 0.15924041092861327]]"
"[[['', '**0.966', '', '-0.114'], ['0.115', '', '', ''], ['', '', 'cos', ''], ['', '', '', '']]]","[[0.0, 0.017581831615132958, 0.0, 0.0], [0.3665798508602823, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2681676494744129, 0.0], [0.0089723799894528, 0.0, 0.0, 0.0]]","[[0.0, 0.006248286369418325, 0.0, 0.025848880810134648], [0.3234651155711585, 0.0, 0.00035767892447239317, 0.022018162448149334], [0.0, 0.0, 0.26375958954169293, 0.044733373516152426], [0.0, 0.0, 0.011025744259451808, 0.0]]","[[0.0, 0.006248286369418325, 0.0, 0.025848880810134648], [0.3453977089317327, 0.0, 0.00035767892447239317, 0.022018162448149334], [0.0, 0.0, 0.26375958954169293, 0.044733373516152426], [0.0, 0.0, 0.011025744259451808, 0.0]]","[[0.0, 0.006248286369418325, 0.0, 0.025848880810134648], [0.3234651155711585, 0.0, 0.00035767892447239317, 0.022018162448149334], [0.0, 0.0, 0.26375958954169293, 0.044733373516152426], [0.0, 0.0, 0.011025744259451808, 0.0]]"
"[[['', '', '', '**0.255'], ['', '', '', ''], ['', 'cos', 'sin', ''], ['log', '', '', 'sin']]]","[[0.0, 0.0, 0.0, 0.7313496530893622], [0.0, 0.0, 0.014203575431551816, 0.0], [0.0, 0.0, 0.061853574790470246, 0.0], [0.6997156952193418, 0.0, 0.0, 0.5474710457349645]]","[[0.0, 0.008807173255156599, 0.0, 0.35683998516795723], [0.0, 0.0, 0.007344773205475216, 0.0], [0.0, 0.03480142696940862, 0.053666588467764544, 0.0], [0.2738734779505209, 0.003719848976011852, 0.0, 0.3107631494007216]]","[[0.0, 0.008807173255156599, 0.0, 0.37616953231360817], [0.0, 0.0, 0.007344773205475216, 0.0], [0.0, 0.03480142696940862, 0.053666588467764544, 0.0], [0.2738734779505209, 0.003719848976011852, 0.0, 0.30921145888891616]]","[[0.0, 0.008807173255156599, 0.0, 0.35683998516795723], [0.0, 0.0, 0.007344773205475216, 0.0], [0.0, 0.03480142696940862, 0.053666588467764544, 0.0], [0.2738734779505209, 0.003719848976011852, 0.0, 0.3107631494007217]]"
"[[['', '-0.037', '', 'sin'], ['', '', '', ''], ['', 'sin', '', ''], ['', '', '', '']]]","[[0.0, 0.0, 0.0, 0.0], [-0.00024499652335730116, 0.0, 0.33499653896177173, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3412696071112511, 0.0, 0.0, 0.0]]","[[0.005963387436838592, 0.0, 0.0, 0.0], [0.0, 0.00010695811270019781, 0.31203433727073704, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3609740679855211, 0.005026402700229362, 0.0, 0.0]]","[[0.005963387436838592, 0.0, 0.0, 0.0], [0.0, 0.00010695811270019781, 0.31203433727073704, 0.002631551439361277], [0.0, 0.0, 0.0, 0.012949368638407698], [0.3609740679855211, 0.005026402700229362, 0.0, 0.0]]","[[0.005963387436838592, 0.0, 0.0, 0.0], [0.0, 0.00010695811270019781, 0.31203433727073704, 0.0], [0.0, 0.0, 0.0, 0.0], [0.3609740679855211, 0.005026402700229362, 0.0, 0.0]]"
"[[['', '-0.217', 'tanh', ''], ['', 'cos', '', '0.180'], ['', '', 'log', 'tanh'], ['', '', 'sin', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.04599444096155457, 0.3051641126940947, 0.0, 0.0], [1.0257664560737985, 0.0, 1.3548567413743848, 1.0777699476699572], [0.0, 0.13499453098385536, 0.8942250209916618, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.19038747789794788, 0.0, 0.0], [0.4119746064630773, 0.0, 0.6351421270521757, 0.5429978018677516], [0.0, 0.0, 0.09152993922657338, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.19038747789794788, 0.0, 0.0], [0.44011087900620416, 0.0, 0.6351421270521757, 0.5429978018677516], [0.0, 0.0, 0.09152993922657338, 0.0]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.19038747789794797, 0.0, 0.0], [0.41197460646307743, 0.0, 0.6351421270521755, 0.5429978018677514], [0.0, 0.0, 0.0915299392265734, 0.0]]"
