coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[['tanh', '', '', ''], ['', 'sin', '', ''], ['', '', '0.156', 'log'], ['', '', '', '']]]","[[0.6693468857085968, 0.0, 0.0, 0.0], [0.0, 0.7315309204065631, 0.0, 0.0], [0.0, 0.0, 0.23367838953164766, 0.0], [0.0, 0.0, 1.5211923983302493, 0.0]]","[[0.6812349005392309, 0.0, 0.0, 0.0], [0.0, 0.6939162370713441, 0.0, 0.0034027644336476325], [0.0, 0.0, 0.0, 0.0], [0.0, 0.010334527673848792, 0.20686562027726418, 0.0]]","[[0.6812349005392309, 0.0, 0.0, 0.0], [0.0, 0.6939162370713441, 0.0, 0.0034027644336476325], [0.0, 0.0, 0.0, 0.0], [0.0, 0.010334527673848792, 0.20686562027726418, 0.0]]","[[0.6812349005392309, 0.0, 0.0, 0.0], [0.0, 0.6939162370713441, 0.0, 0.0034027644336476325], [0.0, 0.0, 0.0, 0.0], [0.0, 0.010334527673848792, 0.20686562027726418, 0.0]]"
"[[['', '', '', 'tanh'], ['sin', '', 'log', ''], ['tanh', '', '', 'sin'], ['', '', '', '']]]","[[0.0, 0.48545703639972493, 0.47955510952696906, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 1.5223205351613998, 0.0, 0.0], [0.3417209382531881, 0.0, 0.33733940371549614, 0.0]]","[[0.021986525234562865, 0.021464693296790394, 0.3459108585984498, 0.0048619994831795655], [0.0, 0.0, 0.0, 0.012840070215690185], [0.0, 0.338603818508993, 0.0, 0.007016680650096497], [0.3220385475467209, 0.0, 0.26389773121912036, 0.0]]","[[0.021986525234562865, 0.0, 0.3459108585984498, 0.0048619994831795655], [0.0, 0.0, 0.0, 0.012840070215690185], [0.0, 0.40438061940852327, 0.0, 0.007016680650096497], [0.3220385475467209, 0.0, 0.26389773121912036, 0.0]]","[[0.021986525234562865, 0.021464693296790394, 0.3459108585984498, 0.0048619994831795655], [0.0, 0.0, 0.0, 0.012840070215690185], [0.0, 0.338603818508993, 0.0, 0.007016680650096497], [0.3220385475467209, 0.0, 0.26389773121912036, 0.0]]"
"[[['', 'cos', '', ''], ['', '', '', ''], ['sin', '', '', ''], ['', '', 'cos', '']]]","[[0.0, 0.0, 0.16036773408139704, 0.0], [0.023763111100938192, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.23938417684040467], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.004180518676244701, 0.1595846825376723, 0.0], [0.01723826016903148, 0.017358319713230867, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1949590760676447], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.004180518676244701, 0.1595846825376723, 0.0], [0.01723826016903148, 0.017358319713230867, 0.0, 0.0], [0.0, 0.0, 0.0, 0.21835042700918664], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.004180518676244701, 0.1595846825376723, 0.0], [0.01723826016903148, 0.017358319713230867, 0.0, 0.0], [0.0, 0.0, 0.0, 0.1949590760676447], [0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', ''], ['**0.789', '', '', '0.131'], ['log', '', 'sigm', ''], ['', '', '', '**0.313']]]","[[0.0, 0.4645163242334095, 1.626084989106562, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11087086768550092, 0.0], [0.0, 0.009965611618669445, 0.0, 0.03858119822992621]]","[[0.0, 0.36975924426711176, 0.060978775074045095, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.022504074976817817]]","[[0.00426053235564229, 0.4274746976841828, 0.20556965563158971, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06836952395785748]]","[[0.0, 0.36975924426711176, 0.060978775074045095, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0225040749768178]]"
"[[['log', '', '', ''], ['', '', '', ''], ['0.348', '', 'log', ''], ['', '', '', '']]]","[[1.606638983486324, 0.0, 0.6916125457332856, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.6340315191607768, 0.0], [0.0, 0.0, 0.0, 0.0]]","[[1.311865611930318, 0.002406955111221109, 0.1651981130471921, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8943028258865328, 0.0], [0.0, 0.007856785064465943, 0.0, 6.63998908408008e-05]]","[[1.311865611930318, 0.002406955111221109, 0.1651981130471921, 0.0], [0.0, 0.0, 0.0, 0.0029031440212484924], [0.0, 0.0, 0.8943028258865328, 0.0], [0.0, 0.007856785064465943, 0.0, 0.00684997915276129]]","[[1.311865611930318, 0.002406955111221109, 0.1651981130471921, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.8943028258865328, 0.0], [0.0, 0.007856785064465943, 0.0, 6.63998908408008e-05]]"
"[[['', 'cos', '', '-0.517'], ['', '', '', ''], ['0.544', '', '', ''], ['', '', '**0.264', '0.179']]]","[[0.0, 0.0, 0.24245216112168091, 0.0], [0.016760520845479257, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.76321547984213], [0.43882107050728286, 0.0, 0.0, 0.0701597986612909]]","[[0.0, 0.01720743778456171, 0.20678496981620048, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.01857184083413721, 0.0, 0.41258874518980143], [0.3440846118530362, 0.02095025415775015, 0.0, 0.0]]","[[0.0, 0.01720743778456171, 0.20678496981620048, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.01857184083413721, 0.0, 0.41258874518980143], [0.37330468948498063, 0.02095025415775015, 0.0, 0.0]]","[[0.0, 0.01720743778456171, 0.20678496981620048, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.01857184083413721, 0.0, 0.41258874518980143], [0.3440846118530362, 0.02095025415775015, 0.0, 0.0]]"
"[[['log', '', '**0.496', ''], ['', '', 'log', ''], ['', '', '', ''], ['', '', '0.179', '']]]","[[1.5240076427194014, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.7064562013348452, 1.4789692725522925, 0.0, 0.020152302413944726], [0.0, 0.0, 0.0, 0.0]]","[[0.6614462116796661, 0.0, 0.0, 0.0], [0.0, 0.024697770797868477, 0.0, 0.0], [0.1117871901042299, 0.22972189188938477, 0.013325101052373013, 0.022588725522188522], [0.0, 0.0, 0.0010847284154598695, 0.0]]","[[0.9864547171106668, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.36520883163520435, 0.22972189188938477, 0.013325101052373013, 0.022588725522188522], [0.0, 0.0, 0.0010847284154598695, 0.0]]","[[0.6614462116796662, 0.0, 0.0, 0.0], [0.0, 0.024697770797868477, 0.0, 0.0], [0.1117871901042299, 0.22972189188938477, 0.013325101052373013, 0.022588725522188522], [0.0, 0.0, 0.0010847284154598695, 0.0]]"
"[[['', '**0.444', '', ''], ['-0.058', '', '', ''], ['', '', '', ''], ['', '', 'cos', '']]]","[[0.0, 0.005184657106346003, 0.0, 0.0], [0.768146748761908, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.00905778414907014], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.01706974774827172, 0.020696636325831998], [0.532035297996789, 0.0, 0.02228244605369742, 0.0], [0.0, 0.0, 0.0, 0.0029895343678960984], [0.0, 0.0, 0.018226048724676373, 0.0]]","[[0.0, 0.0, 0.01706974774827172, 0.020696636325831998], [0.6211124819882592, 0.0, 0.02228244605369742, 0.0], [0.0, 0.0, 0.0, 0.0029895343678960984], [0.0, 0.0, 0.018226048724676373, 0.0]]","[[0.0, 0.0, 0.01706974774827172, 0.020696636325831998], [0.532035297996789, 0.0, 0.02228244605369742, 0.0], [0.0, 0.0, 0.0, 0.0029895343678960984], [0.0, 0.0, 0.018226048724676373, 0.0]]"
"[[['', '', '', ''], ['', '', 'cos', ''], ['', '0.005', 'sigm', ''], ['', '**0.711', '-0.216', '']]]","[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -8.36304038653786e-05, 0.33940485167579876], [0.0, 0.15847043412975542, 0.02277877571112596, 0.02111874977173296], [0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.028349526776444218, 0.0], [0.025906866783904917, 0.0, 0.021121424112636417, 0.28389309823828407], [0.02649560197816986, 0.1088232689354119, 0.0, 0.0], [0.009205262924974261, 0.0, 0.017268725057926836, 0.0]]","[[0.0, 0.0, 0.0013221404433986482, 0.0], [0.025906866783904917, 0.0, 0.021121424112636417, 0.33368531185029926], [0.02649560197816986, 0.1088232689354119, 0.0013739265625418893, 0.0], [0.009205262924974261, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.028349526776444218, 0.0], [0.025906866783904917, 0.0, 0.021121424112636417, 0.28389309823828407], [0.02649560197816986, 0.1088232689354119, 0.0, 0.0], [0.009205262924974261, 0.0, 0.017268725057926836, 0.0]]"
"[[['**0.345', '', '', ''], ['', '', 'log', ''], ['tanh', '', '', ''], ['', '', 'sin', '-0.033']]]","[[0.06479387098105199, 0.0, 0.11406130032262723, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.8780649571053584, 0.0, 0.27296456670917857], [0.0, 0.0, 0.0, -0.0008259058576150645]]","[[0.014863779956902304, 0.0, 0.11110695959327631, 0.0], [0.008327123442101769, 0.0, 0.0, 0.0], [0.024549304200027145, 0.46414962939173404, 0.03565247349606749, 0.2552217113792679], [0.0, 0.0, 0.0, 0.0]]","[[0.014863779956902304, 0.0, 0.11110695959327631, 0.0], [0.008327123442101769, 0.0, 0.0, 0.0], [0.024549304200027145, 0.570707527309142, 0.03565247349606749, 0.23091466843162858], [0.0, 0.0, 0.0, 0.0]]","[[0.014863779956902304, 0.0, 0.11110695959327631, 0.0], [0.008327123442101769, 0.0, 0.0, 0.0], [0.024549304200027145, 0.46414962939173404, 0.03565247349606749, 0.2552217113792679], [0.0, 0.0, 0.0, 0.0]]"
