coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[[0.1996004722625008, 0.0, 0.6697132338953399], [0.0, -0.678844508290057, 0.0], [-0.25498761043189894, 1.2553593330218809, 0.0]]]","[[0.04449624473616507, 0.0, 0.07516103529160176], [0.0, 0.2704453411125426, 0.6725212022573824], [0.5149269130292994, 0.0, 0.0]]","[[0.032879358516772476, 0.0, 0.0], [0.0, 0.15661277506886265, 0.4338092977847427], [0.38821777613760544, 0.0, 0.0]]","[[0.032879358516772476, 0.0, 0.0], [0.0, 0.26652313146867523, 0.4338092977847427], [0.38821777613760544, 0.0, 0.0]]","[[0.03287935851677245, 0.0, 0.0], [0.0, 0.1566127750688627, 0.4338092977847427], [0.38821777613760544, 0.0, 0.0]]"
"[[[0.4660849286949998, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.11888340544884916, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.11805787053373329, 0.01809719389865553, 0.0], [0.00969984003921105, 0.0, 0.0], [0.0, 0.0, 0.008705427596133372]]","[[0.11805787053373329, 0.01809719389865553, 0.0], [0.00969984003921105, 0.0, 0.0], [0.0, 0.0, 0.008705427596133372]]","[[0.11805787053373329, 0.01809719389865553, 0.0], [0.00969984003921105, 0.0, 0.0], [0.0, 0.0, 0.008705427596133372]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.80798121329015, -0.6994656520626371], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.6607676543849255, 0.0], [0.0, 0.20350586449028454, 0.0]]","[[0.00571568899250579, 0.0, 0.01992504750768918], [0.0, 0.6418206320764748, 0.011528814826074239], [0.0, 0.17139325137045078, 0.0]]","[[0.00571568899250579, 0.0, 0.01992504750768918], [0.0, 0.6418206320764748, 0.011528814826074239], [0.0, 0.17139325137045078, 0.0]]","[[0.00571568899250579, 0.0, 0.01992504750768918], [0.0, 0.6418206320764748, 0.011528814826074239], [0.0, 0.17139325137045078, 0.0]]"
"[[[-0.6438804094591142, -1.7891063014919728, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.7242153891824514, 0.0, 0.0], [0.7024320671003375, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.5267432583660656, 0.0, 0.0], [0.5177254294364326, 0.00014493469971748373, 0.0], [0.0, 0.02396899487041346, 0.019644821364302505]]","[[0.6337750201071064, 0.023922943810369763, 0.0], [0.6158634330264161, 0.0, 0.0], [0.0, 0.02396899487041346, 0.019644821364302505]]","[[0.5267432583660656, 0.0, 0.0], [0.5177254294364326, 0.00014493469971748373, 0.0], [0.0, 0.02396899487041346, 0.019644821364302505]]"
"[[[0.0, 2.5725937139604818, 0.0], [-0.2665892395521411, 0.0, 0.0], [-1.2706628419571182, 0.0, 0.0]]]","[[0.0, 0.3602772858761142, 1.5668722491341558], [1.332243119990994, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.3490599374258668, 1.336049801934092], [0.31302627008833606, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.3490599374258668, 1.336049801934092], [0.31302627008833606, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.3490599374258668, 1.336049801934092], [0.31302627008833606, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, 0.11511039171470272, 0.3116653368752843], [0.0, 0.0, 0.0], [0.0, -0.3294531491052828, -0.36634939120056725]]]","[[0.0, 0.0, 0.0], [0.014619952882652526, 0.0, 0.028815710205940197], [0.057212168692414904, 0.0, 0.05981636797509429]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.030743175419965456], [0.02631341110757192, 0.0, 0.04159801199279024]]","[[0.0, 0.0, 0.01164192848342898], [0.03810872246655037, 0.0, 0.030743175419965456], [0.07100359049316057, 0.0, 0.01749526926069271]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.030743175419965456], [0.02631341110757192, 0.0, 0.04159801199279024]]"
"[[[0.0, -0.5258733872188187, 0.14992037179994272], [0.0, 0.6844495807837373, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.19826308849272561, 0.3159598034995619, 0.0], [0.010006850092222656, 0.0, 0.0]]","[[0.0, 0.0012524691719127715, 0.0033814795723837786], [0.1454037584741472, 0.27769063248280557, 0.02188442707579075], [0.0, 0.0, 0.0]]","[[0.003929629731162072, 0.0012524691719127715, 0.0033814795723837786], [0.1639927135574645, 0.27769063248280557, 0.02188442707579075], [0.0, 0.0, 0.0]]","[[0.0, 0.0012524691719127715, 0.0033814795723837786], [0.1454037584741472, 0.27769063248280557, 0.02188442707579075], [0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [-0.35009134606027476, -0.40380089261912994, 0.0], [-1.9548703743970095, 0.0, 0.0]]]","[[0.0, 0.061325207825440854, 0.7738686224957221], [0.0, 0.08793659363720918, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.013847831493572584, 0.574989883681547], [0.013852753323971588, 0.017179522709081584, 0.0], [0.025837745487548556, 0.0, 0.0]]","[[0.0, 0.05768297708048259, 0.6887830115073286], [0.013852753323971588, 0.09864478279764685, 0.0], [0.025837745487548556, 0.0, 0.0]]","[[0.0, 0.013847831493572584, 0.574989883681547], [0.013852753323971588, 0.017179522709081563, 0.0], [0.025837745487548556, 0.0, 0.0]]"
"[[[0.0, 0.0, -0.45490339210632663], [0.0, 0.4683733790641911, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.16377428268963612, 0.0], [0.10833122230294127, 0.0, 0.0]]","[[0.0007197248367427509, 0.0, 0.007302056034600703], [0.0, 0.1577638464999994, 0.0], [0.09834269660631999, 0.0, 0.0]]","[[0.0007197248367427509, 0.0, 0.007302056034600703], [0.0, 0.1577638464999994, 0.0], [0.09834269660631999, 0.0, 0.0]]","[[0.0007197248367427509, 0.0, 0.007302056034600703], [0.0, 0.1577638464999994, 0.0], [0.09834269660631999, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.7178054827244841], [0.0, 0.2633734785983808, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.04593246178490906], [0.0, 0.23323337590433926, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.018573673169150224, 0.05628612408151881], [0.0, 0.23529202926695766, 0.0]]","[[0.0, 0.0, 0.01673744672974368], [0.0, 0.018573673169150224, 0.05628612408151881], [0.009995075612410233, 0.23529202926695766, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.018573673169150224, 0.05628612408151881], [0.0, 0.23529202926695766, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.13895152979658779, 0.4804142718938155], [0.0, 0.22189349654946203, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.0059634874453658605, 0.028468783372684648], [0.0, 0.07371413504442623, 0.0]]","[[0.0, 0.0, 0.0], [0.005853965317840896, 0.01745129700256332, 0.009869816751749572], [0.0, 0.057824757288745955, 0.0]]","[[0.0, 0.0, 0.010833604005200465], [0.005853965317840896, 0.01745129700256332, 0.009869816751749572], [0.0, 0.057824757288745955, 0.0]]","[[0.0, 0.0, 0.0], [0.005853965317840896, 0.01745129700256332, 0.009869816751749572], [0.0, 0.057824757288745955, 0.0]]"
"[[[0.0, 0.0, 0.5256474971906416], [0.0, -0.7626839502474764, 0.0], [0.0, 0.27109917792264315, 0.8556481775531143]]]","[[0.0, 0.0, 0.0], [0.0, 0.4447534657318489, 0.08186406034656422], [0.39574642640369784, 0.0, 0.6162681419002047]]","[[0.0, 0.0, 0.0], [0.0, 0.4270012546819303, 0.01665263200381046], [0.20882681088325739, 0.0, 0.3804027549062553]]","[[0.0, 0.0, 0.0], [0.0, 0.44667257719514436, 0.01665263200381046], [0.261723183847966, 0.0, 0.3658035785958245]]","[[0.0, 0.0, 0.0], [0.0, 0.4270012546819303, 0.01665263200381046], [0.20882681088325739, 0.0, 0.38040275490625514]]"
"[[[0.0, 0.8888983736283237, -1.187857204609967], [0.0, 0.0, 0.0], [0.0, 0.6878230272929142, -0.2632048134943734]]]","[[0.0, 0.0, 0.0], [0.30489258548298054, 0.0, 0.19497080533310518], [0.609419378451609, 0.0, 0.04548942689467265]]","[[0.0, 0.0, 0.0], [0.2000304270503004, 0.01579929641036782, 0.16023141462867907], [0.41057302412372826, 0.0, 0.004073711433334786]]","[[0.0, 0.0, 0.0], [0.2000304270503004, 0.01579929641036782, 0.2047729865903745], [0.41057302412372826, 0.0, 0.01929328398261843]]","[[0.0, 0.0, 0.0], [0.2000304270503004, 0.01579929641036782, 0.16023141462867907], [0.41057302412372826, 0.0, 0.004073711433334789]]"
"[[[0.0, -0.19095595525100104, 0.0], [0.0, -0.21057318223588956, 0.0], [-0.7966252737295485, 0.0, 0.0]]]","[[0.0, 0.0, 0.2636341988148343], [0.02447567661307954, 0.018312739776431393, 0.0], [0.0, 0.0, 0.0]]","[[7.568091026215522e-05, 0.0, 0.21226340244002934], [0.027360878348272874, 0.03964716656849098, 0.0], [0.0, 0.0, 0.0]]","[[0.01052312984106617, 0.0, 0.2499763324679532], [0.027360878348272874, 0.03964716656849098, 0.0], [0.0, 0.0, 0.0]]","[[7.568091026215522e-05, 0.0, 0.21226340244002934], [0.027360878348272874, 0.03964716656849098, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, 1.1644371005534202, 0.0], [0.0, 0.7210123996051185, 0.21293543306630783], [0.32996617898872443, 0.0, 0.2642912337697668]]]","[[0.0, 0.0, 0.1868680964320642], [0.7239971407098503, 0.41144763631281783, 0.0], [0.0, 0.0347596170221063, 0.06680392326670177]]","[[0.0, 0.0, 0.06155623611436421], [0.42073175255787737, 0.19756372123723234, 0.0], [0.0, 0.0, 0.014368591197116828]]","[[0.0, 0.0, 0.06155623611436421], [0.42073175255787737, 0.19756372123723234, 0.0], [0.0, 0.0, 0.014368591197116828]]","[[0.0, 0.0, 0.06155623611436421], [0.42073175255787737, 0.19756372123723226, 0.0], [0.0, 0.0, 0.014368591197116792]]"
"[[[0.0, 0.0, 0.0], [-0.4322611906814647, 0.0, 0.0], [0.0, 0.0, 0.13113319148466265]]]","[[0.0, 0.0860334816110881, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.010904990382556561]]","[[0.02587026245188347, 0.08577073720585913, 0.03333095516401611], [0.0, 0.0, 0.017679619468364886], [0.011473195957251933, 0.0, 0.0]]","[[0.0, 0.08577073720585913, 0.03333095516401611], [0.0, 0.0, 0.017679619468364886], [0.011473195957251933, 0.0, 0.0]]","[[0.02587026245188347, 0.08577073720585913, 0.03333095516401611], [0.0, 0.0, 0.017679619468364886], [0.011473195957251933, 0.0, 0.0]]"
"[[[0.8130622525863486, 0.0, 0.8770288966114087], [0.0, 0.6207640525823219, 1.2388546043180657], [-0.5472299813860566, 0.0, 0.0]]]","[[0.5730662459334296, 0.0, 0.3630162008079186], [0.0, 0.5861477838478385, 0.0], [0.4841012499688407, 0.6879787330853315, 0.0]]","[[0.27053502332053975, 0.0, 0.1755166931425769], [0.0, 0.5260872166693261, 0.0], [0.27168305346409694, 0.605278281482753, 0.0]]","[[0.27053502332053975, 0.0, 0.32752725354180634], [0.0, 0.5260872166693261, 0.0], [0.27168305346409694, 0.605278281482753, 0.012604701833026626]]","[[0.27053502332053975, 0.0, 0.1755166931425769], [0.0, 0.5260872166693261, 0.0], [0.27168305346409694, 0.605278281482753, 0.0]]"
"[[[-0.5943101330511736, -0.2734915498861707, 0.0], [0.0, 0.8903794270281395, 0.0], [-0.3541500535429561, 0.0, -0.30080239775705997]]]","[[0.24037077075389962, 0.0, 0.09762276479868846], [0.16470606748003722, 0.7702566726430875, 0.0], [0.0, 0.0, 0.06075121631439714]]","[[0.18103730319301348, 0.0, 0.049283918734360777], [0.11628529393068718, 0.6841653045902054, 0.0], [0.0, 0.0, 0.005680668849047267]]","[[0.12782001145662286, 0.0, 0.0985602344101777], [0.14237601525222743, 0.7876608220566218, 0.0], [0.0, 0.0, 0.048594862974427375]]","[[0.18103730319301356, 0.0, 0.049283918734360777], [0.11628529393068718, 0.6841653045902052, 0.0], [0.0, 0.0, 0.005680668849047264]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.7596758390509096, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.4201717650120186, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.015855921732935926, 0.0], [0.007932769954535238, 0.417893366541178, 0.003725300287698013], [0.02627166565672438, 0.0, 0.0]]","[[0.0, 0.015855921732935926, 0.0], [0.007932769954535238, 0.40117770251326595, 0.003725300287698013], [0.02627166565672438, 0.0028645991675533638, 0.0]]","[[0.0, 0.015855921732935926, 0.0], [0.007932769954535238, 0.417893366541178, 0.003725300287698013], [0.02627166565672438, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.8241898556903858, 1.6315521092029552], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 1.1866988896009159, 0.0], [0.0, 0.7040839953752933, 0.0]]","[[0.016175558559521346, 0.0, 0.0], [0.0, 1.0007227821682196, 0.0], [0.0, 0.5385042935562269, 0.04494372161437276]]","[[0.016175558559521346, 0.0, 0.0], [0.0, 1.0007227821682196, 0.0], [0.0, 0.5385042935562269, 0.04494372161437276]]","[[0.016175558559521346, 0.0, 0.0], [0.0, 1.0007227821682196, 0.0], [0.0, 0.5385042935562269, 0.04494372161437276]]"
"[[[-0.7223901404432332, 0.0, 0.0], [0.0, 0.49373951271082495, 0.9592207576746321], [-0.5121269720901513, 0.0, 0.82177428350368]]]","[[0.35155950798073804, 0.0, 0.23751609710995852], [0.0, 0.5915928945691171, 0.0], [0.0, 0.6835568072034933, 0.5578656510031805]]","[[0.31312518651636595, 0.0, 0.11747001336297572], [0.0, 0.28806569299933127, 0.0], [0.0, 0.3618574986953746, 0.2536786760906325]]","[[0.3240173520325507, 0.0, 0.11747001336297572], [0.0, 0.3319287173887355, 0.0], [0.0, 0.4237703418902056, 0.2536786760906325]]","[[0.31312518651636595, 0.0, 0.11747001336297572], [0.0, 0.28806569299933116, 0.0], [0.0, 0.3618574986953746, 0.25367867609063255]]"
"[[[0.0, 0.0, 0.0], [-1.4993616707680812, 0.0, 0.0], [0.8084280193935656, 0.0, -0.6977482082142324]]]","[[0.0, 0.5930662705614396, 0.2512610735650308], [0.0, 0.0, 0.0], [0.0, 0.0, 0.45099928715267196]]","[[0.0, 0.5405446157905535, 0.17852860570326862], [0.010837338039169302, 0.0, 0.0], [0.00917674680691895, 0.0, 0.3623119624950232]]","[[0.0, 0.5405446157905535, 0.23046159847360634], [0.0, 0.0, 0.0], [0.00917674680691895, 0.0, 0.435438837397732]]","[[0.0, 0.5405446157905535, 0.17852860570326862], [0.010837338039169302, 0.0, 0.0], [0.00917674680691895, 0.0, 0.36231196249502307]]"
"[[[0.0, 0.7118980222815888, 0.0], [-0.8478245667422654, 0.0, 0.0], [0.0, -0.4665471852743225, 0.5610794605247151]]]","[[0.0, 0.5100749520658602, 0.0], [0.4698098609720107, 0.0, 0.24239385371906708], [0.0, 0.0, 0.25391301259530624]]","[[0.0, 0.3941680619129293, 0.0], [0.41527165948110795, 0.0, 0.18013492852332996], [0.0, 0.0, 0.1700018283189196]]","[[0.0, 0.5024657292103047, 0.0], [0.44486281823697027, 0.0, 0.21232603744927828], [0.0, 0.0, 0.2480120214310659]]","[[0.0, 0.3941680619129293, 0.0], [0.41527165948110795, 0.0, 0.18013492852332996], [0.0, 0.0, 0.17000182831891955]]"
"[[[0.38485518659783785, -0.7332540503084398, 0.0], [0.0, 0.8403304389924432, 0.0], [0.0, 0.0, 0.0]]]","[[0.2852015459471171, 0.0, 0.0], [0.5187380167762836, 0.5806846190679479, 0.0], [0.0, 0.0, 0.0]]","[[0.12346438523191536, 0.0, 0.0], [0.32511256758598356, 0.34980025347647115, 0.0], [0.0, 0.0, 0.0]]","[[0.12346438523191536, 0.0, 0.0], [0.32511256758598356, 0.34980025347647115, 0.0], [0.0, 0.0, 0.0]]","[[0.12346438523191536, 0.0, 0.0], [0.32511256758598356, 0.34980025347647115, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.37823012862979516, 1.4774718986015514], [0.0, 0.0, -0.7545863034107642]]]","[[0.0, 0.0, 0.0], [0.0, 0.45510236231632867, 0.0], [0.0, 0.8469843527963106, 0.3510883731866514]]","[[0.0, 0.0, 0.0], [0.0019414996441124424, 0.20250538149743963, 0.0], [0.01375788837694063, 0.5367223916123098, 0.1994686070888369]]","[[0.0, 0.0, 0.0], [0.0019414996441124424, 0.20250538149743963, 0.0], [0.01375788837694063, 0.5367223916123098, 0.1994686070888369]]","[[0.0, 0.0, 0.0], [0.0019414996441124424, 0.20250538149743963, 0.0], [0.01375788837694063, 0.5367223916123098, 0.1994686070888369]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.3007703432541262, -0.49876805950393654]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.04965352396422254], [0.0, 0.0, 0.15587698054293242]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.04246788674745771], [0.004069131925914109, 0.01447686013785515, 0.15011970271282746]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0734588888309308], [0.004069131925914109, 0.01447686013785515, 0.12280755819152499]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.04246788674745771], [0.004069131925914109, 0.01447686013785515, 0.15011970271282746]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 2.357622265689268], [0.0, 0.23604529023471466, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.1790723716396144], [0.0, 1.0958032819961645, 0.0]]","[[0.027071743884584946, 0.0, 0.0], [0.0, 0.0, 0.12347325105327521], [0.0, 0.857802363163638, 0.0]]","[[0.027071743884584946, 0.0, 0.0], [0.0, 0.0, 0.12347325105327521], [0.0, 0.857802363163638, 0.0]]","[[0.027071743884584946, 0.0, 0.0], [0.0, 0.0, 0.12347325105327521], [0.0, 0.857802363163638, 0.0]]"
"[[[0.0, 0.0, 1.0532316016021122], [0.0, 0.0, 0.0], [0.0, 0.0, 0.5272661031950283]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.491178386958407, 0.0, 0.16326200032364022]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.4241344777820117, 0.0, 0.0886505741637878]]","[[0.0, 0.0, 0.0], [0.0, 0.029951281502236415, 0.011562646831899424], [0.4241344777820117, 0.0, 0.1341974513144168]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.4241344777820117, 0.0, 0.08865057416378777]]"
"[[[0.0, 0.0, -0.36715751530041585], [-0.4984555322942069, 0.0, 1.0155766650725415], [-0.9140002783265826, 0.0, 0.0]]]","[[0.0, 0.14698554707845435, 0.3996495173930908], [0.0, 0.0, 0.0], [0.15963906377585918, 0.6032324304039642, 0.0]]","[[0.0, 0.08047989156931576, 0.277327068723733], [0.0, 0.0, 0.0], [0.1343085303503823, 0.507854253835702, 0.0]]","[[0.0, 0.08047989156931576, 0.355360036861349], [0.0, 0.0, 0.0], [0.13798122319116615, 0.4247146251323, 0.0]]","[[0.0, 0.08047989156931576, 0.277327068723733], [0.0, 0.0, 0.0], [0.1343085303503823, 0.507854253835702, 0.0]]"
"[[[0.442779625884702, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.9679050579698305, 0.0]]]","[[0.10972176044378895, 0.0, 0.0], [0.0, 0.0, 0.3054593187354648], [0.0, 0.0, 0.0]]","[[0.061777374611201016, 0.012927426399091986, 0.0], [0.020992766166301663, 0.0, 0.32908573819293985], [0.010771986698891112, 0.019821519848367573, 0.002142352893490538]]","[[0.061777374611201016, 0.012927426399091986, 0.0], [0.020992766166301663, 0.0, 0.32908573819293985], [0.010771986698891112, 0.019821519848367573, 0.002142352893490538]]","[[0.061777374611201016, 0.012927426399091986, 0.0], [0.020992766166301663, 0.0, 0.32908573819293985], [0.010771986698891112, 0.019821519848367573, 0.002142352893490538]]"
"[[[0.12800241831395112, 0.0, 0.0], [2.224964470771535, 0.0, 1.1395747604535869], [0.0, 0.0, 0.0]]]","[[0.013200692207498761, 0.8473569407223327, 0.0], [0.0, 0.0, 0.0], [0.0, 0.4213395586791859, 0.0]]","[[0.026905389882403458, 0.5614151674592074, 0.037448959834185745], [0.0, 0.0, 0.015751198290123797], [0.0, 0.19576626331457792, 0.0]]","[[0.0, 0.5614151674592074, 0.037448959834185745], [0.0, 0.0, 0.015751198290123797], [0.007858040772569736, 0.19576626331457792, 0.0]]","[[0.026905389882403458, 0.5614151674592074, 0.037448959834185745], [0.0, 0.0, 0.015751198290123797], [0.0, 0.19576626331457792, 0.0]]"
