coefficients,di_exact,knn_subset_cor,knn_subset_mi,knn_subset_pc
"[[['', '', 'cos', 'sin', '', 'log'], ['', '', '', '', '', ''], ['', '', '', '', '', ''], ['sigm', '', '', '', '', ''], ['', '', '', '', '', ''], ['sin', '', '', 'log', 'log', '']]]","[[0.0, 0.0, 0.0, 0.17439703119427608, 0.0, 0.7476695337947029], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.021520957134981287, 0.0, 0.0, 0.0, 0.0, 0.0], [0.270121850732426, 0.0, 0.0, 0.0, 0.0, 0.9347672028706638], [0.0, 0.0, 0.0, 0.0, 0.0, 1.5352228308024074], [1.4273767183156552, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.15969751099219293, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.02455371107220022, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.05450435076021284, 0.020491176456623995, 0.0, 0.0, 0.0, 0.013404221426267847], [0.0, 0.022085379096562604, 0.0, 0.0, 0.019805015152782688, 0.0], [0.8942215958152072, 0.0009375127435320362, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.15969751099219293, 0.009703004367751362, 0.0], [0.0, 0.0, 0.0, 0.0, 0.02455371107220022, 0.0], [0.0, 0.0, 0.01538084697203384, 0.0, 0.0, 0.0], [0.03310612146936303, 0.020491176456623995, 0.0, 0.0, 0.015197304491361486, 0.0], [0.0, 0.022085379096562604, 0.0, 0.0, 0.0, 0.0], [0.8214711179739508, 0.0009375127435320362, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.15969751099219293, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.02455371107220022, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.054504350760212754, 0.020491176456623995, 0.0, 0.0, 0.0, 0.013404221426267847], [0.0, 0.022085379096562604, 0.0, 0.0, 0.019805015152782688, 0.0], [0.8942215958152072, 0.0009375127435320362, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', '', '', ''], ['', 'cos', '', '-0.278', '', ''], ['', '', '', '', '', ''], ['', '', '', '', '', ''], ['', '**0.441', '', 'sigm', '', ''], ['', '', '', '', 'cos', '**0.736']]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2773182736862205, 0.0, 0.0, 0.4082034712155962, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.04738265587279896, 0.0, 0.0, 0.02146635841858207, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.4508537606077572], [0.0, 0.0, 0.0, 0.0, 0.0, 0.4147232200290206]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1714578279957432, 0.01107361203284251, 0.0, 0.21814863723142797, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.01696628837259652, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.29717458694377175], [0.0, 0.0, 0.0, 0.02680926673542355, 0.0, 0.3012474494996811]]","[[0.011060278146223306, 0.010665879073675433, 0.022204308304026612, 0.0065623777235830376, 0.0, 0.0], [0.002289458044666628, 0.22993979315045102, 0.021294402860022578, 0.004143427723642, 0.24391074117861442, 0.0], [0.0, 0.0, 0.0, 0.013830913315723307, 0.0, 0.0], [0.0, 0.025005463611837038, 0.012038220509649348, 0.0, 0.0, 0.0], [0.002549977198860391, 0.0, 0.0, 0.0, 0.0, 0.41629751516192], [0.0, 0.011106736650049524, 0.046738267729882196, 0.02680926673542355, 0.0, 0.38775459610321666]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.17145782799574308, 0.01107361203284251, 0.0, 0.21814863723142797, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.01696628837259656, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.29717458694377197], [0.0, 0.0, 0.0, 0.02680926673542355, 0.0, 0.3012474494996811]]"
"[[['', '', '', '', '', ''], ['cos', '', '', '', 'cos', ''], ['', '', '', '', '', ''], ['', '', '', '', '', ''], ['**0.673', '', '', '', '', ''], ['0.083', '-0.287', '', '', '', '']]]","[[0.0, 0.00857214840788724, 0.0, 0.0, 0.5989313070821837, 0.006532428887001122], [0.0, 0.0, 0.0, 0.0, 0.0, 0.04823459314884339], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.098582310063233, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.019071960962217666, 0.0, 0.0, 0.011372147700084023, 0.5238965485944171, 0.0], [0.0, 0.015383499255409286, 0.0, 0.0, 0.0, 0.03368362939295348], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10234093887892826, 0.0, 0.0, 0.0, 0.0], [0.008232117345323068, 0.00042946938860778867, 0.0, 0.0, 0.0, 0.01244348803358485]]","[[0.019071960962217666, 0.0, 0.0, 0.011372147700084023, 0.5238965485944171, 0.009487852667243123], [0.0, 0.0, 0.01323809471136595, 0.0, 0.0, 0.062118906288747264], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.06693686362505522, 0.0, 0.0, 0.0, 0.006718576559679025], [0.008232117345323068, 0.0, 0.01885674672442648, 0.0, 0.0, 0.0]]","[[0.019071960962217666, 0.0, 0.0, 0.011372147700084023, 0.5238965485944171, 0.0], [0.0, 0.015383499255409286, 0.0, 0.0, 0.0, 0.03368362939295348], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10234093887892826, 0.0, 0.0, 0.0, 0.0], [0.008232117345323068, 0.00042946938860778867, 0.0, 0.0, 0.0, 0.012443488033584867]]"
"[[['**0.553', '', '', 'log', 'sigm', ''], ['', '', '', '', '', ''], ['**0.667', '', '', '', '**0.301', ''], ['sigm', '', '', '', '', ''], ['', '', 'log', '', 'log', ''], ['-0.068', 'tanh', '', 'log', '', '']]]","[[0.6351982718189071, 0.0, 0.8890340020585452, 0.027731312303297985, 0.0, 0.0653358535238727], [0.0, 0.0, 0.0, 0.0, 0.0, 0.33982973546829814], [0.0, 0.0, 0.0, 0.0, 1.0906097507127708, 0.0], [1.539050428464899, 0.0, 0.0, 0.0, 0.0, 1.5584590506781433], [0.36386754649598607, 0.0, 1.3673316255274197, 0.0, 1.4360993929287762, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.08495934979875265, 0.0, 0.0, 0.0], [0.0, 0.0038730991570703147, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.34925856568414787, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.015047802174499816, 0.0, 0.7039932998731943, 0.0, 0.6075569294965766, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0578933716451827, 0.030254076719327578, 0.0, 0.0], [0.0, 0.0038730991570703147, 0.0, 0.01498785126885004, 0.0, 0.0], [0.0, 0.0, 0.0, 0.011958185002524616, 0.1767333479840968, 0.0], [0.12199332719803829, 0.0, 0.0, 0.0, 0.0, 0.16021138365249513], [0.0, 0.0, 0.6102818111651369, 0.0066310635237176695, 0.4924375193090956, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.08495934979875265, 0.0, 0.0, 0.0], [0.0, 0.0038730991570703147, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.349258565684148, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.015047802174499835, 0.0, 0.7039932998731943, 0.0, 0.6075569294965766, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', '', '**0.896', ''], ['', 'tanh', '', '0.247', '', 'tanh'], ['', '', '', 'sin', '', ''], ['', '', 'log', '', 'cos', ''], ['', 'log', '0.079', '', '', ''], ['', '', '', '', '', '**0.297']]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.04148988179719698, 0.0, 0.0, 0.42992482278705846, 0.0], [0.0, 0.0, 0.0, 1.4361044981280855, 0.022412119904072974, 0.0], [0.0, 0.3677784211148901, 0.942434834286648, 0.0, 0.0, 0.0], [0.6151099632357199, 0.0, 0.0, 0.18148921992215247, 0.0, 0.0], [0.0, 0.10323030108814667, 0.0, 0.0, 0.0, 0.04722787954766727]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.22884196270231524, 0.0], [0.0, 0.0, 0.0, 0.4934923941421935, 0.0, 0.0], [0.0, 0.2184521988396951, 0.729799568072983, 0.0, 0.0, 0.0], [0.5072647441510654, 0.0, 0.0, 0.03820784093867978, 0.0, 0.0], [0.0, 0.029595060787384705, 0.0, 0.0, 0.0, 0.053307729371883494]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.006112123967410815, 0.0, 0.0, 0.22884196270231524, 0.0], [0.0, 0.0, 0.0, 0.6362275701883775, 0.0, 0.0], [0.0, 0.24772240987556365, 0.8165577132202997, 0.0, 0.0, 0.0], [0.5554617534724127, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.03049047969993859, 0.0, 0.0, 0.0, 0.053307729371883494]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.22884196270231524, 0.0], [0.0, 0.0, 0.0, 0.4934923941421935, 0.0, 0.0], [0.0, 0.2184521988396951, 0.729799568072983, 0.0, 0.0, 0.0], [0.5072647441510654, 0.0, 0.0, 0.03820784093867978, 0.0, 0.0], [0.0, 0.02959506078738475, 0.0, 0.0, 0.0, 0.053307729371883494]]"
"[[['0.007', '**0.619', '', '', '', 'sin'], ['', '', '', '', '', ''], ['**0.428', 'sigm', 'tanh', '', '', ''], ['**0.082', '', '', '', '', 'log'], ['', '', '', '', '', ''], ['', '', '', '', '', '-0.096']]]","[[-0.0001236300402709791, 0.0, 1.0480103026139718, 1.3199753248673756, 0.0, 0.0], [0.5697620512239305, 0.0, 0.032568760332996126, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5788071357113705, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.33867236169591375, 0.0, 0.0, 1.522548626624358, 0.0, 0.002126408172639396]]","[[0.0, 0.01671461838656341, 0.5477391920256612, 0.23725035175130985, 0.0, 0.0], [0.4291980826384623, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.014480432103515264, 0.10698148156159433, 0.0, 0.0, 0.0], [0.0, 0.020085780379816745, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.011362742846724954, 0.0], [0.2099551207329725, 0.008007623012701037, 0.0, 0.0, 0.01395094572069981, 0.0]]","[[0.0, 0.01671461838656341, 0.7683397991336824, 0.20852590605387172, 0.0, 0.0], [0.4291980826384623, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.014480432103515264, 0.3421550317276147, 0.0, 0.018225767357512426, 0.0], [0.0, 0.020085780379816745, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.2099551207329725, 0.008007623012701037, 0.0, 0.0, 0.01395094572069981, 0.006131014589236159]]","[[0.0, 0.01671461838656341, 0.5477391920256612, 0.23725035175130985, 0.0, 0.0], [0.4291980826384623, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.014480432103515264, 0.10698148156159436, 0.0, 0.0, 0.0], [0.0, 0.020085780379816745, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.011362742846724954, 0.0], [0.2099551207329725, 0.008007623012701037, 0.0, 0.0, 0.01395094572069981, 0.0]]"
"[[['', '', 'sigm', '', 'cos', ''], ['', '', '', '', '', ''], ['', '**0.892', 'sigm', '', 'log', ''], ['', '', '', '', '', ''], ['', 'sin', '', 'tanh', '', ''], ['sigm', '', '', '**0.365', 'sigm', '']]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.026624146740039902], [0.0, 0.0, 0.39570622840724085, 0.0, 0.3567971319584289, 0.0], [0.16349484255108054, 0.0, 0.17412700183657553, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.358721010080031, 0.8849138692519568], [0.08546632115084529, 0.0, 1.5229734076316375, 0.0, 0.0, 0.08790013836678051], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.18879023304343642, 0.0], [0.04492315738099386, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.21140377636363297, 0.4589699046779809], [0.011924373519966931, 0.0, 0.2594675668474821, 0.006694710482059628, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.00025017946100860445, 0.0, 0.0], [0.0, 0.015050249618767022, 0.0, 0.007308559230279103, 0.26437593984682534, 0.0], [0.06782985956419307, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.26987155355622255, 0.5137125368861291], [0.021136032472450394, 0.0, 0.3652810661920208, 0.006694710482059628, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1887902330434363, 0.0], [0.044923157380993915, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.21140377636363306, 0.458969904677981], [0.011924373519966898, 0.0, 0.25946756684748223, 0.006694710482059628, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[['', '', '', '', '', '**0.275'], ['log', '', '', 'sin', '', 'log'], ['', '', 'cos', '', '', ''], ['', 'sigm', 'cos', '-0.050', '', ''], ['cos', '', 'cos', '-0.078', '', ''], ['', '', '', '', '', '']]]","[[0.0, 1.1963281093709945, 0.0, 0.0, 0.19688101586952314, 0.0], [0.0, 0.0, 0.0, 0.14468940554781826, 0.0, 0.0], [0.0, 0.0, 0.2716894491113178, 0.22360393912532628, 0.245375786247337, 0.0], [0.0, 0.3148812994473526, 0.0, 0.001263937628056876, 0.009287308441787868, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.9601250762096175, 1.4996423377947006, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0015131229693633155, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.17996700605479599, 0.090572068983838, 0.07209800478503052, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.008538723165802235], [0.6240361314074603, 0.0, 0.0, 0.0, 0.0, 0.0050578159819270815]]","[[0.0, 0.0, 0.012302955446938107, 0.0, 0.10028165033819234, 0.0], [0.0, 0.0, 0.0, 0.054211777577428566, 0.0, 0.0], [0.0, 0.0, 0.2006851808516429, 0.14216648386782688, 0.1446576497401889, 0.0], [0.0, 0.0, 0.012823514234296797, 0.0, 0.0, 0.0], [0.0, 0.0, 0.047138806388301036, 0.0, 0.0, 0.008538723165802235], [0.6240361314074603, 0.0, 0.011649876644690048, 0.0, 0.0, 0.0050578159819270815]]","[[0.0, 0.0, 0.0, 0.0, 0.0015131229693633333, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.17996700605479607, 0.09057206898383803, 0.07209800478503052, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.008538723165802235], [0.6240361314074603, 0.0, 0.0, 0.0, 0.0, 0.0050578159819270815]]"
"[[['', '', 'tanh', '', '', ''], ['**0.920', 'sigm', '', '', 'log', ''], ['', '', 'tanh', '', 'tanh', ''], ['', '', '-0.069', '', 'tanh', ''], ['', '', '', '', '', ''], ['', '', '', 'tanh', 'sigm', '']]]","[[0.0, 0.875885210304414, 0.0, 0.0, 0.0, 0.0], [0.0, 0.1749284847451792, 0.0, 0.0, 0.0, 0.0], [0.7351829843805241, 0.0, 0.7515673513359752, 0.005917888865471442, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.4727772022790455], [0.0, 1.5152673061784339, 0.333653653396203, 0.336167020790604, 0.0, 0.0410971725835198], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.03612168533352219, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01747871151695125, 0.0], [0.2560549387144926, 0.0, 0.2677374919291213, 0.0, 0.023954957556640243, 0.0], [0.0, 0.0, 0.0, 0.0, 0.030982295807423742, 0.34596189724440946], [0.0, 0.0, 0.12156211782584828, 0.15150410176441342, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.043717641475981756, 0.0]]","[[0.0, 0.017034643719821243, 0.0, 0.0, 0.03612168533352219, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01747871151695125, 0.0], [0.342401638534577, 0.0, 0.34990750228690787, 0.0, 0.023954957556640243, 0.0], [0.0, 0.0, 0.0, 0.0, 0.030982295807423742, 0.4465805594636545], [0.0, 0.0, 0.25910270408133734, 0.29176121799502125, 0.0, 0.00985643770072741], [0.0, 0.0, 0.0, 0.0, 0.043717641475981756, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.03612168533352219, 0.0], [0.0, 0.0, 0.0, 0.0, 0.01747871151695125, 0.0], [0.2560549387144924, 0.0, 0.2677374919291213, 0.0, 0.023954957556640243, 0.0], [0.0, 0.0, 0.0, 0.0, 0.030982295807423742, 0.3459618972444094], [0.0, 0.0, 0.12156211782584833, 0.1515041017644132, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.043717641475981756, 0.0]]"
"[[['tanh', '', 'sin', '', '', 'sigm'], ['sin', '**0.553', '', 'sigm', '', ''], ['', '', '', '', '', ''], ['', 'tanh', 'sin', '', 'sigm', ''], ['tanh', '', '', '', 'sigm', '**0.845'], ['sin', '', '', '', '**0.777', '']]]","[[0.00955821154363993, 0.12391119107688281, 0.0, 0.0, 0.008384979181636169, 0.1598060595402046], [0.0, 0.059970686154304, 0.0, -6.476797352527671e-05, 0.0, 0.0], [0.33704470599423925, 0.0, 0.0, 0.3115147269057099, 0.0, 0.0], [0.0, 0.0051811388163980525, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 3.2580635806006805e-05, -0.0001269844738183198, 0.2192061186087811], [0.00033706778881822344, 0.0, 0.0, 0.0, 0.3014913330906651, 0.0]]","[[0.0193505891583131, 0.057383351548209706, 0.0, 0.0, 0.0, 0.057913167014139344], [0.0, 0.012662932958826163, 0.0, 0.0, 0.0, 0.0], [0.3230290286482205, 0.0, 0.0, 0.3020066698219696, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.15719506252657311], [0.0, 0.0, 0.0, 0.0, 0.21912581017254842, 0.0]]","[[0.0193505891583131, 0.08096838913362442, 0.010320317335060928, 0.0, 0.0, 0.09484144183142575], [0.0, 0.01422626821384285, 0.007459859114925661, 0.0, 0.0, 0.0], [0.3230290286482205, 0.0, 0.0, 0.3020066698219696, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.010943538949184048, 0.0, 0.0, 0.15574137549839984], [0.0, 0.0, 0.0, 0.0, 0.29253905489590243, 0.0]]","[[0.0193505891583131, 0.057383351548209706, 0.0, 0.0, 0.0, 0.057913167014139344], [0.0, 0.012662932958826171, 0.0, 0.0, 0.0, 0.0], [0.3230290286482205, 0.0, 0.0, 0.3020066698219696, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.15719506252657323], [0.0, 0.0, 0.0, 0.0, 0.21912581017254848, 0.0]]"
